Node,Death_Round
0,1741
1,1841
2,1836
3,1841
4,1851
5,1861
6,1751
7,1791
8,1821
9,1736
10,1851
11,1691
12,1736
13,1831
14,1726
15,1866
16,1857
17,1853
18,1866
19,1671
20,1866
21,1841
22,1801
23,1816
24,1761
25,1726
26,1851
27,1876
28,1776
29,1751
30,1786
31,1866
32,1806
33,1751
34,1776
35,1871
36,1841
37,1856
38,1856
39,1876
40,1821
41,1871
42,1791
43,1871
44,1846
45,1771
46,1711
47,1791
48,1806
49,1781
50,1846
51,1756
52,1771
53,1846
54,1826
55,1861
56,1861
57,1861
58,1866
59,1746
60,1866
61,1706
62,1756
63,1806
64,1876
65,1861
66,1841
67,1876
68,1861
69,1796
70,1846
71,1861
72,1857
73,1761
74,1851
75,1791
76,1811
77,1856
78,1866
79,1851
80,1731
81,1671
82,1851
83,1676
84,1856
85,1831
86,1821
87,1866
88,1706
89,1866
90,1831
91,1826
92,1771
93,1741
94,1731
95,1716
96,1836
97,1836
98,1771
99,1851
