Round,Alive,Dead,CH_Count,Generated,Delivered,Lost,Unclustered,Was_Setup_Round,Control_TX,Control_RX,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Cluster_Size,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps,Backup_Promotions,Backup_Rejected,Proactive_Handovers,Direct_To_BS
1,100,0,3,100,100,0,0,1,103,491,100,100,0.0248707616,49.9601042384,33.3333333333,11.5316896152,1.0000000000,0.8888000000,226.8226822682,0,0,0,54
2,100,0,3,100,100,0,0,0,0,0,100,100,0.0171073626,49.9429968758,33.3333333333,11.5316896152,1.0000000000,0.8064000000,250.0000000000,0,0,0,54
3,100,0,3,100,100,0,0,0,0,0,100,100,0.0171073626,49.9258895133,33.3333333333,11.5316896152,1.0000000000,0.8064000000,250.0000000000,0,0,0,54
4,100,0,3,100,100,0,0,0,0,0,100,100,0.0171073626,49.9087821507,33.3333333333,11.5316896152,1.0000000000,0.8064000000,250.0000000000,0,0,0,54
5,100,0,3,100,100,0,0,0,0,0,100,100,0.0171073626,49.8916747881,33.3333333333,11.5316896152,1.0000000000,0.8064000000,250.0000000000,0,0,0,54
6,100,0,11,100,100,0,0,1,111,1267,100,100,0.0364500853,49.8552247028,9.0909090909,14.9185624856,1.0000000000,0.8952000000,225.2010723861,0,0,0,4
7,100,0,11,100,100,0,0,0,0,0,100,100,0.0204730560,49.8347516469,9.0909090909,14.9185624856,1.0000000000,0.8064000000,250.0000000000,0,0,0,4
8,100,0,11,100,100,0,0,0,0,0,100,100,0.0204730560,49.8142785909,9.0909090909,14.9185624856,1.0000000000,0.8064000000,250.0000000000,0,0,0,4
9,100,0,11,100,100,0,0,0,0,0,100,100,0.0204730560,49.7938055350,9.0909090909,14.9185624856,1.0000000000,0.8064000000,250.0000000000,0,0,0,4
10,100,0,11,100,100,0,0,0,0,0,100,100,0.0204730560,49.7733324790,9.0909090909,14.9185624856,1.0000000000,0.8064000000,250.0000000000,0,0,0,4
11,100,0,7,100,100,0,0,1,107,879,100,100,0.0314678186,49.7418646605,14.2857142857,14.0315271503,1.0000000000,0.8920000000,226.0089686099,0,0,0,19
12,100,0,7,100,100,0,0,0,0,0,100,100,0.0197179771,49.7221466834,14.2857142857,14.0315271503,1.0000000000,0.8064000000,250.0000000000,0,0,0,19
13,100,0,7,100,100,0,0,0,0,0,100,100,0.0197179771,49.7024287063,14.2857142857,14.0315271503,1.0000000000,0.8064000000,250.0000000000,0,0,0,19
14,100,0,7,100,100,0,0,0,0,0,100,100,0.0197179771,49.6827107292,14.2857142857,14.0315271503,1.0000000000,0.8064000000,250.0000000000,0,0,0,19
15,100,0,7,100,100,0,0,0,0,0,100,100,0.0197179771,49.6629927521,14.2857142857,14.0315271503,1.0000000000,0.8064000000,250.0000000000,0,0,0,19
16,100,0,7,100,100,0,0,1,107,879,100,100,0.0313008800,49.6316918721,14.2857142857,13.9508827570,1.0000000000,0.8920000000,226.0089686099,0,0,0,20
17,100,0,7,100,100,0,0,0,0,0,100,100,0.0195807259,49.6121111462,14.2857142857,13.9508827570,1.0000000000,0.8064000000,250.0000000000,0,0,0,20
18,100,0,7,100,100,0,0,0,0,0,100,100,0.0195807259,49.5925304203,14.2857142857,13.9508827570,1.0000000000,0.8064000000,250.0000000000,0,0,0,20
19,100,0,7,100,100,0,0,0,0,0,100,100,0.0195807259,49.5729496944,14.2857142857,13.9508827570,1.0000000000,0.8064000000,250.0000000000,0,0,0,20
20,100,0,7,100,100,0,0,0,0,0,100,100,0.0195807259,49.5533689685,14.2857142857,13.9508827570,1.0000000000,0.8064000000,250.0000000000,0,0,0,20
21,100,0,6,100,100,0,0,1,106,782,100,100,0.0290943058,49.5242746627,16.6666666667,13.0638482335,1.0000000000,0.8912000000,226.2118491921,0,0,0,32
22,100,0,6,100,100,0,0,0,0,0,100,100,0.0184259509,49.5058487117,16.6666666667,13.0638482335,1.0000000000,0.8064000000,250.0000000000,0,0,0,32
23,100,0,6,100,100,0,0,0,0,0,100,100,0.0184259509,49.4874227608,16.6666666667,13.0638482335,1.0000000000,0.8064000000,250.0000000000,0,0,0,32
24,100,0,6,100,100,0,0,0,0,0,100,100,0.0184259509,49.4689968099,16.6666666667,13.0638482335,1.0000000000,0.8064000000,250.0000000000,0,0,0,32
25,100,0,6,100,100,0,0,0,0,0,100,100,0.0184259509,49.4505708589,16.6666666667,13.0638482335,1.0000000000,0.8064000000,250.0000000000,0,0,0,32
26,100,0,7,100,100,0,0,1,107,879,100,100,0.0319155297,49.4186553292,14.2857142857,14.4347258398,1.0000000000,0.8920000000,226.0089686099,0,0,0,14
27,100,0,7,100,100,0,0,0,0,0,100,100,0.0201911826,49.3984641467,14.2857142857,14.4347258398,1.0000000000,0.8064000000,250.0000000000,0,0,0,14
28,100,0,7,100,100,0,0,0,0,0,100,100,0.0201911826,49.3782729641,14.2857142857,14.4347258398,1.0000000000,0.8064000000,250.0000000000,0,0,0,14
29,100,0,7,100,100,0,0,0,0,0,100,100,0.0201911826,49.3580817815,14.2857142857,14.4347258398,1.0000000000,0.8064000000,250.0000000000,0,0,0,14
30,100,0,7,100,100,0,0,0,0,0,100,100,0.0201911826,49.3378905990,14.2857142857,14.4347258398,1.0000000000,0.8064000000,250.0000000000,0,0,0,14
31,100,0,8,100,100,0,0,1,108,976,100,100,0.0336966973,49.3041939017,12.5000000000,15.0798356529,1.0000000000,0.8928000000,225.8064516129,0,0,0,5
32,100,0,8,100,100,0,0,0,0,0,100,100,0.0209161177,49.2832777840,12.5000000000,15.0798356529,1.0000000000,0.8064000000,250.0000000000,0,0,0,5
33,100,0,8,100,100,0,0,0,0,0,100,100,0.0209161177,49.2623616664,12.5000000000,15.0798356529,1.0000000000,0.8064000000,250.0000000000,0,0,0,5
