Round,Alive,Dead,CH_Count,Generated,Delivered,Lost,Unclustered,Selection_Iterations,Control_TX,Control_RX,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Cluster_Size,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps
551,48,52,12,48,48,0,0,6,334,1488,48,48,0.0280182109,3.6272562571,4.0000000000,14.0001703346,1.0000000000,0.6512000000,147.4201474201
552,48,52,10,48,48,0,0,6,335,1492,48,48,0.0283078208,3.5989484363,4.8000000000,14.3335171919,1.0000000000,0.6520000000,147.2392638037
553,48,52,11,48,48,0,0,6,334,1490,48,48,0.0282210749,3.5707273615,4.3636363636,14.1668570689,1.0000000000,0.6512000000,147.4201474201
554,47,53,12,47,47,0,0,6,327,1390,47,47,0.0268120594,3.5439153021,3.9166666667,13.9576233837,1.0000000000,0.6376000000,147.4278544542
555,46,54,10,46,42,4,4,6,322,1354,42,42,0.0256548538,3.5182604482,4.2000000000,14.0954160164,0.9130434783,0.5936000000,141.5094339623
556,45,55,10,45,45,0,0,6,314,1246,45,45,0.0249782898,3.4932821585,4.5000000000,14.2224003968,1.0000000000,0.6112000000,147.2513089005
557,45,55,11,45,45,0,0,6,313,1244,45,45,0.0247931237,3.4684890348,4.0909090909,14.0446196344,1.0000000000,0.6104000000,147.4442988204
558,45,55,11,45,45,0,0,6,313,1244,45,45,0.0248046424,3.4436843924,4.0909090909,14.0446184506,1.0000000000,0.6104000000,147.4442988204
559,45,55,12,45,45,0,0,6,312,1242,45,45,0.0246886584,3.4189957340,3.7500000000,13.8668380468,1.0000000000,0.6096000000,147.6377952756
560,45,55,11,45,45,0,0,6,313,1244,45,45,0.0248657256,3.3941300084,4.0909090909,14.0446314918,1.0000000000,0.6104000000,147.4442988204
561,45,55,11,45,45,0,0,6,313,1244,45,45,0.0248146795,3.3693153290,4.0909090909,14.0446189102,1.0000000000,0.6104000000,147.4442988204
562,45,55,11,45,45,0,0,6,313,1244,45,45,0.0248274790,3.3444878500,4.0909090909,14.0446224609,1.0000000000,0.6104000000,147.4442988204
563,45,55,11,45,45,0,0,6,313,1244,45,45,0.0248116097,3.3196762403,4.0909090909,14.0446224727,1.0000000000,0.6104000000,147.4442988204
564,45,55,10,45,45,0,0,6,314,1246,45,45,0.0248920182,3.2947842221,4.5000000000,14.2223941027,1.0000000000,0.6112000000,147.2513089005
565,45,55,10,45,45,0,0,6,314,1246,45,45,0.0249228811,3.2698613410,4.5000000000,14.2223986356,1.0000000000,0.6112000000,147.2513089005
566,45,55,11,45,45,0,0,6,313,1244,45,45,0.0248182134,3.2450431276,4.0909090909,14.0446210949,1.0000000000,0.6104000000,147.4442988204
567,45,55,11,45,45,0,0,6,313,1244,45,45,0.0248285392,3.2202145884,4.0909090909,14.0446217472,1.0000000000,0.6104000000,147.4442988204
568,44,56,10,45,44,1,0,6,314,1246,44,44,0.0249399578,3.1952746306,4.5000000000,14.3638177038,0.9777777778,0.6032000000,145.8885941645
569,44,56,9,44,44,0,0,6,308,1246,44,44,0.0246519006,3.1706227299,4.8888888889,14.3638075798,1.0000000000,0.5984000000,147.0588235294
570,44,56,9,44,44,0,0,6,308,1246,44,44,0.0246855589,3.1459371711,4.8888888889,14.3638139283,1.0000000000,0.5984000000,147.0588235294
571,44,56,9,44,44,0,0,6,308,1246,44,44,0.0247486650,3.1211885061,4.8888888889,14.3638236501,1.0000000000,0.5984000000,147.0588235294
572,44,56,9,44,44,0,0,6,308,1246,44,44,0.0246785043,3.0965100018,4.8888888889,14.3638107086,1.0000000000,0.5984000000,147.0588235294
573,44,56,9,44,43,1,1,6,307,1244,43,43,0.0244890305,3.0720209712,4.7777777778,14.3257615152,0.9772727273,0.5896000000,145.8616010855
574,44,56,10,44,44,0,0,6,307,1244,44,44,0.0245298976,3.0474910736,4.4000000000,14.1819853657,1.0000000000,0.5976000000,147.2556894244
575,44,56,10,44,44,0,0,6,307,1244,44,44,0.0245684418,3.0229226318,4.4000000000,14.1819884586,1.0000000000,0.5976000000,147.2556894244
576,44,56,10,44,44,0,0,6,307,1244,44,44,0.0245819753,2.9983406565,4.4000000000,14.1819939464,1.0000000000,0.5976000000,147.2556894244
577,43,57,9,43,43,0,0,6,307,1208,43,43,0.0242774678,2.9740631886,4.7777777778,14.3257505892,1.0000000000,0.5896000000,145.8616010855
578,43,57,10,43,43,0,0,6,300,1170,43,43,0.0235126241,2.9505505645,4.3000000000,14.1397057614,1.0000000000,0.5840000000,147.2602739726
579,42,58,9,43,37,6,0,6,301,1172,37,37,0.0224456939,2.9281048706,4.2222222222,14.2704435740,0.8604651163,0.5368000000,137.8539493294
580,42,58,11,42,42,0,0,6,292,1094,42,42,0.0224299200,2.9056749506,3.8181818182,13.9049409058,1.0000000000,0.5696000000,147.4719101124
581,41,59,10,41,41,0,0,6,286,1070,41,41,0.0219905992,2.8836843515,4.1000000000,14.0489601245,1.0000000000,0.5568000000,147.2701149425
582,40,60,9,40,36,4,4,6,282,1062,36,36,0.0209163529,2.8627679986,4.0000000000,14.0001961978,0.9000000000,0.5136000000,140.1869158879
583,39,61,10,40,39,1,0,6,279,1020,39,39,0.0211809157,2.8415870829,4.0000000000,14.1540310756,0.9750000000,0.5352000000,145.7399103139
584,39,61,9,39,39,0,0,6,273,1008,39,39,0.0208611681,2.8207259147,4.3333333333,14.1540235971,1.0000000000,0.5304000000,147.0588235294
585,39,61,9,39,39,0,0,6,273,1008,39,39,0.0208320180,2.7998938967,4.3333333333,14.1540201702,1.0000000000,0.5304000000,147.0588235294
586,39,61,9,39,39,0,0,6,273,1008,39,39,0.0208356121,2.7790582846,4.3333333333,14.1540183711,1.0000000000,0.5304000000,147.0588235294
587,39,61,9,39,39,0,0,6,273,1008,39,39,0.0208749576,2.7581833270,4.3333333333,14.1540275001,1.0000000000,0.5304000000,147.0588235294
588,39,61,9,39,39,0,0,6,273,1008,39,39,0.0208313465,2.7373519805,4.3333333333,14.1540193185,1.0000000000,0.5304000000,147.0588235294
589,39,61,9,39,39,0,0,6,273,1008,39,39,0.0208558700,2.7164961105,4.3333333333,14.1540225190,1.0000000000,0.5304000000,147.0588235294
590,39,61,9,39,39,0,0,6,273,1008,39,39,0.0208622698,2.6956338407,4.3333333333,14.1540242863,1.0000000000,0.5304000000,147.0588235294
591,39,61,9,39,39,0,0,6,273,1008,39,39,0.0208745663,2.6747592744,4.3333333333,14.1540275285,1.0000000000,0.5304000000,147.0588235294
592,38,62,9,38,38,0,0,6,272,958,38,38,0.0204446382,2.6543146362,4.2222222222,14.1054370537,1.0000000000,0.5216000000,145.7055214724
593,38,62,9,38,38,0,0,6,266,910,38,38,0.0195636388,2.6347509974,4.2222222222,14.1054361184,1.0000000000,0.5168000000,147.0588235294
594,38,62,9,38,38,0,0,6,266,910,38,38,0.0195885583,2.6151624392,4.2222222222,14.1054416152,1.0000000000,0.5168000000,147.0588235294
595,38,62,9,38,38,0,0,6,266,910,38,38,0.0195773647,2.5955850744,4.2222222222,14.1054370909,1.0000000000,0.5168000000,147.0588235294
596,38,62,9,38,38,0,0,6,266,910,38,38,0.0196200841,2.5759649904,4.2222222222,14.1054452884,1.0000000000,0.5168000000,147.0588235294
597,38,62,9,38,38,0,0,6,266,910,38,38,0.0196397073,2.5563252831,4.2222222222,14.1054502896,1.0000000000,0.5168000000,147.0588235294
598,38,62,9,38,38,0,0,6,266,910,38,38,0.0196061946,2.5367190886,4.2222222222,14.1054428032,1.0000000000,0.5168000000,147.0588235294
599,37,63,8,37,34,3,3,6,262,886,34,34,0.0185342841,2.5181848045,4.2500000000,14.1178255386,0.9189189189,0.4816000000,141.1960132890
600,37,63,9,37,37,0,0,6,259,872,37,37,0.0189193474,2.4992654571,4.1111111111,14.0542283413,1.0000000000,0.5032000000,147.0588235294
601,37,63,9,37,37,0,0,6,259,872,37,37,0.0189260570,2.4803394001,4.1111111111,14.0542341184,1.0000000000,0.5032000000,147.0588235294
602,37,63,10,37,36,1,0,6,258,870,36,36,0.0186172147,2.4617221853,3.7000000000,13.7779533989,0.9729729730,0.4944000000,145.6310679612
603,36,64,9,36,36,0,0,6,252,822,36,36,0.0181270877,2.4435950976,4.0000000000,14.0001729926,1.0000000000,0.4896000000,147.0588235294
604,36,64,9,36,36,0,0,6,252,822,36,36,0.0181308800,2.4254642176,4.0000000000,14.0001777102,1.0000000000,0.4896000000,147.0588235294
605,36,64,9,36,36,0,0,6,252,822,36,36,0.0181287796,2.4073354380,4.0000000000,14.0001791886,1.0000000000,0.4896000000,147.0588235294
606,36,64,9,36,36,0,0,6,252,822,36,36,0.0181594802,2.3891759579,4.0000000000,14.0001799194,1.0000000000,0.4896000000,147.0588235294
607,36,64,9,36,36,0,0,6,252,822,36,36,0.0181062995,2.3710696583,4.0000000000,14.0001713481,1.0000000000,0.4896000000,147.0588235294
608,36,64,9,36,36,0,0,6,252,822,36,36,0.0181276402,2.3529420181,4.0000000000,14.0001754235,1.0000000000,0.4896000000,147.0588235294
609,36,64,9,36,36,0,0,6,252,822,36,36,0.0181468264,2.3347951917,4.0000000000,14.0001810502,1.0000000000,0.4896000000,147.0588235294
610,36,64,9,36,36,0,0,6,252,822,36,36,0.0181183968,2.3166767949,4.0000000000,14.0001748223,1.0000000000,0.4896000000,147.0588235294
611,36,64,9,36,36,0,0,6,252,822,36,36,0.0181414578,2.2985353370,4.0000000000,14.0001779152,1.0000000000,0.4896000000,147.0588235294
612,35,65,9,35,35,0,0,6,245,772,35,35,0.0173829219,2.2811524151,3.8888888889,13.9430315413,1.0000000000,0.4760000000,147.0588235294
613,35,65,9,35,35,0,0,6,245,772,35,35,0.0173480285,2.2638043866,3.8888888889,13.9430330429,1.0000000000,0.4760000000,147.0588235294
614,35,65,9,35,35,0,0,6,245,772,35,35,0.0173491751,2.2464552115,3.8888888889,13.9430344481,1.0000000000,0.4760000000,147.0588235294
615,35,65,9,35,35,0,0,6,245,772,35,35,0.0173403959,2.2291148156,3.8888888889,13.9430294583,1.0000000000,0.4760000000,147.0588235294
616,35,65,9,35,35,0,0,6,245,772,35,35,0.0173659786,2.2117488370,3.8888888889,13.9430376347,1.0000000000,0.4760000000,147.0588235294
617,34,66,9,34,34,0,0,6,244,770,34,34,0.0171179279,2.1946309091,3.7777777778,13.8825357204,1.0000000000,0.4672000000,145.5479452055
618,34,66,9,34,34,0,0,6,238,734,34,34,0.0166830241,2.1779478850,3.7777777778,13.8825319370,1.0000000000,0.4624000000,147.0588235294
619,33,67,9,34,31,3,0,6,238,734,32,32,0.0163044921,2.1616433929,3.5555555556,13.9356573718,0.9117647059,0.4464000000,138.8888888889
620,33,67,9,33,33,0,0,6,231,684,33,33,0.0159007678,2.1457426251,3.6666666667,13.8183666887,1.0000000000,0.4488000000,147.0588235294
621,33,67,9,33,33,0,0,6,231,684,33,33,0.0158803389,2.1298622862,3.6666666667,13.8183588976,1.0000000000,0.4488000000,147.0588235294
622,33,67,9,33,33,0,0,6,231,684,33,33,0.0158812263,2.1139810600,3.6666666667,13.8183614305,1.0000000000,0.4488000000,147.0588235294
623,33,67,9,33,33,0,0,6,231,684,33,33,0.0158866714,2.0980943886,3.6666666667,13.8183612382,1.0000000000,0.4488000000,147.0588235294
624,33,67,9,33,33,0,0,6,231,684,33,33,0.0159073668,2.0821870218,3.6666666667,13.8183656167,1.0000000000,0.4488000000,147.0588235294
625,32,68,9,33,30,3,0,6,231,684,32,32,0.0157857181,2.0664013037,3.4444444444,13.8668444127,0.9090909091,0.4408000000,136.1161524501
626,32,68,9,32,32,0,0,6,224,658,32,32,0.0153676514,2.0510336523,3.5555555556,13.7501850653,1.0000000000,0.4352000000,147.0588235294
627,32,68,10,32,32,0,0,6,223,656,32,32,0.0153092363,2.0357244160,3.2000000000,13.5001900728,1.0000000000,0.4344000000,147.3296500921
628,32,68,9,32,32,0,0,6,224,658,32,32,0.0152930663,2.0204313497,3.5555555556,13.7501674988,1.0000000000,0.4352000000,147.0588235294
629,32,68,9,32,32,0,0,6,224,658,32,32,0.0153417417,2.0050896080,3.5555555556,13.7501794898,1.0000000000,0.4352000000,147.0588235294
630,32,68,9,32,32,0,0,6,224,658,32,32,0.0153030779,1.9897865301,3.5555555556,13.7501702544,1.0000000000,0.4352000000,147.0588235294
631,31,69,8,31,29,2,2,6,221,642,29,29,0.0146942507,1.9750922794,3.6250000000,13.7932869979,0.9354838710,0.4088000000,141.8786692759
632,31,69,9,31,31,0,0,6,217,632,31,31,0.0147762136,1.9603160658,3.4444444444,13.6775965521,1.0000000000,0.4216000000,147.0588235294
633,31,69,9,31,31,0,0,6,217,632,31,31,0.0147698515,1.9455462143,3.4444444444,13.6775942812,1.0000000000,0.4216000000,147.0588235294
634,31,69,9,31,31,0,0,6,217,632,31,31,0.0147787410,1.9307674732,3.4444444444,13.6775951438,1.0000000000,0.4216000000,147.0588235294
635,31,69,9,31,31,0,0,6,217,632,31,31,0.0148166993,1.9159507739,3.4444444444,13.6776076863,1.0000000000,0.4216000000,147.0588235294
636,31,69,9,31,31,0,0,6,217,632,31,31,0.0148479563,1.9011028176,3.4444444444,13.6776130716,1.0000000000,0.4216000000,147.0588235294
637,30,70,9,31,26,5,0,6,217,632,30,30,0.0146714972,1.8864313204,3.0000000000,13.5386331644,0.8387096774,0.4136000000,125.7253384913
638,30,70,9,30,30,0,0,6,210,570,30,30,0.0138718244,1.8725594960,3.3333333333,13.6001771351,1.0000000000,0.4080000000,147.0588235294
639,29,71,8,29,28,1,1,6,209,569,28,28,0.0135141053,1.8590453907,3.5000000000,13.7144679118,0.9655172414,0.3912000000,143.1492842536
640,29,71,9,29,29,0,0,6,202,556,29,29,0.0134080149,1.8456373758,3.2222222222,13.5174158848,1.0000000000,0.3936000000,147.3577235772
641,29,71,9,29,29,0,0,6,202,556,29,29,0.0134047640,1.8322326118,3.2222222222,13.5174144816,1.0000000000,0.3936000000,147.3577235772
642,29,71,9,29,29,0,0,6,202,556,29,29,0.0134697658,1.8187628460,3.2222222222,13.5174323746,1.0000000000,0.3936000000,147.3577235772
643,29,71,9,29,29,0,0,6,202,556,29,29,0.0134175341,1.8053453119,3.2222222222,13.5174163747,1.0000000000,0.3936000000,147.3577235772
644,29,71,9,29,29,0,0,6,202,556,29,29,0.0134431036,1.7919022083,3.2222222222,13.5174247511,1.0000000000,0.3936000000,147.3577235772
645,29,71,9,29,29,0,0,6,202,556,29,29,0.0134481506,1.7784540577,3.2222222222,13.5174232357,1.0000000000,0.3936000000,147.3577235772
646,29,71,9,29,29,0,0,6,202,556,29,29,0.0134154153,1.7650386425,3.2222222222,13.5174174977,1.0000000000,0.3936000000,147.3577235772
647,29,71,9,29,29,0,0,6,202,556,29,29,0.0134413465,1.7515972960,3.2222222222,13.5174212863,1.0000000000,0.3936000000,147.3577235772
648,28,72,9,29,27,2,0,6,202,556,28,28,0.0132906665,1.7383066295,3.1111111111,13.6298161577,0.9310344828,0.3856000000,140.0414937759
649,28,72,9,28,28,0,0,6,194,542,28,28,0.0129810083,1.7253256212,3.1111111111,13.4287483960,1.0000000000,0.3792000000,147.6793248945
650,28,72,9,28,28,0,0,6,194,542,28,28,0.0129714419,1.7123541793,3.1111111111,13.4287463802,1.0000000000,0.3792000000,147.6793248945
651,28,72,9,28,28,0,0,6,194,542,28,28,0.0130405824,1.6993135968,3.1111111111,13.4287612421,1.0000000000,0.3792000000,147.6793248945
652,28,72,9,28,28,0,0,6,194,542,28,28,0.0130264785,1.6862871183,3.1111111111,13.4287563093,1.0000000000,0.3792000000,147.6793248945
653,27,73,9,27,27,0,0,6,193,528,27,27,0.0126358996,1.6736512187,3.0000000000,13.3335096411,1.0000000000,0.3704000000,145.7883369330
654,27,73,9,27,27,0,0,6,187,516,27,27,0.0124445779,1.6612066408,3.0000000000,13.3335119291,1.0000000000,0.3656000000,147.7024070022
655,27,73,9,27,27,0,0,6,187,516,27,27,0.0124194298,1.6487872109,3.0000000000,13.3335060599,1.0000000000,0.3656000000,147.7024070022
656,27,73,9,27,27,0,0,6,187,516,27,27,0.0124232482,1.6363639627,3.0000000000,13.3335076179,1.0000000000,0.3656000000,147.7024070022
657,27,73,9,27,27,0,0,6,187,516,27,27,0.0124121133,1.6239518494,3.0000000000,13.3335034972,1.0000000000,0.3656000000,147.7024070022
658,26,74,9,27,21,6,0,6,187,516,23,23,0.0116841426,1.6122677068,2.4444444444,12.9525527012,0.7777777778,0.3336000000,125.8992805755
659,26,74,9,26,25,1,0,6,180,454,25,25,0.0113230005,1.6009447064,2.8888888889,13.1201747542,0.9615384615,0.3440000000,145.3488372093
660,25,75,9,25,25,0,0,6,173,404,25,25,0.0107744817,1.5901702246,2.7777777778,13.1201806211,1.0000000000,0.3384000000,147.7541371158
661,25,75,9,25,25,0,0,6,173,404,25,25,0.0107583116,1.5794119130,2.7777777778,13.1201805493,1.0000000000,0.3384000000,147.7541371158
662,25,75,9,25,25,0,0,6,173,404,25,25,0.0107554460,1.5686564671,2.7777777778,13.1201786585,1.0000000000,0.3384000000,147.7541371158
663,25,75,9,25,25,0,0,6,173,404,25,25,0.0107577003,1.5578987668,2.7777777778,13.1201792491,1.0000000000,0.3384000000,147.7541371158
664,25,75,10,25,25,0,0,6,171,402,25,25,0.0106191988,1.5472795680,2.5000000000,12.8001688882,1.0000000000,0.3368000000,148.4560570071
665,25,75,9,25,25,0,0,6,173,404,25,25,0.0107366428,1.5365429252,2.7777777778,13.1201744350,1.0000000000,0.3384000000,147.7541371158
666,25,75,9,25,25,0,0,6,173,404,25,25,0.0107587456,1.5257841796,2.7777777778,13.1201785645,1.0000000000,0.3384000000,147.7541371158
667,25,75,9,25,25,0,0,6,173,404,25,25,0.0107757336,1.5150084460,2.7777777778,13.1201831684,1.0000000000,0.3384000000,147.7541371158
668,25,75,9,25,25,0,0,6,173,404,25,25,0.0107678129,1.5042406331,2.7777777778,13.1201824653,1.0000000000,0.3384000000,147.7541371158
669,25,75,9,25,25,0,0,6,173,404,25,25,0.0107390678,1.4935015653,2.7777777778,13.1201746151,1.0000000000,0.3384000000,147.7541371158
670,25,75,9,25,25,0,0,6,173,404,25,25,0.0107633983,1.4827381670,2.7777777778,13.1201787625,1.0000000000,0.3384000000,147.7541371158
671,24,76,9,25,22,3,0,6,173,404,24,24,0.0106024865,1.4721356805,2.5555555556,13.0910861703,0.8800000000,0.3304000000,133.1719128329
672,24,76,9,24,24,0,0,6,166,378,24,24,0.0101904520,1.4619452285,2.6666666667,13.0001736380,1.0000000000,0.3248000000,147.7832512315
673,24,76,9,24,24,0,0,6,166,378,24,24,0.0101862095,1.4517590190,2.6666666667,13.0001752772,1.0000000000,0.3248000000,147.7832512315
674,24,76,9,24,24,0,0,6,166,378,24,24,0.0101677989,1.4415912201,2.6666666667,13.0001700343,1.0000000000,0.3248000000,147.7832512315
675,24,76,9,24,24,0,0,6,166,378,24,24,0.0101991669,1.4313920532,2.6666666667,13.0001755942,1.0000000000,0.3248000000,147.7832512315
676,24,76,9,24,24,0,0,6,166,378,24,24,0.0102135041,1.4211785491,2.6666666667,13.0001822427,1.0000000000,0.3248000000,147.7832512315
677,24,76,9,24,24,0,0,6,166,378,24,24,0.0102002470,1.4109783022,2.6666666667,13.0001758612,1.0000000000,0.3248000000,147.7832512315
678,24,76,9,24,24,0,0,6,166,378,24,24,0.0102163601,1.4007619421,2.6666666667,13.0001805498,1.0000000000,0.3248000000,147.7832512315
679,24,76,9,24,24,0,0,6,166,378,24,24,0.0101866394,1.3905753027,2.6666666667,13.0001729442,1.0000000000,0.3248000000,147.7832512315
680,24,76,9,24,24,0,0,6,166,378,24,24,0.0102026116,1.3803726911,2.6666666667,13.0001766624,1.0000000000,0.3248000000,147.7832512315
681,24,76,9,24,24,0,0,6,166,378,24,24,0.0102255758,1.3701471153,2.6666666667,13.0001859093,1.0000000000,0.3248000000,147.7832512315
682,24,76,9,24,24,0,0,6,166,378,24,24,0.0101783234,1.3599687919,2.6666666667,13.0001710164,1.0000000000,0.3248000000,147.7832512315
683,24,76,9,24,24,0,0,6,166,378,24,24,0.0101783234,1.3497904685,2.6666666667,13.0001710164,1.0000000000,0.3248000000,147.7832512315
684,23,77,9,23,23,0,0,6,165,358,23,23,0.0099737216,1.3398167469,2.5555555556,12.8697424842,1.0000000000,0.3160000000,145.5696202532
685,23,77,9,23,23,0,0,6,159,340,23,23,0.0095459662,1.3302707807,2.5555555556,12.8697447147,1.0000000000,0.3112000000,147.8149100257
686,23,77,9,23,23,0,0,6,159,340,23,23,0.0095381138,1.3207326668,2.5555555556,12.8697404709,1.0000000000,0.3112000000,147.8149100257
687,23,77,9,23,23,0,0,6,159,340,23,23,0.0095490830,1.3111835838,2.5555555556,12.8697430828,1.0000000000,0.3112000000,147.8149100257
688,23,77,9,23,23,0,0,6,159,340,23,23,0.0095498259,1.3016337579,2.5555555556,12.8697475756,1.0000000000,0.3112000000,147.8149100257
689,23,77,9,23,23,0,0,6,159,340,23,23,0.0095441249,1.2920896330,2.5555555556,12.8697422253,1.0000000000,0.3112000000,147.8149100257
690,23,77,9,23,23,0,0,6,159,340,23,23,0.0095552341,1.2825343989,2.5555555556,12.8697453723,1.0000000000,0.3112000000,147.8149100257
691,23,77,9,23,23,0,0,6,159,340,23,23,0.0095520032,1.2729823957,2.5555555556,12.8697481311,1.0000000000,0.3112000000,147.8149100257
692,23,77,9,23,23,0,0,6,159,340,23,23,0.0095200997,1.2634622959,2.5555555556,12.8697395950,1.0000000000,0.3112000000,147.8149100257
693,23,77,9,23,23,0,0,6,159,340,23,23,0.0095635901,1.2538987058,2.5555555556,12.8697463424,1.0000000000,0.3112000000,147.8149100257
694,23,77,9,23,23,0,0,6,159,340,23,23,0.0095366939,1.2443620119,2.5555555556,12.8697399090,1.0000000000,0.3112000000,147.8149100257
695,23,77,9,23,23,0,0,6,159,340,23,23,0.0095507817,1.2348112302,2.5555555556,12.8697434515,1.0000000000,0.3112000000,147.8149100257
696,23,77,9,23,23,0,0,6,159,340,23,23,0.0095562439,1.2252549863,2.5555555556,12.8697481286,1.0000000000,0.3112000000,147.8149100257
697,23,77,9,23,23,0,0,6,159,340,23,23,0.0095589920,1.2156959943,2.5555555556,12.8697476639,1.0000000000,0.3112000000,147.8149100257
698,23,77,9,23,23,0,0,6,159,340,23,23,0.0095478957,1.2061480986,2.5555555556,12.8697468374,1.0000000000,0.3112000000,147.8149100257
699,23,77,9,23,23,0,0,6,159,340,23,23,0.0095285954,1.1966195032,2.5555555556,12.8697380968,1.0000000000,0.3112000000,147.8149100257
700,23,77,11,23,23,0,0,6,156,336,23,23,0.0093786002,1.1872409030,2.0909090909,12.1740828870,1.0000000000,0.3088000000,148.9637305699
701,23,77,9,23,23,0,0,6,159,340,23,23,0.0095243468,1.1777165562,2.5555555556,12.8697393747,1.0000000000,0.3112000000,147.8149100257
702,23,77,9,23,23,0,0,6,159,340,23,23,0.0095368622,1.1681796940,2.5555555556,12.8697422502,1.0000000000,0.3112000000,147.8149100257
703,23,77,9,23,23,0,0,6,159,340,23,23,0.0095067071,1.1586729870,2.5555555556,12.8697352581,1.0000000000,0.3112000000,147.8149100257
704,23,77,9,23,23,0,0,6,159,340,23,23,0.0095411406,1.1491318463,2.5555555556,12.8697451521,1.0000000000,0.3112000000,147.8149100257
705,23,77,9,23,23,0,0,6,159,340,23,23,0.0095276368,1.1396042095,2.5555555556,12.8697398915,1.0000000000,0.3112000000,147.8149100257
706,23,77,9,23,23,0,0,6,159,340,23,23,0.0095388687,1.1300653408,2.5555555556,12.8697404637,1.0000000000,0.3112000000,147.8149100257
707,23,77,9,23,23,0,0,6,159,340,23,23,0.0095705648,1.1204947760,2.5555555556,12.8697501263,1.0000000000,0.3112000000,147.8149100257
708,22,78,9,23,18,5,0,6,159,340,19,19,0.0088035436,1.1116912324,2.1111111111,12.4446269764,0.7826086957,0.2792000000,128.9398280802
709,22,78,9,22,22,0,0,6,152,290,22,22,0.0087727488,1.1029184836,2.4444444444,12.7274539965,1.0000000000,0.2976000000,147.8494623656
710,22,78,9,22,22,0,0,6,152,290,22,22,0.0087681226,1.0941503610,2.4444444444,12.7274549619,1.0000000000,0.2976000000,147.8494623656
711,22,78,9,22,22,0,0,6,152,290,22,22,0.0087379037,1.0854124573,2.4444444444,12.7274466618,1.0000000000,0.2976000000,147.8494623656
712,22,78,9,22,22,0,0,6,152,290,22,22,0.0087444466,1.0766680107,2.4444444444,12.7274492159,1.0000000000,0.2976000000,147.8494623656
713,22,78,9,22,22,0,0,6,152,290,22,22,0.0087422985,1.0679257122,2.4444444444,12.7274479135,1.0000000000,0.2976000000,147.8494623656
714,22,78,9,22,22,0,0,6,152,290,22,22,0.0087332009,1.0591925113,2.4444444444,12.7274462326,1.0000000000,0.2976000000,147.8494623656
715,22,78,9,22,22,0,0,6,152,290,22,22,0.0087756162,1.0504168951,2.4444444444,12.7274569732,1.0000000000,0.2976000000,147.8494623656
716,22,78,9,22,22,0,0,6,152,290,22,22,0.0087471685,1.0416697266,2.4444444444,12.7274490731,1.0000000000,0.2976000000,147.8494623656
717,22,78,9,22,22,0,0,6,152,290,22,22,0.0087630131,1.0329067136,2.4444444444,12.7274514535,1.0000000000,0.2976000000,147.8494623656
718,22,78,9,22,22,0,0,6,152,290,22,22,0.0087684397,1.0241382738,2.4444444444,12.7274544994,1.0000000000,0.2976000000,147.8494623656
719,22,78,9,22,22,0,0,6,152,290,22,22,0.0087335178,1.0154047560,2.4444444444,12.7274453589,1.0000000000,0.2976000000,147.8494623656
720,22,78,9,22,22,0,0,6,152,290,22,22,0.0087379037,1.0066668524,2.4444444444,12.7274466618,1.0000000000,0.2976000000,147.8494623656
721,22,78,9,22,22,0,0,6,152,290,22,22,0.0087315149,0.9979353375,2.4444444444,12.7274453619,1.0000000000,0.2976000000,147.8494623656
722,22,78,9,22,22,0,0,6,152,290,22,22,0.0087617140,0.9891736235,2.4444444444,12.7274534487,1.0000000000,0.2976000000,147.8494623656
723,22,78,9,22,22,0,0,6,152,290,22,22,0.0087360357,0.9804375878,2.4444444444,12.7274470706,1.0000000000,0.2976000000,147.8494623656
724,22,78,9,22,22,0,0,6,152,290,22,22,0.0087533423,0.9716842455,2.4444444444,12.7274491695,1.0000000000,0.2976000000,147.8494623656
725,22,78,9,22,22,0,0,6,152,290,22,22,0.0087514883,0.9629327572,2.4444444444,12.7274531939,1.0000000000,0.2976000000,147.8494623656
726,22,78,9,22,22,0,0,6,152,290,22,22,0.0087416069,0.9541911503,2.4444444444,12.7274469766,1.0000000000,0.2976000000,147.8494623656
727,22,78,9,22,22,0,0,6,152,290,22,22,0.0087635234,0.9454276269,2.4444444444,12.7274515307,1.0000000000,0.2976000000,147.8494623656
728,22,78,9,22,22,0,0,6,152,290,22,22,0.0087681226,0.9366595042,2.4444444444,12.7274549619,1.0000000000,0.2976000000,147.8494623656
729,22,78,9,22,22,0,0,6,152,290,22,22,0.0087449180,0.9279145863,2.4444444444,12.7274484047,1.0000000000,0.2976000000,147.8494623656
730,22,78,9,22,22,0,0,6,152,290,22,22,0.0087382124,0.9191763739,2.4444444444,12.7274482864,1.0000000000,0.2976000000,147.8494623656
731,21,79,9,22,19,3,0,6,152,290,21,21,0.0087117880,0.9104645859,2.2222222222,12.6317599250,0.8636363636,0.2896000000,131.2154696133
732,21,79,9,21,21,0,0,6,145,252,21,21,0.0080874417,0.9023771442,2.3333333333,12.5716068124,1.0000000000,0.2840000000,147.8873239437
733,21,79,9,21,21,0,0,6,145,252,21,21,0.0080989741,0.8942781701,2.3333333333,12.5716122593,1.0000000000,0.2840000000,147.8873239437
734,21,79,9,21,21,0,0,6,145,252,21,21,0.0080967497,0.8861814205,2.3333333333,12.5716107840,1.0000000000,0.2840000000,147.8873239437
