Round,Alive,Dead,CH_Count,Generated,Delivered,Lost,Unclustered,Selection_Iterations,Control_TX,Control_RX,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Cluster_Size,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps
735,20,80,9,20,20,0,0,6,144,238,20,20,0.0077758643,0.8784055561,2.2222222222,12.4001706970,1.0000000000,0.2752000000,145.3488372093
736,20,80,9,20,20,0,0,6,138,226,20,20,0.0075470243,0.8708585318,2.2222222222,12.4001765348,1.0000000000,0.2704000000,147.9289940828
737,20,80,9,20,20,0,0,6,138,226,20,20,0.0075045150,0.8633540168,2.2222222222,12.4001683691,1.0000000000,0.2704000000,147.9289940828
738,19,81,9,20,19,1,0,6,138,226,19,19,0.0074608876,0.8558931291,2.2222222222,12.6317556602,0.9500000000,0.2624000000,144.8170731707
739,19,81,8,19,19,0,0,6,132,226,19,19,0.0073221348,0.8485709943,2.3750000000,12.6317631492,1.0000000000,0.2576000000,147.5155279503
740,19,81,8,19,19,0,0,6,132,226,19,19,0.0072850284,0.8412859659,2.3750000000,12.6317530195,1.0000000000,0.2576000000,147.5155279503
741,19,81,8,19,19,0,0,6,132,226,19,19,0.0073226452,0.8339633207,2.3750000000,12.6317632385,1.0000000000,0.2576000000,147.5155279503
742,19,81,8,19,19,0,0,6,132,226,19,19,0.0072863593,0.8266769614,2.3750000000,12.6317515336,1.0000000000,0.2576000000,147.5155279503
743,19,81,8,19,19,0,0,6,132,226,19,19,0.0072765246,0.8194004368,2.3750000000,12.6317490276,1.0000000000,0.2576000000,147.5155279503
744,19,81,8,19,19,0,0,6,132,226,19,19,0.0072685686,0.8121318682,2.3750000000,12.6317475253,1.0000000000,0.2576000000,147.5155279503
745,19,81,8,19,19,0,0,6,132,226,19,19,0.0072924131,0.8048394551,2.3750000000,12.6317531225,1.0000000000,0.2576000000,147.5155279503
746,19,81,8,19,19,0,0,6,132,226,19,19,0.0073061357,0.7975333194,2.3750000000,12.6317599640,1.0000000000,0.2576000000,147.5155279503
747,19,81,9,19,19,0,0,6,130,224,19,19,0.0072075582,0.7903257612,2.1111111111,12.2106971403,1.0000000000,0.2560000000,148.4375000000
748,19,81,8,19,19,0,0,6,132,226,19,19,0.0073226452,0.7830031160,2.3750000000,12.6317632385,1.0000000000,0.2576000000,147.5155279503
749,18,82,8,18,18,0,0,6,125,188,18,18,0.0066698747,0.7763332413,2.2500000000,12.4446156270,1.0000000000,0.2440000000,147.5409836066
750,17,83,8,17,17,0,0,6,123,180,17,17,0.0063250802,0.7700081611,2.1250000000,12.2354679211,1.0000000000,0.2344000000,145.0511945392
751,17,83,8,17,17,0,0,6,117,174,17,17,0.0061695105,0.7638386506,2.1250000000,12.2354610081,1.0000000000,0.2296000000,148.0836236934
752,17,83,8,17,17,0,0,6,117,174,17,17,0.0061696990,0.7576689516,2.1250000000,12.2354619935,1.0000000000,0.2296000000,148.0836236934
753,17,83,8,17,17,0,0,6,117,174,17,17,0.0061770196,0.7514919320,2.1250000000,12.2354623619,1.0000000000,0.2296000000,148.0836236934
754,17,83,8,17,17,0,0,6,117,174,17,17,0.0061862085,0.7453057235,2.1250000000,12.2354656532,1.0000000000,0.2296000000,148.0836236934
755,17,83,8,17,17,0,0,6,117,174,17,17,0.0061893021,0.7391164214,2.1250000000,12.2354650985,1.0000000000,0.2296000000,148.0836236934
756,17,83,8,17,17,0,0,6,117,174,17,17,0.0061732756,0.7329431458,2.1250000000,12.2354661947,1.0000000000,0.2296000000,148.0836236934
757,17,83,8,17,17,0,0,6,117,174,17,17,0.0061541761,0.7267889697,2.1250000000,12.2354576289,1.0000000000,0.2296000000,148.0836236934
758,17,83,8,17,17,0,0,6,117,174,17,17,0.0061793282,0.7206096415,2.1250000000,12.2354631690,1.0000000000,0.2296000000,148.0836236934
759,17,83,8,17,17,0,0,6,117,174,17,17,0.0061658144,0.7144438271,2.1250000000,12.2354600750,1.0000000000,0.2296000000,148.0836236934
760,17,83,8,17,17,0,0,6,117,174,17,17,0.0061977067,0.7082461204,2.1250000000,12.2354714772,1.0000000000,0.2296000000,148.0836236934
761,17,83,8,17,17,0,0,6,117,174,17,17,0.0061815348,0.7020645856,2.1250000000,12.2354635564,1.0000000000,0.2296000000,148.0836236934
762,17,83,8,17,17,0,0,6,117,174,17,17,0.0061813804,0.6958832051,2.1250000000,12.2354634756,1.0000000000,0.2296000000,148.0836236934
763,17,83,8,17,17,0,0,6,117,174,17,17,0.0061783286,0.6897048766,2.1250000000,12.2354628329,1.0000000000,0.2296000000,148.0836236934
764,17,83,8,17,17,0,0,6,117,174,17,17,0.0061702094,0.6835346672,2.1250000000,12.2354620934,1.0000000000,0.2296000000,148.0836236934
765,16,84,8,17,13,4,0,6,117,174,15,15,0.0058115592,0.6777231080,1.7500000000,11.6924813311,0.7647058824,0.2136000000,121.7228464419
766,16,84,8,16,16,0,0,6,110,136,16,16,0.0055096276,0.6722134804,2.0000000000,12.0001704135,1.0000000000,0.2160000000,148.1481481481
767,16,84,9,16,16,0,0,6,108,134,16,16,0.0054074461,0.6668060343,1.7777777778,11.5001675802,1.0000000000,0.2144000000,149.2537313433
768,16,84,8,16,16,0,0,6,110,136,16,16,0.0054996383,0.6613063960,2.0000000000,12.0001679130,1.0000000000,0.2160000000,148.1481481481
769,16,84,8,16,16,0,0,6,110,136,16,16,0.0055184117,0.6557879843,2.0000000000,12.0001742789,1.0000000000,0.2160000000,148.1481481481
770,16,84,8,16,16,0,0,6,110,136,16,16,0.0055040905,0.6502838938,2.0000000000,12.0001692357,1.0000000000,0.2160000000,148.1481481481
771,16,84,8,16,16,0,0,6,110,136,16,16,0.0055168137,0.6447670801,2.0000000000,12.0001716899,1.0000000000,0.2160000000,148.1481481481
772,16,84,8,16,16,0,0,6,110,136,16,16,0.0055036336,0.6392634465,2.0000000000,12.0001688712,1.0000000000,0.2160000000,148.1481481481
773,16,84,8,16,16,0,0,6,110,136,16,16,0.0055222712,0.6337411753,2.0000000000,12.0001727742,1.0000000000,0.2160000000,148.1481481481
774,16,84,8,16,16,0,0,6,110,136,16,16,0.0055166134,0.6282245619,2.0000000000,12.0001735275,1.0000000000,0.2160000000,148.1481481481
775,16,84,8,16,15,1,0,6,110,136,15,15,0.0053185335,0.6229060285,2.0000000000,11.7335091780,0.9375000000,0.2080000000,144.2307692308
776,15,85,7,15,14,1,1,6,102,122,14,14,0.0049443002,0.6179617283,2.0000000000,12.0001672650,0.9333333333,0.1936000000,144.6280991736
777,15,85,8,15,15,0,0,6,102,122,15,15,0.0050800784,0.6128816499,1.8750000000,11.7335047074,1.0000000000,0.2016000000,148.8095238095
778,15,85,8,15,15,0,0,6,102,122,15,15,0.0050751942,0.6078064557,1.8750000000,11.7335052324,1.0000000000,0.2016000000,148.8095238095
779,15,85,8,15,15,0,0,6,102,122,15,15,0.0050791112,0.6027273445,1.8750000000,11.7335042054,1.0000000000,0.2016000000,148.8095238095
780,15,85,8,15,15,0,0,6,102,122,15,15,0.0050943996,0.5976329449,1.8750000000,11.7335100868,1.0000000000,0.2016000000,148.8095238095
781,15,85,8,15,15,0,0,6,102,122,15,15,0.0050888624,0.5925440825,1.8750000000,11.7335088305,1.0000000000,0.2016000000,148.8095238095
782,15,85,8,15,15,0,0,6,102,122,15,15,0.0050612250,0.5874828574,1.8750000000,11.7335020236,1.0000000000,0.2016000000,148.8095238095
783,15,85,8,15,15,0,0,6,102,122,15,15,0.0050698729,0.5824129846,1.8750000000,11.7335024965,1.0000000000,0.2016000000,148.8095238095
784,15,85,8,15,15,0,0,6,102,122,15,15,0.0050582346,0.5773547500,1.8750000000,11.7334997241,1.0000000000,0.2016000000,148.8095238095
785,15,85,8,15,15,0,0,6,102,122,15,15,0.0050527197,0.5723020303,1.8750000000,11.7334979895,1.0000000000,0.2016000000,148.8095238095
786,15,85,8,15,15,0,0,6,102,122,15,15,0.0050377833,0.5672642470,1.8750000000,11.7334942788,1.0000000000,0.2016000000,148.8095238095
787,15,85,8,15,15,0,0,6,102,122,15,15,0.0050803571,0.5621838899,1.8750000000,11.7335047963,1.0000000000,0.2016000000,148.8095238095
788,15,85,8,15,15,0,0,6,102,122,15,15,0.0050827613,0.5571011286,1.8750000000,11.7335073145,1.0000000000,0.2016000000,148.8095238095
789,15,85,8,15,15,0,0,6,102,122,15,15,0.0050803571,0.5520207715,1.8750000000,11.7335047963,1.0000000000,0.2016000000,148.8095238095
790,15,85,8,15,15,0,0,6,102,122,15,15,0.0050575749,0.5469631966,1.8750000000,11.7334989145,1.0000000000,0.2016000000,148.8095238095
791,15,85,8,15,15,0,0,6,102,122,15,15,0.0050911933,0.5418720033,1.8750000000,11.7335092669,1.0000000000,0.2016000000,148.8095238095
792,15,85,8,15,15,0,0,6,102,122,15,15,0.0050943996,0.5367776037,1.8750000000,11.7335100868,1.0000000000,0.2016000000,148.8095238095
793,15,85,8,15,15,0,0,6,102,122,15,15,0.0050803571,0.5316972466,1.8750000000,11.7335047963,1.0000000000,0.2016000000,148.8095238095
794,15,85,8,15,15,0,0,6,102,122,15,15,0.0050712654,0.5266259812,1.8750000000,11.7335020343,1.0000000000,0.2016000000,148.8095238095
795,15,85,8,15,15,0,0,6,102,122,15,15,0.0050635559,0.5215624253,1.8750000000,11.7335024601,1.0000000000,0.2016000000,148.8095238095
796,15,85,8,15,15,0,0,6,102,122,15,15,0.0050631121,0.5164993132,1.8750000000,11.7335001709,1.0000000000,0.2016000000,148.8095238095
797,14,86,8,15,12,3,0,6,102,122,13,13,0.0046603758,0.5118389374,1.6250000000,11.3334878873,0.8000000000,0.1856000000,129.3103448276
798,14,86,8,14,14,0,0,6,95,96,14,14,0.0045210639,0.5073178736,1.7500000000,11.4287377927,1.0000000000,0.1880000000,148.9361702128
799,14,86,8,14,14,0,0,6,95,96,14,14,0.0045408292,0.5027770444,1.7500000000,11.4287422007,1.0000000000,0.1880000000,148.9361702128
800,14,86,8,14,14,0,0,6,95,96,14,14,0.0045175789,0.4982594655,1.7500000000,11.4287368189,1.0000000000,0.1880000000,148.9361702128
801,14,86,8,14,14,0,0,6,95,96,14,14,0.0045202618,0.4937392036,1.7500000000,11.4287396122,1.0000000000,0.1880000000,148.9361702128
802,14,86,8,14,14,0,0,6,95,96,14,14,0.0045400534,0.4891991502,1.7500000000,11.4287445791,1.0000000000,0.1880000000,148.9361702128
803,14,86,8,14,14,0,0,6,95,96,14,14,0.0045210639,0.4846780863,1.7500000000,11.4287377927,1.0000000000,0.1880000000,148.9361702128
804,14,86,8,14,14,0,0,6,95,96,14,14,0.0045166117,0.4801614746,1.7500000000,11.4287362810,1.0000000000,0.1880000000,148.9361702128
805,13,87,8,13,13,0,0,6,95,95,13,13,0.0043283448,0.4758331298,1.6250000000,11.0770895229,1.0000000000,0.1800000000,144.4444444444
806,13,87,8,13,13,0,0,6,87,82,13,13,0.0040935430,0.4717395867,1.6250000000,11.0770873728,1.0000000000,0.1736000000,149.7695852535
807,12,88,7,12,12,0,0,6,81,82,12,12,0.0038878915,0.4678516953,1.7142857143,11.3335029515,1.0000000000,0.1608000000,149.2537313433
808,12,88,7,12,12,0,0,6,81,82,12,12,0.0038577036,0.4639939916,1.7142857143,11.3334946494,1.0000000000,0.1608000000,149.2537313433
809,12,88,7,12,12,0,0,6,81,82,12,12,0.0038729007,0.4601210909,1.7142857143,11.3335018153,1.0000000000,0.1608000000,149.2537313433
810,12,88,7,12,12,0,0,6,81,82,12,12,0.0038460654,0.4562750255,1.7142857143,11.3334911840,1.0000000000,0.1608000000,149.2537313433
811,12,88,7,12,12,0,0,6,81,82,12,12,0.0038685399,0.4524064856,1.7142857143,11.3335002376,1.0000000000,0.1608000000,149.2537313433
812,12,88,7,12,12,0,0,6,81,82,12,12,0.0038577036,0.4485487820,1.7142857143,11.3334946494,1.0000000000,0.1608000000,149.2537313433
813,12,88,7,12,12,0,0,6,81,82,12,12,0.0038539112,0.4446948708,1.7142857143,11.3334938978,1.0000000000,0.1608000000,149.2537313433
814,12,88,7,12,12,0,0,6,81,82,12,12,0.0038655494,0.4408293214,1.7142857143,11.3334973632,1.0000000000,0.1608000000,149.2537313433
815,12,88,7,12,12,0,0,6,81,82,12,12,0.0038576124,0.4369717090,1.7142857143,11.3334944636,1.0000000000,0.1608000000,149.2537313433
816,12,88,7,12,12,0,0,6,81,82,12,12,0.0038460654,0.4331256436,1.7142857143,11.3334911840,1.0000000000,0.1608000000,149.2537313433
817,12,88,7,12,12,0,0,6,81,82,12,12,0.0038379120,0.4292877316,1.7142857143,11.3334888547,1.0000000000,0.1608000000,149.2537313433
818,12,88,7,12,12,0,0,6,81,82,12,12,0.0038610973,0.4254266343,1.7142857143,11.3334955997,1.0000000000,0.1608000000,149.2537313433
819,12,88,7,12,12,0,0,6,81,82,12,12,0.0038450982,0.4215815362,1.7142857143,11.3334905565,1.0000000000,0.1608000000,149.2537313433
820,11,89,7,12,11,1,0,6,81,82,11,11,0.0038682810,0.4177132551,1.7142857143,11.6365344451,0.9166666667,0.1528000000,143.9790575916
821,11,89,6,11,11,0,0,6,75,82,11,11,0.0036223428,0.4140909124,1.8333333333,11.6365238839,1.0000000000,0.1480000000,148.6486486486
822,11,89,6,11,11,0,0,6,75,82,11,11,0.0036063436,0.4104845687,1.8333333333,11.6365183823,1.0000000000,0.1480000000,148.6486486486
823,11,89,6,11,11,0,0,6,75,82,11,11,0.0036181471,0.4068664217,1.8333333333,11.6365251631,1.0000000000,0.1480000000,148.6486486486
824,11,89,6,11,11,0,0,6,75,82,11,11,0.0035991575,0.4032672642,1.8333333333,11.6365165258,1.0000000000,0.1480000000,148.6486486486
825,11,89,6,11,11,0,0,6,75,82,11,11,0.0036223428,0.3996449214,1.8333333333,11.6365238839,1.0000000000,0.1480000000,148.6486486486
826,11,89,6,11,11,0,0,6,75,82,11,11,0.0036107958,0.3960341256,1.8333333333,11.6365203062,1.0000000000,0.1480000000,148.6486486486
827,11,89,6,11,11,0,0,6,75,82,11,11,0.0035991575,0.3924349681,1.8333333333,11.6365165258,1.0000000000,0.1480000000,148.6486486486
828,11,89,6,11,11,0,0,6,75,82,11,11,0.0036223428,0.3888126254,1.8333333333,11.6365238839,1.0000000000,0.1480000000,148.6486486486
829,11,89,7,11,11,0,0,6,73,80,11,11,0.0035331340,0.3852794914,1.5714285714,10.9092542643,1.0000000000,0.1464000000,150.2732240437
830,11,89,6,11,11,0,0,6,75,82,11,11,0.0036151566,0.3816643348,1.8333333333,11.6365220274,1.0000000000,0.1480000000,148.6486486486
831,11,89,6,11,11,0,0,6,75,82,11,11,0.0036259929,0.3780383419,1.8333333333,11.6365281236,1.0000000000,0.1480000000,148.6486486486
832,11,89,6,11,11,0,0,6,75,82,11,11,0.0036073108,0.3744310310,1.8333333333,11.6365190668,1.0000000000,0.1480000000,148.6486486486
833,11,89,6,11,11,0,0,6,75,82,11,11,0.0036233100,0.3708077211,1.8333333333,11.6365245684,1.0000000000,0.1480000000,148.6486486486
834,11,89,6,11,11,0,0,6,75,82,11,11,0.0036151566,0.3671925644,1.8333333333,11.6365220274,1.0000000000,0.1480000000,148.6486486486
835,11,89,6,11,11,0,0,6,75,82,11,11,0.0036297854,0.3635627791,1.8333333333,11.6365289435,1.0000000000,0.1480000000,148.6486486486
836,11,89,6,11,11,0,0,6,75,82,11,11,0.0036259929,0.3599367862,1.8333333333,11.6365281236,1.0000000000,0.1480000000,148.6486486486
837,11,89,6,11,11,0,0,6,75,82,11,11,0.0035991575,0.3563376287,1.8333333333,11.6365165258,1.0000000000,0.1480000000,148.6486486486
838,11,89,6,11,11,0,0,6,75,82,11,11,0.0036304961,0.3527071326,1.8333333333,11.6365264249,1.0000000000,0.1480000000,148.6486486486
839,11,89,6,11,11,0,0,6,75,82,11,11,0.0036341462,0.3490729864,1.8333333333,11.6365306647,1.0000000000,0.1480000000,148.6486486486
840,11,89,6,11,11,0,0,6,75,82,11,11,0.0036151566,0.3454578298,1.8333333333,11.6365220274,1.0000000000,0.1480000000,148.6486486486
841,11,89,6,11,11,0,0,6,75,82,11,11,0.0036099938,0.3418478360,1.8333333333,11.6365226220,1.0000000000,0.1480000000,148.6486486486
842,11,89,6,11,11,0,0,6,75,82,11,11,0.0036099938,0.3382378423,1.8333333333,11.6365226220,1.0000000000,0.1480000000,148.6486486486
843,11,89,6,11,11,0,0,6,75,82,11,11,0.0036223428,0.3346154995,1.8333333333,11.6365238839,1.0000000000,0.1480000000,148.6486486486
844,11,89,6,11,11,0,0,6,75,82,11,11,0.0036107045,0.3310047950,1.8333333333,11.6365201035,1.0000000000,0.1480000000,148.6486486486
845,11,89,6,11,11,0,0,6,75,82,11,11,0.0036233100,0.3273814851,1.8333333333,11.6365245684,1.0000000000,0.1480000000,148.6486486486
846,11,89,6,11,11,0,0,6,75,82,11,11,0.0036189491,0.3237625360,1.8333333333,11.6365228472,1.0000000000,0.1480000000,148.6486486486
847,11,89,6,11,11,0,0,6,75,82,11,11,0.0036223428,0.3201401932,1.8333333333,11.6365238839,1.0000000000,0.1480000000,148.6486486486
848,11,89,6,11,11,0,0,6,75,82,11,11,0.0036107045,0.3165294887,1.8333333333,11.6365201035,1.0000000000,0.1480000000,148.6486486486
849,11,89,6,11,11,0,0,6,75,82,11,11,0.0036259929,0.3129034958,1.8333333333,11.6365281236,1.0000000000,0.1480000000,148.6486486486
850,11,89,6,11,11,0,0,6,75,82,11,11,0.0035991575,0.3093043383,1.8333333333,11.6365165258,1.0000000000,0.1480000000,148.6486486486
851,11,89,6,11,11,0,0,6,75,82,11,11,0.0036181471,0.3056861913,1.8333333333,11.6365251631,1.0000000000,0.1480000000,148.6486486486
852,11,89,6,11,11,0,0,6,75,82,11,11,0.0036304961,0.3020556952,1.8333333333,11.6365264249,1.0000000000,0.1480000000,148.6486486486
853,11,89,6,11,11,0,0,6,75,82,11,11,0.0036107958,0.2984448994,1.8333333333,11.6365203062,1.0000000000,0.1480000000,148.6486486486
854,11,89,6,11,10,1,0,6,75,82,10,10,0.0034049310,0.2950399684,1.8333333333,11.2001580963,0.9090909091,0.1400000000,142.8571428571
855,10,90,5,10,8,2,2,6,72,66,8,8,0.0028640578,0.2921759106,1.6000000000,11.0001502194,0.8000000000,0.1216000000,131.5789473684
856,10,90,6,10,10,0,0,6,68,56,10,10,0.0030872000,0.2890887105,1.6666666667,11.2001650500,1.0000000000,0.1344000000,148.8095238095
857,10,90,6,10,10,0,0,6,68,56,10,10,0.0030688392,0.2860198713,1.6666666667,11.2001580957,1.0000000000,0.1344000000,148.8095238095
858,10,90,6,10,10,0,0,6,68,56,10,10,0.0030872000,0.2829326713,1.6666666667,11.2001650500,1.0000000000,0.1344000000,148.8095238095
859,10,90,6,10,10,0,0,6,68,56,10,10,0.0030755618,0.2798571095,1.6666666667,11.2001608915,1.0000000000,0.1344000000,148.8095238095
860,10,90,6,10,10,0,0,6,68,56,10,10,0.0030872000,0.2767699094,1.6666666667,11.2001650500,1.0000000000,0.1344000000,148.8095238095
861,10,90,6,10,10,0,0,6,68,56,10,10,0.0030790467,0.2736908627,1.6666666667,11.2001622548,1.0000000000,0.1344000000,148.8095238095
862,10,90,6,10,10,0,0,6,68,56,10,10,0.0030872000,0.2706036627,1.6666666667,11.2001650500,1.0000000000,0.1344000000,148.8095238095
863,10,90,6,10,10,0,0,6,68,56,10,10,0.0030595627,0.2675441000,1.6666666667,11.2001548397,1.0000000000,0.1344000000,148.8095238095
864,10,90,6,10,10,0,0,6,68,56,10,10,0.0030688392,0.2644752608,1.6666666667,11.2001580957,1.0000000000,0.1344000000,148.8095238095
865,10,90,6,10,10,0,0,6,68,56,10,10,0.0030595627,0.2614156981,1.6666666667,11.2001548397,1.0000000000,0.1344000000,148.8095238095
866,10,90,6,10,10,0,0,6,68,56,10,10,0.0030712009,0.2583444972,1.6666666667,11.2001589982,1.0000000000,0.1344000000,148.8095238095
867,10,90,6,10,10,0,0,6,68,56,10,10,0.0030883233,0.2552561739,1.6666666667,11.2001655108,1.0000000000,0.1344000000,148.8095238095
868,10,90,7,10,10,0,0,6,66,54,10,10,0.0029766366,0.2522795374,1.4285714286,10.4001588030,1.0000000000,0.1328000000,150.6024096386
869,10,90,6,10,10,0,0,6,68,56,10,10,0.0030514093,0.2492281281,1.6666666667,11.2001520446,1.0000000000,0.1344000000,148.8095238095
870,10,90,6,10,10,0,0,6,68,56,10,10,0.0030674084,0.2461607196,1.6666666667,11.2001580963,1.0000000000,0.1344000000,148.8095238095
871,10,90,6,10,10,0,0,6,68,56,10,10,0.0030606859,0.2431000337,1.6666666667,11.2001553006,1.0000000000,0.1344000000,148.8095238095
872,9,91,6,9,9,0,0,6,66,48,9,9,0.0028208118,0.2402792219,1.5000000000,10.6668233069,1.0000000000,0.1248000000,144.2307692308
873,9,91,6,9,9,0,0,6,60,42,9,9,0.0026582448,0.2376209772,1.5000000000,10.6668331368,1.0000000000,0.1200000000,150.0000000000
874,9,91,6,9,9,0,0,6,60,42,9,9,0.0026340923,0.2349868849,1.5000000000,10.6668233069,1.0000000000,0.1200000000,150.0000000000
875,9,91,6,9,9,0,0,6,60,42,9,9,0.0026582448,0.2323286401,1.5000000000,10.6668331368,1.0000000000,0.1200000000,150.0000000000
876,9,91,6,9,9,0,0,6,60,42,9,9,0.0026306074,0.2296980327,1.5000000000,10.6668217921,1.0000000000,0.1200000000,150.0000000000
877,9,91,6,9,9,0,0,6,60,42,9,9,0.0026500914,0.2270479413,1.5000000000,10.6668300310,1.0000000000,0.1200000000,150.0000000000
878,9,91,7,9,9,0,0,6,58,40,9,9,0.0025267665,0.2245211748,1.2857142857,9.7779290685,1.0000000000,0.1184000000,152.0270270270
879,9,91,6,9,9,0,0,6,60,42,9,9,0.0026224540,0.2218987208,1.5000000000,10.6668186863,1.0000000000,0.1200000000,150.0000000000
880,9,91,6,9,9,0,0,6,60,42,9,9,0.0026500914,0.2192486294,1.5000000000,10.6668300310,1.0000000000,0.1200000000,150.0000000000
881,9,91,6,9,9,0,0,6,60,42,9,9,0.0026500914,0.2165985379,1.5000000000,10.6668300310,1.0000000000,0.1200000000,150.0000000000
882,9,91,6,9,9,0,0,6,60,42,9,9,0.0026500914,0.2139484465,1.5000000000,10.6668300310,1.0000000000,0.1200000000,150.0000000000
883,9,91,6,9,9,0,0,6,60,42,9,9,0.0026466065,0.2113018400,1.5000000000,10.6668285162,1.0000000000,0.1200000000,150.0000000000
884,9,91,6,9,9,0,0,6,60,42,9,9,0.0026340923,0.2086677477,1.5000000000,10.6668233069,1.0000000000,0.1200000000,150.0000000000
885,9,91,6,9,9,0,0,6,60,42,9,9,0.0026384532,0.2060292945,1.5000000000,10.6668254105,1.0000000000,0.1200000000,150.0000000000
886,9,91,6,9,9,0,0,6,60,42,9,9,0.0026466065,0.2033826880,1.5000000000,10.6668285162,1.0000000000,0.1200000000,150.0000000000
887,9,91,6,9,9,0,0,6,60,42,9,9,0.0026466065,0.2007360815,1.5000000000,10.6668285162,1.0000000000,0.1200000000,150.0000000000
888,9,91,6,9,9,0,0,6,60,42,9,9,0.0026500914,0.1980859901,1.5000000000,10.6668300310,1.0000000000,0.1200000000,150.0000000000
889,9,91,6,9,9,0,0,6,60,42,9,9,0.0026500914,0.1954358987,1.5000000000,10.6668300310,1.0000000000,0.1200000000,150.0000000000
890,9,91,6,9,9,0,0,6,60,42,9,9,0.0026582448,0.1927776539,1.5000000000,10.6668331368,1.0000000000,0.1200000000,150.0000000000
891,9,91,6,9,9,0,0,6,60,42,9,9,0.0026466065,0.1901310474,1.5000000000,10.6668285162,1.0000000000,0.1200000000,150.0000000000
892,9,91,6,9,9,0,0,6,60,42,9,9,0.0026500914,0.1874809560,1.5000000000,10.6668300310,1.0000000000,0.1200000000,150.0000000000
893,9,91,6,9,9,0,0,6,60,42,9,9,0.0026306074,0.1848503486,1.5000000000,10.6668217921,1.0000000000,0.1200000000,150.0000000000
894,9,91,6,9,9,0,0,6,60,42,9,9,0.0026306074,0.1822197412,1.5000000000,10.6668217921,1.0000000000,0.1200000000,150.0000000000
895,9,91,6,9,9,0,0,6,60,42,9,9,0.0026582448,0.1795614965,1.5000000000,10.6668331368,1.0000000000,0.1200000000,150.0000000000
896,9,91,6,9,9,0,0,6,60,42,9,9,0.0026306074,0.1769308891,1.5000000000,10.6668217921,1.0000000000,0.1200000000,150.0000000000
897,9,91,6,9,9,0,0,6,60,42,9,9,0.0026582448,0.1742726443,1.5000000000,10.6668331368,1.0000000000,0.1200000000,150.0000000000
898,9,91,6,9,9,0,0,6,60,42,9,9,0.0026384532,0.1716341912,1.5000000000,10.6668254105,1.0000000000,0.1200000000,150.0000000000
899,9,91,6,9,9,0,0,6,60,42,9,9,0.0026582448,0.1689759464,1.5000000000,10.6668331368,1.0000000000,0.1200000000,150.0000000000
900,8,92,6,8,8,0,0,6,58,34,8,8,0.0023274142,0.1666485322,1.3333333333,10.0001513298,1.0000000000,0.1104000000,144.9275362319
901,8,92,6,8,7,1,0,6,52,28,7,7,0.0019919950,0.1646565372,1.3333333333,9.1430079058,0.8750000000,0.0976000000,143.4426229508
902,7,93,5,7,6,1,1,6,44,14,6,6,0.0016456767,0.1630108605,1.2000000000,9.3334911363,0.8571428571,0.0832000000,144.2307692308
903,7,93,6,7,7,0,0,6,44,14,7,7,0.0017804215,0.1612304390,1.1666666667,9.1430165512,1.0000000000,0.0912000000,153.5087719298
904,7,93,6,7,7,0,0,6,44,14,7,7,0.0017644224,0.1594660167,1.1666666667,9.1430079058,1.0000000000,0.0912000000,153.5087719298
905,7,93,6,7,7,0,0,6,44,14,7,7,0.0017644224,0.1577015943,1.1666666667,9.1430079058,1.0000000000,0.0912000000,153.5087719298
906,7,93,6,7,7,0,0,6,44,14,7,7,0.0017804215,0.1559211728,1.1666666667,9.1430165512,1.0000000000,0.0912000000,153.5087719298
907,7,93,6,7,7,0,0,6,44,14,7,7,0.0017804215,0.1541407513,1.1666666667,9.1430165512,1.0000000000,0.0912000000,153.5087719298
908,7,93,6,7,7,0,0,6,44,14,7,7,0.0017644224,0.1523763290,1.1666666667,9.1430079058,1.0000000000,0.0912000000,153.5087719298
909,7,93,6,7,7,0,0,6,44,14,7,7,0.0017804215,0.1505959075,1.1666666667,9.1430165512,1.0000000000,0.0912000000,153.5087719298
910,7,93,6,7,7,0,0,6,44,14,7,7,0.0017644224,0.1488314851,1.1666666667,9.1430079058,1.0000000000,0.0912000000,153.5087719298
911,7,93,6,7,7,0,0,6,44,14,7,7,0.0017804215,0.1470510636,1.1666666667,9.1430165512,1.0000000000,0.0912000000,153.5087719298
912,7,93,6,7,7,0,0,6,44,14,7,7,0.0017804215,0.1452706421,1.1666666667,9.1430165512,1.0000000000,0.0912000000,153.5087719298
913,7,93,6,7,7,0,0,6,44,14,7,7,0.0017644224,0.1435062198,1.1666666667,9.1430079058,1.0000000000,0.0912000000,153.5087719298
914,7,93,6,7,7,0,0,6,44,14,7,7,0.0017644224,0.1417417974,1.1666666667,9.1430079058,1.0000000000,0.0912000000,153.5087719298
915,6,94,6,7,6,1,0,6,44,14,6,6,0.0016040206,0.1401377768,1.1666666667,9.3334860567,0.8571428571,0.0832000000,144.2307692308
916,6,94,5,6,6,0,0,6,38,14,6,6,0.0015312678,0.1386065091,1.2000000000,9.3334860567,1.0000000000,0.0784000000,153.0612244898
917,6,94,5,6,6,0,0,6,38,14,6,6,0.0015152687,0.1370912404,1.2000000000,9.3334759704,1.0000000000,0.0784000000,153.0612244898
918,6,94,5,6,6,0,0,6,38,14,6,6,0.0015312678,0.1355599726,1.2000000000,9.3334860567,1.0000000000,0.0784000000,153.0612244898
