Round,Alive,Dead,CH_Count,Generated,Delivered,Lost,Unclustered,Was_Setup_Round,Control_TX,Control_RX,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Cluster_Size,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps,Backup_Promotions,Rejected_Promotions,Chain_Repairs,Partial_Promotions,Emergency_Promotions
422,100,0,7,100,100,0,0,0,0,0,100,100,0.0261807552,38.3108043276,14.2857142857,8.0001091849,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
423,100,0,7,100,100,0,0,0,0,0,100,100,0.0261807552,38.2846235724,14.2857142857,8.0001091849,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
424,100,0,7,100,100,0,0,0,0,0,100,100,0.0261807552,38.2584428173,14.2857142857,8.0001091849,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
425,100,0,7,100,100,0,0,0,0,0,100,100,0.0261807552,38.2322620621,14.2857142857,8.0001091849,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
426,100,0,4,100,100,0,0,1,104,588,100,100,0.0321268769,38.2001351851,25.0000000000,8.0000907013,1.0000000000,0.8832000000,226.4492753623,0,0,0,0,0
427,100,0,4,100,100,0,0,0,0,0,100,100,0.0246069571,38.1755282280,25.0000000000,8.0000907013,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
428,100,0,4,100,100,0,0,0,0,0,100,100,0.0246069571,38.1509212709,25.0000000000,8.0000907013,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
429,100,0,4,100,100,0,0,0,0,0,100,100,0.0246069571,38.1263143138,25.0000000000,8.0000907013,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
430,100,0,4,100,100,0,0,0,0,0,100,100,0.0246069571,38.1017073567,25.0000000000,8.0000907013,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
431,100,0,7,100,100,0,0,1,107,879,100,100,0.0353107113,38.0663966454,14.2857142857,8.0000709596,1.0000000000,0.8856000000,225.8355916893,0,0,0,0,0
432,100,0,7,100,100,0,0,0,0,0,100,100,0.0246124372,38.0417842082,14.2857142857,8.0000709596,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
433,100,0,7,100,100,0,0,0,0,0,100,100,0.0246124372,38.0171717710,14.2857142857,8.0000709596,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
434,100,0,7,100,100,0,0,0,0,0,100,100,0.0246124372,37.9925593339,14.2857142857,8.0000709596,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
435,100,0,7,100,100,0,0,0,0,0,100,100,0.0246124372,37.9679468967,14.2857142857,8.0000709596,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
436,100,0,4,100,100,0,0,1,104,588,100,100,0.0321515728,37.9357953239,25.0000000000,8.0000994075,1.0000000000,0.8832000000,226.4492753623,0,0,0,0,0
437,100,0,4,100,100,0,0,0,0,0,100,100,0.0245854570,37.9112098669,25.0000000000,8.0000994075,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
438,100,0,4,100,100,0,0,0,0,0,100,100,0.0245854570,37.8866244099,25.0000000000,8.0000994075,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
439,100,0,4,100,100,0,0,0,0,0,100,100,0.0245854570,37.8620389530,25.0000000000,8.0000994075,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
440,100,0,4,100,100,0,0,0,0,0,100,100,0.0245854570,37.8374534960,25.0000000000,8.0000994075,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
441,100,0,4,100,100,0,0,1,104,588,100,100,0.0317065796,37.8057469163,25.0000000000,8.0000861045,1.0000000000,0.8832000000,226.4492753623,0,0,0,0,0
442,100,0,4,100,100,0,0,0,0,0,100,100,0.0242095086,37.7815374077,25.0000000000,8.0000861045,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
443,100,0,4,100,100,0,0,0,0,0,100,100,0.0242095086,37.7573278991,25.0000000000,8.0000861045,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
444,100,0,4,100,100,0,0,0,0,0,100,100,0.0242095086,37.7331183904,25.0000000000,8.0000861045,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
445,100,0,4,100,100,0,0,0,0,0,100,100,0.0242095086,37.7089088818,25.0000000000,8.0000861045,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
446,100,0,6,100,100,0,0,1,106,782,100,100,0.0341492706,37.6747596112,16.6666666667,8.0000692665,1.0000000000,0.8848000000,226.0397830018,0,0,0,0,0
447,100,0,6,100,100,0,0,0,0,0,100,100,0.0245365197,37.6502230915,16.6666666667,8.0000692665,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
448,100,0,6,100,100,0,0,0,0,0,100,100,0.0245365197,37.6256865719,16.6666666667,8.0000692665,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
449,100,0,6,100,100,0,0,0,0,0,100,100,0.0245365197,37.6011500522,16.6666666667,8.0000692665,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
450,100,0,6,100,100,0,0,0,0,0,100,100,0.0245365197,37.5766135325,16.6666666667,8.0000692665,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
451,100,0,9,100,100,0,0,1,109,1073,100,100,0.0376397247,37.5389738078,11.1111111111,8.0000655572,1.0000000000,0.8872000000,225.4283137962,0,0,0,0,0
452,100,0,9,100,100,0,0,0,0,0,100,100,0.0247912641,37.5141825437,11.1111111111,8.0000655572,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
453,100,0,9,100,100,0,0,0,0,0,100,100,0.0247912641,37.4893912795,11.1111111111,8.0000655572,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
454,100,0,9,100,100,0,0,0,0,0,100,100,0.0247912641,37.4646000154,11.1111111111,8.0000655572,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
455,100,0,9,100,100,0,0,0,0,0,100,100,0.0247912641,37.4398087512,11.1111111111,8.0000655572,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
456,100,0,3,100,100,0,0,1,103,491,100,100,0.0307804476,37.4090283036,33.3333333333,8.0000956640,1.0000000000,0.8824000000,226.6545784225,0,0,0,0,0
457,100,0,3,100,100,0,0,0,0,0,100,100,0.0243419216,37.3846863820,33.3333333333,8.0000956640,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
458,100,0,3,100,100,0,0,0,0,0,100,100,0.0243419216,37.3603444604,33.3333333333,8.0000956640,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
459,100,0,3,100,100,0,0,0,0,0,100,100,0.0243419216,37.3360025388,33.3333333333,8.0000956640,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
460,100,0,3,100,100,0,0,0,0,0,100,100,0.0243419216,37.3116606172,33.3333333333,8.0000956640,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
461,100,0,6,100,100,0,0,1,106,782,100,100,0.0353698716,37.2762907455,16.6666666667,8.0000870639,1.0000000000,0.8848000000,226.0397830018,0,0,0,0,0
462,100,0,6,100,100,0,0,0,0,0,100,100,0.0256756265,37.2506151191,16.6666666667,8.0000870639,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
463,100,0,6,100,100,0,0,0,0,0,100,100,0.0256756265,37.2249394926,16.6666666667,8.0000870639,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
464,100,0,6,100,100,0,0,0,0,0,100,100,0.0256756265,37.1992638661,16.6666666667,8.0000870639,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
465,100,0,6,100,100,0,0,0,0,0,100,100,0.0256756265,37.1735882396,16.6666666667,8.0000870639,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
466,100,0,12,100,100,0,0,1,112,1364,100,100,0.0416082067,37.1319800329,8.3333333333,8.0000496516,1.0000000000,0.8896000000,224.8201438849,0,0,0,0,0
467,100,0,12,100,100,0,0,0,0,0,100,100,0.0255474384,37.1064325945,8.3333333333,8.0000496516,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
468,100,0,12,100,100,0,0,0,0,0,100,100,0.0255474384,37.0808851562,8.3333333333,8.0000496516,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
469,100,0,12,100,100,0,0,0,0,0,100,100,0.0255474384,37.0553377178,8.3333333333,8.0000496516,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
470,100,0,12,100,100,0,0,0,0,0,100,100,0.0255474384,37.0297902795,8.3333333333,8.0000496516,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
471,100,0,4,100,100,0,0,1,104,588,100,100,0.0321072653,36.9976830141,25.0000000000,8.0000948570,1.0000000000,0.8832000000,226.4492753623,0,0,0,0,0
472,100,0,4,100,100,0,0,0,0,0,100,100,0.0245741450,36.9731088692,25.0000000000,8.0000948570,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
473,100,0,4,100,100,0,0,0,0,0,100,100,0.0245741450,36.9485347242,25.0000000000,8.0000948570,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
474,100,0,4,100,100,0,0,0,0,0,100,100,0.0245741450,36.9239605792,25.0000000000,8.0000948570,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
475,100,0,4,100,100,0,0,0,0,0,100,100,0.0245741450,36.8993864342,25.0000000000,8.0000948570,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
476,100,0,2,100,100,0,0,1,102,394,100,100,0.0342685111,36.8651179232,50.0000000000,8.0001513923,1.0000000000,0.8816000000,226.8602540835,0,0,0,0,0
477,100,0,2,100,100,0,0,0,0,0,100,100,0.0285660890,36.8365518341,50.0000000000,8.0001513923,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
478,100,0,2,100,100,0,0,0,0,0,100,100,0.0285660890,36.8079857451,50.0000000000,8.0001513923,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
479,100,0,2,100,100,0,0,0,0,0,100,100,0.0285660890,36.7794196561,50.0000000000,8.0001513923,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
480,100,0,2,100,100,0,0,0,0,0,100,100,0.0285660890,36.7508535670,50.0000000000,8.0001513923,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
481,100,0,2,100,100,0,0,1,102,394,100,100,0.0339358402,36.7169177268,50.0000000000,8.0001637945,1.0000000000,0.8816000000,226.8602540835,0,0,0,0,0
482,100,0,2,100,100,0,0,0,0,0,100,100,0.0281076519,36.6888100749,50.0000000000,8.0001637945,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
483,100,0,2,100,100,0,0,0,0,0,100,100,0.0281076519,36.6607024230,50.0000000000,8.0001637945,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
484,100,0,2,100,100,0,0,0,0,0,100,100,0.0281076519,36.6325947711,50.0000000000,8.0001637945,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
485,100,0,2,100,100,0,0,0,0,0,100,100,0.0281076519,36.6044871192,50.0000000000,8.0001637945,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
486,100,0,7,100,100,0,0,1,107,879,100,100,0.0365619359,36.5679251833,14.2857142857,8.0000802189,1.0000000000,0.8856000000,225.8355916893,0,0,0,0,0
487,100,0,7,100,100,0,0,0,0,0,100,100,0.0258119371,36.5421132462,14.2857142857,8.0000802189,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
488,100,0,7,100,100,0,0,0,0,0,100,100,0.0258119371,36.5163013092,14.2857142857,8.0000802189,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
489,100,0,7,100,100,0,0,0,0,0,100,100,0.0258119371,36.4904893721,14.2857142857,8.0000802189,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
490,100,0,7,100,100,0,0,0,0,0,100,100,0.0258119371,36.4646774350,14.2857142857,8.0000802189,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
491,100,0,2,100,100,0,0,1,102,394,100,100,0.0363252963,36.4283521388,50.0000000000,8.0001601218,1.0000000000,0.8816000000,226.8602540835,0,0,0,0,0
492,100,0,2,100,100,0,0,0,0,0,100,100,0.0305503566,36.3978017821,50.0000000000,8.0001601218,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
493,100,0,2,100,100,0,0,0,0,0,100,100,0.0305503566,36.3672514255,50.0000000000,8.0001601218,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
494,100,0,2,100,100,0,0,0,0,0,100,100,0.0305503566,36.3367010689,50.0000000000,8.0001601218,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
495,100,0,2,100,100,0,0,0,0,0,100,100,0.0305503566,36.3061507123,50.0000000000,8.0001601218,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
496,100,0,3,100,100,0,0,1,103,491,100,100,0.0314024288,36.2747482835,33.3333333333,8.0001095972,1.0000000000,0.8824000000,226.6545784225,0,0,0,0,0
497,100,0,3,100,100,0,0,0,0,0,100,100,0.0248805674,36.2498677160,33.3333333333,8.0001095972,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
498,100,0,3,100,100,0,0,0,0,0,100,100,0.0248805674,36.2249871486,33.3333333333,8.0001095972,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
499,100,0,3,100,100,0,0,0,0,0,100,100,0.0248805674,36.2001065812,33.3333333333,8.0001095972,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
500,100,0,3,100,100,0,0,0,0,0,100,100,0.0248805674,36.1752260138,33.3333333333,8.0001095972,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
501,100,0,5,100,100,0,0,1,105,685,100,100,0.0343478583,36.1408781555,20.0000000000,8.0000887371,1.0000000000,0.8840000000,226.2443438914,0,0,0,0,0
502,100,0,5,100,100,0,0,0,0,0,100,100,0.0257640853,36.1151140702,20.0000000000,8.0000887371,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
503,100,0,5,100,100,0,0,0,0,0,100,100,0.0257640853,36.0893499849,20.0000000000,8.0000887371,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
504,100,0,5,100,100,0,0,0,0,0,100,100,0.0257640853,36.0635858996,20.0000000000,8.0000887371,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
505,100,0,5,100,100,0,0,0,0,0,100,100,0.0257640853,36.0378218143,20.0000000000,8.0000887371,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
506,100,0,9,100,100,0,0,1,109,1073,100,100,0.0378351272,35.9999866871,11.1111111111,8.0000690115,1.0000000000,0.8872000000,225.4283137962,0,0,0,0,0
507,100,0,9,100,100,0,0,0,0,0,100,100,0.0249773661,35.9750093209,11.1111111111,8.0000690115,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
508,100,0,9,100,100,0,0,0,0,0,100,100,0.0249773661,35.9500319548,11.1111111111,8.0000690115,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
509,100,0,9,100,100,0,0,0,0,0,100,100,0.0249773661,35.9250545887,11.1111111111,8.0000690115,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
510,100,0,9,100,100,0,0,0,0,0,100,100,0.0249773661,35.9000772225,11.1111111111,8.0000690115,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
511,100,0,6,100,100,0,0,1,106,782,100,100,0.0348134068,35.8652638158,16.6666666667,8.0000815393,1.0000000000,0.8848000000,226.0397830018,0,0,0,0,0
512,100,0,6,100,100,0,0,0,0,0,100,100,0.0251481033,35.8401157124,16.6666666667,8.0000815393,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
513,100,0,6,100,100,0,0,0,0,0,100,100,0.0251481033,35.8149676091,16.6666666667,8.0000815393,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
514,100,0,6,100,100,0,0,0,0,0,100,100,0.0251481033,35.7898195057,16.6666666667,8.0000815393,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
515,100,0,6,100,100,0,0,0,0,0,100,100,0.0251481033,35.7646714024,16.6666666667,8.0000815393,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
516,100,0,8,100,100,0,0,1,107,976,100,100,0.0361844182,35.7284869842,12.5000000000,8.0000779406,1.0000000000,0.8856000000,225.8355916893,0,0,0,0,0
517,100,0,8,100,100,0,0,0,0,0,100,100,0.0243900338,35.7040969504,12.5000000000,8.0000779406,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
518,100,0,8,100,100,0,0,0,0,0,100,100,0.0243900338,35.6797069166,12.5000000000,8.0000779406,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
519,100,0,8,100,100,0,0,0,0,0,100,100,0.0243900338,35.6553168828,12.5000000000,8.0000779406,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
520,100,0,8,100,100,0,0,0,0,0,100,100,0.0243900338,35.6309268490,12.5000000000,8.0000779406,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
521,100,0,6,100,100,0,0,1,106,782,100,100,0.0339942450,35.5969326040,16.6666666667,8.0000720245,1.0000000000,0.8848000000,226.0397830018,0,0,0,0,0
522,100,0,6,100,100,0,0,0,0,0,100,100,0.0243788044,35.5725537996,16.6666666667,8.0000720245,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
523,100,0,6,100,100,0,0,0,0,0,100,100,0.0243788044,35.5481749952,16.6666666667,8.0000720245,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
524,100,0,6,100,100,0,0,0,0,0,100,100,0.0243788044,35.5237961908,16.6666666667,8.0000720245,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
525,100,0,6,100,100,0,0,0,0,0,100,100,0.0243788044,35.4994173864,16.6666666667,8.0000720245,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
526,100,0,3,100,100,0,0,1,103,491,100,100,0.0316066659,35.4678107205,33.3333333333,8.0001073732,1.0000000000,0.8824000000,226.6545784225,0,0,0,0,0
527,100,0,3,100,100,0,0,0,0,0,100,100,0.0250706201,35.4427401004,33.3333333333,8.0001073732,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
528,100,0,3,100,100,0,0,0,0,0,100,100,0.0250706201,35.4176694803,33.3333333333,8.0001073732,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
529,100,0,3,100,100,0,0,0,0,0,100,100,0.0250706201,35.3925988601,33.3333333333,8.0001073732,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
530,100,0,3,100,100,0,0,0,0,0,100,100,0.0250706201,35.3675282400,33.3333333333,8.0001073732,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
531,100,0,5,100,100,0,0,1,105,685,100,100,0.0330758014,35.3344524386,20.0000000000,8.0000749293,1.0000000000,0.8840000000,226.2443438914,0,0,0,0,0
532,100,0,5,100,100,0,0,0,0,0,100,100,0.0245315537,35.3099208848,20.0000000000,8.0000749293,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
533,100,0,5,100,100,0,0,0,0,0,100,100,0.0245315537,35.2853893311,20.0000000000,8.0000749293,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
534,100,0,5,100,100,0,0,0,0,0,100,100,0.0245315537,35.2608577774,20.0000000000,8.0000749293,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
535,100,0,5,100,100,0,0,0,0,0,100,100,0.0245315537,35.2363262237,20.0000000000,8.0000749293,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
536,100,0,6,100,100,0,0,1,106,782,100,100,0.0364796767,35.1998465470,16.6666666667,8.0001022788,1.0000000000,0.8848000000,226.0397830018,0,0,0,0,0
537,100,0,6,100,100,0,0,0,0,0,100,100,0.0267268047,35.1731197422,16.6666666667,8.0001022788,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
538,100,0,6,100,100,0,0,0,0,0,100,100,0.0267268047,35.1463929375,16.6666666667,8.0001022788,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
539,100,0,6,100,100,0,0,0,0,0,100,100,0.0267268047,35.1196661327,16.6666666667,8.0001022788,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
540,100,0,6,100,100,0,0,0,0,0,100,100,0.0267268047,35.0929393280,16.6666666667,8.0001022788,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
541,100,0,4,100,100,0,0,1,104,588,100,100,0.0320082671,35.0609310609,25.0000000000,8.0000889852,1.0000000000,0.8832000000,226.4492753623,0,0,0,0,0
542,100,0,4,100,100,0,0,0,0,0,100,100,0.0244830998,35.0364479611,25.0000000000,8.0000889852,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
543,100,0,4,100,100,0,0,0,0,0,100,100,0.0244830998,35.0119648613,25.0000000000,8.0000889852,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
544,100,0,4,100,100,0,0,0,0,0,100,100,0.0244830998,34.9874817615,25.0000000000,8.0000889852,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
545,100,0,4,100,100,0,0,0,0,0,100,100,0.0244830998,34.9629986617,25.0000000000,8.0000889852,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
546,100,0,7,100,100,0,0,1,107,879,100,100,0.0356096819,34.9273889797,14.2857142857,8.0000729802,1.0000000000,0.8856000000,225.8355916893,0,0,0,0,0
547,100,0,7,100,100,0,0,0,0,0,100,100,0.0249034304,34.9024855494,14.2857142857,8.0000729802,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
548,100,0,7,100,100,0,0,0,0,0,100,100,0.0249034304,34.8775821190,14.2857142857,8.0000729802,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
549,100,0,7,100,100,0,0,0,0,0,100,100,0.0249034304,34.8526786886,14.2857142857,8.0000729802,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
550,100,0,7,100,100,0,0,0,0,0,100,100,0.0249034304,34.8277752583,14.2857142857,8.0000729802,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
551,100,0,5,100,100,0,0,1,105,685,100,100,0.0338363780,34.7939388802,20.0000000000,8.0000920256,1.0000000000,0.8840000000,226.2443438914,0,0,0,0,0
552,100,0,5,100,100,0,0,0,0,0,100,100,0.0252192741,34.7687196062,20.0000000000,8.0000920256,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
553,100,0,5,100,100,0,0,0,0,0,100,100,0.0252192741,34.7435003321,20.0000000000,8.0000920256,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
554,100,0,5,100,100,0,0,0,0,0,100,100,0.0252192741,34.7182810580,20.0000000000,8.0000920256,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
555,100,0,5,100,100,0,0,0,0,0,100,100,0.0252192741,34.6930617839,20.0000000000,8.0000920256,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
556,100,0,6,100,100,0,0,1,106,782,100,100,0.0352327721,34.6578290119,16.6666666667,8.0000761885,1.0000000000,0.8848000000,226.0397830018,0,0,0,0,0
557,100,0,6,100,100,0,0,0,0,0,100,100,0.0255938528,34.6322351591,16.6666666667,8.0000761885,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
558,100,0,6,100,100,0,0,0,0,0,100,100,0.0255938528,34.6066413063,16.6666666667,8.0000761885,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
559,100,0,6,100,100,0,0,0,0,0,100,100,0.0255938528,34.5810474535,16.6666666667,8.0000761885,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
560,100,0,6,100,100,0,0,0,0,0,100,100,0.0255938528,34.5554536007,16.6666666667,8.0000761885,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
561,100,0,6,100,100,0,0,1,106,782,100,100,0.0348041949,34.5206494057,16.6666666667,8.0000927245,1.0000000000,0.8848000000,226.0397830018,0,0,0,0,0
562,100,0,6,100,100,0,0,0,0,0,100,100,0.0251094870,34.4955399187,16.6666666667,8.0000927245,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
563,100,0,6,100,100,0,0,0,0,0,100,100,0.0251094870,34.4704304317,16.6666666667,8.0000927245,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
564,100,0,6,100,100,0,0,0,0,0,100,100,0.0251094870,34.4453209446,16.6666666667,8.0000927245,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
565,100,0,6,100,100,0,0,0,0,0,100,100,0.0251094870,34.4202114576,16.6666666667,8.0000927245,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
566,100,0,3,100,100,0,0,1,103,491,100,100,0.0348348526,34.3853766050,33.3333333333,8.0001297165,1.0000000000,0.8824000000,226.6545784225,0,0,0,0,0
567,100,0,3,100,100,0,0,0,0,0,100,100,0.0281760483,34.3572005567,33.3333333333,8.0001297165,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
568,100,0,3,100,100,0,0,0,0,0,100,100,0.0281760483,34.3290245084,33.3333333333,8.0001297165,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
569,100,0,3,100,100,0,0,0,0,0,100,100,0.0281760483,34.3008484600,33.3333333333,8.0001297165,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
570,100,0,3,100,100,0,0,0,0,0,100,100,0.0281760483,34.2726724117,33.3333333333,8.0001297165,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
571,100,0,4,100,100,0,0,1,104,588,100,100,0.0329573017,34.2397151100,25.0000000000,8.0001085614,1.0000000000,0.8832000000,226.4492753623,0,0,0,0,0
572,100,0,4,100,100,0,0,0,0,0,100,100,0.0253214887,34.2143936213,25.0000000000,8.0001085614,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
573,100,0,4,100,100,0,0,0,0,0,100,100,0.0253214887,34.1890721326,25.0000000000,8.0001085614,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
574,100,0,4,100,100,0,0,0,0,0,100,100,0.0253214887,34.1637506438,25.0000000000,8.0001085614,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
575,100,0,4,100,100,0,0,0,0,0,100,100,0.0253214887,34.1384291551,25.0000000000,8.0001085614,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
576,100,0,4,100,100,0,0,1,104,588,100,100,0.0348806229,34.1035485322,25.0000000000,8.0001302195,1.0000000000,0.8832000000,226.4492753623,0,0,0,0,0
577,100,0,4,100,100,0,0,0,0,0,100,100,0.0271593413,34.0763891909,25.0000000000,8.0001302195,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
578,100,0,4,100,100,0,0,0,0,0,100,100,0.0271593413,34.0492298496,25.0000000000,8.0001302195,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
579,100,0,4,100,100,0,0,0,0,0,100,100,0.0271593413,34.0220705083,25.0000000000,8.0001302195,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
580,100,0,4,100,100,0,0,0,0,0,100,100,0.0271593413,33.9949111670,25.0000000000,8.0001302195,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
581,100,0,7,100,100,0,0,1,107,879,100,100,0.0348702429,33.9600409241,14.2857142857,8.0000658680,1.0000000000,0.8856000000,225.8355916893,0,0,0,0,0
582,100,0,7,100,100,0,0,0,0,0,100,100,0.0241930320,33.9358478922,14.2857142857,8.0000658680,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
583,100,0,7,100,100,0,0,0,0,0,100,100,0.0241930320,33.9116548602,14.2857142857,8.0000658680,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
