Round,Alive,Dead,CH_Count,Generated,Delivered,Lost,Unclustered,Control_TX,Control_RX,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Cluster_Size,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps
147,100,0,16,3,3,0,0,116,1752,5,5,0.0226847612,50.2114407079,6.2500000000,26.6668309525,1.0000000000,0.1728000000,69.4444444444
148,100,0,10,4,4,0,0,110,1170,7,7,0.0173200139,50.1941206941,10.0000000000,28.0001938091,1.0000000000,0.2000000000,80.0000000000
149,100,0,14,3,3,0,0,113,1558,5,5,0.0205025591,50.1736181349,7.1428571429,26.6668350244,1.0000000000,0.1704000000,70.4225352113
150,100,0,13,2,2,0,0,112,1461,4,4,0.0188441044,50.1547740305,7.6923076923,32.0001138621,1.0000000000,0.1536000000,52.0833333333
151,100,0,15,3,3,0,0,115,1655,5,5,0.0216118450,50.1331621855,6.6666666667,32.0000954549,1.0000000000,0.1720000000,69.7674418605
152,100,0,16,1,1,0,0,116,1752,1,1,0.0208882653,50.1122739203,6.2500000000,16.0001278631,1.0000000000,0.1088000000,36.7647058824
153,100,0,15,3,3,0,0,115,1655,5,5,0.0216227079,50.0906512123,6.6666666667,32.0001125200,1.0000000000,0.1720000000,69.7674418605
154,100,0,12,3,3,0,0,112,1364,6,6,0.0187518720,50.0718993403,8.3333333333,32.0001723109,1.0000000000,0.1856000000,64.6551724138
155,100,0,22,2,2,0,0,120,2334,3,3,0.0282694917,50.0436298487,4.5454545455,24.0001570161,1.0000000000,0.1440000000,55.5555555556
156,100,0,11,4,4,0,0,111,1267,6,6,0.0180249009,50.0256049477,9.0909090909,32.0002035371,1.0000000000,0.1848000000,86.5800865801
157,100,0,12,4,4,0,0,111,1364,7,7,0.0192971185,50.0063078292,8.3333333333,32.0001678416,1.0000000000,0.2008000000,79.6812749004
158,100,0,12,1,1,0,0,111,1364,2,2,0.0169068126,49.9894010167,8.3333333333,32.0001113953,1.0000000000,0.1208000000,33.1125827815
159,100,0,22,1,1,0,0,121,2334,2,2,0.0277724483,49.9616285684,4.5454545455,32.0002007031,1.0000000000,0.1288000000,31.0559006211
160,100,0,11,2,2,0,0,110,1267,4,4,0.0166798878,49.9449486806,9.0909090909,32.0001344856,1.0000000000,0.1520000000,52.6315789474
161,100,0,16,4,4,0,0,116,1752,6,6,0.0233683297,49.9215803509,6.2500000000,28.0001913612,1.0000000000,0.1888000000,84.7457627119
162,100,0,13,1,1,0,0,113,1461,2,2,0.0180795791,49.9035007718,7.6923076923,32.0002054258,1.0000000000,0.1224000000,32.6797385621
163,100,0,24,1,1,0,0,116,2528,2,2,0.0298485118,49.8736522600,4.1666666667,32.0001260921,1.0000000000,0.1248000000,32.0512820513
164,100,0,14,2,2,0,0,114,1558,4,4,0.0200123475,49.8536399125,7.1428571429,32.0001524213,1.0000000000,0.1552000000,51.5463917526
165,100,0,16,2,2,0,0,115,1752,4,4,0.0222358342,49.8314040783,6.2500000000,32.0001969114,1.0000000000,0.1560000000,51.2820512821
166,100,0,12,1,1,0,0,112,1364,2,2,0.0169990672,49.8144050111,8.3333333333,32.0002296557,1.0000000000,0.1216000000,32.8947368421
167,100,0,16,0,0,0,0,113,1752,0,0,0.0204257922,49.7939792189,6.2500000000,0.0000000000,0.0000000000,0.0904000000,0.0000000000
168,100,0,11,1,1,0,0,111,1267,2,2,0.0159487914,49.7780304275,9.0909090909,32.0002257794,1.0000000000,0.1208000000,33.1125827815
169,100,0,21,0,0,0,0,118,2237,0,0,0.0258337587,49.7521966688,4.7619047619,0.0000000000,0.0000000000,0.0944000000,0.0000000000
170,100,0,5,1,1,0,0,105,685,2,2,0.0094862558,49.7427104130,20.0000000000,32.0001164342,1.0000000000,0.1160000000,34.4827586207
171,100,0,23,1,1,0,0,118,2431,2,2,0.0288851922,49.7138252208,4.3478260870,32.0002021074,1.0000000000,0.1264000000,31.6455696203
172,100,0,15,0,0,0,0,113,1655,0,0,0.0193290699,49.6944961509,6.6666666667,0.0000000000,0.0000000000,0.0904000000,0.0000000000
173,100,0,16,1,1,0,0,116,1752,1,1,0.0209673460,49.6735288049,6.2500000000,16.0001765534,1.0000000000,0.1088000000,36.7647058824
174,100,0,10,2,2,0,0,110,1170,3,3,0.0152404395,49.6582883653,10.0000000000,24.0001050026,1.0000000000,0.1360000000,58.8235294118
175,100,0,17,1,1,0,0,115,1849,2,2,0.0223724511,49.6359159142,5.8823529412,32.0001654812,1.0000000000,0.1240000000,32.2580645161
176,100,0,10,2,2,0,0,110,1170,4,4,0.0157900498,49.6201258644,10.0000000000,32.0002250856,1.0000000000,0.1520000000,52.6315789474
177,100,0,16,0,0,0,0,115,1752,0,0,0.0204010708,49.5997247936,6.2500000000,0.0000000000,0.0000000000,0.0920000000,0.0000000000
178,100,0,14,3,3,0,0,111,1558,6,6,0.0207893046,49.5789354890,7.1428571429,32.0001143720,1.0000000000,0.1848000000,64.9350649351
179,100,0,25,3,3,0,0,122,2625,5,5,0.0322410838,49.5466944052,4.0000000000,26.6667850020,1.0000000000,0.1776000000,67.5675675676
180,100,0,13,2,2,0,0,111,1461,4,4,0.0188877818,49.5278066234,7.6923076923,32.0001648151,1.0000000000,0.1528000000,52.3560209424
