Round,Alive,Dead,CH_Count,Generated,Delivered,Lost,Unclustered,Was_Setup_Round,Control_TX,Control_RX,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Cluster_Size,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps,Backup_Promotions,Rejected_Promotions,Routing_Repairs,Partial_Promotions,Emergency_Promotions
1,100,0,12,100,100,0,0,1,111,1364,100,100,0.0401523777,49.9448226223,8.3333333333,8.0000551061,1.0000000000,0.8888000000,225.0225022502,0,0,0,0,0
2,100,0,12,100,100,0,0,0,0,0,100,100,0.0240727314,49.9207498909,8.3333333333,8.0000551061,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
3,100,0,12,100,100,0,0,0,0,0,100,100,0.0240727314,49.8966771595,8.3333333333,8.0000551061,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
4,100,0,12,100,100,0,0,0,0,0,100,100,0.0240727314,49.8726044280,8.3333333333,8.0000551061,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
5,100,0,12,100,100,0,0,0,0,0,100,100,0.0240727314,49.8485316966,8.3333333333,8.0000551061,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
6,100,0,12,100,100,0,0,0,0,0,100,100,0.0240727314,49.8244589652,8.3333333333,8.0000551061,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
7,100,0,12,100,100,0,0,0,0,0,100,100,0.0240727314,49.8003862338,8.3333333333,8.0000551061,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
8,100,0,12,100,100,0,0,0,0,0,100,100,0.0240727314,49.7763135024,8.3333333333,8.0000551061,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
9,100,0,12,100,100,0,0,0,0,0,100,100,0.0240727314,49.7522407710,8.3333333333,8.0000551061,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
10,100,0,12,100,100,0,0,0,0,0,100,100,0.0240727314,49.7281680396,8.3333333333,8.0000551061,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
11,100,0,11,100,100,0,0,1,111,1267,100,100,0.0385650705,49.6896029690,9.0909090909,8.0000519892,1.0000000000,0.8888000000,225.0225022502,0,0,0,0,0
12,100,0,11,100,100,0,0,0,0,0,100,100,0.0235775495,49.6660254195,9.0909090909,8.0000519892,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
13,100,0,11,100,100,0,0,0,0,0,100,100,0.0235775495,49.6424478700,9.0909090909,8.0000519892,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
14,100,0,11,100,100,0,0,0,0,0,100,100,0.0235775495,49.6188703204,9.0909090909,8.0000519892,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
15,100,0,11,100,100,0,0,0,0,0,100,100,0.0235775495,49.5952927709,9.0909090909,8.0000519892,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
16,100,0,11,100,100,0,0,0,0,0,100,100,0.0235775495,49.5717152214,9.0909090909,8.0000519892,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
17,100,0,11,100,100,0,0,0,0,0,100,100,0.0235775495,49.5481376718,9.0909090909,8.0000519892,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
18,100,0,11,100,100,0,0,0,0,0,100,100,0.0235775495,49.5245601223,9.0909090909,8.0000519892,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
19,100,0,11,100,100,0,0,0,0,0,100,100,0.0235775495,49.5009825728,9.0909090909,8.0000519892,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
20,100,0,11,100,100,0,0,0,0,0,100,100,0.0235775495,49.4774050232,9.0909090909,8.0000519892,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
21,100,0,5,100,100,0,0,1,105,685,100,100,0.0317428922,49.4456621310,20.0000000000,8.0000807299,1.0000000000,0.8840000000,226.2443438914,0,0,0,0,0
22,100,0,5,100,100,0,0,0,0,0,100,100,0.0231650631,49.4224970679,20.0000000000,8.0000807299,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
23,100,0,5,100,100,0,0,0,0,0,100,100,0.0231650631,49.3993320047,20.0000000000,8.0000807299,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
24,100,0,5,100,100,0,0,0,0,0,100,100,0.0231650631,49.3761669416,20.0000000000,8.0000807299,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
25,100,0,5,100,100,0,0,0,0,0,100,100,0.0231650631,49.3530018785,20.0000000000,8.0000807299,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
26,100,0,5,100,100,0,0,0,0,0,100,100,0.0231650631,49.3298368153,20.0000000000,8.0000807299,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
27,100,0,5,100,100,0,0,0,0,0,100,100,0.0231650631,49.3066717522,20.0000000000,8.0000807299,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
28,100,0,5,100,100,0,0,0,0,0,100,100,0.0231650631,49.2835066891,20.0000000000,8.0000807299,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
29,100,0,5,100,100,0,0,0,0,0,100,100,0.0231650631,49.2603416259,20.0000000000,8.0000807299,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
30,100,0,5,100,100,0,0,0,0,0,100,100,0.0231650631,49.2371765628,20.0000000000,8.0000807299,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
31,100,0,6,100,100,0,0,1,106,782,100,100,0.0326897604,49.2044868025,16.6666666667,8.0000705255,1.0000000000,0.8848000000,226.0397830018,0,0,0,0,0
32,100,0,6,100,100,0,0,0,0,0,100,100,0.0230790642,49.1814077383,16.6666666667,8.0000705255,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
33,100,0,6,100,100,0,0,0,0,0,100,100,0.0230790642,49.1583286741,16.6666666667,8.0000705255,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
34,100,0,6,100,100,0,0,0,0,0,100,100,0.0230790642,49.1352496099,16.6666666667,8.0000705255,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
35,100,0,6,100,100,0,0,0,0,0,100,100,0.0230790642,49.1121705458,16.6666666667,8.0000705255,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
36,100,0,6,100,100,0,0,0,0,0,100,100,0.0230790642,49.0890914816,16.6666666667,8.0000705255,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
37,100,0,6,100,100,0,0,0,0,0,100,100,0.0230790642,49.0660124174,16.6666666667,8.0000705255,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
38,100,0,6,100,100,0,0,0,0,0,100,100,0.0230790642,49.0429333532,16.6666666667,8.0000705255,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
39,100,0,6,100,100,0,0,0,0,0,100,100,0.0230790642,49.0198542891,16.6666666667,8.0000705255,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
40,100,0,6,100,100,0,0,0,0,0,100,100,0.0230790642,48.9967752249,16.6666666667,8.0000705255,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
41,100,0,6,100,100,0,0,1,106,782,100,100,0.0332399505,48.9635352744,16.6666666667,8.0000779422,1.0000000000,0.8848000000,226.0397830018,0,0,0,0,0
42,100,0,6,100,100,0,0,0,0,0,100,100,0.0235672866,48.9399679878,16.6666666667,8.0000779422,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
43,100,0,6,100,100,0,0,0,0,0,100,100,0.0235672866,48.9164007012,16.6666666667,8.0000779422,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
44,100,0,6,100,100,0,0,0,0,0,100,100,0.0235672866,48.8928334146,16.6666666667,8.0000779422,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
45,100,0,6,100,100,0,0,0,0,0,100,100,0.0235672866,48.8692661279,16.6666666667,8.0000779422,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
46,100,0,6,100,100,0,0,0,0,0,100,100,0.0235672866,48.8456988413,16.6666666667,8.0000779422,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
47,100,0,6,100,100,0,0,0,0,0,100,100,0.0235672866,48.8221315547,16.6666666667,8.0000779422,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
48,100,0,6,100,100,0,0,0,0,0,100,100,0.0235672866,48.7985642680,16.6666666667,8.0000779422,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
49,100,0,6,100,100,0,0,0,0,0,100,100,0.0235672866,48.7749969814,16.6666666667,8.0000779422,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
50,100,0,6,100,100,0,0,0,0,0,100,100,0.0235672866,48.7514296948,16.6666666667,8.0000779422,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
51,100,0,5,100,100,0,0,1,105,685,100,100,0.0320059105,48.7194237842,20.0000000000,8.0000826021,1.0000000000,0.8840000000,226.2443438914,0,0,0,0,0
52,100,0,5,100,100,0,0,0,0,0,100,100,0.0234327209,48.6959910633,20.0000000000,8.0000826021,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
53,100,0,5,100,100,0,0,0,0,0,100,100,0.0234327209,48.6725583424,20.0000000000,8.0000826021,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
54,100,0,5,100,100,0,0,0,0,0,100,100,0.0234327209,48.6491256215,20.0000000000,8.0000826021,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
55,100,0,5,100,100,0,0,0,0,0,100,100,0.0234327209,48.6256929005,20.0000000000,8.0000826021,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
56,100,0,5,100,100,0,0,0,0,0,100,100,0.0234327209,48.6022601796,20.0000000000,8.0000826021,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
57,100,0,5,100,100,0,0,0,0,0,100,100,0.0234327209,48.5788274587,20.0000000000,8.0000826021,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
58,100,0,5,100,100,0,0,0,0,0,100,100,0.0234327209,48.5553947378,20.0000000000,8.0000826021,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
59,100,0,5,100,100,0,0,0,0,0,100,100,0.0234327209,48.5319620168,20.0000000000,8.0000826021,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
60,100,0,5,100,100,0,0,0,0,0,100,100,0.0234327209,48.5085292959,20.0000000000,8.0000826021,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
61,100,0,10,100,100,0,0,1,110,1170,100,100,0.0372057015,48.4713235944,10.0000000000,8.0000631943,1.0000000000,0.8880000000,225.2252252252,0,0,0,0,0
62,100,0,10,100,100,0,0,0,0,0,100,100,0.0232706703,48.4480529241,10.0000000000,8.0000631943,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
63,100,0,10,100,100,0,0,0,0,0,100,100,0.0232706703,48.4247822538,10.0000000000,8.0000631943,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
64,100,0,10,100,100,0,0,0,0,0,100,100,0.0232706703,48.4015115835,10.0000000000,8.0000631943,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
65,100,0,10,100,100,0,0,0,0,0,100,100,0.0232706703,48.3782409132,10.0000000000,8.0000631943,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
66,100,0,10,100,100,0,0,0,0,0,100,100,0.0232706703,48.3549702428,10.0000000000,8.0000631943,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
67,100,0,10,100,100,0,0,0,0,0,100,100,0.0232706703,48.3316995725,10.0000000000,8.0000631943,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
68,100,0,10,100,100,0,0,0,0,0,100,100,0.0232706703,48.3084289022,10.0000000000,8.0000631943,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
69,100,0,10,100,100,0,0,0,0,0,100,100,0.0232706703,48.2851582319,10.0000000000,8.0000631943,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
70,100,0,10,100,100,0,0,0,0,0,100,100,0.0232706703,48.2618875616,10.0000000000,8.0000631943,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
71,100,0,3,100,100,0,0,1,103,491,100,100,0.0296948828,48.2321926788,33.3333333333,8.0000853298,1.0000000000,0.8824000000,226.6545784225,0,0,0,0,0
72,100,0,3,100,100,0,0,0,0,0,100,100,0.0232799936,48.2089126852,33.3333333333,8.0000853298,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
73,100,0,3,100,100,0,0,0,0,0,100,100,0.0232799936,48.1856326915,33.3333333333,8.0000853298,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
74,100,0,3,100,100,0,0,0,0,0,100,100,0.0232799936,48.1623526979,33.3333333333,8.0000853298,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
75,100,0,3,100,100,0,0,0,0,0,100,100,0.0232799936,48.1390727043,33.3333333333,8.0000853298,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
76,100,0,3,100,100,0,0,0,0,0,100,100,0.0232799936,48.1157927107,33.3333333333,8.0000853298,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
77,100,0,3,100,100,0,0,0,0,0,100,100,0.0232799936,48.0925127171,33.3333333333,8.0000853298,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
78,100,0,3,100,100,0,0,0,0,0,100,100,0.0232799936,48.0692327235,33.3333333333,8.0000853298,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
79,100,0,3,100,100,0,0,0,0,0,100,100,0.0232799936,48.0459527299,33.3333333333,8.0000853298,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
80,100,0,3,100,100,0,0,0,0,0,100,100,0.0232799936,48.0226727363,33.3333333333,8.0000853298,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
81,100,0,6,100,100,0,0,1,106,782,100,100,0.0334576233,47.9892151130,16.6666666667,8.0000864730,1.0000000000,0.8848000000,226.0397830018,0,0,0,0,0
82,100,0,6,100,100,0,0,0,0,0,100,100,0.0237638572,47.9654512557,16.6666666667,8.0000864730,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
83,100,0,6,100,100,0,0,0,0,0,100,100,0.0237638572,47.9416873985,16.6666666667,8.0000864730,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
84,100,0,6,100,100,0,0,0,0,0,100,100,0.0237638572,47.9179235412,16.6666666667,8.0000864730,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
85,100,0,6,100,100,0,0,0,0,0,100,100,0.0237638572,47.8941596840,16.6666666667,8.0000864730,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
86,100,0,6,100,100,0,0,0,0,0,100,100,0.0237638572,47.8703958267,16.6666666667,8.0000864730,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
87,100,0,6,100,100,0,0,0,0,0,100,100,0.0237638572,47.8466319695,16.6666666667,8.0000864730,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
88,100,0,6,100,100,0,0,0,0,0,100,100,0.0237638572,47.8228681122,16.6666666667,8.0000864730,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
89,100,0,6,100,100,0,0,0,0,0,100,100,0.0237638572,47.7991042550,16.6666666667,8.0000864730,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
90,100,0,6,100,100,0,0,0,0,0,100,100,0.0237638572,47.7753403977,16.6666666667,8.0000864730,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
91,100,0,9,100,100,0,0,1,109,1073,100,100,0.0362242137,47.7391161841,11.1111111111,8.0000578153,1.0000000000,0.8872000000,225.4283137962,0,0,0,0,0
92,100,0,9,100,100,0,0,0,0,0,100,100,0.0233868078,47.7157293763,11.1111111111,8.0000578153,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
93,100,0,9,100,100,0,0,0,0,0,100,100,0.0233868078,47.6923425684,11.1111111111,8.0000578153,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
94,100,0,9,100,100,0,0,0,0,0,100,100,0.0233868078,47.6689557606,11.1111111111,8.0000578153,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
95,100,0,9,100,100,0,0,0,0,0,100,100,0.0233868078,47.6455689528,11.1111111111,8.0000578153,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
96,100,0,9,100,100,0,0,0,0,0,100,100,0.0233868078,47.6221821449,11.1111111111,8.0000578153,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
97,100,0,9,100,100,0,0,0,0,0,100,100,0.0233868078,47.5987953371,11.1111111111,8.0000578153,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
98,100,0,9,100,100,0,0,0,0,0,100,100,0.0233868078,47.5754085293,11.1111111111,8.0000578153,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
99,100,0,9,100,100,0,0,0,0,0,100,100,0.0233868078,47.5520217214,11.1111111111,8.0000578153,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
100,100,0,9,100,100,0,0,0,0,0,100,100,0.0233868078,47.5286349136,11.1111111111,8.0000578153,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
101,100,0,3,100,100,0,0,1,103,491,100,100,0.0313740739,47.4972608398,33.3333333333,8.0001193744,1.0000000000,0.8824000000,226.6545784225,0,0,0,0,0
102,100,0,3,100,100,0,0,0,0,0,100,100,0.0247670920,47.4724937478,33.3333333333,8.0001193744,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
103,100,0,3,100,100,0,0,0,0,0,100,100,0.0247670920,47.4477266558,33.3333333333,8.0001193744,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
104,100,0,3,100,100,0,0,0,0,0,100,100,0.0247670920,47.4229595638,33.3333333333,8.0001193744,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
105,100,0,3,100,100,0,0,0,0,0,100,100,0.0247670920,47.3981924718,33.3333333333,8.0001193744,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
106,100,0,3,100,100,0,0,0,0,0,100,100,0.0247670920,47.3734253798,33.3333333333,8.0001193744,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
107,100,0,3,100,100,0,0,0,0,0,100,100,0.0247670920,47.3486582878,33.3333333333,8.0001193744,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
108,100,0,3,100,100,0,0,0,0,0,100,100,0.0247670920,47.3238911958,33.3333333333,8.0001193744,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
109,100,0,3,100,100,0,0,0,0,0,100,100,0.0247670920,47.2991241038,33.3333333333,8.0001193744,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
110,100,0,3,100,100,0,0,0,0,0,100,100,0.0247670920,47.2743570118,33.3333333333,8.0001193744,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
111,100,0,6,100,100,0,0,1,106,782,100,100,0.0333212350,47.2410357768,16.6666666667,8.0000716464,1.0000000000,0.8848000000,226.0397830018,0,0,0,0,0
112,100,0,6,100,100,0,0,0,0,0,100,100,0.0236952431,47.2173405338,16.6666666667,8.0000716464,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
113,100,0,6,100,100,0,0,0,0,0,100,100,0.0236952431,47.1936452907,16.6666666667,8.0000716464,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
114,100,0,6,100,100,0,0,0,0,0,100,100,0.0236952431,47.1699500476,16.6666666667,8.0000716464,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
115,100,0,6,100,100,0,0,0,0,0,100,100,0.0236952431,47.1462548045,16.6666666667,8.0000716464,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
116,100,0,6,100,100,0,0,0,0,0,100,100,0.0236952431,47.1225595615,16.6666666667,8.0000716464,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
117,100,0,6,100,100,0,0,0,0,0,100,100,0.0236952431,47.0988643184,16.6666666667,8.0000716464,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
118,100,0,6,100,100,0,0,0,0,0,100,100,0.0236952431,47.0751690753,16.6666666667,8.0000716464,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
119,100,0,6,100,100,0,0,0,0,0,100,100,0.0236952431,47.0514738323,16.6666666667,8.0000716464,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
120,100,0,6,100,100,0,0,0,0,0,100,100,0.0236952431,47.0277785892,16.6666666667,8.0000716464,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
121,100,0,3,100,100,0,0,1,103,491,100,100,0.0301284267,46.9976501625,33.3333333333,8.0000919369,1.0000000000,0.8824000000,226.6545784225,0,0,0,0,0
122,100,0,3,100,100,0,0,0,0,0,100,100,0.0236938830,46.9739562796,33.3333333333,8.0000919369,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
123,100,0,3,100,100,0,0,0,0,0,100,100,0.0236938830,46.9502623966,33.3333333333,8.0000919369,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
124,100,0,3,100,100,0,0,0,0,0,100,100,0.0236938830,46.9265685136,33.3333333333,8.0000919369,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
125,100,0,3,100,100,0,0,0,0,0,100,100,0.0236938830,46.9028746306,33.3333333333,8.0000919369,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
126,100,0,3,100,100,0,0,0,0,0,100,100,0.0236938830,46.8791807477,33.3333333333,8.0000919369,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
127,100,0,3,100,100,0,0,0,0,0,100,100,0.0236938830,46.8554868647,33.3333333333,8.0000919369,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
128,100,0,3,100,100,0,0,0,0,0,100,100,0.0236938830,46.8317929817,33.3333333333,8.0000919369,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
129,100,0,3,100,100,0,0,0,0,0,100,100,0.0236938830,46.8080990988,33.3333333333,8.0000919369,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
130,100,0,3,100,100,0,0,0,0,0,100,100,0.0236938830,46.7844052158,33.3333333333,8.0000919369,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
131,100,0,2,100,100,0,0,1,102,394,100,100,0.0295274025,46.7548778133,50.0000000000,8.0001136080,1.0000000000,0.8816000000,226.8602540835,0,0,0,0,0
132,100,0,2,100,100,0,0,0,0,0,100,100,0.0240718105,46.7308060027,50.0000000000,8.0001136080,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
133,100,0,2,100,100,0,0,0,0,0,100,100,0.0240718105,46.7067341922,50.0000000000,8.0001136080,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
134,100,0,2,100,100,0,0,0,0,0,100,100,0.0240718105,46.6826623817,50.0000000000,8.0001136080,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
135,100,0,2,100,100,0,0,0,0,0,100,100,0.0240718105,46.6585905712,50.0000000000,8.0001136080,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
136,100,0,2,100,100,0,0,0,0,0,100,100,0.0240718105,46.6345187606,50.0000000000,8.0001136080,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
137,100,0,2,100,100,0,0,0,0,0,100,100,0.0240718105,46.6104469501,50.0000000000,8.0001136080,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
138,100,0,2,100,100,0,0,0,0,0,100,100,0.0240718105,46.5863751396,50.0000000000,8.0001136080,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
139,100,0,2,100,100,0,0,0,0,0,100,100,0.0240718105,46.5623033290,50.0000000000,8.0001136080,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
140,100,0,2,100,100,0,0,0,0,0,100,100,0.0240718105,46.5382315185,50.0000000000,8.0001136080,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
141,100,0,4,100,100,0,0,1,104,588,100,100,0.0310609501,46.5071705685,25.0000000000,8.0000877474,1.0000000000,0.8832000000,226.4492753623,0,0,0,0,0
142,100,0,4,100,100,0,0,0,0,0,100,100,0.0235289681,46.4836416004,25.0000000000,8.0000877474,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
143,100,0,4,100,100,0,0,0,0,0,100,100,0.0235289681,46.4601126323,25.0000000000,8.0000877474,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
144,100,0,4,100,100,0,0,0,0,0,100,100,0.0235289681,46.4365836643,25.0000000000,8.0000877474,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
145,100,0,4,100,100,0,0,0,0,0,100,100,0.0235289681,46.4130546962,25.0000000000,8.0000877474,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
146,100,0,4,100,100,0,0,0,0,0,100,100,0.0235289681,46.3895257281,25.0000000000,8.0000877474,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
147,100,0,4,100,100,0,0,0,0,0,100,100,0.0235289681,46.3659967601,25.0000000000,8.0000877474,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
148,100,0,4,100,100,0,0,0,0,0,100,100,0.0235289681,46.3424677920,25.0000000000,8.0000877474,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
