Node,Death_Round
0,1861
1,1856
2,1756
3,1831
4,1861
5,1791
6,1846
7,1856
8,1801
9,1846
10,1731
11,1816
12,1831
13,1801
14,1866
15,1711
16,1821
17,1846
18,1831
19,1801
20,1691
21,1841
22,1851
23,1801
24,1761
25,1841
26,1801
27,1816
28,1851
29,1836
30,1741
31,1841
32,1776
33,1796
34,1841
35,1836
36,1671
37,1786
38,1786
39,1851
40,1801
41,1856
42,1831
43,1766
44,1866
45,1791
46,1846
47,1840
48,1741
49,1851
50,1671
51,1796
52,1816
53,1831
54,1746
55,1861
56,1821
57,1761
58,1831
59,1636
60,1801
61,1771
62,1781
63,1831
64,1796
65,1811
66,1736
67,1751
68,1796
69,1851
70,1746
71,1686
72,1586
73,1837
74,1741
75,1826
76,1806
77,1811
78,1736
79,1696
80,1736
81,1826
82,1756
83,1801
84,1826
85,1676
86,1811
87,1826
88,1756
89,1611
90,1846
91,1856
92,1681
93,1851
94,1766
95,1801
96,1846
97,1781
98,1686
99,1766
