Round,Alive,Dead,CH_Count,Generated,Delivered,Lost,Unclustered,Was_Setup_Round,Control_TX,Control_RX,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Cluster_Size,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps,Backup_Promotions,Backup_Rejected,Proactive_Handovers,Direct_To_BS
1,100,0,4,100,100,0,0,1,104,588,100,100,0.0250146025,49.9573803975,25.0000000000,10.9671916942,1.0000000000,0.8896000000,226.6187050360,0,0,0,60
2,100,0,4,100,100,0,0,0,0,0,100,100,0.0162697855,49.9411106121,25.0000000000,10.9671916942,1.0000000000,0.8064000000,250.0000000000,0,0,0,60
3,100,0,4,100,100,0,0,0,0,0,100,100,0.0162697855,49.9248408266,25.0000000000,10.9671916942,1.0000000000,0.8064000000,250.0000000000,0,0,0,60
4,100,0,4,100,100,0,0,0,0,0,100,100,0.0162697855,49.9085710411,25.0000000000,10.9671916942,1.0000000000,0.8064000000,250.0000000000,0,0,0,60
5,100,0,4,100,100,0,0,0,0,0,100,100,0.0162697855,49.8923012557,25.0000000000,10.9671916942,1.0000000000,0.8064000000,250.0000000000,0,0,0,60
6,100,0,5,100,100,0,0,1,105,685,100,100,0.0296423246,49.8626589310,20.0000000000,14.3540875372,1.0000000000,0.8904000000,226.4150943396,0,0,0,17
7,100,0,5,100,100,0,0,0,0,0,100,100,0.0200789982,49.8425799328,20.0000000000,14.3540875372,1.0000000000,0.8064000000,250.0000000000,0,0,0,17
8,100,0,5,100,100,0,0,0,0,0,100,100,0.0200789982,49.8225009346,20.0000000000,14.3540875372,1.0000000000,0.8064000000,250.0000000000,0,0,0,17
9,100,0,5,100,100,0,0,0,0,0,100,100,0.0200789982,49.8024219363,20.0000000000,14.3540875372,1.0000000000,0.8064000000,250.0000000000,0,0,0,17
10,100,0,5,100,100,0,0,0,0,0,100,100,0.0200789982,49.7823429381,20.0000000000,14.3540875372,1.0000000000,0.8064000000,250.0000000000,0,0,0,17
11,100,0,15,100,100,0,0,1,115,1655,100,100,0.0405337209,49.7418092172,6.6666666667,14.7572730110,1.0000000000,0.8984000000,224.3989314337,0,0,0,2
12,100,0,15,100,100,0,0,0,0,0,100,100,0.0202304978,49.7215787193,6.6666666667,14.7572730110,1.0000000000,0.8064000000,250.0000000000,0,0,0,2
13,100,0,15,100,100,0,0,0,0,0,100,100,0.0202304978,49.7013482215,6.6666666667,14.7572730110,1.0000000000,0.8064000000,250.0000000000,0,0,0,2
14,100,0,15,100,100,0,0,0,0,0,100,100,0.0202304978,49.6811177237,6.6666666667,14.7572730110,1.0000000000,0.8064000000,250.0000000000,0,0,0,2
15,100,0,15,100,100,0,0,0,0,0,100,100,0.0202304978,49.6608872259,6.6666666667,14.7572730110,1.0000000000,0.8064000000,250.0000000000,0,0,0,2
16,100,0,7,100,100,0,0,1,107,879,100,100,0.0329676933,49.6279195325,14.2857142857,15.2411195761,1.0000000000,0.8920000000,226.0089686099,0,0,0,4
17,100,0,7,100,100,0,0,0,0,0,100,100,0.0212564499,49.6066630826,14.2857142857,15.2411195761,1.0000000000,0.8064000000,250.0000000000,0,0,0,4
