Round,Alive,Dead,CH_Count,Generated,Delivered,Lost,Unclustered,Was_Setup_Round,Control_TX,Control_RX,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Cluster_Size,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps,Backup_Promotions,Backup_Rejected,Proactive_Handovers,Direct_To_BS
1,100,0,1,100,100,0,0,1,101,297,100,100,0.0318301284,49.9521048716,100.0000000000,16.0479657103,1.0000000000,0.8872000000,227.2317403066,0,0,0,0
2,100,0,1,100,100,0,0,0,0,0,100,100,0.0263094726,49.9257953990,100.0000000000,16.0479657103,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
3,100,0,1,100,100,0,0,0,0,0,100,100,0.0263094726,49.8994859265,100.0000000000,16.0479657103,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
4,100,0,1,100,100,0,0,0,0,0,100,100,0.0263094726,49.8731764539,100.0000000000,16.0479657103,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
5,100,0,1,100,100,0,0,0,0,0,100,100,0.0263094726,49.8468669814,100.0000000000,16.0479657103,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
6,100,0,2,100,100,0,0,1,102,394,100,100,0.0370482225,49.8098187589,50.0000000000,15.9673802744,1.0000000000,0.8880000000,227.0270270270,0,0,0,0
7,100,0,2,100,100,0,0,0,0,0,100,100,0.0302857219,49.7795330369,50.0000000000,15.9673802744,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
8,100,0,2,100,100,0,0,0,0,0,100,100,0.0302857219,49.7492473150,50.0000000000,15.9673802744,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
9,100,0,2,100,100,0,0,0,0,0,100,100,0.0302857219,49.7189615931,50.0000000000,15.9673802744,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
10,100,0,2,100,100,0,0,0,0,0,100,100,0.0302857219,49.6886758712,50.0000000000,15.9673802744,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
