Round,Alive,Dead,CH_Count,Generated,Delivered,Lost,Unclustered,Was_Setup_Round,Control_TX,Control_RX,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Cluster_Size,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps,Backup_Promotions,Backup_Rejected,Proactive_Handovers,Direct_To_BS
1,100,0,3,100,100,0,0,1,103,491,100,100,0.0246978986,49.9598371014,33.3333333333,11.2897716132,1.0000000000,0.8888000000,226.8226822682,0,0,0,57
2,100,0,3,100,100,0,0,0,0,0,100,100,0.0169926413,49.9428444601,33.3333333333,11.2897716132,1.0000000000,0.8064000000,250.0000000000,0,0,0,57
3,100,0,3,100,100,0,0,0,0,0,100,100,0.0169926413,49.9258518189,33.3333333333,11.2897716132,1.0000000000,0.8064000000,250.0000000000,0,0,0,57
4,100,0,3,100,100,0,0,0,0,0,100,100,0.0169926413,49.9088591776,33.3333333333,11.2897716132,1.0000000000,0.8064000000,250.0000000000,0,0,0,57
5,100,0,3,100,100,0,0,0,0,0,100,100,0.0169926413,49.8918665364,33.3333333333,11.2897716132,1.0000000000,0.8064000000,250.0000000000,0,0,0,57
6,100,0,6,100,100,0,0,1,106,782,100,100,0.0310310404,49.8608354960,16.6666666667,14.3540962872,1.0000000000,0.8912000000,226.2118491921,0,0,0,16
7,100,0,6,100,100,0,0,0,0,0,100,100,0.0203590531,49.8404764429,16.6666666667,14.3540962872,1.0000000000,0.8064000000,250.0000000000,0,0,0,16
8,100,0,6,100,100,0,0,0,0,0,100,100,0.0203590531,49.8201173898,16.6666666667,14.3540962872,1.0000000000,0.8064000000,250.0000000000,0,0,0,16
9,100,0,6,100,100,0,0,0,0,0,100,100,0.0203590531,49.7997583367,16.6666666667,14.3540962872,1.0000000000,0.8064000000,250.0000000000,0,0,0,16
10,100,0,6,100,100,0,0,0,0,0,100,100,0.0203590531,49.7793992836,16.6666666667,14.3540962872,1.0000000000,0.8064000000,250.0000000000,0,0,0,16
