Round,Alive,Dead,CH_Count,Generated,Delivered,Lost,Unclustered,Was_Setup_Round,Control_TX,Control_RX,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Cluster_Size,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps,Backup_Promotions,Backup_Rejected,Proactive_Handovers,Direct_To_BS
1,100,0,12,100,100,0,0,1,111,1364,100,100,0.0371446806,49.9478303194,8.3333333333,14.4347277288,1.0000000000,0.8952000000,225.2010723861,0,0,0,9
2,100,0,12,100,100,0,0,0,0,0,100,100,0.0200650343,49.9277652851,8.3333333333,14.4347277288,1.0000000000,0.8064000000,250.0000000000,0,0,0,9
3,100,0,12,100,100,0,0,0,0,0,100,100,0.0200650343,49.9077002508,8.3333333333,14.4347277288,1.0000000000,0.8064000000,250.0000000000,0,0,0,9
4,100,0,12,100,100,0,0,0,0,0,100,100,0.0200650343,49.8876352165,8.3333333333,14.4347277288,1.0000000000,0.8064000000,250.0000000000,0,0,0,9
5,100,0,12,100,100,0,0,0,0,0,100,100,0.0200650343,49.8675701822,8.3333333333,14.4347277288,1.0000000000,0.8064000000,250.0000000000,0,0,0,9
6,100,0,11,100,100,0,0,1,111,1267,100,100,0.0362023831,49.8313677991,9.0909090909,14.7572912334,1.0000000000,0.8952000000,225.2010723861,0,0,0,6
7,100,0,11,100,100,0,0,0,0,0,100,100,0.0202148621,49.8111529370,9.0909090909,14.7572912334,1.0000000000,0.8064000000,250.0000000000,0,0,0,6
8,100,0,11,100,100,0,0,0,0,0,100,100,0.0202148621,49.7909380749,9.0909090909,14.7572912334,1.0000000000,0.8064000000,250.0000000000,0,0,0,6
9,100,0,11,100,100,0,0,0,0,0,100,100,0.0202148621,49.7707232127,9.0909090909,14.7572912334,1.0000000000,0.8064000000,250.0000000000,0,0,0,6
10,100,0,11,100,100,0,0,0,0,0,100,100,0.0202148621,49.7505083506,9.0909090909,14.7572912334,1.0000000000,0.8064000000,250.0000000000,0,0,0,6
11,100,0,5,100,100,0,0,1,105,685,100,100,0.0295903873,49.7209179633,20.0000000000,14.1928085685,1.0000000000,0.8904000000,226.4150943396,0,0,0,19
12,100,0,5,100,100,0,0,0,0,0,100,100,0.0200125582,49.7009054052,20.0000000000,14.1928085685,1.0000000000,0.8064000000,250.0000000000,0,0,0,19
13,100,0,5,100,100,0,0,0,0,0,100,100,0.0200125582,49.6808928470,20.0000000000,14.1928085685,1.0000000000,0.8064000000,250.0000000000,0,0,0,19
14,100,0,5,100,100,0,0,0,0,0,100,100,0.0200125582,49.6608802888,20.0000000000,14.1928085685,1.0000000000,0.8064000000,250.0000000000,0,0,0,19
15,100,0,5,100,100,0,0,0,0,0,100,100,0.0200125582,49.6408677307,20.0000000000,14.1928085685,1.0000000000,0.8064000000,250.0000000000,0,0,0,19
16,100,0,6,100,100,0,0,1,106,782,100,100,0.0300091043,49.6108586264,16.6666666667,14.0315408421,1.0000000000,0.8912000000,226.2118491921,0,0,0,20
