Round,Alive,Dead,CH_Count,Generated,Delivered,Lost,Unclustered,LEACH_Epoch,Control_TX,Control_RX,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Cluster_Size,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps
1,100,0,6,100,100,0,0,1,105,782,100,100,0.0612744760,47.7087255240,16.6666666667,16.3276520807,1.0000000000,0.9692800000,217.0683393859
2,100,0,9,100,100,0,0,1,108,1073,100,100,0.0693417856,47.6393837384,11.1111111111,16.0751598906,1.0000000000,0.9729280000,216.2544402052
3,100,0,2,100,100,0,0,1,102,394,100,100,0.0396013131,47.5997824254,50.0000000000,16.6642713214,1.0000000000,0.9656320000,217.8883881230
4,100,0,5,100,100,0,0,1,105,685,100,100,0.0496184495,47.5501639758,20.0000000000,16.4117934336,1.0000000000,0.9692800000,217.0683393859
5,100,0,4,100,100,0,0,1,104,588,100,100,0.0504757150,47.4996882608,25.0000000000,16.4959905863,1.0000000000,0.9680640000,217.3410022478
6,100,0,9,100,100,0,0,1,109,1073,100,100,0.0586209813,47.4410672795,11.1111111111,16.0751160268,1.0000000000,0.9741440000,215.9844951054
7,100,0,3,100,100,0,0,1,103,491,100,100,0.0433513764,47.3977159031,33.3333333333,16.5801321860,1.0000000000,0.9668480000,217.6143509631
8,100,0,4,100,100,0,0,1,104,588,100,100,0.0506937720,47.3470221311,25.0000000000,16.4959756482,1.0000000000,0.9680640000,217.3410022478
9,100,0,4,100,100,0,0,1,104,588,100,100,0.0454558387,47.3015662925,25.0000000000,16.4959508167,1.0000000000,0.9680640000,217.3410022478
10,100,0,4,100,100,0,0,1,104,588,100,100,0.0493300245,47.2522362680,25.0000000000,16.4959953000,1.0000000000,0.9680640000,217.3410022478
11,100,0,10,100,100,0,0,1,110,1170,100,100,0.0630114084,47.1892248596,10.0000000000,15.9909498969,1.0000000000,0.9753600000,215.7152230971
12,100,0,3,100,100,0,0,1,103,491,100,100,0.0441958993,47.1450289603,33.3333333333,16.5801625667,1.0000000000,0.9668480000,217.6143509631
13,100,0,8,100,100,0,0,1,108,976,100,100,0.0564163218,47.0886126385,12.5000000000,16.1592805169,1.0000000000,0.9729280000,216.2544402052
14,100,0,7,100,100,0,0,1,107,879,100,100,0.0624243414,47.0261882972,14.2857142857,16.2434764139,1.0000000000,0.9717120000,216.5250609234
15,100,0,6,100,100,0,0,1,106,782,100,100,0.0505433550,46.9756449422,16.6666666667,16.3276088412,1.0000000000,0.9704960000,216.7963597995
16,100,0,2,100,100,0,0,1,102,394,100,100,0.0434103836,46.9322345585,50.0000000000,16.6643516677,1.0000000000,0.9656320000,217.8883881230
17,100,0,4,100,100,0,0,1,104,588,100,100,0.0497388362,46.8824957223,25.0000000000,16.4959752036,1.0000000000,0.9680640000,217.3410022478
18,100,0,3,100,100,0,0,1,103,491,100,100,0.0441384683,46.8383572540,33.3333333333,16.5801150563,1.0000000000,0.9668480000,217.6143509631
