Node,Death_Round
0,1856
1,1891
2,1796
3,1901
4,1896
5,1862
6,1876
7,1886
8,1881
9,1851
10,1876
11,1881
12,1866
13,1856
14,1856
15,1891
16,1871
17,1876
18,1856
19,1851
20,1681
21,1816
22,1886
23,1886
24,1896
25,1901
26,1841
27,1876
28,1876
29,1831
30,1746
31,1811
32,1776
33,1886
34,1891
35,1716
36,1756
37,1826
38,1751
39,1891
40,1806
41,1776
42,1856
43,1866
44,1891
45,1876
46,1771
47,1771
48,1896
49,1866
50,1816
51,1881
52,1901
53,1826
54,1826
55,1896
56,1876
57,1821
58,1751
59,1871
60,1881
61,1766
62,1871
63,1896
64,1866
65,1851
66,1841
67,1866
68,1811
69,1886
70,1896
71,1856
72,1871
73,1721
74,1821
75,1871
76,1786
77,1831
78,1861
79,1861
80,1831
81,1846
82,1856
83,1711
84,1736
85,1846
86,1866
87,1881
88,1886
89,1846
90,1891
91,1841
92,1886
93,1826
94,1741
95,1761
96,1846
97,1876
98,1871
99,1901
