Node,Death_Round
0,2101
1,2066
2,2036
3,2106
4,2095
5,2076
6,2106
7,2086
8,2107
9,2111
10,2041
11,2121
12,2086
13,2111
14,2096
15,2081
16,2106
17,2101
18,2116
19,2116
20,2111
21,2081
22,2075
23,2116
24,2126
25,2066
26,2106
27,2096
28,2082
29,2114
30,2081
31,2098
32,2110
33,2091
34,2096
35,2077
36,2051
37,2031
38,2066
39,2126
40,2061
41,2091
42,2116
43,2126
44,2091
45,2051
46,2111
47,2116
48,1996
49,2096
50,2111
51,2061
52,2091
53,2096
54,2111
55,2111
56,2086
57,2121
58,2091
59,2091
60,2103
61,2066
62,2100
63,2066
64,2081
65,2101
66,2041
67,2101
68,2021
69,2070
70,2111
71,2091
72,2081
73,2121
74,2111
75,2086
76,2092
77,2106
78,2046
79,2051
80,2071
81,2066
82,2076
83,2106
84,2101
85,2041
86,2101
87,2088
88,2096
89,2061
90,2126
91,2106
92,2076
93,2081
94,2116
95,2106
96,2072
97,2112
98,2051
99,2046
