Round,Alive,Dead,CH_Count,Generated,Delivered,Lost,Unclustered,Was_Setup_Round,Control_TX,Control_RX,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Cluster_Size,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps,Backup_Promotions,Rejected_Promotions,Chain_Repairs,Partial_Promotions,Emergency_Promotions
337,100,0,3,100,100,0,0,0,0,0,100,100,0.0233531738,41.0629962962,33.3333333333,8.0000893557,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
338,100,0,3,100,100,0,0,0,0,0,100,100,0.0233531738,41.0396431223,33.3333333333,8.0000893557,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
339,100,0,3,100,100,0,0,0,0,0,100,100,0.0233531738,41.0162899485,33.3333333333,8.0000893557,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
340,100,0,3,100,100,0,0,0,0,0,100,100,0.0233531738,40.9929367746,33.3333333333,8.0000893557,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
341,100,0,6,100,100,0,0,1,106,782,100,100,0.0339618497,40.9589749249,16.6666666667,8.0000836271,1.0000000000,0.8848000000,226.0397830018,0,0,0,0,0
342,100,0,6,100,100,0,0,0,0,0,100,100,0.0242733524,40.9347015725,16.6666666667,8.0000836271,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
343,100,0,6,100,100,0,0,0,0,0,100,100,0.0242733524,40.9104282200,16.6666666667,8.0000836271,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
344,100,0,6,100,100,0,0,0,0,0,100,100,0.0242733524,40.8861548676,16.6666666667,8.0000836271,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
345,100,0,6,100,100,0,0,0,0,0,100,100,0.0242733524,40.8618815151,16.6666666667,8.0000836271,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
346,100,0,4,100,100,0,0,1,104,588,100,100,0.0312233744,40.8306581407,25.0000000000,8.0000876081,1.0000000000,0.8832000000,226.4492753623,0,0,0,0,0
347,100,0,4,100,100,0,0,0,0,0,100,100,0.0236715551,40.8069865856,25.0000000000,8.0000876081,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
348,100,0,4,100,100,0,0,0,0,0,100,100,0.0236715551,40.7833150305,25.0000000000,8.0000876081,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
349,100,0,4,100,100,0,0,0,0,0,100,100,0.0236715551,40.7596434755,25.0000000000,8.0000876081,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
350,100,0,4,100,100,0,0,0,0,0,100,100,0.0236715551,40.7359719204,25.0000000000,8.0000876081,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
351,100,0,3,100,100,0,0,1,103,491,100,100,0.0303992039,40.7055727165,33.3333333333,8.0000978468,1.0000000000,0.8824000000,226.6545784225,0,0,0,0,0
352,100,0,3,100,100,0,0,0,0,0,100,100,0.0239065950,40.6816661215,33.3333333333,8.0000978468,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
353,100,0,3,100,100,0,0,0,0,0,100,100,0.0239065950,40.6577595265,33.3333333333,8.0000978468,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
354,100,0,3,100,100,0,0,0,0,0,100,100,0.0239065950,40.6338529315,33.3333333333,8.0000978468,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
355,100,0,3,100,100,0,0,0,0,0,100,100,0.0239065950,40.6099463365,33.3333333333,8.0000978468,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
356,100,0,4,100,100,0,0,1,104,588,100,100,0.0315013025,40.5784450340,25.0000000000,8.0000962280,1.0000000000,0.8832000000,226.4492753623,0,0,0,0,0
357,100,0,4,100,100,0,0,0,0,0,100,100,0.0239133146,40.5545317194,25.0000000000,8.0000962280,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
358,100,0,4,100,100,0,0,0,0,0,100,100,0.0239133146,40.5306184047,25.0000000000,8.0000962280,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
359,100,0,4,100,100,0,0,0,0,0,100,100,0.0239133146,40.5067050901,25.0000000000,8.0000962280,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
360,100,0,4,100,100,0,0,0,0,0,100,100,0.0239133146,40.4827917755,25.0000000000,8.0000962280,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
361,100,0,4,100,100,0,0,1,104,588,100,100,0.0309197932,40.4518719823,25.0000000000,8.0000840854,1.0000000000,0.8832000000,226.4492753623,0,0,0,0,0
362,100,0,4,100,100,0,0,0,0,0,100,100,0.0234204376,40.4284515446,25.0000000000,8.0000840854,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
363,100,0,4,100,100,0,0,0,0,0,100,100,0.0234204376,40.4050311070,25.0000000000,8.0000840854,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
364,100,0,4,100,100,0,0,0,0,0,100,100,0.0234204376,40.3816106694,25.0000000000,8.0000840854,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
365,100,0,4,100,100,0,0,0,0,0,100,100,0.0234204376,40.3581902318,25.0000000000,8.0000840854,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
366,100,0,8,100,100,0,0,1,108,976,100,100,0.0354295770,40.3227606548,12.5000000000,8.0000649322,1.0000000000,0.8864000000,225.6317689531,0,0,0,0,0
367,100,0,8,100,100,0,0,0,0,0,100,100,0.0236549272,40.2991057276,12.5000000000,8.0000649322,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
368,100,0,8,100,100,0,0,0,0,0,100,100,0.0236549272,40.2754508003,12.5000000000,8.0000649322,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
369,100,0,8,100,100,0,0,0,0,0,100,100,0.0236549272,40.2517958731,12.5000000000,8.0000649322,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
370,100,0,8,100,100,0,0,0,0,0,100,100,0.0236549272,40.2281409458,12.5000000000,8.0000649322,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
371,100,0,2,100,100,0,0,1,102,394,100,100,0.0293985593,40.1987423865,50.0000000000,8.0001082361,1.0000000000,0.8816000000,226.8602540835,0,0,0,0,0
372,100,0,2,100,100,0,0,0,0,0,100,100,0.0239553299,40.1747870566,50.0000000000,8.0001082361,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
373,100,0,2,100,100,0,0,0,0,0,100,100,0.0239553299,40.1508317267,50.0000000000,8.0001082361,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
374,100,0,2,100,100,0,0,0,0,0,100,100,0.0239553299,40.1268763969,50.0000000000,8.0001082361,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
375,100,0,2,100,100,0,0,0,0,0,100,100,0.0239553299,40.1029210670,50.0000000000,8.0001082361,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
376,100,0,5,100,100,0,0,1,105,685,100,100,0.0322107682,40.0707102988,20.0000000000,8.0000872057,1.0000000000,0.8840000000,226.2443438914,0,0,0,0,0
377,100,0,5,100,100,0,0,0,0,0,100,100,0.0236021228,40.0471081760,20.0000000000,8.0000872057,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
378,100,0,5,100,100,0,0,0,0,0,100,100,0.0236021228,40.0235060533,20.0000000000,8.0000872057,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
379,100,0,5,100,100,0,0,0,0,0,100,100,0.0236021228,39.9999039305,20.0000000000,8.0000872057,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
380,100,0,5,100,100,0,0,0,0,0,100,100,0.0236021228,39.9763018077,20.0000000000,8.0000872057,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
381,100,0,7,100,100,0,0,1,107,879,100,100,0.0345359517,39.9417658561,14.2857142857,8.0000729932,1.0000000000,0.8856000000,225.8355916893,0,0,0,0,0
382,100,0,7,100,100,0,0,0,0,0,100,100,0.0238326125,39.9179332436,14.2857142857,8.0000729932,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
383,100,0,7,100,100,0,0,0,0,0,100,100,0.0238326125,39.8941006311,14.2857142857,8.0000729932,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
384,100,0,7,100,100,0,0,0,0,0,100,100,0.0238326125,39.8702680187,14.2857142857,8.0000729932,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
385,100,0,7,100,100,0,0,0,0,0,100,100,0.0238326125,39.8464354062,14.2857142857,8.0000729932,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
386,100,0,6,100,100,0,0,1,106,782,100,100,0.0338128871,39.8126225191,16.6666666667,8.0000800637,1.0000000000,0.8848000000,226.0397830018,0,0,0,0,0
387,100,0,6,100,100,0,0,0,0,0,100,100,0.0241589493,39.7884635698,16.6666666667,8.0000800637,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
388,100,0,6,100,100,0,0,0,0,0,100,100,0.0241589493,39.7643046205,16.6666666667,8.0000800637,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
389,100,0,6,100,100,0,0,0,0,0,100,100,0.0241589493,39.7401456712,16.6666666667,8.0000800637,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
390,100,0,6,100,100,0,0,0,0,0,100,100,0.0241589493,39.7159867219,16.6666666667,8.0000800637,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
391,100,0,4,100,100,0,0,1,104,588,100,100,0.0312412904,39.6847454315,25.0000000000,8.0000977555,1.0000000000,0.8832000000,226.4492753623,0,0,0,0,0
392,100,0,4,100,100,0,0,0,0,0,100,100,0.0236980839,39.6610473476,25.0000000000,8.0000977555,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
393,100,0,4,100,100,0,0,0,0,0,100,100,0.0236980839,39.6373492636,25.0000000000,8.0000977555,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
394,100,0,4,100,100,0,0,0,0,0,100,100,0.0236980839,39.6136511797,25.0000000000,8.0000977555,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
395,100,0,4,100,100,0,0,0,0,0,100,100,0.0236980839,39.5899530958,25.0000000000,8.0000977555,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
396,100,0,1,100,100,0,0,1,101,297,100,100,0.0313615721,39.5585915237,100.0000000000,8.0001599869,1.0000000000,0.8808000000,227.0663033606,0,0,0,0,0
397,100,0,1,100,100,0,0,0,0,0,100,100,0.0266795912,39.5319119324,100.0000000000,8.0001599869,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
398,100,0,1,100,100,0,0,0,0,0,100,100,0.0266795912,39.5052323412,100.0000000000,8.0001599869,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
399,100,0,1,100,100,0,0,0,0,0,100,100,0.0266795912,39.4785527499,100.0000000000,8.0001599869,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
400,100,0,1,100,100,0,0,0,0,0,100,100,0.0266795912,39.4518731587,100.0000000000,8.0001599869,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
401,100,0,3,100,100,0,0,1,103,491,100,100,0.0313605422,39.4205126165,33.3333333333,8.0001133703,1.0000000000,0.8824000000,226.6545784225,0,0,0,0,0
402,100,0,3,100,100,0,0,0,0,0,100,100,0.0247831606,39.3957294559,33.3333333333,8.0001133703,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
403,100,0,3,100,100,0,0,0,0,0,100,100,0.0247831606,39.3709462953,33.3333333333,8.0001133703,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
404,100,0,3,100,100,0,0,0,0,0,100,100,0.0247831606,39.3461631347,33.3333333333,8.0001133703,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
405,100,0,3,100,100,0,0,0,0,0,100,100,0.0247831606,39.3213799741,33.3333333333,8.0001133703,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
406,100,0,7,100,100,0,0,1,107,879,100,100,0.0345590501,39.2868209241,14.2857142857,8.0000655580,1.0000000000,0.8856000000,225.8355916893,0,0,0,0,0
407,100,0,7,100,100,0,0,0,0,0,100,100,0.0238650599,39.2629558642,14.2857142857,8.0000655580,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
408,100,0,7,100,100,0,0,0,0,0,100,100,0.0238650599,39.2390908044,14.2857142857,8.0000655580,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
409,100,0,7,100,100,0,0,0,0,0,100,100,0.0238650599,39.2152257445,14.2857142857,8.0000655580,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
410,100,0,7,100,100,0,0,0,0,0,100,100,0.0238650599,39.1913606846,14.2857142857,8.0000655580,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
411,100,0,4,100,100,0,0,1,104,588,100,100,0.0315274769,39.1598332077,25.0000000000,8.0000842047,1.0000000000,0.8832000000,226.4492753623,0,0,0,0,0
412,100,0,4,100,100,0,0,0,0,0,100,100,0.0240174533,39.1358157544,25.0000000000,8.0000842047,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
413,100,0,4,100,100,0,0,0,0,0,100,100,0.0240174533,39.1117983011,25.0000000000,8.0000842047,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
414,100,0,4,100,100,0,0,0,0,0,100,100,0.0240174533,39.0877808477,25.0000000000,8.0000842047,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
415,100,0,4,100,100,0,0,0,0,0,100,100,0.0240174533,39.0637633944,25.0000000000,8.0000842047,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
416,100,0,5,100,100,0,0,1,105,685,100,100,0.0330263816,39.0307370128,20.0000000000,8.0000906470,1.0000000000,0.8840000000,226.2443438914,0,0,0,0,0
417,100,0,5,100,100,0,0,0,0,0,100,100,0.0243798694,39.0063571434,20.0000000000,8.0000906470,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
418,100,0,5,100,100,0,0,0,0,0,100,100,0.0243798694,38.9819772740,20.0000000000,8.0000906470,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
419,100,0,5,100,100,0,0,0,0,0,100,100,0.0243798694,38.9575974045,20.0000000000,8.0000906470,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
420,100,0,5,100,100,0,0,0,0,0,100,100,0.0243798694,38.9332175351,20.0000000000,8.0000906470,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
421,100,0,10,100,100,0,0,1,110,1170,100,100,0.0387547168,38.8944628183,10.0000000000,8.0000572195,1.0000000000,0.8880000000,225.2252252252,0,0,0,0,0
422,100,0,10,100,100,0,0,0,0,0,100,100,0.0248489495,38.8696138688,10.0000000000,8.0000572195,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
423,100,0,10,100,100,0,0,0,0,0,100,100,0.0248489495,38.8447649193,10.0000000000,8.0000572195,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
424,100,0,10,100,100,0,0,0,0,0,100,100,0.0248489495,38.8199159698,10.0000000000,8.0000572195,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
425,100,0,10,100,100,0,0,0,0,0,100,100,0.0248489495,38.7950670203,10.0000000000,8.0000572195,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
426,100,0,2,100,100,0,0,1,102,394,100,100,0.0336093101,38.7614577102,50.0000000000,8.0001683320,1.0000000000,0.8816000000,226.8602540835,0,0,0,0,0
427,100,0,2,100,100,0,0,0,0,0,100,100,0.0277671161,38.7336905941,50.0000000000,8.0001683320,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
428,100,0,2,100,100,0,0,0,0,0,100,100,0.0277671161,38.7059234780,50.0000000000,8.0001683320,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
429,100,0,2,100,100,0,0,0,0,0,100,100,0.0277671161,38.6781563618,50.0000000000,8.0001683320,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
430,100,0,2,100,100,0,0,0,0,0,100,100,0.0277671161,38.6503892457,50.0000000000,8.0001683320,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
431,100,0,7,100,100,0,0,1,107,879,100,100,0.0344805461,38.6159086997,14.2857142857,8.0000669169,1.0000000000,0.8856000000,225.8355916893,0,0,0,0,0
432,100,0,7,100,100,0,0,0,0,0,100,100,0.0237971005,38.5921115992,14.2857142857,8.0000669169,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
433,100,0,7,100,100,0,0,0,0,0,100,100,0.0237971005,38.5683144988,14.2857142857,8.0000669169,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
434,100,0,7,100,100,0,0,0,0,0,100,100,0.0237971005,38.5445173983,14.2857142857,8.0000669169,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
435,100,0,7,100,100,0,0,0,0,0,100,100,0.0237971005,38.5207202978,14.2857142857,8.0000669169,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
436,100,0,4,100,100,0,0,1,104,588,100,100,0.0308077700,38.4899125278,25.0000000000,8.0000854869,1.0000000000,0.8832000000,226.4492753623,0,0,0,0,0
437,100,0,4,100,100,0,0,0,0,0,100,100,0.0233047839,38.4666077439,25.0000000000,8.0000854869,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
438,100,0,4,100,100,0,0,0,0,0,100,100,0.0233047839,38.4433029599,25.0000000000,8.0000854869,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
439,100,0,4,100,100,0,0,0,0,0,100,100,0.0233047839,38.4199981760,25.0000000000,8.0000854869,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
440,100,0,4,100,100,0,0,0,0,0,100,100,0.0233047839,38.3966933921,25.0000000000,8.0000854869,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
441,100,0,6,100,100,0,0,1,106,782,100,100,0.0333758872,38.3633175048,16.6666666667,8.0000725515,1.0000000000,0.8848000000,226.0397830018,0,0,0,0,0
442,100,0,6,100,100,0,0,0,0,0,100,100,0.0237508291,38.3395666757,16.6666666667,8.0000725515,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
443,100,0,6,100,100,0,0,0,0,0,100,100,0.0237508291,38.3158158466,16.6666666667,8.0000725515,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
444,100,0,6,100,100,0,0,0,0,0,100,100,0.0237508291,38.2920650174,16.6666666667,8.0000725515,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
445,100,0,6,100,100,0,0,0,0,0,100,100,0.0237508291,38.2683141883,16.6666666667,8.0000725515,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
446,100,0,7,100,100,0,0,1,107,879,100,100,0.0343104616,38.2340037266,14.2857142857,8.0000670652,1.0000000000,0.8856000000,225.8355916893,0,0,0,0,0
447,100,0,7,100,100,0,0,0,0,0,100,100,0.0236044801,38.2103992465,14.2857142857,8.0000670652,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
448,100,0,7,100,100,0,0,0,0,0,100,100,0.0236044801,38.1867947664,14.2857142857,8.0000670652,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
449,100,0,7,100,100,0,0,0,0,0,100,100,0.0236044801,38.1631902863,14.2857142857,8.0000670652,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
450,100,0,7,100,100,0,0,0,0,0,100,100,0.0236044801,38.1395858062,14.2857142857,8.0000670652,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
451,100,0,6,100,100,0,0,1,106,782,100,100,0.0328607004,38.1067251058,16.6666666667,8.0000626100,1.0000000000,0.8848000000,226.0397830018,0,0,0,0,0
452,100,0,6,100,100,0,0,0,0,0,100,100,0.0232643225,38.0834607834,16.6666666667,8.0000626100,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
453,100,0,6,100,100,0,0,0,0,0,100,100,0.0232643225,38.0601964609,16.6666666667,8.0000626100,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
454,100,0,6,100,100,0,0,0,0,0,100,100,0.0232643225,38.0369321384,16.6666666667,8.0000626100,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
455,100,0,6,100,100,0,0,0,0,0,100,100,0.0232643225,38.0136678160,16.6666666667,8.0000626100,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
456,100,0,5,100,100,0,0,1,105,685,100,100,0.0324761064,37.9811917096,20.0000000000,8.0000887150,1.0000000000,0.8840000000,226.2443438914,0,0,0,0,0
457,100,0,5,100,100,0,0,0,0,0,100,100,0.0238684128,37.9573232968,20.0000000000,8.0000887150,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
458,100,0,5,100,100,0,0,0,0,0,100,100,0.0238684128,37.9334548840,20.0000000000,8.0000887150,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
459,100,0,5,100,100,0,0,0,0,0,100,100,0.0238684128,37.9095864713,20.0000000000,8.0000887150,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
460,100,0,5,100,100,0,0,0,0,0,100,100,0.0238684128,37.8857180585,20.0000000000,8.0000887150,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
461,100,0,4,100,100,0,0,1,104,588,100,100,0.0312168259,37.8545012326,25.0000000000,8.0000960666,1.0000000000,0.8832000000,226.4492753623,0,0,0,0,0
462,100,0,4,100,100,0,0,0,0,0,100,100,0.0236572302,37.8308440024,25.0000000000,8.0000960666,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
463,100,0,4,100,100,0,0,0,0,0,100,100,0.0236572302,37.8071867722,25.0000000000,8.0000960666,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
464,100,0,4,100,100,0,0,0,0,0,100,100,0.0236572302,37.7835295420,25.0000000000,8.0000960666,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
465,100,0,4,100,100,0,0,0,0,0,100,100,0.0236572302,37.7598723118,25.0000000000,8.0000960666,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
466,100,0,5,100,100,0,0,1,105,685,100,100,0.0339381239,37.7259341879,20.0000000000,8.0001142902,1.0000000000,0.8840000000,226.2443438914,0,0,0,0,0
467,100,0,5,100,100,0,0,0,0,0,100,100,0.0251649897,37.7007691982,20.0000000000,8.0001142902,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
468,100,0,5,100,100,0,0,0,0,0,100,100,0.0251649897,37.6756042085,20.0000000000,8.0001142902,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
469,100,0,5,100,100,0,0,0,0,0,100,100,0.0251649897,37.6504392189,20.0000000000,8.0001142902,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
470,100,0,5,100,100,0,0,0,0,0,100,100,0.0251649897,37.6252742292,20.0000000000,8.0001142902,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
471,100,0,13,100,100,0,0,1,113,1461,100,100,0.0431263547,37.5821478744,7.6923076923,8.0000582298,1.0000000000,0.8904000000,224.6181491465,0,0,0,0,0
472,100,0,13,100,100,0,0,0,0,0,100,100,0.0259543764,37.5561934980,7.6923076923,8.0000582298,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
473,100,0,13,100,100,0,0,0,0,0,100,100,0.0259543764,37.5302391215,7.6923076923,8.0000582298,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
474,100,0,13,100,100,0,0,0,0,0,100,100,0.0259543764,37.5042847451,7.6923076923,8.0000582298,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
475,100,0,13,100,100,0,0,0,0,0,100,100,0.0259543764,37.4783303687,7.6923076923,8.0000582298,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
476,100,0,2,100,100,0,0,1,102,394,100,100,0.0308114097,37.4475189590,50.0000000000,8.0001348523,1.0000000000,0.8816000000,226.8602540835,0,0,0,0,0
477,100,0,2,100,100,0,0,0,0,0,100,100,0.0252703699,37.4222485891,50.0000000000,8.0001348523,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
478,100,0,2,100,100,0,0,0,0,0,100,100,0.0252703699,37.3969782192,50.0000000000,8.0001348523,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
479,100,0,2,100,100,0,0,0,0,0,100,100,0.0252703699,37.3717078493,50.0000000000,8.0001348523,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
480,100,0,2,100,100,0,0,0,0,0,100,100,0.0252703699,37.3464374794,50.0000000000,8.0001348523,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
481,100,0,1,100,100,0,0,1,101,297,100,100,0.0293637288,37.3170737507,100.0000000000,8.0001386553,1.0000000000,0.8808000000,227.0663033606,0,0,0,0,0
482,100,0,1,100,100,0,0,0,0,0,100,100,0.0248711058,37.2922026449,100.0000000000,8.0001386553,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
483,100,0,1,100,100,0,0,0,0,0,100,100,0.0248711058,37.2673315390,100.0000000000,8.0001386553,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
484,100,0,1,100,100,0,0,0,0,0,100,100,0.0248711058,37.2424604332,100.0000000000,8.0001386553,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
485,100,0,1,100,100,0,0,0,0,0,100,100,0.0248711058,37.2175893274,100.0000000000,8.0001386553,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
486,100,0,5,100,100,0,0,1,105,685,100,100,0.0330704959,37.1845188315,20.0000000000,8.0000918293,1.0000000000,0.8840000000,226.2443438914,0,0,0,0,0
487,100,0,5,100,100,0,0,0,0,0,100,100,0.0244160025,37.1601028290,20.0000000000,8.0000918293,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
488,100,0,5,100,100,0,0,0,0,0,100,100,0.0244160025,37.1356868265,20.0000000000,8.0000918293,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
489,100,0,5,100,100,0,0,0,0,0,100,100,0.0244160025,37.1112708240,20.0000000000,8.0000918293,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
490,100,0,5,100,100,0,0,0,0,0,100,100,0.0244160025,37.0868548215,20.0000000000,8.0000918293,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
491,100,0,2,100,100,0,0,1,102,394,100,100,0.0363043486,37.0505504729,50.0000000000,8.0001900987,1.0000000000,0.8816000000,226.8602540835,0,0,0,0,0
492,100,0,2,100,100,0,0,0,0,0,100,100,0.0301808047,37.0203696681,50.0000000000,8.0001900987,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
493,100,0,2,100,100,0,0,0,0,0,100,100,0.0301808047,36.9901888634,50.0000000000,8.0001900987,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
494,100,0,2,100,100,0,0,0,0,0,100,100,0.0301808047,36.9600080587,50.0000000000,8.0001900987,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
495,100,0,2,100,100,0,0,0,0,0,100,100,0.0301808047,36.9298272540,50.0000000000,8.0001900987,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
496,100,0,2,100,100,0,0,1,102,394,100,100,0.0301634281,36.8996638259,50.0000000000,8.0001223547,1.0000000000,0.8816000000,226.8602540835,0,0,0,0,0
497,100,0,2,100,100,0,0,0,0,0,100,100,0.0246495995,36.8750142264,50.0000000000,8.0001223547,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
498,100,0,2,100,100,0,0,0,0,0,100,100,0.0246495995,36.8503646270,50.0000000000,8.0001223547,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
