Round,Alive,Dead,CH_Count,Generated,Delivered,Lost,Unclustered,Was_Setup_Round,Control_TX,Control_RX,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Cluster_Size,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps,Backup_Promotions,Backup_Rejected
1,100,0,9,100,100,0,0,1,109,1073,100,100,0.0343024023,49.9502325977,11.1111111111,15.2801810382,1.0000000000,0.8872000000,225.4283137962,0,0
2,100,0,9,100,100,0,0,0,0,0,100,100,0.0214225133,49.9288100845,11.1111111111,15.2801810382,1.0000000000,0.8000000000,250.0000000000,0,0
3,100,0,9,100,100,0,0,0,0,0,100,100,0.0214225133,49.9073875712,11.1111111111,15.2801810382,1.0000000000,0.8000000000,250.0000000000,0,0
4,100,0,9,100,100,0,0,0,0,0,100,100,0.0214225133,49.8859650579,11.1111111111,15.2801810382,1.0000000000,0.8000000000,250.0000000000,0,0
5,100,0,9,100,100,0,0,0,0,0,100,100,0.0214225133,49.8645425447,11.1111111111,15.2801810382,1.0000000000,0.8000000000,250.0000000000,0,0
6,100,0,6,100,100,0,0,1,106,782,100,100,0.0315975856,49.8329449590,16.6666666667,15.5201703419,1.0000000000,0.8848000000,226.0397830018,0,0
7,100,0,6,100,100,0,0,0,0,0,100,100,0.0219409515,49.8110040076,16.6666666667,15.5201703419,1.0000000000,0.8000000000,250.0000000000,0,0
8,100,0,6,100,100,0,0,0,0,0,100,100,0.0219409515,49.7890630561,16.6666666667,15.5201703419,1.0000000000,0.8000000000,250.0000000000,0,0
9,100,0,6,100,100,0,0,0,0,0,100,100,0.0219409515,49.7671221046,16.6666666667,15.5201703419,1.0000000000,0.8000000000,250.0000000000,0,0
10,100,0,6,100,100,0,0,0,0,0,100,100,0.0219409515,49.7451811532,16.6666666667,15.5201703419,1.0000000000,0.8000000000,250.0000000000,0,0
11,100,0,2,100,100,0,0,1,102,394,100,100,0.0292581794,49.7159229738,50.0000000000,15.8402148636,1.0000000000,0.8816000000,226.8602540835,0,0
12,100,0,2,100,100,0,0,0,0,0,100,100,0.0237803938,49.6921425799,50.0000000000,15.8402148636,1.0000000000,0.8000000000,250.0000000000,0,0
13,100,0,2,100,100,0,0,0,0,0,100,100,0.0237803938,49.6683621861,50.0000000000,15.8402148636,1.0000000000,0.8000000000,250.0000000000,0,0
14,100,0,2,100,100,0,0,0,0,0,100,100,0.0237803938,49.6445817923,50.0000000000,15.8402148636,1.0000000000,0.8000000000,250.0000000000,0,0
15,100,0,2,100,100,0,0,0,0,0,100,100,0.0237803938,49.6208013985,50.0000000000,15.8402148636,1.0000000000,0.8000000000,250.0000000000,0,0
16,100,0,11,100,100,0,0,1,111,1267,100,100,0.0359509993,49.5848503991,9.0909090909,15.1201787781,1.0000000000,0.8888000000,225.0225022502,0,0
17,100,0,11,100,100,0,0,0,0,0,100,100,0.0209403937,49.5639100055,9.0909090909,15.1201787781,1.0000000000,0.8000000000,250.0000000000,0,0
18,100,0,11,100,100,0,0,0,0,0,100,100,0.0209403937,49.5429696118,9.0909090909,15.1201787781,1.0000000000,0.8000000000,250.0000000000,0,0
19,100,0,11,100,100,0,0,0,0,0,100,100,0.0209403937,49.5220292181,9.0909090909,15.1201787781,1.0000000000,0.8000000000,250.0000000000,0,0
20,100,0,11,100,100,0,0,0,0,0,100,100,0.0209403937,49.5010888245,9.0909090909,15.1201787781,1.0000000000,0.8000000000,250.0000000000,0,0
21,100,0,9,100,100,0,0,1,109,1073,100,100,0.0342712955,49.4668175290,11.1111111111,15.2801800164,1.0000000000,0.8872000000,225.4283137962,0,0
22,100,0,9,100,100,0,0,0,0,0,100,100,0.0213900001,49.4454275289,11.1111111111,15.2801800164,1.0000000000,0.8000000000,250.0000000000,0,0
23,100,0,9,100,100,0,0,0,0,0,100,100,0.0213900001,49.4240375288,11.1111111111,15.2801800164,1.0000000000,0.8000000000,250.0000000000,0,0
24,100,0,9,100,100,0,0,0,0,0,100,100,0.0213900001,49.4026475287,11.1111111111,15.2801800164,1.0000000000,0.8000000000,250.0000000000,0,0
25,100,0,9,100,100,0,0,0,0,0,100,100,0.0213900001,49.3812575286,11.1111111111,15.2801800164,1.0000000000,0.8000000000,250.0000000000,0,0
26,100,0,8,100,100,0,0,1,108,976,100,100,0.0336092640,49.3476482645,12.5000000000,15.3601902561,1.0000000000,0.8864000000,225.6317689531,0,0
27,100,0,8,100,100,0,0,0,0,0,100,100,0.0217893439,49.3258589207,12.5000000000,15.3601902561,1.0000000000,0.8000000000,250.0000000000,0,0
28,100,0,8,100,100,0,0,0,0,0,100,100,0.0217893439,49.3040695768,12.5000000000,15.3601902561,1.0000000000,0.8000000000,250.0000000000,0,0
29,100,0,8,100,100,0,0,0,0,0,100,100,0.0217893439,49.2822802329,12.5000000000,15.3601902561,1.0000000000,0.8000000000,250.0000000000,0,0
30,100,0,8,100,100,0,0,0,0,0,100,100,0.0217893439,49.2604908891,12.5000000000,15.3601902561,1.0000000000,0.8000000000,250.0000000000,0,0
31,100,0,6,100,100,0,0,1,106,782,100,100,0.0311700407,49.2293208483,16.6666666667,15.5201796119,1.0000000000,0.8848000000,226.0397830018,0,0
32,100,0,6,100,100,0,0,0,0,0,100,100,0.0215563868,49.2077644616,16.6666666667,15.5201796119,1.0000000000,0.8000000000,250.0000000000,0,0
33,100,0,6,100,100,0,0,0,0,0,100,100,0.0215563868,49.1862080748,16.6666666667,15.5201796119,1.0000000000,0.8000000000,250.0000000000,0,0
34,100,0,6,100,100,0,0,0,0,0,100,100,0.0215563868,49.1646516881,16.6666666667,15.5201796119,1.0000000000,0.8000000000,250.0000000000,0,0
