Node,Death_Round
0,2021
1,2021
2,2036
3,1986
4,2025
5,2056
6,1846
7,2066
8,1971
9,2046
10,1949
11,1831
12,1856
13,2051
14,1886
15,1946
16,2021
17,2011
18,1984
19,2056
20,1830
21,1961
22,2055
23,1816
24,2079
25,2036
26,2026
27,2051
28,1871
29,2066
30,1856
31,2036
32,1926
33,2051
34,2061
35,1645
36,1951
37,2021
38,1820
39,1841
40,1976
41,1811
42,2066
43,2006
44,2035
45,2036
46,1936
47,1981
48,2031
49,1901
50,2076
51,2041
52,1907
53,1976
54,2026
55,2081
56,1981
57,2061
58,1966
59,2075
60,2016
61,2076
62,1871
63,1971
64,2056
65,1991
66,1946
67,2078
68,1919
69,2056
70,2071
71,2065
72,2071
73,1956
74,2001
75,1761
76,2076
77,2036
78,1961
79,2071
80,2016
81,1895
82,2006
83,2006
84,1896
85,1936
86,1996
87,2076
88,1848
89,1986
90,1966
91,1961
92,1956
93,1781
94,1716
95,1981
96,2061
97,1921
98,1981
99,2031
