Round,Alive,Dead,CH_Count,Generated,Delivered,Lost,Unclustered,Was_Setup_Round,Control_TX,Control_RX,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Cluster_Size,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps,Backup_Promotions,Backup_Rejected,Proactive_Handovers,Direct_To_BS
1,100,0,4,100,100,0,0,1,104,588,100,100,0.0253890978,49.9567059022,25.0000000000,11.4510304347,1.0000000000,0.8896000000,226.6187050360,0,0,0,54
2,100,0,4,100,100,0,0,0,0,0,100,100,0.0166356176,49.9400702847,25.0000000000,11.4510304347,1.0000000000,0.8064000000,250.0000000000,0,0,0,54
3,100,0,4,100,100,0,0,0,0,0,100,100,0.0166356176,49.9234346671,25.0000000000,11.4510304347,1.0000000000,0.8064000000,250.0000000000,0,0,0,54
4,100,0,4,100,100,0,0,0,0,0,100,100,0.0166356176,49.9067990496,25.0000000000,11.4510304347,1.0000000000,0.8064000000,250.0000000000,0,0,0,54
5,100,0,4,100,100,0,0,0,0,0,100,100,0.0166356176,49.8901634320,25.0000000000,11.4510304347,1.0000000000,0.8064000000,250.0000000000,0,0,0,54
6,100,0,6,100,100,0,0,1,105,782,100,100,0.0296255095,49.8605379225,16.6666666667,13.3057462625,1.0000000000,0.8904000000,226.4150943396,0,0,0,29
7,100,0,6,100,100,0,0,0,0,0,100,100,0.0189384390,49.8415994836,16.6666666667,13.3057462625,1.0000000000,0.8064000000,250.0000000000,0,0,0,29
8,100,0,6,100,100,0,0,0,0,0,100,100,0.0189384390,49.8226610446,16.6666666667,13.3057462625,1.0000000000,0.8064000000,250.0000000000,0,0,0,29
9,100,0,6,100,100,0,0,0,0,0,100,100,0.0189384390,49.8037226057,16.6666666667,13.3057462625,1.0000000000,0.8064000000,250.0000000000,0,0,0,29
10,100,0,6,100,100,0,0,0,0,0,100,100,0.0189384390,49.7847841667,16.6666666667,13.3057462625,1.0000000000,0.8064000000,250.0000000000,0,0,0,29
11,100,0,7,100,100,0,0,1,107,879,100,100,0.0312830059,49.7535011608,14.2857142857,14.1121588835,1.0000000000,0.8920000000,226.0089686099,0,0,0,18
12,100,0,7,100,100,0,0,0,0,0,100,100,0.0195712096,49.7339299512,14.2857142857,14.1121588835,1.0000000000,0.8064000000,250.0000000000,0,0,0,18
13,100,0,7,100,100,0,0,0,0,0,100,100,0.0195712096,49.7143587416,14.2857142857,14.1121588835,1.0000000000,0.8064000000,250.0000000000,0,0,0,18
14,100,0,7,100,100,0,0,0,0,0,100,100,0.0195712096,49.6947875320,14.2857142857,14.1121588835,1.0000000000,0.8064000000,250.0000000000,0,0,0,18
15,100,0,7,100,100,0,0,0,0,0,100,100,0.0195712096,49.6752163224,14.2857142857,14.1121588835,1.0000000000,0.8064000000,250.0000000000,0,0,0,18
16,100,0,6,100,100,0,0,1,106,782,100,100,0.0313701225,49.6438461999,16.6666666667,15.1604589833,1.0000000000,0.8912000000,226.2118491921,0,0,0,6
17,100,0,6,100,100,0,0,0,0,0,100,100,0.0207759741,49.6230702258,16.6666666667,15.1604589833,1.0000000000,0.8064000000,250.0000000000,0,0,0,6
18,100,0,6,100,100,0,0,0,0,0,100,100,0.0207759741,49.6022942517,16.6666666667,15.1604589833,1.0000000000,0.8064000000,250.0000000000,0,0,0,6
19,100,0,6,100,100,0,0,0,0,0,100,100,0.0207759741,49.5815182777,16.6666666667,15.1604589833,1.0000000000,0.8064000000,250.0000000000,0,0,0,6
20,100,0,6,100,100,0,0,0,0,0,100,100,0.0207759741,49.5607423036,16.6666666667,15.1604589833,1.0000000000,0.8064000000,250.0000000000,0,0,0,6
21,100,0,7,100,100,0,0,1,107,879,100,100,0.0324209975,49.5283213061,14.2857142857,15.0798299707,1.0000000000,0.8920000000,226.0089686099,0,0,0,6
22,100,0,7,100,100,0,0,0,0,0,100,100,0.0207428853,49.5075784208,14.2857142857,15.0798299707,1.0000000000,0.8064000000,250.0000000000,0,0,0,6
23,100,0,7,100,100,0,0,0,0,0,100,100,0.0207428853,49.4868355355,14.2857142857,15.0798299707,1.0000000000,0.8064000000,250.0000000000,0,0,0,6
24,100,0,7,100,100,0,0,0,0,0,100,100,0.0207428853,49.4660926503,14.2857142857,15.0798299707,1.0000000000,0.8064000000,250.0000000000,0,0,0,6
25,100,0,7,100,100,0,0,0,0,0,100,100,0.0207428853,49.4453497650,14.2857142857,15.0798299707,1.0000000000,0.8064000000,250.0000000000,0,0,0,6
26,100,0,5,100,100,0,0,1,105,685,100,100,0.0292081405,49.4161416245,20.0000000000,14.0315202067,1.0000000000,0.8904000000,226.4150943396,0,0,0,21
27,100,0,5,100,100,0,0,0,0,0,100,100,0.0196382446,49.3965033800,20.0000000000,14.0315202067,1.0000000000,0.8064000000,250.0000000000,0,0,0,21
28,100,0,5,100,100,0,0,0,0,0,100,100,0.0196382446,49.3768651354,20.0000000000,14.0315202067,1.0000000000,0.8064000000,250.0000000000,0,0,0,21
29,100,0,5,100,100,0,0,0,0,0,100,100,0.0196382446,49.3572268908,20.0000000000,14.0315202067,1.0000000000,0.8064000000,250.0000000000,0,0,0,21
30,100,0,5,100,100,0,0,0,0,0,100,100,0.0196382446,49.3375886463,20.0000000000,14.0315202067,1.0000000000,0.8064000000,250.0000000000,0,0,0,21
31,100,0,9,100,100,0,0,1,109,1073,100,100,0.0334277666,49.3041608796,11.1111111111,14.3540674272,1.0000000000,0.8936000000,225.6042972247,0,0,0,13
32,100,0,9,100,100,0,0,0,0,0,100,100,0.0196004609,49.2845604188,11.1111111111,14.3540674272,1.0000000000,0.8064000000,250.0000000000,0,0,0,13
33,100,0,9,100,100,0,0,0,0,0,100,100,0.0196004609,49.2649599579,11.1111111111,14.3540674272,1.0000000000,0.8064000000,250.0000000000,0,0,0,13
34,100,0,9,100,100,0,0,0,0,0,100,100,0.0196004609,49.2453594970,11.1111111111,14.3540674272,1.0000000000,0.8064000000,250.0000000000,0,0,0,13
35,100,0,9,100,100,0,0,0,0,0,100,100,0.0196004609,49.2257590362,11.1111111111,14.3540674272,1.0000000000,0.8064000000,250.0000000000,0,0,0,13
36,100,0,9,100,100,0,0,1,109,1073,100,100,0.0348864667,49.1908725695,11.1111111111,15.2411117946,1.0000000000,0.8936000000,225.6042972247,0,0,0,2
37,100,0,9,100,100,0,0,0,0,0,100,100,0.0210402621,49.1698323074,11.1111111111,15.2411117946,1.0000000000,0.8064000000,250.0000000000,0,0,0,2
38,100,0,9,100,100,0,0,0,0,0,100,100,0.0210402621,49.1487920453,11.1111111111,15.2411117946,1.0000000000,0.8064000000,250.0000000000,0,0,0,2
39,100,0,9,100,100,0,0,0,0,0,100,100,0.0210402621,49.1277517832,11.1111111111,15.2411117946,1.0000000000,0.8064000000,250.0000000000,0,0,0,2
40,100,0,9,100,100,0,0,0,0,0,100,100,0.0210402621,49.1067115212,11.1111111111,15.2411117946,1.0000000000,0.8064000000,250.0000000000,0,0,0,2
41,100,0,12,100,100,0,0,1,112,1364,100,100,0.0373110879,49.0694004332,8.3333333333,14.8379018784,1.0000000000,0.8960000000,225.0000000000,0,0,0,4
42,100,0,12,100,100,0,0,0,0,0,100,100,0.0202400711,49.0491603621,8.3333333333,14.8379018784,1.0000000000,0.8064000000,250.0000000000,0,0,0,4
43,100,0,12,100,100,0,0,0,0,0,100,100,0.0202400711,49.0289202910,8.3333333333,14.8379018784,1.0000000000,0.8064000000,250.0000000000,0,0,0,4
44,100,0,12,100,100,0,0,0,0,0,100,100,0.0202400711,49.0086802199,8.3333333333,14.8379018784,1.0000000000,0.8064000000,250.0000000000,0,0,0,4
45,100,0,12,100,100,0,0,0,0,0,100,100,0.0202400711,48.9884401487,8.3333333333,14.8379018784,1.0000000000,0.8064000000,250.0000000000,0,0,0,4
46,100,0,5,100,100,0,0,1,105,685,100,100,0.0287887973,48.9596513514,20.0000000000,13.6283221991,1.0000000000,0.8904000000,226.4150943396,0,0,0,26
47,100,0,5,100,100,0,0,0,0,0,100,100,0.0191840850,48.9404672664,20.0000000000,13.6283221991,1.0000000000,0.8064000000,250.0000000000,0,0,0,26
48,100,0,5,100,100,0,0,0,0,0,100,100,0.0191840850,48.9212831815,20.0000000000,13.6283221991,1.0000000000,0.8064000000,250.0000000000,0,0,0,26
49,100,0,5,100,100,0,0,0,0,0,100,100,0.0191840850,48.9020990965,20.0000000000,13.6283221991,1.0000000000,0.8064000000,250.0000000000,0,0,0,26
50,100,0,5,100,100,0,0,0,0,0,100,100,0.0191840850,48.8829150115,20.0000000000,13.6283221991,1.0000000000,0.8064000000,250.0000000000,0,0,0,26
51,100,0,6,100,100,0,0,1,106,782,100,100,0.0294775121,48.8534374994,16.6666666667,13.3057436655,1.0000000000,0.8912000000,226.2118491921,0,0,0,29
52,100,0,6,100,100,0,0,0,0,0,100,100,0.0188032094,48.8346342901,16.6666666667,13.3057436655,1.0000000000,0.8064000000,250.0000000000,0,0,0,29
53,100,0,6,100,100,0,0,0,0,0,100,100,0.0188032094,48.8158310807,16.6666666667,13.3057436655,1.0000000000,0.8064000000,250.0000000000,0,0,0,29
54,100,0,6,100,100,0,0,0,0,0,100,100,0.0188032094,48.7970278713,16.6666666667,13.3057436655,1.0000000000,0.8064000000,250.0000000000,0,0,0,29
55,100,0,6,100,100,0,0,0,0,0,100,100,0.0188032094,48.7782246620,16.6666666667,13.3057436655,1.0000000000,0.8064000000,250.0000000000,0,0,0,29
56,100,0,3,100,100,0,0,1,103,491,100,100,0.0262198584,48.7520048036,33.3333333333,12.9831760775,1.0000000000,0.8888000000,226.8226822682,0,0,0,36
57,100,0,3,100,100,0,0,0,0,0,100,100,0.0187255943,48.7332792093,33.3333333333,12.9831760775,1.0000000000,0.8064000000,250.0000000000,0,0,0,36
58,100,0,3,100,100,0,0,0,0,0,100,100,0.0187255943,48.7145536150,33.3333333333,12.9831760775,1.0000000000,0.8064000000,250.0000000000,0,0,0,36
59,100,0,3,100,100,0,0,0,0,0,100,100,0.0187255943,48.6958280207,33.3333333333,12.9831760775,1.0000000000,0.8064000000,250.0000000000,0,0,0,36
60,100,0,3,100,100,0,0,0,0,0,100,100,0.0187255943,48.6771024264,33.3333333333,12.9831760775,1.0000000000,0.8064000000,250.0000000000,0,0,0,36
61,100,0,6,100,100,0,0,1,106,782,100,100,0.0307568178,48.6463456086,16.6666666667,14.5153649463,1.0000000000,0.8912000000,226.2118491921,0,0,0,14
62,100,0,6,100,100,0,0,0,0,0,100,100,0.0201361700,48.6262094387,16.6666666667,14.5153649463,1.0000000000,0.8064000000,250.0000000000,0,0,0,14
63,100,0,6,100,100,0,0,0,0,0,100,100,0.0201361700,48.6060732687,16.6666666667,14.5153649463,1.0000000000,0.8064000000,250.0000000000,0,0,0,14
64,100,0,6,100,100,0,0,0,0,0,100,100,0.0201361700,48.5859370987,16.6666666667,14.5153649463,1.0000000000,0.8064000000,250.0000000000,0,0,0,14
65,100,0,6,100,100,0,0,0,0,0,100,100,0.0201361700,48.5658009288,16.6666666667,14.5153649463,1.0000000000,0.8064000000,250.0000000000,0,0,0,14
66,100,0,1,100,100,0,0,1,101,297,100,100,0.0211149271,48.5446860017,100.0000000000,9.9188660667,1.0000000000,0.8872000000,227.2317403066,0,0,0,76
67,100,0,1,100,100,0,0,0,0,0,100,100,0.0151292334,48.5295567683,100.0000000000,9.9188660667,1.0000000000,0.8064000000,250.0000000000,0,0,0,76
68,100,0,1,100,100,0,0,0,0,0,100,100,0.0151292334,48.5144275349,100.0000000000,9.9188660667,1.0000000000,0.8064000000,250.0000000000,0,0,0,76
69,100,0,1,100,100,0,0,0,0,0,100,100,0.0151292334,48.4992983015,100.0000000000,9.9188660667,1.0000000000,0.8064000000,250.0000000000,0,0,0,76
70,100,0,1,100,100,0,0,0,0,0,100,100,0.0151292334,48.4841690681,100.0000000000,9.9188660667,1.0000000000,0.8064000000,250.0000000000,0,0,0,76
71,100,0,2,100,100,0,0,1,102,394,100,100,0.0222357920,48.4619332762,50.0000000000,10.6446332802,1.0000000000,0.8880000000,227.0270270270,0,0,0,66
72,100,0,2,100,100,0,0,0,0,0,100,100,0.0156540407,48.4462792355,50.0000000000,10.6446332802,1.0000000000,0.8064000000,250.0000000000,0,0,0,66
73,100,0,2,100,100,0,0,0,0,0,100,100,0.0156540407,48.4306251948,50.0000000000,10.6446332802,1.0000000000,0.8064000000,250.0000000000,0,0,0,66
74,100,0,2,100,100,0,0,0,0,0,100,100,0.0156540407,48.4149711541,50.0000000000,10.6446332802,1.0000000000,0.8064000000,250.0000000000,0,0,0,66
75,100,0,2,100,100,0,0,0,0,0,100,100,0.0156540407,48.3993171134,50.0000000000,10.6446332802,1.0000000000,0.8064000000,250.0000000000,0,0,0,66
76,100,0,4,100,100,0,0,1,104,588,100,100,0.0259876111,48.3733295023,25.0000000000,12.1768003807,1.0000000000,0.8896000000,226.6187050360,0,0,0,45
77,100,0,4,100,100,0,0,0,0,0,100,100,0.0173465093,48.3559829930,25.0000000000,12.1768003807,1.0000000000,0.8064000000,250.0000000000,0,0,0,45
78,100,0,4,100,100,0,0,0,0,0,100,100,0.0173465093,48.3386364836,25.0000000000,12.1768003807,1.0000000000,0.8064000000,250.0000000000,0,0,0,45
79,100,0,4,100,100,0,0,0,0,0,100,100,0.0173465093,48.3212899743,25.0000000000,12.1768003807,1.0000000000,0.8064000000,250.0000000000,0,0,0,45
80,100,0,4,100,100,0,0,0,0,0,100,100,0.0173465093,48.3039434650,25.0000000000,12.1768003807,1.0000000000,0.8064000000,250.0000000000,0,0,0,45
81,100,0,3,100,100,0,0,1,103,491,100,100,0.0274141427,48.2765293223,33.3333333333,14.1927961090,1.0000000000,0.8888000000,226.8226822682,0,0,0,21
82,100,0,3,100,100,0,0,0,0,0,100,100,0.0199937710,48.2565355513,33.3333333333,14.1927961090,1.0000000000,0.8064000000,250.0000000000,0,0,0,21
83,100,0,3,100,100,0,0,0,0,0,100,100,0.0199937710,48.2365417803,33.3333333333,14.1927961090,1.0000000000,0.8064000000,250.0000000000,0,0,0,21
84,100,0,3,100,100,0,0,0,0,0,100,100,0.0199937710,48.2165480093,33.3333333333,14.1927961090,1.0000000000,0.8064000000,250.0000000000,0,0,0,21
85,100,0,3,100,100,0,0,0,0,0,100,100,0.0199937710,48.1965542383,33.3333333333,14.1927961090,1.0000000000,0.8064000000,250.0000000000,0,0,0,21
86,100,0,3,100,100,0,0,1,103,491,100,100,0.0283892174,48.1681650208,33.3333333333,14.7572630091,1.0000000000,0.8888000000,226.8226822682,0,0,0,14
87,100,0,3,100,100,0,0,0,0,0,100,100,0.0209536407,48.1472113802,33.3333333333,14.7572630091,1.0000000000,0.8064000000,250.0000000000,0,0,0,14
88,100,0,3,100,100,0,0,0,0,0,100,100,0.0209536407,48.1262577395,33.3333333333,14.7572630091,1.0000000000,0.8064000000,250.0000000000,0,0,0,14
89,100,0,3,100,100,0,0,0,0,0,100,100,0.0209536407,48.1053040989,33.3333333333,14.7572630091,1.0000000000,0.8064000000,250.0000000000,0,0,0,14
90,100,0,3,100,100,0,0,0,0,0,100,100,0.0209536407,48.0843504582,33.3333333333,14.7572630091,1.0000000000,0.8064000000,250.0000000000,0,0,0,14
91,100,0,2,100,100,0,0,1,102,394,100,100,0.0232694185,48.0610810398,50.0000000000,11.3703784812,1.0000000000,0.8880000000,227.0270270270,0,0,0,57
92,100,0,2,100,100,0,0,0,0,0,100,100,0.0166885366,48.0443925032,50.0000000000,11.3703784812,1.0000000000,0.8064000000,250.0000000000,0,0,0,57
93,100,0,2,100,100,0,0,0,0,0,100,100,0.0166885366,48.0277039666,50.0000000000,11.3703784812,1.0000000000,0.8064000000,250.0000000000,0,0,0,57
94,100,0,2,100,100,0,0,0,0,0,100,100,0.0166885366,48.0110154300,50.0000000000,11.3703784812,1.0000000000,0.8064000000,250.0000000000,0,0,0,57
95,100,0,2,100,100,0,0,0,0,0,100,100,0.0166885366,47.9943268935,50.0000000000,11.3703784812,1.0000000000,0.8064000000,250.0000000000,0,0,0,57
96,100,0,53,100,100,0,0,1,128,5341,100,100,0.0787526786,47.9155742149,1.8867924528,11.8542075022,1.0000000000,0.9088000000,221.8309859155,0,0,0,0
97,100,0,53,100,100,0,0,0,0,0,100,100,0.0175409746,47.8980332403,1.8867924528,11.8542075022,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
98,100,0,53,100,100,0,0,0,0,0,100,100,0.0175409746,47.8804922657,1.8867924528,11.8542075022,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
