Round,Alive,Dead,CH_Count,Generated,Delivered,Lost,Unclustered,Selection_Iterations,Control_TX,Control_RX,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Cluster_Size,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps
380,91,9,11,91,91,0,0,6,637,6376,91,91,0.0894971416,13.0647752166,8.2727272727,15.0331341320,1.0000000000,1.2376000000,147.0588235294
381,91,9,11,91,91,0,0,6,637,6376,91,91,0.0895811481,12.9751940685,8.2727272727,15.0331357291,1.0000000000,1.2376000000,147.0588235294
382,91,9,11,91,91,0,0,6,637,6376,91,91,0.0895335094,12.8856605591,8.2727272727,15.0331329922,1.0000000000,1.2376000000,147.0588235294
383,91,9,11,91,91,0,0,6,637,6376,91,91,0.0895121750,12.7961483842,8.2727272727,15.0331290948,1.0000000000,1.2376000000,147.0588235294
384,91,9,13,91,91,0,0,6,637,6372,91,91,0.0892998571,12.7068485271,7.0000000000,14.8573093603,1.0000000000,1.2376000000,147.0588235294
385,91,9,11,91,91,0,0,6,637,6376,91,91,0.0894656819,12.6173828452,8.2727272727,15.0331349024,1.0000000000,1.2376000000,147.0588235294
386,91,9,12,91,91,0,0,6,637,6374,91,91,0.0894109784,12.5279718668,7.5833333333,14.9452240005,1.0000000000,1.2376000000,147.0588235294
387,91,9,11,91,91,0,0,6,637,6376,91,91,0.0895245777,12.4384472891,8.2727272727,15.0331382670,1.0000000000,1.2376000000,147.0588235294
388,91,9,11,91,91,0,0,6,637,6376,91,91,0.0895631818,12.3488841073,8.2727272727,15.0331410180,1.0000000000,1.2376000000,147.0588235294
389,91,9,10,91,91,0,0,6,637,6378,91,91,0.0896522608,12.2592318465,9.1000000000,15.1210456927,1.0000000000,1.2376000000,147.0588235294
390,90,10,11,90,90,0,0,6,636,6284,90,90,0.0893096283,12.1699222182,8.1818181818,15.0223909033,1.0000000000,1.2288000000,146.4843750000
391,90,10,11,90,90,0,0,6,630,6194,90,90,0.0873537005,12.0825685177,8.1818181818,15.0223890847,1.0000000000,1.2240000000,147.0588235294
392,89,11,11,90,78,12,0,6,630,6194,79,79,0.0851846908,11.9973838269,7.1818181818,14.9745285375,0.8666666667,1.1360000000,137.3239436620
393,89,11,11,89,89,0,0,6,623,5976,89,89,0.0849708609,11.9124129661,8.0909090909,15.0114067257,1.0000000000,1.2104000000,147.0588235294
394,89,11,12,89,89,0,0,6,623,5974,89,89,0.0847977413,11.8276152247,7.4166666667,14.9215157763,1.0000000000,1.2104000000,147.0588235294
395,89,11,11,89,89,0,0,6,623,5976,89,89,0.0849378147,11.7426774100,8.0909090909,15.0114042287,1.0000000000,1.2104000000,147.0588235294
396,89,11,11,89,89,0,0,6,623,5976,89,89,0.0849130684,11.6577643416,8.0909090909,15.0114020495,1.0000000000,1.2104000000,147.0588235294
397,89,11,12,89,89,0,0,6,623,5974,89,89,0.0847655154,11.5729988263,7.4166666667,14.9215115680,1.0000000000,1.2104000000,147.0588235294
398,89,11,12,89,89,0,0,6,623,5974,89,89,0.0848510112,11.4881478151,7.4166666667,14.9215153801,1.0000000000,1.2104000000,147.0588235294
399,89,11,10,89,89,0,0,6,623,5978,89,89,0.0850247334,11.4031230817,8.9000000000,15.1012948413,1.0000000000,1.2104000000,147.0588235294
400,89,11,10,89,89,0,0,6,623,5978,89,89,0.0850907420,11.3180323396,8.9000000000,15.1012946623,1.0000000000,1.2104000000,147.0588235294
401,89,11,11,89,89,0,0,6,623,5976,89,89,0.0849754732,11.2330568664,8.0909090909,15.0114056109,1.0000000000,1.2104000000,147.0588235294
402,89,11,13,89,89,0,0,6,623,5972,89,89,0.0847215714,11.1483352951,6.8461538462,14.8316296789,1.0000000000,1.2104000000,147.0588235294
403,89,11,12,89,89,0,0,6,623,5974,89,89,0.0848836009,11.0634516942,7.4166666667,14.9215232764,1.0000000000,1.2104000000,147.0588235294
404,89,11,12,89,89,0,0,6,623,5974,89,89,0.0848043394,10.9786473547,7.4166666667,14.9215149940,1.0000000000,1.2104000000,147.0588235294
405,89,11,10,89,89,0,0,6,623,5978,89,89,0.0850474435,10.8935999112,8.9000000000,15.1012962285,1.0000000000,1.2104000000,147.0588235294
406,89,11,11,89,89,0,0,6,623,5976,89,89,0.0849343302,10.8086655810,8.0909090909,15.0114040610,1.0000000000,1.2104000000,147.0588235294
407,89,11,11,89,89,0,0,6,623,5976,89,89,0.0849415043,10.7237240767,8.0909090909,15.0114006826,1.0000000000,1.2104000000,147.0588235294
408,89,11,12,89,89,0,0,6,623,5974,89,89,0.0847736416,10.6389504351,7.4166666667,14.9215096990,1.0000000000,1.2104000000,147.0588235294
409,89,11,12,89,89,0,0,6,623,5974,89,89,0.0848035583,10.5541468768,7.4166666667,14.9215135715,1.0000000000,1.2104000000,147.0588235294
410,89,11,11,89,89,0,0,6,623,5976,89,89,0.0849538781,10.4691929987,8.0909090909,15.0113970484,1.0000000000,1.2104000000,147.0588235294
411,88,12,11,88,88,0,0,6,622,5902,88,88,0.0843180382,10.3848749606,8.0000000000,15.0001718958,1.0000000000,1.2016000000,146.4713715047
412,88,12,13,88,88,0,0,6,616,5826,88,88,0.0829765886,10.3018983719,6.7692307692,14.8183493441,1.0000000000,1.1968000000,147.0588235294
413,88,12,11,88,88,0,0,6,616,5830,88,88,0.0832168901,10.2186814818,8.0000000000,15.0001709942,1.0000000000,1.1968000000,147.0588235294
414,88,12,11,88,88,0,0,6,616,5830,88,88,0.0832677007,10.1354137811,8.0000000000,15.0001671250,1.0000000000,1.1968000000,147.0588235294
415,88,12,11,88,88,0,0,6,616,5830,88,88,0.0832549034,10.0521588777,8.0000000000,15.0001750988,1.0000000000,1.1968000000,147.0588235294
416,88,12,11,88,88,0,0,6,616,5830,88,88,0.0832090409,9.9689498368,8.0000000000,15.0001706372,1.0000000000,1.1968000000,147.0588235294
417,88,12,12,88,88,0,0,6,616,5828,88,88,0.0830554018,9.8858944351,7.3333333333,14.9092560321,1.0000000000,1.1968000000,147.0588235294
418,88,12,12,88,88,0,0,6,616,5828,88,88,0.0830359396,9.8028584955,7.3333333333,14.9092597216,1.0000000000,1.1968000000,147.0588235294
419,88,12,11,88,88,0,0,6,616,5830,88,88,0.0832511863,9.7196073092,8.0000000000,15.0001729822,1.0000000000,1.1968000000,147.0588235294
420,88,12,12,88,88,0,0,6,616,5828,88,88,0.0831148440,9.6364924651,7.3333333333,14.9092612691,1.0000000000,1.1968000000,147.0588235294
421,87,13,11,87,86,1,0,6,615,5732,86,86,0.0821497082,9.5543427570,7.9090909091,14.9769186722,0.9885057471,1.1800000000,145.7627118644
422,85,15,10,85,74,11,11,6,590,5318,74,74,0.0750184184,9.4793243386,7.4000000000,14.9190788341,0.8705882353,1.0640000000,139.0977443609
423,84,16,12,85,77,8,0,6,595,5246,84,84,0.0763554487,9.4029688899,6.5000000000,14.8573106248,0.9058823529,1.1480000000,134.1463414634
424,84,16,10,84,83,1,0,6,588,5080,83,83,0.0743663744,9.3286025155,8.4000000000,15.0363109648,0.9880952381,1.1344000000,146.3328631876
425,82,18,10,82,79,3,3,6,577,4848,79,79,0.0715285010,9.2570740145,7.9000000000,14.9875178853,0.9634146341,1.0936000000,144.4769568398
426,82,18,14,82,82,0,0,6,572,4768,82,82,0.0705421389,9.1865318757,5.8571428571,14.6343116192,1.0000000000,1.1136000000,147.2701149425
427,82,18,12,82,82,0,0,6,574,4772,82,82,0.0707519008,9.1157799749,6.8333333333,14.8294326073,1.0000000000,1.1152000000,147.0588235294
428,82,18,12,82,82,0,0,6,574,4772,82,82,0.0707853832,9.0449945916,6.8333333333,14.8294426661,1.0000000000,1.1152000000,147.0588235294
429,82,18,12,82,82,0,0,6,574,4772,82,82,0.0707756093,8.9742189824,6.8333333333,14.8294350397,1.0000000000,1.1152000000,147.0588235294
430,82,18,11,82,82,0,0,6,574,4774,82,82,0.0708384178,8.9033805646,7.4545454545,14.9270003300,1.0000000000,1.1152000000,147.0588235294
431,82,18,12,82,82,0,0,6,574,4772,82,82,0.0707470501,8.8326335145,6.8333333333,14.8294350124,1.0000000000,1.1152000000,147.0588235294
432,82,18,10,82,82,0,0,6,574,4776,82,82,0.0710421669,8.7615913476,8.2000000000,15.0245711406,1.0000000000,1.1152000000,147.0588235294
433,82,18,11,82,82,0,0,6,574,4774,82,82,0.0709095913,8.6906817563,7.4545454545,14.9270034749,1.0000000000,1.1152000000,147.0588235294
434,82,18,12,82,82,0,0,6,574,4772,82,82,0.0707852070,8.6198965493,6.8333333333,14.8294377289,1.0000000000,1.1152000000,147.0588235294
435,82,18,11,82,82,0,0,6,574,4774,82,82,0.0708714904,8.5490250589,7.4545454545,14.9269959906,1.0000000000,1.1152000000,147.0588235294
436,82,18,11,82,82,0,0,6,574,4774,82,82,0.0708745641,8.4781504948,7.4545454545,14.9270020109,1.0000000000,1.1152000000,147.0588235294
437,82,18,11,82,82,0,0,6,574,4774,82,82,0.0709086385,8.4072418563,7.4545454545,14.9270035176,1.0000000000,1.1152000000,147.0588235294
438,81,19,11,81,80,1,0,6,573,4694,80,80,0.0698608259,8.3373810304,7.3636363636,14.9001698314,0.9876543210,1.0984000000,145.6664238893
439,80,20,10,80,80,0,0,6,560,4472,80,80,0.0673893088,8.2699917216,8.0000000000,15.0001663545,1.0000000000,1.0880000000,147.0588235294
440,79,21,12,79,79,0,0,6,559,4400,79,79,0.0662873366,8.2037043850,6.5833333333,14.7849730076,1.0000000000,1.0792000000,146.4047442550
441,79,21,11,79,79,0,0,6,553,4336,79,79,0.0655997758,8.1381046091,7.1818181818,14.8862437159,1.0000000000,1.0744000000,147.0588235294
442,78,22,14,78,78,0,0,6,549,4262,78,78,0.0645852893,8.0735193198,5.5714285714,14.5642801701,1.0000000000,1.0632000000,146.7268623025
443,78,22,12,78,78,0,0,6,546,4200,78,78,0.0638922359,8.0096270839,6.5000000000,14.7694031530,1.0000000000,1.0608000000,147.0588235294
444,78,22,11,78,78,0,0,6,546,4202,78,78,0.0640215946,7.9456054893,7.0909090909,14.8719654017,1.0000000000,1.0608000000,147.0588235294
445,78,22,11,78,78,0,0,6,546,4202,78,78,0.0639855705,7.8816199188,7.0909090909,14.8719667829,1.0000000000,1.0608000000,147.0588235294
446,78,22,12,78,78,0,0,6,546,4200,78,78,0.0638561409,7.8177637779,6.5000000000,14.7694005073,1.0000000000,1.0608000000,147.0588235294
447,78,22,11,78,78,0,0,6,546,4202,78,78,0.0639601274,7.7538036506,7.0909090909,14.8719621543,1.0000000000,1.0608000000,147.0588235294
448,78,22,11,78,78,0,0,6,546,4202,78,78,0.0640112651,7.6897923854,7.0909090909,14.8719725057,1.0000000000,1.0608000000,147.0588235294
449,78,22,13,78,78,0,0,6,546,4198,78,78,0.0637989660,7.6259934194,6.0000000000,14.6668417539,1.0000000000,1.0608000000,147.0588235294
450,77,23,10,78,65,13,0,6,546,4204,76,76,0.0637543030,7.5622391164,6.6000000000,14.8924951322,0.8333333333,1.0448000000,124.4257274119
451,77,23,12,77,77,0,0,6,539,4030,77,77,0.0618630150,7.5003761014,6.4166666667,14.7534168996,1.0000000000,1.0472000000,147.0588235294
452,77,23,11,77,77,0,0,6,539,4032,77,77,0.0620057338,7.4383703676,7.0000000000,14.8573178547,1.0000000000,1.0472000000,147.0588235294
453,77,23,12,77,77,0,0,6,539,4030,77,77,0.0619427305,7.3764276371,6.4166666667,14.7534291866,1.0000000000,1.0472000000,147.0588235294
454,75,25,12,75,75,0,0,6,537,3930,75,75,0.0607632601,7.3156643770,6.2500000000,14.7201782057,1.0000000000,1.0296000000,145.6876456876
455,75,25,11,75,75,0,0,6,525,3848,75,75,0.0595297774,7.2561345996,6.8181818182,14.8268378629,1.0000000000,1.0200000000,147.0588235294
456,75,25,13,75,75,0,0,6,525,3844,75,75,0.0593433511,7.1967912484,5.7692307692,14.6135037737,1.0000000000,1.0200000000,147.0588235294
457,73,27,12,74,64,10,0,6,524,3778,68,68,0.0579076969,7.1388835516,5.4166666667,14.6251673346,0.8648648649,0.9632000000,132.8903654485
458,72,28,11,72,72,0,0,6,504,3482,72,72,0.0550571553,7.0838263962,6.5454545455,14.7779484450,1.0000000000,0.9792000000,147.0588235294
459,72,28,12,72,72,0,0,6,504,3480,72,72,0.0549332824,7.0288931139,6.0000000000,14.6668389743,1.0000000000,0.9792000000,147.0588235294
460,72,28,11,72,72,0,0,6,504,3482,72,72,0.0550425941,6.9738505198,6.5454545455,14.7779498896,1.0000000000,0.9792000000,147.0588235294
461,72,28,12,72,72,0,0,6,504,3480,72,72,0.0549425541,6.9189079658,6.0000000000,14.6668410318,1.0000000000,0.9792000000,147.0588235294
462,71,29,10,71,64,7,7,6,496,3420,64,64,0.0527776165,6.8661303492,6.4000000000,14.7501742878,0.9014084507,0.9088000000,140.8450704225
463,70,30,12,70,70,0,0,6,496,3314,70,70,0.0534095530,6.8127207962,5.8333333333,14.6287485932,1.0000000000,0.9568000000,146.3210702341
464,70,30,12,70,70,0,0,6,490,3248,70,70,0.0520818713,6.7606389249,5.8333333333,14.6287467959,1.0000000000,0.9520000000,147.0588235294
465,68,32,11,70,53,17,0,6,490,3250,65,65,0.0511904639,6.7094484610,5.0000000000,14.6416787211,0.7571428571,0.9120000000,116.2280701754
466,68,32,12,68,68,0,0,6,476,2956,68,68,0.0485372955,6.6609111655,5.6666666667,14.5884069599,1.0000000000,0.9248000000,147.0588235294
467,66,34,11,67,62,5,0,6,469,2848,66,66,0.0471292504,6.6137819152,5.7272727273,14.7098517641,0.9253731343,0.9032000000,137.2896368468
468,65,35,12,66,63,3,0,6,462,2784,65,65,0.0461071704,6.5676747448,5.3333333333,14.6033492183,0.9545454545,0.8896000000,141.6366906475
469,64,36,11,64,60,4,4,6,450,2654,60,60,0.0441029742,6.5235717706,5.4545454545,14.5335166662,0.9375000000,0.8400000000,142.8571428571
470,63,37,11,63,63,0,0,6,447,2540,63,63,0.0434608867,6.4801108838,5.7272727273,14.6033526017,1.0000000000,0.8616000000,146.2395543175
471,63,37,11,63,63,0,0,6,441,2468,63,63,0.0423243450,6.4377865388,5.7272727273,14.6033548998,1.0000000000,0.8568000000,147.0588235294
472,63,37,12,63,63,0,0,6,441,2466,63,63,0.0422137027,6.3955728361,5.2500000000,14.4763679136,1.0000000000,0.8568000000,147.0588235294
473,63,37,12,63,63,0,0,6,441,2466,63,63,0.0422123643,6.3533604718,5.2500000000,14.4763679060,1.0000000000,0.8568000000,147.0588235294
474,63,37,11,63,63,0,0,6,441,2468,63,63,0.0423334363,6.3110270354,5.7272727273,14.6033568671,1.0000000000,0.8568000000,147.0588235294
475,63,37,12,63,63,0,0,6,441,2466,63,63,0.0422562816,6.2687707538,5.2500000000,14.4763718792,1.0000000000,0.8568000000,147.0588235294
476,63,37,12,63,63,0,0,6,441,2466,63,63,0.0421501682,6.2266205856,5.2500000000,14.4763613236,1.0000000000,0.8568000000,147.0588235294
477,63,37,12,63,63,0,0,6,441,2466,63,63,0.0422047505,6.1844158351,5.2500000000,14.4763670432,1.0000000000,0.8568000000,147.0588235294
478,63,37,12,63,63,0,0,6,441,2466,63,63,0.0421602462,6.1422555889,5.2500000000,14.4763624088,1.0000000000,0.8568000000,147.0588235294
479,63,37,11,63,63,0,0,6,441,2468,63,63,0.0423464524,6.0999091364,5.7272727273,14.6033543434,1.0000000000,0.8568000000,147.0588235294
480,63,37,12,63,63,0,0,6,441,2466,63,63,0.0421605955,6.0577485409,5.2500000000,14.4763604694,1.0000000000,0.8568000000,147.0588235294
481,63,37,12,63,63,0,0,6,441,2466,63,63,0.0422061990,6.0155423419,5.2500000000,14.4763657658,1.0000000000,0.8568000000,147.0588235294
482,63,37,11,63,63,0,0,6,441,2468,63,63,0.0422971085,5.9732452334,5.7272727273,14.6033457080,1.0000000000,0.8568000000,147.0588235294
483,63,37,12,63,63,0,0,6,441,2466,63,63,0.0421736596,5.9310715738,5.2500000000,14.4763631863,1.0000000000,0.8568000000,147.0588235294
484,62,38,11,62,62,0,0,6,440,2436,62,62,0.0417647397,5.8893068340,5.6363636364,14.5808179686,1.0000000000,0.8480000000,146.2264150943
485,62,38,12,62,62,0,0,6,434,2404,62,62,0.0412780346,5.8480287994,5.1666666667,14.4517898475,1.0000000000,0.8432000000,147.0588235294
486,62,38,11,62,62,0,0,6,434,2406,62,62,0.0413945705,5.8066342290,5.6363636364,14.5808275073,1.0000000000,0.8432000000,147.0588235294
487,62,38,11,62,62,0,0,6,434,2406,62,62,0.0413385173,5.7652957117,5.6363636364,14.5808151074,1.0000000000,0.8432000000,147.0588235294
488,61,39,12,61,61,0,0,6,433,2336,61,61,0.0403552362,5.7249404755,5.0833333333,14.4263976589,1.0000000000,0.8344000000,146.2128475551
489,61,39,11,61,61,0,0,6,427,2272,61,61,0.0397612745,5.6851792010,5.5454545455,14.5575533537,1.0000000000,0.8296000000,147.0588235294
490,61,39,11,61,61,0,0,6,427,2272,61,61,0.0397685287,5.6454106723,5.5454545455,14.5575569391,1.0000000000,0.8296000000,147.0588235294
491,61,39,10,61,58,3,3,6,424,2268,58,58,0.0391365723,5.6062741000,5.8000000000,14.6208650851,0.9508196721,0.8032000000,144.4223107570
492,60,40,12,60,60,0,0,6,426,2232,60,60,0.0392394189,5.5670346811,5.0000000000,14.4001723207,1.0000000000,0.8208000000,146.1988304094
493,58,42,10,59,51,8,1,6,419,2197,55,55,0.0377282922,5.5293063888,5.3000000000,14.5884068519,0.8644067797,0.7752000000,131.5789473684
494,57,43,11,57,57,0,0,6,399,2000,57,57,0.0359195224,5.4933868665,5.1818181818,14.4563213845,1.0000000000,0.7752000000,147.0588235294
495,57,43,11,57,57,0,0,6,399,2000,57,57,0.0358468960,5.4575399705,5.1818181818,14.4563131142,1.0000000000,0.7752000000,147.0588235294
496,57,43,11,57,57,0,0,6,399,2000,57,57,0.0358707417,5.4216692288,5.1818181818,14.4563169843,1.0000000000,0.7752000000,147.0588235294
497,57,43,11,57,57,0,0,6,399,2000,57,57,0.0358583791,5.3858108497,5.1818181818,14.4563183177,1.0000000000,0.7752000000,147.0588235294
498,57,43,11,57,57,0,0,6,399,2000,57,57,0.0358534773,5.3499573723,5.1818181818,14.4563149235,1.0000000000,0.7752000000,147.0588235294
499,57,43,11,57,57,0,0,6,399,2000,57,57,0.0358072525,5.3141501198,5.1818181818,14.4563102107,1.0000000000,0.7752000000,147.0588235294
500,57,43,12,57,57,0,0,6,399,1998,57,57,0.0357765352,5.2783735846,4.7500000000,14.3159664122,1.0000000000,0.7752000000,147.0588235294
501,57,43,11,57,57,0,0,6,399,2000,57,57,0.0358802380,5.2424933466,5.1818181818,14.4563202843,1.0000000000,0.7752000000,147.0588235294
502,57,43,11,57,57,0,0,6,399,2000,57,57,0.0358455272,5.2066478194,5.1818181818,14.4563119366,1.0000000000,0.7752000000,147.0588235294
503,56,44,12,56,56,0,0,6,398,1978,56,56,0.0354326464,5.1712151730,4.6666666667,14.2858894119,1.0000000000,0.7664000000,146.1377870564
504,56,44,12,56,56,0,0,6,392,1960,56,56,0.0351111349,5.1361040381,4.6666666667,14.2858921693,1.0000000000,0.7616000000,147.0588235294
505,55,45,11,55,55,0,0,6,391,1936,55,55,0.0348593689,5.1012446692,5.0000000000,14.4001793333,1.0000000000,0.7528000000,146.1211477152
506,55,45,11,55,55,0,0,6,385,1912,55,55,0.0344558847,5.0667887845,5.0000000000,14.4001789621,1.0000000000,0.7480000000,147.0588235294
507,55,45,11,55,55,0,0,6,385,1912,55,55,0.0344047399,5.0323840446,5.0000000000,14.4001749232,1.0000000000,0.7480000000,147.0588235294
508,53,47,11,54,51,3,0,6,384,1892,53,53,0.0338402103,4.9985438343,4.7272727273,14.4315400896,0.9444444444,0.7312000000,139.4967177243
509,52,48,10,52,49,3,3,6,367,1806,49,49,0.0319608979,4.9665829364,4.9000000000,14.3675247667,0.9423076923,0.6856000000,142.9404900817
510,52,48,11,52,52,0,0,6,364,1774,52,52,0.0321402937,4.9344426427,4.7272727273,14.3078658234,1.0000000000,0.7072000000,147.0588235294
511,52,48,11,52,52,0,0,6,364,1774,52,52,0.0321131170,4.9023295256,4.7272727273,14.3078588564,1.0000000000,0.7072000000,147.0588235294
512,52,48,11,52,52,0,0,6,364,1774,52,52,0.0321670711,4.8701624545,4.7272727273,14.3078692398,1.0000000000,0.7072000000,147.0588235294
513,52,48,11,52,52,0,0,6,364,1774,52,52,0.0321484254,4.8380140291,4.7272727273,14.3078655743,1.0000000000,0.7072000000,147.0588235294
514,52,48,11,52,52,0,0,6,364,1774,52,52,0.0321774220,4.8058366071,4.7272727273,14.3078722127,1.0000000000,0.7072000000,147.0588235294
515,52,48,11,52,52,0,0,6,364,1774,52,52,0.0322086851,4.7736279220,4.7272727273,14.3078724064,1.0000000000,0.7072000000,147.0588235294
516,52,48,11,52,52,0,0,6,364,1774,52,52,0.0321475973,4.7414803247,4.7272727273,14.3078667636,1.0000000000,0.7072000000,147.0588235294
517,52,48,11,52,52,0,0,6,364,1774,52,52,0.0321860300,4.7092942947,4.7272727273,14.3078703476,1.0000000000,0.7072000000,147.0588235294
518,52,48,11,52,52,0,0,6,364,1774,52,52,0.0321369122,4.6771573825,4.7272727273,14.3078636222,1.0000000000,0.7072000000,147.0588235294
519,52,48,11,52,52,0,0,6,364,1774,52,52,0.0321746341,4.6449827483,4.7272727273,14.3078728293,1.0000000000,0.7072000000,147.0588235294
520,51,49,10,51,44,7,7,6,356,1706,44,44,0.0301912010,4.6147915474,4.4000000000,14.1819878519,0.8627450980,0.6368000000,138.1909547739
521,51,49,11,51,51,0,0,6,357,1664,51,51,0.0308109590,4.5839805884,4.6363636364,14.2746895624,1.0000000000,0.6936000000,147.0588235294
522,51,49,13,51,51,0,0,6,355,1660,51,51,0.0306295234,4.5533510650,3.9230769231,13.9609604575,1.0000000000,0.6920000000,147.3988439306
523,51,49,11,51,51,0,0,6,357,1664,51,51,0.0307361845,4.5226148805,4.6363636364,14.2746807656,1.0000000000,0.6936000000,147.0588235294
524,51,49,10,51,51,0,0,6,357,1666,51,51,0.0309091772,4.4917057033,5.1000000000,14.4315555708,1.0000000000,0.6936000000,147.0588235294
525,51,49,10,51,51,0,0,6,357,1666,51,51,0.0308780721,4.4608276313,5.1000000000,14.4315536559,1.0000000000,0.6936000000,147.0588235294
526,51,49,11,51,51,0,0,6,357,1664,51,51,0.0307358472,4.4300917841,4.6363636364,14.2746810241,1.0000000000,0.6936000000,147.0588235294
527,51,49,10,51,51,0,0,6,357,1666,51,51,0.0309085576,4.3991832265,5.1000000000,14.4315528385,1.0000000000,0.6936000000,147.0588235294
528,50,50,11,51,49,2,0,6,357,1664,49,49,0.0304123643,4.3687708621,4.5454545455,14.3675200524,0.9607843137,0.6776000000,144.6280991736
529,50,50,10,50,50,0,0,6,349,1652,50,50,0.0305126045,4.3382582576,5.0000000000,14.4001925480,1.0000000000,0.6792000000,147.2320376914
530,50,50,11,50,50,0,0,6,349,1650,50,50,0.0303479139,4.3079103438,4.5454545455,14.2401790547,1.0000000000,0.6792000000,147.2320376914
531,50,50,11,50,50,0,0,6,350,1650,50,50,0.0303463949,4.2775639488,4.5454545455,14.2401794920,1.0000000000,0.6800000000,147.0588235294
532,50,50,11,50,50,0,0,6,349,1650,50,50,0.0303824991,4.2471814497,4.5454545455,14.2401845584,1.0000000000,0.6792000000,147.2320376914
533,50,50,11,50,50,0,0,6,349,1650,50,50,0.0303360954,4.2168453543,4.5454545455,14.2401763584,1.0000000000,0.6792000000,147.2320376914
534,50,50,11,50,50,0,0,6,349,1650,50,50,0.0303621725,4.1864831818,4.5454545455,14.2401773687,1.0000000000,0.6792000000,147.2320376914
535,50,50,10,50,50,0,0,6,350,1652,50,50,0.0304257446,4.1560574372,5.0000000000,14.4001799392,1.0000000000,0.6800000000,147.0588235294
536,50,50,11,50,50,0,0,6,349,1650,50,50,0.0303187790,4.1257386582,4.5454545455,14.2401704405,1.0000000000,0.6792000000,147.2320376914
537,50,50,12,50,50,0,0,6,349,1648,50,50,0.0302379565,4.0955007017,4.1666666667,14.0801724895,1.0000000000,0.6792000000,147.2320376914
538,50,50,11,50,50,0,0,6,349,1650,50,50,0.0303556295,4.0651450722,4.5454545455,14.2401791667,1.0000000000,0.6792000000,147.2320376914
539,50,50,12,50,50,0,0,6,349,1648,50,50,0.0302910962,4.0348539760,4.1666666667,14.0801816231,1.0000000000,0.6792000000,147.2320376914
540,50,50,10,50,50,0,0,6,350,1652,50,50,0.0303879487,4.0044660273,5.0000000000,14.4001726400,1.0000000000,0.6800000000,147.0588235294
541,50,50,11,50,50,0,0,6,349,1650,50,50,0.0303387808,3.9741272465,4.5454545455,14.2401774539,1.0000000000,0.6792000000,147.2320376914
542,50,50,10,50,50,0,0,6,350,1652,50,50,0.0304291163,3.9436981302,5.0000000000,14.4001793287,1.0000000000,0.6800000000,147.0588235294
543,50,50,10,50,50,0,0,6,349,1652,50,50,0.0304603851,3.9132377450,5.0000000000,14.4001783297,1.0000000000,0.6792000000,147.2320376914
544,49,51,10,50,48,2,0,6,350,1652,48,48,0.0301439476,3.8830937975,4.9000000000,14.5001745870,0.9600000000,0.6640000000,144.5783132530
545,49,51,11,49,49,0,0,6,341,1624,49,49,0.0297897509,3.8533040466,4.4545454545,14.2042620196,1.0000000000,0.6648000000,147.4127557160
546,49,51,10,49,49,0,0,6,341,1626,49,49,0.0298740248,3.8234300218,4.9000000000,14.3675250782,1.0000000000,0.6648000000,147.4127557160
547,49,51,10,49,49,0,0,6,342,1626,49,49,0.0298912394,3.7935387824,4.9000000000,14.3675220884,1.0000000000,0.6656000000,147.2355769231
548,49,51,10,49,49,0,0,6,341,1626,49,49,0.0298742796,3.7636645029,4.9000000000,14.3675256642,1.0000000000,0.6648000000,147.4127557160
549,48,52,11,48,48,0,0,6,341,1562,48,48,0.0295882868,3.7340762161,4.3636363636,14.1668490689,1.0000000000,0.6568000000,146.1632155907
550,48,52,10,48,48,0,0,6,335,1504,48,48,0.0283860623,3.7056901538,4.8000000000,14.3335095777,1.0000000000,0.6520000000,147.2392638037
551,47,53,10,47,47,0,0,6,328,1466,47,47,0.0277829140,3.6779072398,4.7000000000,14.2980585923,1.0000000000,0.6384000000,147.2431077694
552,47,53,11,47,47,0,0,6,327,1464,47,47,0.0275723400,3.6503348998,4.2727272727,14.1278309041,1.0000000000,0.6376000000,147.4278544542
553,47,53,11,47,47,0,0,6,327,1464,47,47,0.0275920333,3.6227428665,4.2727272727,14.1278351630,1.0000000000,0.6376000000,147.4278544542
554,46,54,11,47,44,3,0,6,327,1464,45,45,0.0273153582,3.5954275083,4.0909090909,14.1819993662,0.9361702128,0.6216000000,141.5701415701
555,46,54,10,46,46,0,0,6,321,1416,46,46,0.0269339615,3.5684935468,4.6000000000,14.2610553459,1.0000000000,0.6248000000,147.2471190781
556,46,54,11,46,46,0,0,6,320,1414,46,46,0.0268110026,3.5416825441,4.1818181818,14.0871315070,1.0000000000,0.6240000000,147.4358974359
557,46,54,9,46,46,0,0,6,322,1418,46,46,0.0270426767,3.5146398674,5.1111111111,14.4349665667,1.0000000000,0.6256000000,147.0588235294
558,46,54,11,46,46,0,0,6,320,1414,46,46,0.0268164729,3.4878233945,4.1818181818,14.0871336685,1.0000000000,0.6240000000,147.4358974359
559,46,54,11,46,46,0,0,6,320,1414,46,46,0.0268144659,3.4610089286,4.1818181818,14.0871360179,1.0000000000,0.6240000000,147.4358974359
560,46,54,10,46,46,0,0,6,321,1416,46,46,0.0269108396,3.4340980890,4.6000000000,14.2610510762,1.0000000000,0.6248000000,147.2471190781
561,45,55,10,45,45,0,0,6,320,1408,45,45,0.0266467373,3.4074513516,4.5000000000,14.2223997088,1.0000000000,0.6160000000,146.1038961039
