Round,Alive,Dead,CH_Count,Generated,Delivered,Lost,Unclustered,Was_Setup_Round,Control_TX,Control_RX,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Cluster_Size,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps,Backup_Promotions,Backup_Rejected
1,100,0,12,100,100,0,0,1,111,1364,100,100,0.0367707784,49.9469642216,8.3333333333,15.0401601973,1.0000000000,0.8888000000,225.0225022502,0,0
2,100,0,12,100,100,0,0,0,0,0,100,100,0.0207080370,49.9262561846,8.3333333333,15.0401601973,1.0000000000,0.8000000000,250.0000000000,0,0
3,100,0,12,100,100,0,0,0,0,0,100,100,0.0207080370,49.9055481476,8.3333333333,15.0401601973,1.0000000000,0.8000000000,250.0000000000,0,0
4,100,0,12,100,100,0,0,0,0,0,100,100,0.0207080370,49.8848401106,8.3333333333,15.0401601973,1.0000000000,0.8000000000,250.0000000000,0,0
5,100,0,12,100,100,0,0,0,0,0,100,100,0.0207080370,49.8641320736,8.3333333333,15.0401601973,1.0000000000,0.8000000000,250.0000000000,0,0
6,100,0,6,100,100,0,0,1,106,782,100,100,0.0310884436,49.8330436301,16.6666666667,15.5201927903,1.0000000000,0.8848000000,226.0397830018,0,0
7,100,0,6,100,100,0,0,0,0,0,100,100,0.0214846805,49.8115589495,16.6666666667,15.5201927903,1.0000000000,0.8000000000,250.0000000000,0,0
8,100,0,6,100,100,0,0,0,0,0,100,100,0.0214846805,49.7900742690,16.6666666667,15.5201927903,1.0000000000,0.8000000000,250.0000000000,0,0
9,100,0,6,100,100,0,0,0,0,0,100,100,0.0214846805,49.7685895884,16.6666666667,15.5201927903,1.0000000000,0.8000000000,250.0000000000,0,0
10,100,0,6,100,100,0,0,0,0,0,100,100,0.0214846805,49.7471049079,16.6666666667,15.5201927903,1.0000000000,0.8000000000,250.0000000000,0,0
11,100,0,5,100,100,0,0,1,105,685,100,100,0.0302239073,49.7168810006,20.0000000000,15.6001777270,1.0000000000,0.8840000000,226.2443438914,0,0
12,100,0,5,100,100,0,0,0,0,0,100,100,0.0216831928,49.6951978078,20.0000000000,15.6001777270,1.0000000000,0.8000000000,250.0000000000,0,0
13,100,0,5,100,100,0,0,0,0,0,100,100,0.0216831928,49.6735146150,20.0000000000,15.6001777270,1.0000000000,0.8000000000,250.0000000000,0,0
14,100,0,5,100,100,0,0,0,0,0,100,100,0.0216831928,49.6518314223,20.0000000000,15.6001777270,1.0000000000,0.8000000000,250.0000000000,0,0
15,100,0,5,100,100,0,0,0,0,0,100,100,0.0216831928,49.6301482295,20.0000000000,15.6001777270,1.0000000000,0.8000000000,250.0000000000,0,0
16,100,0,9,100,100,0,0,1,109,1073,100,100,0.0346479141,49.5955003154,11.1111111111,15.2801822357,1.0000000000,0.8872000000,225.4283137962,0,0
17,100,0,9,100,100,0,0,0,0,0,100,100,0.0217388004,49.5737615150,11.1111111111,15.2801822357,1.0000000000,0.8000000000,250.0000000000,0,0
18,100,0,9,100,100,0,0,0,0,0,100,100,0.0217388004,49.5520227146,11.1111111111,15.2801822357,1.0000000000,0.8000000000,250.0000000000,0,0
19,100,0,9,100,100,0,0,0,0,0,100,100,0.0217388004,49.5302839142,11.1111111111,15.2801822357,1.0000000000,0.8000000000,250.0000000000,0,0
20,100,0,9,100,100,0,0,0,0,0,100,100,0.0217388004,49.5085451138,11.1111111111,15.2801822357,1.0000000000,0.8000000000,250.0000000000,0,0
21,100,0,5,100,100,0,0,1,105,685,100,100,0.0305781765,49.4779669373,20.0000000000,15.6001913004,1.0000000000,0.8840000000,226.2443438914,0,0
22,100,0,5,100,100,0,0,0,0,0,100,100,0.0220064835,49.4559604538,20.0000000000,15.6001913004,1.0000000000,0.8000000000,250.0000000000,0,0
23,100,0,5,100,100,0,0,0,0,0,100,100,0.0220064835,49.4339539704,20.0000000000,15.6001913004,1.0000000000,0.8000000000,250.0000000000,0,0
24,100,0,5,100,100,0,0,0,0,0,100,100,0.0220064835,49.4119474869,20.0000000000,15.6001913004,1.0000000000,0.8000000000,250.0000000000,0,0
25,100,0,5,100,100,0,0,0,0,0,100,100,0.0220064835,49.3899410035,20.0000000000,15.6001913004,1.0000000000,0.8000000000,250.0000000000,0,0
26,100,0,5,100,100,0,0,1,105,685,100,100,0.0306110350,49.3593299685,20.0000000000,15.6001899465,1.0000000000,0.8840000000,226.2443438914,0,0
27,100,0,5,100,100,0,0,0,0,0,100,100,0.0220316600,49.3372983085,20.0000000000,15.6001899465,1.0000000000,0.8000000000,250.0000000000,0,0
28,100,0,5,100,100,0,0,0,0,0,100,100,0.0220316600,49.3152666485,20.0000000000,15.6001899465,1.0000000000,0.8000000000,250.0000000000,0,0
29,100,0,5,100,100,0,0,0,0,0,100,100,0.0220316600,49.2932349886,20.0000000000,15.6001899465,1.0000000000,0.8000000000,250.0000000000,0,0
30,100,0,5,100,100,0,0,0,0,0,100,100,0.0220316600,49.2712033286,20.0000000000,15.6001899465,1.0000000000,0.8000000000,250.0000000000,0,0
31,100,0,8,100,100,0,0,1,108,976,100,100,0.0332166351,49.2379866935,12.5000000000,15.3601592461,1.0000000000,0.8864000000,225.6317689531,0,0
32,100,0,8,100,100,0,0,0,0,0,100,100,0.0214249571,49.2165617364,12.5000000000,15.3601592461,1.0000000000,0.8000000000,250.0000000000,0,0
33,100,0,8,100,100,0,0,0,0,0,100,100,0.0214249571,49.1951367793,12.5000000000,15.3601592461,1.0000000000,0.8000000000,250.0000000000,0,0
34,100,0,8,100,100,0,0,0,0,0,100,100,0.0214249571,49.1737118223,12.5000000000,15.3601592461,1.0000000000,0.8000000000,250.0000000000,0,0
35,100,0,8,100,100,0,0,0,0,0,100,100,0.0214249571,49.1522868652,12.5000000000,15.3601592461,1.0000000000,0.8000000000,250.0000000000,0,0
36,100,0,9,100,100,0,0,1,109,1073,100,100,0.0340389986,49.1182478666,11.1111111111,15.2801723110,1.0000000000,0.8872000000,225.4283137962,0,0
37,100,0,9,100,100,0,0,0,0,0,100,100,0.0211868275,49.0970610391,11.1111111111,15.2801723110,1.0000000000,0.8000000000,250.0000000000,0,0
38,100,0,9,100,100,0,0,0,0,0,100,100,0.0211868275,49.0758742116,11.1111111111,15.2801723110,1.0000000000,0.8000000000,250.0000000000,0,0
39,100,0,9,100,100,0,0,0,0,0,100,100,0.0211868275,49.0546873840,11.1111111111,15.2801723110,1.0000000000,0.8000000000,250.0000000000,0,0
40,100,0,9,100,100,0,0,0,0,0,100,100,0.0211868275,49.0335005565,11.1111111111,15.2801723110,1.0000000000,0.8000000000,250.0000000000,0,0
41,100,0,4,100,100,0,0,1,104,588,100,100,0.0303224412,49.0031781152,25.0000000000,15.6802114576,1.0000000000,0.8832000000,226.4492753623,0,0
42,100,0,4,100,100,0,0,0,0,0,100,100,0.0227626111,48.9804155041,25.0000000000,15.6802114576,1.0000000000,0.8000000000,250.0000000000,0,0
43,100,0,4,100,100,0,0,0,0,0,100,100,0.0227626111,48.9576528930,25.0000000000,15.6802114576,1.0000000000,0.8000000000,250.0000000000,0,0
44,100,0,4,100,100,0,0,0,0,0,100,100,0.0227626111,48.9348902819,25.0000000000,15.6802114576,1.0000000000,0.8000000000,250.0000000000,0,0
45,100,0,4,100,100,0,0,0,0,0,100,100,0.0227626111,48.9121276708,25.0000000000,15.6802114576,1.0000000000,0.8000000000,250.0000000000,0,0
46,100,0,7,100,100,0,0,1,107,879,100,100,0.0327752563,48.8793524145,14.2857142857,15.4401870610,1.0000000000,0.8856000000,225.8355916893,0,0
47,100,0,7,100,100,0,0,0,0,0,100,100,0.0220133701,48.8573390444,14.2857142857,15.4401870610,1.0000000000,0.8000000000,250.0000000000,0,0
48,100,0,7,100,100,0,0,0,0,0,100,100,0.0220133701,48.8353256744,14.2857142857,15.4401870610,1.0000000000,0.8000000000,250.0000000000,0,0
49,100,0,7,100,100,0,0,0,0,0,100,100,0.0220133701,48.8133123043,14.2857142857,15.4401870610,1.0000000000,0.8000000000,250.0000000000,0,0
50,100,0,7,100,100,0,0,0,0,0,100,100,0.0220133701,48.7912989342,14.2857142857,15.4401870610,1.0000000000,0.8000000000,250.0000000000,0,0
51,100,0,7,100,100,0,0,1,107,879,100,100,0.0319040789,48.7593948553,14.2857142857,15.4401578252,1.0000000000,0.8856000000,225.8355916893,0,0
52,100,0,7,100,100,0,0,0,0,0,100,100,0.0212282335,48.7381666218,14.2857142857,15.4401578252,1.0000000000,0.8000000000,250.0000000000,0,0
53,100,0,7,100,100,0,0,0,0,0,100,100,0.0212282335,48.7169383882,14.2857142857,15.4401578252,1.0000000000,0.8000000000,250.0000000000,0,0
54,100,0,7,100,100,0,0,0,0,0,100,100,0.0212282335,48.6957101547,14.2857142857,15.4401578252,1.0000000000,0.8000000000,250.0000000000,0,0
55,100,0,7,100,100,0,0,0,0,0,100,100,0.0212282335,48.6744819212,14.2857142857,15.4401578252,1.0000000000,0.8000000000,250.0000000000,0,0
56,100,0,6,100,100,0,0,1,106,782,100,100,0.0320355511,48.6424463700,16.6666666667,15.5201947230,1.0000000000,0.8848000000,226.0397830018,0,0
57,100,0,6,100,100,0,0,0,0,0,100,100,0.0223264779,48.6201198921,16.6666666667,15.5201947230,1.0000000000,0.8000000000,250.0000000000,0,0
58,100,0,6,100,100,0,0,0,0,0,100,100,0.0223264779,48.5977934142,16.6666666667,15.5201947230,1.0000000000,0.8000000000,250.0000000000,0,0
59,100,0,6,100,100,0,0,0,0,0,100,100,0.0223264779,48.5754669363,16.6666666667,15.5201947230,1.0000000000,0.8000000000,250.0000000000,0,0
60,100,0,6,100,100,0,0,0,0,0,100,100,0.0223264779,48.5531404584,16.6666666667,15.5201947230,1.0000000000,0.8000000000,250.0000000000,0,0
61,100,0,4,100,100,0,0,1,104,588,100,100,0.0298024930,48.5233379654,25.0000000000,15.6801931737,1.0000000000,0.8832000000,226.4492753623,0,0
62,100,0,4,100,100,0,0,0,0,0,100,100,0.0222890592,48.5010489062,25.0000000000,15.6801931737,1.0000000000,0.8000000000,250.0000000000,0,0
63,100,0,4,100,100,0,0,0,0,0,100,100,0.0222890592,48.4787598470,25.0000000000,15.6801931737,1.0000000000,0.8000000000,250.0000000000,0,0
64,100,0,4,100,100,0,0,0,0,0,100,100,0.0222890592,48.4564707878,25.0000000000,15.6801931737,1.0000000000,0.8000000000,250.0000000000,0,0
65,100,0,4,100,100,0,0,0,0,0,100,100,0.0222890592,48.4341817287,25.0000000000,15.6801931737,1.0000000000,0.8000000000,250.0000000000,0,0
66,100,0,1,100,100,0,0,1,101,297,100,100,0.0293135707,48.4048681580,100.0000000000,15.9201979448,1.0000000000,0.8808000000,227.0663033606,0,0
67,100,0,1,100,100,0,0,0,0,0,100,100,0.0248262718,48.3800418861,100.0000000000,15.9201979448,1.0000000000,0.8000000000,250.0000000000,0,0
68,100,0,1,100,100,0,0,0,0,0,100,100,0.0248262718,48.3552156143,100.0000000000,15.9201979448,1.0000000000,0.8000000000,250.0000000000,0,0
69,100,0,1,100,100,0,0,0,0,0,100,100,0.0248262718,48.3303893425,100.0000000000,15.9201979448,1.0000000000,0.8000000000,250.0000000000,0,0
70,100,0,1,100,100,0,0,0,0,0,100,100,0.0248262718,48.3055630707,100.0000000000,15.9201979448,1.0000000000,0.8000000000,250.0000000000,0,0
71,100,0,2,100,100,0,0,1,102,394,100,100,0.0297725386,48.2757905320,50.0000000000,15.8401926306,1.0000000000,0.8816000000,226.8602540835,0,0
72,100,0,2,100,100,0,0,0,0,0,100,100,0.0242459737,48.2515445584,50.0000000000,15.8401926306,1.0000000000,0.8000000000,250.0000000000,0,0
73,100,0,2,100,100,0,0,0,0,0,100,100,0.0242459737,48.2272985847,50.0000000000,15.8401926306,1.0000000000,0.8000000000,250.0000000000,0,0
74,100,0,2,100,100,0,0,0,0,0,100,100,0.0242459737,48.2030526111,50.0000000000,15.8401926306,1.0000000000,0.8000000000,250.0000000000,0,0
75,100,0,2,100,100,0,0,0,0,0,100,100,0.0242459737,48.1788066374,50.0000000000,15.8401926306,1.0000000000,0.8000000000,250.0000000000,0,0
76,100,0,3,100,100,0,0,1,103,491,100,100,0.0301520778,48.1486545596,33.3333333333,15.7602756447,1.0000000000,0.8824000000,226.6545784225,0,0
77,100,0,3,100,100,0,0,0,0,0,100,100,0.0236001947,48.1250543650,33.3333333333,15.7602756447,1.0000000000,0.8000000000,250.0000000000,0,0
78,100,0,3,100,100,0,0,0,0,0,100,100,0.0236001947,48.1014541703,33.3333333333,15.7602756447,1.0000000000,0.8000000000,250.0000000000,0,0
79,100,0,3,100,100,0,0,0,0,0,100,100,0.0236001947,48.0778539757,33.3333333333,15.7602756447,1.0000000000,0.8000000000,250.0000000000,0,0
80,100,0,3,100,100,0,0,0,0,0,100,100,0.0236001947,48.0542537810,33.3333333333,15.7602756447,1.0000000000,0.8000000000,250.0000000000,0,0
81,100,0,1,100,100,0,0,1,101,297,100,100,0.0297089399,48.0245448412,100.0000000000,15.9202213175,1.0000000000,0.8808000000,227.0663033606,0,0
82,100,0,1,100,100,0,0,0,0,0,100,100,0.0251826586,47.9993621825,100.0000000000,15.9202213175,1.0000000000,0.8000000000,250.0000000000,0,0
83,100,0,1,100,100,0,0,0,0,0,100,100,0.0251826586,47.9741795239,100.0000000000,15.9202213175,1.0000000000,0.8000000000,250.0000000000,0,0
84,100,0,1,100,100,0,0,0,0,0,100,100,0.0251826586,47.9489968653,100.0000000000,15.9202213175,1.0000000000,0.8000000000,250.0000000000,0,0
85,100,0,1,100,100,0,0,0,0,0,100,100,0.0251826586,47.9238142066,100.0000000000,15.9202213175,1.0000000000,0.8000000000,250.0000000000,0,0
86,100,0,4,100,100,0,0,1,104,588,100,100,0.0297991903,47.8940150163,25.0000000000,15.6802443878,1.0000000000,0.8832000000,226.4492753623,0,0
87,100,0,4,100,100,0,0,0,0,0,100,100,0.0222967900,47.8717182264,25.0000000000,15.6802443878,1.0000000000,0.8000000000,250.0000000000,0,0
88,100,0,4,100,100,0,0,0,0,0,100,100,0.0222967900,47.8494214364,25.0000000000,15.6802443878,1.0000000000,0.8000000000,250.0000000000,0,0
