Node,Death_Round
0,1971
1,1981
2,1941
3,1941
4,1896
5,1965
6,1996
7,1996
8,1836
9,1836
10,2001
11,1981
12,1851
13,1836
14,1996
15,1920
16,1926
17,1921
18,2006
19,1956
20,1757
21,1786
22,1846
23,1796
24,1986
25,1956
26,1756
27,1934
28,1941
29,1926
30,1837
31,1870
32,1876
33,1851
34,1946
35,1581
36,1910
37,1951
38,1871
39,1854
40,1466
41,1771
42,1901
43,1936
44,1891
45,1921
46,1831
47,1891
48,1836
49,1971
50,1951
51,1956
52,1566
53,1776
54,1976
55,1886
56,1741
57,1988
58,1946
59,1956
60,1756
61,1684
62,1751
63,1711
64,1996
65,1885
66,1666
67,1901
68,1916
69,2011
70,1956
71,1886
72,1941
73,1979
74,1851
75,1966
76,1946
77,1956
78,1936
79,1886
80,1956
81,1946
82,1956
83,1831
84,1896
85,1831
86,1851
87,1998
88,1530
89,1676
90,1856
91,1789
92,1701
93,1994
94,1856
95,1976
96,1831
97,1626
98,1856
99,1893
