Round,Alive,Dead,CH_Count,Generated,Delivered,Lost,Unclustered,Was_Setup_Round,Control_TX,Control_RX,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Cluster_Size,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps,Backup_Promotions,Rejected_Promotions,Routing_Repairs,Partial_Promotions,Emergency_Promotions
476,100,0,11,100,100,0,0,1,111,1267,100,100,0.0389530380,37.5028878734,9.0909090909,8.0000639112,1.0000000000,0.8888000000,225.0225022502,0,0,0,0,0
477,100,0,11,100,100,0,0,0,0,0,100,100,0.0239356840,37.4789521894,9.0909090909,8.0000639112,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
478,100,0,11,100,100,0,0,0,0,0,100,100,0.0239356840,37.4550165053,9.0909090909,8.0000639112,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
479,100,0,11,100,100,0,0,0,0,0,100,100,0.0239356840,37.4310808213,9.0909090909,8.0000639112,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
480,100,0,11,100,100,0,0,0,0,0,100,100,0.0239356840,37.4071451373,9.0909090909,8.0000639112,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
481,100,0,1,100,100,0,0,1,101,297,100,100,0.0354214176,37.3717237196,100.0000000000,8.0001961123,1.0000000000,0.8808000000,227.0663033606,0,0,0,0,0
482,100,0,1,100,100,0,0,0,0,0,100,100,0.0303537892,37.3413699305,100.0000000000,8.0001961123,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
483,100,0,1,100,100,0,0,0,0,0,100,100,0.0303537892,37.3110161413,100.0000000000,8.0001961123,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
484,100,0,1,100,100,0,0,0,0,0,100,100,0.0303537892,37.2806623521,100.0000000000,8.0001961123,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
485,100,0,1,100,100,0,0,0,0,0,100,100,0.0303537892,37.2503085629,100.0000000000,8.0001961123,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
486,100,0,3,100,100,0,0,1,103,491,100,100,0.0313707575,37.2189378053,33.3333333333,8.0001250232,1.0000000000,0.8824000000,226.6545784225,0,0,0,0,0
487,100,0,3,100,100,0,0,0,0,0,100,100,0.0247528631,37.1941849422,33.3333333333,8.0001250232,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
488,100,0,3,100,100,0,0,0,0,0,100,100,0.0247528631,37.1694320791,33.3333333333,8.0001250232,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
489,100,0,3,100,100,0,0,0,0,0,100,100,0.0247528631,37.1446792160,33.3333333333,8.0001250232,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
490,100,0,3,100,100,0,0,0,0,0,100,100,0.0247528631,37.1199263528,33.3333333333,8.0001250232,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
491,100,0,1,100,100,0,0,1,101,297,100,100,0.0316034276,37.0883229252,100.0000000000,8.0001669892,1.0000000000,0.8808000000,227.0663033606,0,0,0,0,0
492,100,0,1,100,100,0,0,0,0,0,100,100,0.0269045265,37.0614183987,100.0000000000,8.0001669892,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
493,100,0,1,100,100,0,0,0,0,0,100,100,0.0269045265,37.0345138723,100.0000000000,8.0001669892,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
494,100,0,1,100,100,0,0,0,0,0,100,100,0.0269045265,37.0076093458,100.0000000000,8.0001669892,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
495,100,0,1,100,100,0,0,0,0,0,100,100,0.0269045265,36.9807048193,100.0000000000,8.0001669892,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
496,100,0,3,100,100,0,0,1,103,491,100,100,0.0306941274,36.9500106919,33.3333333333,8.0001104303,1.0000000000,0.8824000000,226.6545784225,0,0,0,0,0
497,100,0,3,100,100,0,0,0,0,0,100,100,0.0241859257,36.9258247662,33.3333333333,8.0001104303,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
498,100,0,3,100,100,0,0,0,0,0,100,100,0.0241859257,36.9016388405,33.3333333333,8.0001104303,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
499,100,0,3,100,100,0,0,0,0,0,100,100,0.0241859257,36.8774529148,33.3333333333,8.0001104303,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
500,100,0,3,100,100,0,0,0,0,0,100,100,0.0241859257,36.8532669891,33.3333333333,8.0001104303,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
501,100,0,3,100,100,0,0,1,103,491,100,100,0.0304515011,36.8228154880,33.3333333333,8.0001044531,1.0000000000,0.8824000000,226.6545784225,0,0,0,0,0
502,100,0,3,100,100,0,0,0,0,0,100,100,0.0239426233,36.7988728647,33.3333333333,8.0001044531,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
503,100,0,3,100,100,0,0,0,0,0,100,100,0.0239426233,36.7749302414,33.3333333333,8.0001044531,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
504,100,0,3,100,100,0,0,0,0,0,100,100,0.0239426233,36.7509876181,33.3333333333,8.0001044531,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
505,100,0,3,100,100,0,0,0,0,0,100,100,0.0239426233,36.7270449948,33.3333333333,8.0001044531,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
506,100,0,10,100,100,0,0,1,109,1170,100,100,0.0377724668,36.6892725281,10.0000000000,8.0000664139,1.0000000000,0.8872000000,225.4283137962,0,0,0,0,0
507,100,0,10,100,100,0,0,0,0,0,100,100,0.0238146373,36.6654578907,10.0000000000,8.0000664139,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
508,100,0,10,100,100,0,0,0,0,0,100,100,0.0238146373,36.6416432534,10.0000000000,8.0000664139,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
509,100,0,10,100,100,0,0,0,0,0,100,100,0.0238146373,36.6178286160,10.0000000000,8.0000664139,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
510,100,0,10,100,100,0,0,0,0,0,100,100,0.0238146373,36.5940139787,10.0000000000,8.0000664139,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
511,100,0,5,100,100,0,0,1,105,685,100,100,0.0320425771,36.5619714017,20.0000000000,8.0000762287,1.0000000000,0.8840000000,226.2443438914,0,0,0,0,0
512,100,0,5,100,100,0,0,0,0,0,100,100,0.0234753893,36.5384960124,20.0000000000,8.0000762287,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
513,100,0,5,100,100,0,0,0,0,0,100,100,0.0234753893,36.5150206230,20.0000000000,8.0000762287,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
514,100,0,5,100,100,0,0,0,0,0,100,100,0.0234753893,36.4915452337,20.0000000000,8.0000762287,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
515,100,0,5,100,100,0,0,0,0,0,100,100,0.0234753893,36.4680698444,20.0000000000,8.0000762287,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
516,100,0,10,100,100,0,0,1,109,1170,100,100,0.0377775688,36.4302922756,10.0000000000,8.0000599174,1.0000000000,0.8872000000,225.4283137962,0,0,0,0,0
517,100,0,10,100,100,0,0,0,0,0,100,100,0.0238510922,36.4064411834,10.0000000000,8.0000599174,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
518,100,0,10,100,100,0,0,0,0,0,100,100,0.0238510922,36.3825900912,10.0000000000,8.0000599174,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
519,100,0,10,100,100,0,0,0,0,0,100,100,0.0238510922,36.3587389990,10.0000000000,8.0000599174,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
520,100,0,10,100,100,0,0,0,0,0,100,100,0.0238510922,36.3348879068,10.0000000000,8.0000599174,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
521,100,0,3,100,100,0,0,1,103,491,100,100,0.0315440087,36.3033438980,33.3333333333,8.0001168463,1.0000000000,0.8824000000,226.6545784225,0,0,0,0,0
522,100,0,3,100,100,0,0,0,0,0,100,100,0.0249515768,36.2783923212,33.3333333333,8.0001168463,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
523,100,0,3,100,100,0,0,0,0,0,100,100,0.0249515768,36.2534407444,33.3333333333,8.0001168463,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
524,100,0,3,100,100,0,0,0,0,0,100,100,0.0249515768,36.2284891676,33.3333333333,8.0001168463,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
525,100,0,3,100,100,0,0,0,0,0,100,100,0.0249515768,36.2035375908,33.3333333333,8.0001168463,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
526,100,0,8,100,100,0,0,1,108,976,100,100,0.0352751999,36.1682623909,12.5000000000,8.0000639790,1.0000000000,0.8864000000,225.6317689531,0,0,0,0,0
527,100,0,8,100,100,0,0,0,0,0,100,100,0.0234871077,36.1447752831,12.5000000000,8.0000639790,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
528,100,0,8,100,100,0,0,0,0,0,100,100,0.0234871077,36.1212881754,12.5000000000,8.0000639790,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
529,100,0,8,100,100,0,0,0,0,0,100,100,0.0234871077,36.0978010676,12.5000000000,8.0000639790,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
530,100,0,8,100,100,0,0,0,0,0,100,100,0.0234871077,36.0743139599,12.5000000000,8.0000639790,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
531,100,0,6,100,100,0,0,1,106,782,100,100,0.0333303247,36.0409836352,16.6666666667,8.0000859667,1.0000000000,0.8848000000,226.0397830018,0,0,0,0,0
532,100,0,6,100,100,0,0,0,0,0,100,100,0.0236141893,36.0173694459,16.6666666667,8.0000859667,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
533,100,0,6,100,100,0,0,0,0,0,100,100,0.0236141893,35.9937552566,16.6666666667,8.0000859667,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
534,100,0,6,100,100,0,0,0,0,0,100,100,0.0236141893,35.9701410674,16.6666666667,8.0000859667,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
535,100,0,6,100,100,0,0,0,0,0,100,100,0.0236141893,35.9465268781,16.6666666667,8.0000859667,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
536,100,0,3,100,100,0,0,1,103,491,100,100,0.0299197636,35.9166071145,33.3333333333,8.0000913655,1.0000000000,0.8824000000,226.6545784225,0,0,0,0,0
537,100,0,3,100,100,0,0,0,0,0,100,100,0.0234875119,35.8931196026,33.3333333333,8.0000913655,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
538,100,0,3,100,100,0,0,0,0,0,100,100,0.0234875119,35.8696320907,33.3333333333,8.0000913655,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
539,100,0,3,100,100,0,0,0,0,0,100,100,0.0234875119,35.8461445788,33.3333333333,8.0000913655,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
540,100,0,3,100,100,0,0,0,0,0,100,100,0.0234875119,35.8226570669,33.3333333333,8.0000913655,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
541,100,0,6,100,100,0,0,1,106,782,100,100,0.0334010058,35.7892560610,16.6666666667,8.0000828224,1.0000000000,0.8848000000,226.0397830018,0,0,0,0,0
542,100,0,6,100,100,0,0,0,0,0,100,100,0.0237270455,35.7655290155,16.6666666667,8.0000828224,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
543,100,0,6,100,100,0,0,0,0,0,100,100,0.0237270455,35.7418019700,16.6666666667,8.0000828224,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
544,100,0,6,100,100,0,0,0,0,0,100,100,0.0237270455,35.7180749246,16.6666666667,8.0000828224,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
545,100,0,6,100,100,0,0,0,0,0,100,100,0.0237270455,35.6943478791,16.6666666667,8.0000828224,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
546,100,0,3,100,100,0,0,1,103,491,100,100,0.0305207692,35.6638271099,33.3333333333,8.0001050938,1.0000000000,0.8824000000,226.6545784225,0,0,0,0,0
547,100,0,3,100,100,0,0,0,0,0,100,100,0.0240045720,35.6398225379,33.3333333333,8.0001050938,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
548,100,0,3,100,100,0,0,0,0,0,100,100,0.0240045720,35.6158179659,33.3333333333,8.0001050938,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
549,100,0,3,100,100,0,0,0,0,0,100,100,0.0240045720,35.5918133940,33.3333333333,8.0001050938,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
550,100,0,3,100,100,0,0,0,0,0,100,100,0.0240045720,35.5678088220,33.3333333333,8.0001050938,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
551,100,0,8,100,100,0,0,1,108,976,100,100,0.0358594500,35.5319493719,12.5000000000,8.0000708902,1.0000000000,0.8864000000,225.6317689531,0,0,0,0,0
552,100,0,8,100,100,0,0,0,0,0,100,100,0.0240497178,35.5078996541,12.5000000000,8.0000708902,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
553,100,0,8,100,100,0,0,0,0,0,100,100,0.0240497178,35.4838499363,12.5000000000,8.0000708902,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
554,100,0,8,100,100,0,0,0,0,0,100,100,0.0240497178,35.4598002185,12.5000000000,8.0000708902,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
555,100,0,8,100,100,0,0,0,0,0,100,100,0.0240497178,35.4357505007,12.5000000000,8.0000708902,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
556,100,0,5,100,100,0,0,1,105,685,100,100,0.0316562904,35.4040942103,20.0000000000,8.0000742453,1.0000000000,0.8840000000,226.2443438914,0,0,0,0,0
557,100,0,5,100,100,0,0,0,0,0,100,100,0.0231127575,35.3809814528,20.0000000000,8.0000742453,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
558,100,0,5,100,100,0,0,0,0,0,100,100,0.0231127575,35.3578686953,20.0000000000,8.0000742453,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
559,100,0,5,100,100,0,0,0,0,0,100,100,0.0231127575,35.3347559378,20.0000000000,8.0000742453,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
560,100,0,5,100,100,0,0,0,0,0,100,100,0.0231127575,35.3116431804,20.0000000000,8.0000742453,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
561,100,0,5,100,100,0,0,1,105,685,100,100,0.0324429257,35.2792002547,20.0000000000,8.0000875136,1.0000000000,0.8840000000,226.2443438914,0,0,0,0,0
562,100,0,5,100,100,0,0,0,0,0,100,100,0.0238084284,35.2553918262,20.0000000000,8.0000875136,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
563,100,0,5,100,100,0,0,0,0,0,100,100,0.0238084284,35.2315833978,20.0000000000,8.0000875136,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
564,100,0,5,100,100,0,0,0,0,0,100,100,0.0238084284,35.2077749694,20.0000000000,8.0000875136,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
565,100,0,5,100,100,0,0,0,0,0,100,100,0.0238084284,35.1839665410,20.0000000000,8.0000875136,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
566,100,0,5,100,100,0,0,1,105,685,100,100,0.0321287634,35.1518377776,20.0000000000,8.0000880914,1.0000000000,0.8840000000,226.2443438914,0,0,0,0,0
567,100,0,5,100,100,0,0,0,0,0,100,100,0.0235331799,35.1283045976,20.0000000000,8.0000880914,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
568,100,0,5,100,100,0,0,0,0,0,100,100,0.0235331799,35.1047714177,20.0000000000,8.0000880914,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
569,100,0,5,100,100,0,0,0,0,0,100,100,0.0235331799,35.0812382378,20.0000000000,8.0000880914,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
570,100,0,5,100,100,0,0,0,0,0,100,100,0.0235331799,35.0577050578,20.0000000000,8.0000880914,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
571,100,0,6,100,100,0,0,1,106,782,100,100,0.0333113148,35.0243937430,16.6666666667,8.0000816380,1.0000000000,0.8848000000,226.0397830018,0,0,0,0,0
572,100,0,6,100,100,0,0,0,0,0,100,100,0.0236265463,35.0007671967,16.6666666667,8.0000816380,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
573,100,0,6,100,100,0,0,0,0,0,100,100,0.0236265463,34.9771406505,16.6666666667,8.0000816380,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
574,100,0,6,100,100,0,0,0,0,0,100,100,0.0236265463,34.9535141042,16.6666666667,8.0000816380,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
575,100,0,6,100,100,0,0,0,0,0,100,100,0.0236265463,34.9298875579,16.6666666667,8.0000816380,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
576,100,0,3,100,100,0,0,1,103,491,100,100,0.0304458445,34.8994417134,33.3333333333,8.0001047324,1.0000000000,0.8824000000,226.6545784225,0,0,0,0,0
577,100,0,3,100,100,0,0,0,0,0,100,100,0.0239351795,34.8755065339,33.3333333333,8.0001047324,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
578,100,0,3,100,100,0,0,0,0,0,100,100,0.0239351795,34.8515713544,33.3333333333,8.0001047324,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
579,100,0,3,100,100,0,0,0,0,0,100,100,0.0239351795,34.8276361749,33.3333333333,8.0001047324,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
580,100,0,3,100,100,0,0,0,0,0,100,100,0.0239351795,34.8037009954,33.3333333333,8.0001047324,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
581,100,0,6,100,100,0,0,1,106,782,100,100,0.0337960819,34.7699049134,16.6666666667,8.0000881716,1.0000000000,0.8848000000,226.0397830018,0,0,0,0,0
582,100,0,6,100,100,0,0,0,0,0,100,100,0.0240838183,34.7458210952,16.6666666667,8.0000881716,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
583,100,0,6,100,100,0,0,0,0,0,100,100,0.0240838183,34.7217372769,16.6666666667,8.0000881716,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
584,100,0,6,100,100,0,0,0,0,0,100,100,0.0240838183,34.6976534586,16.6666666667,8.0000881716,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
585,100,0,6,100,100,0,0,0,0,0,100,100,0.0240838183,34.6735696404,16.6666666667,8.0000881716,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
586,100,0,2,100,100,0,0,1,102,394,100,100,0.0298107545,34.6437588859,50.0000000000,8.0001188404,1.0000000000,0.8816000000,226.8602540835,0,0,0,0,0
587,100,0,2,100,100,0,0,0,0,0,100,100,0.0243479564,34.6194109295,50.0000000000,8.0001188404,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
588,100,0,2,100,100,0,0,0,0,0,100,100,0.0243479564,34.5950629730,50.0000000000,8.0001188404,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
589,100,0,2,100,100,0,0,0,0,0,100,100,0.0243479564,34.5707150166,50.0000000000,8.0001188404,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
590,100,0,2,100,100,0,0,0,0,0,100,100,0.0243479564,34.5463670602,50.0000000000,8.0001188404,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
591,100,0,2,100,100,0,0,1,102,394,100,100,0.0348020576,34.5115650027,50.0000000000,8.0001871163,1.0000000000,0.8816000000,226.8602540835,0,0,0,0,0
592,100,0,2,100,100,0,0,0,0,0,100,100,0.0288273189,34.4827376837,50.0000000000,8.0001871163,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
593,100,0,2,100,100,0,0,0,0,0,100,100,0.0288273189,34.4539103648,50.0000000000,8.0001871163,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
594,100,0,2,100,100,0,0,0,0,0,100,100,0.0288273189,34.4250830458,50.0000000000,8.0001871163,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
595,100,0,2,100,100,0,0,0,0,0,100,100,0.0288273189,34.3962557269,50.0000000000,8.0001871163,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
596,100,0,1,100,100,0,0,1,101,297,100,100,0.0296112512,34.3666444757,100.0000000000,8.0001418699,1.0000000000,0.8808000000,227.0663033606,0,0,0,0,0
597,100,0,1,100,100,0,0,0,0,0,100,100,0.0250954110,34.3415490648,100.0000000000,8.0001418699,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
598,100,0,1,100,100,0,0,0,0,0,100,100,0.0250954110,34.3164536538,100.0000000000,8.0001418699,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
599,100,0,1,100,100,0,0,0,0,0,100,100,0.0250954110,34.2913582429,100.0000000000,8.0001418699,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
600,100,0,1,100,100,0,0,0,0,0,100,100,0.0250954110,34.2662628319,100.0000000000,8.0001418699,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
601,100,0,5,100,100,0,0,1,105,685,100,100,0.0322666061,34.2339962258,20.0000000000,8.0000798198,1.0000000000,0.8840000000,226.2443438914,0,0,0,0,0
602,100,0,5,100,100,0,0,0,0,0,100,100,0.0236867584,34.2103094674,20.0000000000,8.0000798198,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
603,100,0,5,100,100,0,0,0,0,0,100,100,0.0236867584,34.1866227089,20.0000000000,8.0000798198,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
604,100,0,5,100,100,0,0,0,0,0,100,100,0.0236867584,34.1629359505,20.0000000000,8.0000798198,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
605,100,0,5,100,100,0,0,0,0,0,100,100,0.0236867584,34.1392491921,20.0000000000,8.0000798198,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
606,100,0,7,100,100,0,0,1,107,879,100,100,0.0337107803,34.1055384118,14.2857142857,8.0000637990,1.0000000000,0.8856000000,225.8355916893,0,0,0,0,0
607,100,0,7,100,100,0,0,0,0,0,100,100,0.0230324315,34.0825059803,14.2857142857,8.0000637990,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
608,100,0,7,100,100,0,0,0,0,0,100,100,0.0230324315,34.0594735488,14.2857142857,8.0000637990,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
609,100,0,7,100,100,0,0,0,0,0,100,100,0.0230324315,34.0364411173,14.2857142857,8.0000637990,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
610,100,0,7,100,100,0,0,0,0,0,100,100,0.0230324315,34.0134086858,14.2857142857,8.0000637990,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
611,100,0,6,100,100,0,0,1,106,782,100,100,0.0336197793,33.9797889065,16.6666666667,8.0000871675,1.0000000000,0.8848000000,226.0397830018,0,0,0,0,0
612,100,0,6,100,100,0,0,0,0,0,100,100,0.0239206297,33.9558682767,16.6666666667,8.0000871675,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
613,100,0,6,100,100,0,0,0,0,0,100,100,0.0239206297,33.9319476470,16.6666666667,8.0000871675,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
614,100,0,6,100,100,0,0,0,0,0,100,100,0.0239206297,33.9080270172,16.6666666667,8.0000871675,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
615,100,0,6,100,100,0,0,0,0,0,100,100,0.0239206297,33.8841063875,16.6666666667,8.0000871675,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
616,100,0,7,100,100,0,0,1,107,879,100,100,0.0337458064,33.8503605811,14.2857142857,8.0000659016,1.0000000000,0.8856000000,225.8355916893,0,0,0,0,0
617,100,0,7,100,100,0,0,0,0,0,100,100,0.0230608456,33.8272997355,14.2857142857,8.0000659016,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
618,100,0,7,100,100,0,0,0,0,0,100,100,0.0230608456,33.8042388900,14.2857142857,8.0000659016,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
619,100,0,7,100,100,0,0,0,0,0,100,100,0.0230608456,33.7811780444,14.2857142857,8.0000659016,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
620,100,0,7,100,100,0,0,0,0,0,100,100,0.0230608456,33.7581171989,14.2857142857,8.0000659016,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
621,100,0,1,100,100,0,0,1,101,297,100,100,0.0302017213,33.7279154776,100.0000000000,8.0001486263,1.0000000000,0.8808000000,227.0663033606,0,0,0,0,0
622,100,0,1,100,100,0,0,0,0,0,100,100,0.0256320734,33.7022834041,100.0000000000,8.0001486263,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
623,100,0,1,100,100,0,0,0,0,0,100,100,0.0256320734,33.6766513307,100.0000000000,8.0001486263,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
624,100,0,1,100,100,0,0,0,0,0,100,100,0.0256320734,33.6510192572,100.0000000000,8.0001486263,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
625,100,0,1,100,100,0,0,0,0,0,100,100,0.0256320734,33.6253871838,100.0000000000,8.0001486263,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
626,100,0,5,100,100,0,0,1,105,685,100,100,0.0331738821,33.5922133017,20.0000000000,8.0000916190,1.0000000000,0.8840000000,226.2443438914,0,0,0,0,0
627,100,0,5,100,100,0,0,0,0,0,100,100,0.0245233774,33.5676899243,20.0000000000,8.0000916190,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
628,100,0,5,100,100,0,0,0,0,0,100,100,0.0245233774,33.5431665469,20.0000000000,8.0000916190,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
629,100,0,5,100,100,0,0,0,0,0,100,100,0.0245233774,33.5186431695,20.0000000000,8.0000916190,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
630,100,0,5,100,100,0,0,0,0,0,100,100,0.0245233774,33.4941197920,20.0000000000,8.0000916190,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
631,100,0,1,100,100,0,0,1,101,297,100,100,0.0320904216,33.4620293705,100.0000000000,8.0001736389,1.0000000000,0.8808000000,227.0663033606,0,0,0,0,0
632,100,0,1,100,100,0,0,0,0,0,100,100,0.0273470567,33.4346823138,100.0000000000,8.0001736389,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
633,100,0,1,100,100,0,0,0,0,0,100,100,0.0273470567,33.4073352571,100.0000000000,8.0001736389,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
634,100,0,1,100,100,0,0,0,0,0,100,100,0.0273470567,33.3799882005,100.0000000000,8.0001736389,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
635,100,0,1,100,100,0,0,0,0,0,100,100,0.0273470567,33.3526411438,100.0000000000,8.0001736389,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
636,100,0,6,100,100,0,0,1,106,782,100,100,0.0326152100,33.3200259338,16.6666666667,8.0000673582,1.0000000000,0.8848000000,226.0397830018,0,0,0,0,0
637,100,0,6,100,100,0,0,0,0,0,100,100,0.0230002387,33.2970256951,16.6666666667,8.0000673582,1.0000000000,0.8000000000,250.0000000000,0,0,0,0,0
