Round,Alive,Dead,CH_Count,Generated,Delivered,Lost,Unclustered,Was_Setup_Round,Control_TX,Control_RX,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Cluster_Size,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps,Backup_Promotions,Backup_Rejected
1,100,0,6,100,100,0,0,1,106,782,100,100,0.0334255211,49.9489694789,16.6666666667,15.5202182280,1.0000000000,0.8848000000,226.0397830018,0,0
2,100,0,6,100,100,0,0,0,0,0,100,100,0.0235952403,49.9253742387,16.6666666667,15.5202182280,1.0000000000,0.8000000000,250.0000000000,0,0
3,100,0,6,100,100,0,0,0,0,0,100,100,0.0235952403,49.9017789984,16.6666666667,15.5202182280,1.0000000000,0.8000000000,250.0000000000,0,0
4,100,0,6,100,100,0,0,0,0,0,100,100,0.0235952403,49.8781837582,16.6666666667,15.5202182280,1.0000000000,0.8000000000,250.0000000000,0,0
5,100,0,6,100,100,0,0,0,0,0,100,100,0.0235952403,49.8545885179,16.6666666667,15.5202182280,1.0000000000,0.8000000000,250.0000000000,0,0
6,100,0,10,100,100,0,0,1,110,1170,100,100,0.0347025814,49.8198859366,10.0000000000,15.2001551977,1.0000000000,0.8880000000,225.2252252252,0,0
7,100,0,10,100,100,0,0,0,0,0,100,100,0.0207921321,49.7990938044,10.0000000000,15.2001551977,1.0000000000,0.8000000000,250.0000000000,0,0
8,100,0,10,100,100,0,0,0,0,0,100,100,0.0207921321,49.7783016723,10.0000000000,15.2001551977,1.0000000000,0.8000000000,250.0000000000,0,0
9,100,0,10,100,100,0,0,0,0,0,100,100,0.0207921321,49.7575095402,10.0000000000,15.2001551977,1.0000000000,0.8000000000,250.0000000000,0,0
10,100,0,10,100,100,0,0,0,0,0,100,100,0.0207921321,49.7367174081,10.0000000000,15.2001551977,1.0000000000,0.8000000000,250.0000000000,0,0
