Round,Alive,Dead,CH_Count,Generated,Delivered,Lost,Unclustered,Control_TX,Control_RX,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Cluster_Size,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps
69,100,0,9,100,100,0,0,109,1073,100,100,0.0550938559,47.4190301981,11.1111111111,15.2805816979,1.0000000000,0.8872000000,225.4283137962
70,100,0,1,100,100,0,0,101,297,100,100,0.0356030968,47.3834271013,100.0000000000,15.9205750875,1.0000000000,0.8808000000,227.0663033606
71,100,0,1,100,100,0,0,101,297,100,100,0.0308228432,47.3526042582,100.0000000000,15.9205922378,1.0000000000,0.8808000000,227.0663033606
72,100,0,1,100,100,0,0,101,297,100,100,0.0335480708,47.3190561873,100.0000000000,15.9205544990,1.0000000000,0.8808000000,227.0663033606
73,100,0,1,100,100,0,0,101,297,100,100,0.0302893698,47.2887668175,100.0000000000,15.9206380434,1.0000000000,0.8808000000,227.0663033606
74,100,0,3,100,100,0,0,103,491,100,100,0.0402185055,47.2485483120,33.3333333333,15.7606891833,1.0000000000,0.8824000000,226.6545784225
75,100,0,1,100,100,0,0,101,297,100,100,0.0325579170,47.2159903951,100.0000000000,15.9205634182,1.0000000000,0.8808000000,227.0663033606
76,100,0,1,100,100,0,0,101,297,100,100,0.0376476260,47.1783427690,100.0000000000,15.9206097504,1.0000000000,0.8808000000,227.0663033606
77,100,0,1,100,100,0,0,101,297,100,100,0.0303523455,47.1479904235,100.0000000000,15.9206217044,1.0000000000,0.8808000000,227.0663033606
78,100,0,2,100,100,0,0,102,394,100,100,0.0374162843,47.1105741391,50.0000000000,15.8406797529,1.0000000000,0.8816000000,226.8602540835
79,100,0,2,100,100,0,0,102,394,100,100,0.0408181264,47.0697560128,50.0000000000,15.8408177476,1.0000000000,0.8816000000,226.8602540835
80,100,0,2,100,100,0,0,102,394,100,100,0.0328465477,47.0369094651,50.0000000000,15.8406153343,1.0000000000,0.8816000000,226.8602540835
81,100,0,1,100,100,0,0,101,297,100,100,0.0314159533,47.0054935118,100.0000000000,15.9206057971,1.0000000000,0.8808000000,227.0663033606
82,100,0,1,100,100,0,0,101,297,100,100,0.0370895643,46.9684039475,100.0000000000,15.9207106889,1.0000000000,0.8808000000,227.0663033606
83,100,0,1,100,100,0,0,101,297,100,100,0.0303523455,46.9380516020,100.0000000000,15.9206217044,1.0000000000,0.8808000000,227.0663033606
84,100,0,1,100,100,0,0,101,297,100,100,0.0324289137,46.9056226883,100.0000000000,15.9205865928,1.0000000000,0.8808000000,227.0663033606
85,100,0,1,100,100,0,0,101,297,100,100,0.0410396857,46.8645830025,100.0000000000,15.9206000274,1.0000000000,0.8808000000,227.0663033606
86,100,0,7,100,100,0,0,107,879,100,100,0.0447364856,46.8198465170,14.2857142857,15.4405762677,1.0000000000,0.8856000000,225.8355916893
87,100,0,1,100,100,0,0,101,297,100,100,0.0321358696,46.7877106474,100.0000000000,15.9206268382,1.0000000000,0.8808000000,227.0663033606
88,100,0,2,100,100,0,0,102,394,100,100,0.0341370102,46.7535736372,50.0000000000,15.8406472306,1.0000000000,0.8816000000,226.8602540835
89,100,0,5,100,100,0,0,105,685,100,100,0.0424131259,46.7111605112,20.0000000000,15.6006253767,1.0000000000,0.8840000000,226.2443438914
90,100,0,1,100,100,0,0,101,297,100,100,0.0346833207,46.6764771905,100.0000000000,15.9207464110,1.0000000000,0.8808000000,227.0663033606
91,100,0,1,100,100,0,0,101,297,100,100,0.0352361439,46.6412410466,100.0000000000,15.9207139336,1.0000000000,0.8808000000,227.0663033606
92,100,0,2,100,100,0,0,102,394,100,100,0.0320888629,46.6091521838,50.0000000000,15.8406247378,1.0000000000,0.8816000000,226.8602540835
93,100,0,1,100,100,0,0,101,297,100,100,0.0343097116,46.5748424722,100.0000000000,15.9207102456,1.0000000000,0.8808000000,227.0663033606
94,100,0,3,100,100,0,0,103,491,100,100,0.0322191006,46.5426233715,33.3333333333,15.7605766553,1.0000000000,0.8824000000,226.6545784225
95,100,0,1,100,100,0,0,101,297,100,100,0.0409320031,46.5016913684,100.0000000000,15.9208542689,1.0000000000,0.8808000000,227.0663033606
96,100,0,1,100,100,0,0,101,297,100,100,0.0347332094,46.4669581590,100.0000000000,15.9206611141,1.0000000000,0.8808000000,227.0663033606
97,100,0,1,100,100,0,0,101,297,100,100,0.0361197134,46.4308384456,100.0000000000,15.9208169515,1.0000000000,0.8808000000,227.0663033606
98,100,0,3,100,100,0,0,103,491,100,100,0.0350655457,46.3957728998,33.3333333333,15.7606077420,1.0000000000,0.8824000000,226.6545784225
99,100,0,1,100,100,0,0,101,297,100,100,0.0390543728,46.3567185270,100.0000000000,15.9208468048,1.0000000000,0.8808000000,227.0663033606
100,100,0,8,100,100,0,0,108,976,100,100,0.0464639275,46.3102545995,12.5000000000,15.3605617217,1.0000000000,0.8864000000,225.6317689531
101,100,0,1,100,100,0,0,101,297,100,100,0.0314357913,46.2788188081,100.0000000000,15.9206213107,1.0000000000,0.8808000000,227.0663033606
102,100,0,1,100,100,0,0,101,297,100,100,0.0370486141,46.2417701940,100.0000000000,15.9208339969,1.0000000000,0.8808000000,227.0663033606
103,100,0,3,100,100,0,0,103,491,100,100,0.0346341945,46.2071359995,33.3333333333,15.7605438477,1.0000000000,0.8824000000,226.6545784225
104,100,0,1,100,100,0,0,101,297,100,100,0.0330167188,46.1741192808,100.0000000000,15.9206768269,1.0000000000,0.8808000000,227.0663033606
105,100,0,3,100,100,0,0,103,491,100,100,0.0332235031,46.1408957777,33.3333333333,15.7605975246,1.0000000000,0.8824000000,226.6545784225
106,100,0,1,100,100,0,0,101,297,100,100,0.0309289713,46.1099668064,100.0000000000,15.9206695507,1.0000000000,0.8808000000,227.0663033606
107,100,0,1,100,100,0,0,101,297,100,100,0.0406735152,46.0692932912,100.0000000000,15.9208404568,1.0000000000,0.8808000000,227.0663033606
108,100,0,1,100,100,0,0,101,297,100,100,0.0325579170,46.0367353742,100.0000000000,15.9205634182,1.0000000000,0.8808000000,227.0663033606
109,100,0,5,100,100,0,0,105,685,100,100,0.0437227544,45.9930126198,20.0000000000,15.6006240983,1.0000000000,0.8840000000,226.2443438914
110,100,0,2,100,100,0,0,102,394,100,100,0.0350931087,45.9579195111,50.0000000000,15.8406573764,1.0000000000,0.8816000000,226.8602540835
111,100,0,1,100,100,0,0,101,297,100,100,0.0315502223,45.9263692888,100.0000000000,15.9206925982,1.0000000000,0.8808000000,227.0663033606
112,100,0,1,100,100,0,0,101,297,100,100,0.0378585976,45.8885106911,100.0000000000,15.9207861042,1.0000000000,0.8808000000,227.0663033606
113,100,0,1,100,100,0,0,101,297,100,100,0.0386813257,45.8498293655,100.0000000000,15.9205874863,1.0000000000,0.8808000000,227.0663033606
114,100,0,2,100,100,0,0,102,394,100,100,0.0442353184,45.8055940471,50.0000000000,15.8408468800,1.0000000000,0.8816000000,226.8602540835
115,100,0,2,100,100,0,0,102,394,100,100,0.0428988211,45.7626952260,50.0000000000,15.8408193433,1.0000000000,0.8816000000,226.8602540835
116,100,0,1,100,100,0,0,101,297,100,100,0.0370777366,45.7256174894,100.0000000000,15.9207663006,1.0000000000,0.8808000000,227.0663033606
117,100,0,2,100,100,0,0,102,394,100,100,0.0329563809,45.6926611085,50.0000000000,15.8406594766,1.0000000000,0.8816000000,226.8602540835
118,100,0,1,100,100,0,0,101,297,100,100,0.0320968380,45.6605642705,100.0000000000,15.9207112843,1.0000000000,0.8808000000,227.0663033606
119,100,0,1,100,100,0,0,101,297,100,100,0.0330981052,45.6274661652,100.0000000000,15.9207373495,1.0000000000,0.8808000000,227.0663033606
120,100,0,1,100,100,0,0,101,297,100,100,0.0329796506,45.5944865147,100.0000000000,15.9207083323,1.0000000000,0.8808000000,227.0663033606
121,100,0,1,100,100,0,0,101,297,100,100,0.0414568151,45.5530296995,100.0000000000,15.9208631031,1.0000000000,0.8808000000,227.0663033606
122,100,0,1,100,100,0,0,101,297,100,100,0.0313934016,45.5216362980,100.0000000000,15.9206365989,1.0000000000,0.8808000000,227.0663033606
123,100,0,1,100,100,0,0,101,297,100,100,0.0330928727,45.4885434252,100.0000000000,15.9205645115,1.0000000000,0.8808000000,227.0663033606
124,100,0,2,100,100,0,0,102,394,100,100,0.0340646861,45.4544787391,50.0000000000,15.8406417403,1.0000000000,0.8816000000,226.8602540835
125,100,0,1,100,100,0,0,101,297,100,100,0.0389886538,45.4154900852,100.0000000000,15.9208444747,1.0000000000,0.8808000000,227.0663033606
126,100,0,2,100,100,0,0,102,394,100,100,0.0362599735,45.3792301117,50.0000000000,15.8407414137,1.0000000000,0.8816000000,226.8602540835
127,100,0,1,100,100,0,0,101,297,100,100,0.0384983829,45.3407317288,100.0000000000,15.9208153785,1.0000000000,0.8808000000,227.0663033606
128,100,0,1,100,100,0,0,101,297,100,100,0.0370486141,45.3036831147,100.0000000000,15.9208339969,1.0000000000,0.8808000000,227.0663033606
129,100,0,4,100,100,0,0,104,588,100,100,0.0361252409,45.2675578738,25.0000000000,15.6805894458,1.0000000000,0.8832000000,226.4492753623
130,100,0,2,100,100,0,0,102,394,100,100,0.0324473817,45.2351104921,50.0000000000,15.8406400520,1.0000000000,0.8816000000,226.8602540835
131,100,0,1,100,100,0,0,101,297,100,100,0.0375868095,45.1975236826,100.0000000000,15.9206426072,1.0000000000,0.8808000000,227.0663033606
132,100,0,1,100,100,0,0,101,297,100,100,0.0367570995,45.1607665831,100.0000000000,15.9207825841,1.0000000000,0.8808000000,227.0663033606
133,100,0,1,100,100,0,0,101,297,100,100,0.0305941385,45.1301724445,100.0000000000,15.9206220935,1.0000000000,0.8808000000,227.0663033606
134,100,0,1,100,100,0,0,101,297,100,100,0.0305479661,45.0996244784,100.0000000000,15.9206567029,1.0000000000,0.8808000000,227.0663033606
135,100,0,7,100,100,0,0,107,879,100,100,0.0416907170,45.0579337613,14.2857142857,15.4405686446,1.0000000000,0.8856000000,225.8355916893
136,100,0,1,100,100,0,0,101,297,100,100,0.0370498914,45.0208838699,100.0000000000,15.9207533966,1.0000000000,0.8808000000,227.0663033606
137,100,0,1,100,100,0,0,101,297,100,100,0.0384983829,44.9823854870,100.0000000000,15.9208153785,1.0000000000,0.8808000000,227.0663033606
138,100,0,1,100,100,0,0,101,297,100,100,0.0369104010,44.9454750860,100.0000000000,15.9205865459,1.0000000000,0.8808000000,227.0663033606
139,100,0,11,100,100,0,0,111,1267,100,100,0.0519735568,44.8935015292,9.0909090909,15.1205593984,1.0000000000,0.8888000000,225.0225022502
140,100,0,5,100,100,0,0,105,685,100,100,0.0371222611,44.8563792681,20.0000000000,15.6005741274,1.0000000000,0.8840000000,226.2443438914
141,100,0,1,100,100,0,0,101,297,100,100,0.0315374191,44.8248418490,100.0000000000,15.9206172794,1.0000000000,0.8808000000,227.0663033606
142,100,0,1,100,100,0,0,101,297,100,100,0.0351773864,44.7896644627,100.0000000000,15.9206102097,1.0000000000,0.8808000000,227.0663033606
143,100,0,1,100,100,0,0,101,297,100,100,0.0312466374,44.7584178253,100.0000000000,15.9205861993,1.0000000000,0.8808000000,227.0663033606
144,100,0,1,100,100,0,0,101,297,100,100,0.0306914717,44.7277263536,100.0000000000,15.9206113514,1.0000000000,0.8808000000,227.0663033606
145,100,0,2,100,100,0,0,102,394,100,100,0.0335934528,44.6941329008,50.0000000000,15.8406286729,1.0000000000,0.8816000000,226.8602540835
146,100,0,1,100,100,0,0,101,297,100,100,0.0370895643,44.6570433365,100.0000000000,15.9207106889,1.0000000000,0.8808000000,227.0663033606
147,100,0,1,100,100,0,0,101,297,100,100,0.0305479661,44.6264953704,100.0000000000,15.9206567029,1.0000000000,0.8808000000,227.0663033606
148,100,0,2,100,100,0,0,102,394,100,100,0.0322177553,44.5942776151,50.0000000000,15.8406333633,1.0000000000,0.8816000000,226.8602540835
149,100,0,2,100,100,0,0,102,394,100,100,0.0348367458,44.5594408693,50.0000000000,15.8406535129,1.0000000000,0.8816000000,226.8602540835
150,100,0,2,100,100,0,0,102,394,100,100,0.0327788273,44.5266620421,50.0000000000,15.8406584444,1.0000000000,0.8816000000,226.8602540835
151,100,0,1,100,100,0,0,101,297,100,100,0.0321358696,44.4945261725,100.0000000000,15.9206268382,1.0000000000,0.8808000000,227.0663033606
152,100,0,1,100,100,0,0,101,297,100,100,0.0410396857,44.4534864868,100.0000000000,15.9206000274,1.0000000000,0.8808000000,227.0663033606
153,100,0,1,100,100,0,0,101,297,100,100,0.0409320031,44.4125544836,100.0000000000,15.9208542689,1.0000000000,0.8808000000,227.0663033606
154,100,0,1,100,100,0,0,101,297,100,100,0.0321652129,44.3803892708,100.0000000000,15.9206406374,1.0000000000,0.8808000000,227.0663033606
155,100,0,2,100,100,0,0,102,394,100,100,0.0319294690,44.3484598018,50.0000000000,15.8406076958,1.0000000000,0.8816000000,226.8602540835
156,100,0,1,100,100,0,0,101,297,100,100,0.0305915093,44.3178682925,100.0000000000,15.9205971140,1.0000000000,0.8808000000,227.0663033606
157,100,0,1,100,100,0,0,101,297,100,100,0.0347633626,44.2831049299,100.0000000000,15.9206089434,1.0000000000,0.8808000000,227.0663033606
158,100,0,1,100,100,0,0,101,297,100,100,0.0413263690,44.2417785609,100.0000000000,15.9208414561,1.0000000000,0.8808000000,227.0663033606
159,100,0,2,100,100,0,0,102,394,100,100,0.0348824989,44.2068960620,50.0000000000,15.8406889249,1.0000000000,0.8816000000,226.8602540835
160,100,0,10,100,100,0,0,110,1170,100,100,0.0577614516,44.1491346105,10.0000000000,15.2005885741,1.0000000000,0.8880000000,225.2252252252
161,100,0,2,100,100,0,0,102,394,100,100,0.0345258119,44.1146087986,50.0000000000,15.8406542489,1.0000000000,0.8816000000,226.8602540835
162,100,0,1,100,100,0,0,101,297,100,100,0.0339499475,44.0806588511,100.0000000000,15.9207464073,1.0000000000,0.8808000000,227.0663033606
163,100,0,1,100,100,0,0,101,297,100,100,0.0308228432,44.0498360079,100.0000000000,15.9205922378,1.0000000000,0.8808000000,227.0663033606
164,100,0,1,100,100,0,0,101,297,100,100,0.0369013478,44.0129346600,100.0000000000,15.9208307162,1.0000000000,0.8808000000,227.0663033606
165,100,0,1,100,100,0,0,101,297,100,100,0.0312753874,43.9816592727,100.0000000000,15.9205775852,1.0000000000,0.8808000000,227.0663033606
166,100,0,2,100,100,0,0,102,394,100,100,0.0355013949,43.9461578778,50.0000000000,15.8405489026,1.0000000000,0.8816000000,226.8602540835
167,100,0,1,100,100,0,0,101,297,100,100,0.0358342586,43.9103236192,100.0000000000,15.9208054875,1.0000000000,0.8808000000,227.0663033606
168,100,0,9,100,100,0,0,109,1073,100,100,0.0474606574,43.8628629618,11.1111111111,15.2805635296,1.0000000000,0.8872000000,225.4283137962
169,100,0,1,100,100,0,0,101,297,100,100,0.0308379659,43.8320249959,100.0000000000,15.9205872317,1.0000000000,0.8808000000,227.0663033606
170,100,0,10,100,100,0,0,110,1170,100,100,0.0549486135,43.7770763824,10.0000000000,15.2005579328,1.0000000000,0.8880000000,225.2252252252
171,100,0,1,100,100,0,0,101,297,100,100,0.0410396857,43.7360366966,100.0000000000,15.9206000274,1.0000000000,0.8808000000,227.0663033606
172,100,0,1,100,100,0,0,101,297,100,100,0.0391965338,43.6968401628,100.0000000000,15.9208433420,1.0000000000,0.8808000000,227.0663033606
173,100,0,1,100,100,0,0,101,297,100,100,0.0351773864,43.6616627765,100.0000000000,15.9206102097,1.0000000000,0.8808000000,227.0663033606
174,100,0,1,100,100,0,0,101,297,100,100,0.0410396857,43.6206230907,100.0000000000,15.9206000274,1.0000000000,0.8808000000,227.0663033606
175,100,0,1,100,100,0,0,101,297,100,100,0.0335480708,43.5870750199,100.0000000000,15.9205544990,1.0000000000,0.8808000000,227.0663033606
176,100,0,1,100,100,0,0,101,297,100,100,0.0313034570,43.5557715629,100.0000000000,15.9206819323,1.0000000000,0.8808000000,227.0663033606
177,100,0,1,100,100,0,0,101,297,100,100,0.0366872609,43.5190843020,100.0000000000,15.9206627167,1.0000000000,0.8808000000,227.0663033606
178,100,0,1,100,100,0,0,101,297,100,100,0.0309148192,43.4881694827,100.0000000000,15.9206165884,1.0000000000,0.8808000000,227.0663033606
179,100,0,1,100,100,0,0,101,297,100,100,0.0328693273,43.4553001554,100.0000000000,15.9205746287,1.0000000000,0.8808000000,227.0663033606
180,100,0,1,100,100,0,0,101,297,100,100,0.0356030968,43.4196970586,100.0000000000,15.9205750875,1.0000000000,0.8808000000,227.0663033606
181,100,0,1,100,100,0,0,101,297,100,100,0.0310127500,43.3886843085,100.0000000000,15.9206404831,1.0000000000,0.8808000000,227.0663033606
182,100,0,3,100,100,0,0,103,491,100,100,0.0396857233,43.3489985852,33.3333333333,15.7606875534,1.0000000000,0.8824000000,226.6545784225
183,100,0,1,100,100,0,0,101,297,100,100,0.0314357913,43.3175627939,100.0000000000,15.9206213107,1.0000000000,0.8808000000,227.0663033606
184,100,0,1,100,100,0,0,101,297,100,100,0.0382573686,43.2793054254,100.0000000000,15.9205879057,1.0000000000,0.8808000000,227.0663033606
185,100,0,1,100,100,0,0,101,297,100,100,0.0351773864,43.2441280390,100.0000000000,15.9206102097,1.0000000000,0.8808000000,227.0663033606
186,100,0,3,100,100,0,0,103,491,100,100,0.0325786309,43.2115494081,33.3333333333,15.7605862392,1.0000000000,0.8824000000,226.6545784225
187,100,0,6,100,100,0,0,106,782,100,100,0.0401032509,43.1714461572,16.6666666667,15.5205843780,1.0000000000,0.8848000000,226.0397830018
188,100,0,1,100,100,0,0,101,297,100,100,0.0309289713,43.1405171858,100.0000000000,15.9206695507,1.0000000000,0.8808000000,227.0663033606
