Round,Alive,Dead,CH_Count,Generated,Delivered,Lost,Unclustered,Was_Setup_Round,Control_TX,Control_RX,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Cluster_Size,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps,Backup_Promotions,Backup_Rejected
1,100,0,2,100,100,0,0,1,102,394,100,100,0.0287336274,49.9552013726,50.0000000000,15.8401789817,1.0000000000,0.8816000000,226.8602540835,0,0
2,100,0,2,100,100,0,0,0,0,0,100,100,0.0233039294,49.9318974431,50.0000000000,15.8401789817,1.0000000000,0.8000000000,250.0000000000,0,0
3,100,0,2,100,100,0,0,0,0,0,100,100,0.0233039294,49.9085935137,50.0000000000,15.8401789817,1.0000000000,0.8000000000,250.0000000000,0,0
4,100,0,2,100,100,0,0,0,0,0,100,100,0.0233039294,49.8852895843,50.0000000000,15.8401789817,1.0000000000,0.8000000000,250.0000000000,0,0
5,100,0,2,100,100,0,0,0,0,0,100,100,0.0233039294,49.8619856549,50.0000000000,15.8401789817,1.0000000000,0.8000000000,250.0000000000,0,0
6,100,0,6,100,100,0,0,1,106,782,100,100,0.0326583167,49.8293273382,16.6666666667,15.5202436975,1.0000000000,0.8848000000,226.0397830018,0,0
7,100,0,6,100,100,0,0,0,0,0,100,100,0.0229017296,49.8064256086,16.6666666667,15.5202436975,1.0000000000,0.8000000000,250.0000000000,0,0
8,100,0,6,100,100,0,0,0,0,0,100,100,0.0229017296,49.7835238791,16.6666666667,15.5202436975,1.0000000000,0.8000000000,250.0000000000,0,0
9,100,0,6,100,100,0,0,0,0,0,100,100,0.0229017296,49.7606221495,16.6666666667,15.5202436975,1.0000000000,0.8000000000,250.0000000000,0,0
10,100,0,6,100,100,0,0,0,0,0,100,100,0.0229017296,49.7377204199,16.6666666667,15.5202436975,1.0000000000,0.8000000000,250.0000000000,0,0
11,100,0,7,100,100,0,0,1,107,879,100,100,0.0326560830,49.7050643369,14.2857142857,15.4401696297,1.0000000000,0.8856000000,225.8355916893,0,0
12,100,0,7,100,100,0,0,0,0,0,100,100,0.0219021444,49.6831621924,14.2857142857,15.4401696297,1.0000000000,0.8000000000,250.0000000000,0,0
13,100,0,7,100,100,0,0,0,0,0,100,100,0.0219021444,49.6612600480,14.2857142857,15.4401696297,1.0000000000,0.8000000000,250.0000000000,0,0
14,100,0,7,100,100,0,0,0,0,0,100,100,0.0219021444,49.6393579035,14.2857142857,15.4401696297,1.0000000000,0.8000000000,250.0000000000,0,0
15,100,0,7,100,100,0,0,0,0,0,100,100,0.0219021444,49.6174557591,14.2857142857,15.4401696297,1.0000000000,0.8000000000,250.0000000000,0,0
16,100,0,8,100,100,0,0,1,108,976,100,100,0.0334190953,49.5840366638,12.5000000000,15.3601885829,1.0000000000,0.8864000000,225.6317689531,0,0
17,100,0,8,100,100,0,0,0,0,0,100,100,0.0216096188,49.5624270450,12.5000000000,15.3601885829,1.0000000000,0.8000000000,250.0000000000,0,0
18,100,0,8,100,100,0,0,0,0,0,100,100,0.0216096188,49.5408174262,12.5000000000,15.3601885829,1.0000000000,0.8000000000,250.0000000000,0,0
19,100,0,8,100,100,0,0,0,0,0,100,100,0.0216096188,49.5192078074,12.5000000000,15.3601885829,1.0000000000,0.8000000000,250.0000000000,0,0
20,100,0,8,100,100,0,0,0,0,0,100,100,0.0216096188,49.4975981886,12.5000000000,15.3601885829,1.0000000000,0.8000000000,250.0000000000,0,0
21,100,0,5,100,100,0,0,1,105,685,100,100,0.0305282444,49.4670699442,20.0000000000,15.6002034658,1.0000000000,0.8840000000,226.2443438914,0,0
22,100,0,5,100,100,0,0,0,0,0,100,100,0.0219639704,49.4451059738,20.0000000000,15.6002034658,1.0000000000,0.8000000000,250.0000000000,0,0
23,100,0,5,100,100,0,0,0,0,0,100,100,0.0219639704,49.4231420034,20.0000000000,15.6002034658,1.0000000000,0.8000000000,250.0000000000,0,0
24,100,0,5,100,100,0,0,0,0,0,100,100,0.0219639704,49.4011780330,20.0000000000,15.6002034658,1.0000000000,0.8000000000,250.0000000000,0,0
25,100,0,5,100,100,0,0,0,0,0,100,100,0.0219639704,49.3792140626,20.0000000000,15.6002034658,1.0000000000,0.8000000000,250.0000000000,0,0
