Round,Alive,Dead,CH_Count,FallbackUsed,Generated,Delivered,Lost,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps
156,100,0,2,0,100,100,0,100,100,0.0537778549,43.3853268631,31.6803191393,1.0000000000,1.6000000000,250.0000000000
157,100,0,6,0,100,100,0,100,100,0.0452994359,43.3400274272,31.0402340636,1.0000000000,1.6000000000,250.0000000000
158,100,0,8,0,100,100,0,100,100,0.0432522445,43.2967751827,30.7201718434,1.0000000000,1.6000000000,250.0000000000
159,100,0,8,0,100,100,0,100,100,0.0431751224,43.2536000603,30.7201966548,1.0000000000,1.6000000000,250.0000000000
160,100,0,17,0,100,100,0,100,100,0.0407768769,43.2128231834,29.2801694667,1.0000000000,1.6000000000,250.0000000000
161,100,0,10,0,100,100,0,100,100,0.0424157761,43.1704074073,30.4001909564,1.0000000000,1.6000000000,250.0000000000
162,100,0,9,0,100,100,0,100,100,0.0432963860,43.1271110213,30.5601674955,1.0000000000,1.6000000000,250.0000000000
163,100,0,21,0,100,100,0,100,100,0.0403861032,43.0867249181,28.6401781986,1.0000000000,1.6000000000,250.0000000000
164,100,0,17,0,100,100,0,100,100,0.0408945920,43.0458303262,29.2801770829,1.0000000000,1.6000000000,250.0000000000
165,100,0,20,0,100,100,0,100,100,0.0402324213,43.0055979049,28.8001633885,1.0000000000,1.6000000000,250.0000000000
166,100,0,24,0,100,100,0,100,100,0.0394731434,42.9661247615,28.1601613425,1.0000000000,1.6000000000,250.0000000000
167,100,0,48,0,100,100,0,100,100,0.0364101617,42.9297145998,24.3201477110,1.0000000000,1.6000000000,250.0000000000
168,100,0,6,0,100,100,0,100,100,0.0431607409,42.8865538589,31.0402000368,1.0000000000,1.6000000000,250.0000000000
169,100,0,7,0,100,100,0,100,100,0.0429815313,42.8435723275,30.8801832555,1.0000000000,1.6000000000,250.0000000000
170,100,0,7,0,100,100,0,100,100,0.0433554237,42.8002169038,30.8801982588,1.0000000000,1.6000000000,250.0000000000
171,100,0,4,0,100,100,0,100,100,0.0451767549,42.7550401489,31.3602328027,1.0000000000,1.6000000000,250.0000000000
172,100,0,9,0,100,100,0,100,100,0.0425852973,42.7124548516,30.5601962239,1.0000000000,1.6000000000,250.0000000000
173,100,0,8,0,100,100,0,100,100,0.0436502495,42.6688046021,30.7201882887,1.0000000000,1.6000000000,250.0000000000
174,100,0,14,0,100,100,0,100,100,0.0411341528,42.6276704493,29.7601705290,1.0000000000,1.6000000000,250.0000000000
175,100,0,9,0,100,100,0,100,100,0.0426993946,42.5849710547,30.5602070017,1.0000000000,1.6000000000,250.0000000000
176,100,0,13,0,100,100,0,100,100,0.0413780162,42.5435930386,29.9201707033,1.0000000000,1.6000000000,250.0000000000
177,100,0,20,0,100,100,0,100,100,0.0402400336,42.5033530050,28.8001586257,1.0000000000,1.6000000000,250.0000000000
178,100,0,29,0,100,100,0,100,100,0.0389943803,42.4643586247,27.3601574802,1.0000000000,1.6000000000,250.0000000000
179,100,0,47,0,100,100,0,100,100,0.0363308688,42.4280277560,24.4801445915,1.0000000000,1.6000000000,250.0000000000
180,100,0,5,0,100,100,0,100,100,0.0457696171,42.3822581388,31.2001976007,1.0000000000,1.6000000000,250.0000000000
181,100,0,3,0,100,100,0,100,100,0.0458292220,42.3364289168,31.5202059054,1.0000000000,1.6000000000,250.0000000000
182,100,0,9,0,100,100,0,100,100,0.0430080745,42.2934208423,30.5601860725,1.0000000000,1.6000000000,250.0000000000
183,100,0,8,0,100,100,0,100,100,0.0421354791,42.2512853632,30.7201832698,1.0000000000,1.6000000000,250.0000000000
184,100,0,6,0,100,100,0,100,100,0.0444802430,42.2068051203,31.0401700707,1.0000000000,1.6000000000,250.0000000000
185,100,0,16,0,100,100,0,100,100,0.0407353348,42.1660697855,29.4401743021,1.0000000000,1.6000000000,250.0000000000
186,100,0,11,0,100,100,0,100,100,0.0419583553,42.1241114302,30.2401553956,1.0000000000,1.6000000000,250.0000000000
187,100,0,7,0,100,100,0,100,100,0.0435759911,42.0805354391,30.8801950871,1.0000000000,1.6000000000,250.0000000000
188,100,0,15,0,100,100,0,100,100,0.0414727766,42.0390626624,29.6001787977,1.0000000000,1.6000000000,250.0000000000
189,100,0,18,0,100,100,0,100,100,0.0403529519,41.9987097105,29.1201657556,1.0000000000,1.6000000000,250.0000000000
190,100,0,27,0,100,100,0,100,100,0.0391620151,41.9595476955,27.6801616273,1.0000000000,1.6000000000,250.0000000000
191,100,0,50,0,100,100,0,100,100,0.0361728121,41.9233748833,24.0001449193,1.0000000000,1.6000000000,250.0000000000
192,100,0,5,0,100,100,0,100,100,0.0451892118,41.8781856716,31.2002012401,1.0000000000,1.6000000000,250.0000000000
193,100,0,5,0,100,100,0,100,100,0.0470736565,41.8311120151,31.2002596352,1.0000000000,1.6000000000,250.0000000000
194,100,0,7,0,100,100,0,100,100,0.0443269706,41.7867850445,30.8801966420,1.0000000000,1.6000000000,250.0000000000
195,100,0,4,0,100,100,0,100,100,0.0451006952,41.7416843492,31.3602242788,1.0000000000,1.6000000000,250.0000000000
196,100,0,7,0,100,100,0,100,100,0.0434997823,41.6981845670,30.8802201549,1.0000000000,1.6000000000,250.0000000000
197,100,0,10,0,100,100,0,100,100,0.0425626476,41.6556219194,30.4001806982,1.0000000000,1.6000000000,250.0000000000
198,100,0,9,0,100,100,0,100,100,0.0423052569,41.6133166625,30.5601729259,1.0000000000,1.6000000000,250.0000000000
199,100,0,12,0,100,100,0,100,100,0.0414439752,41.5718726873,30.0801699372,1.0000000000,1.6000000000,250.0000000000
200,100,0,12,0,100,100,0,100,100,0.0412171029,41.5306555845,30.0801695667,1.0000000000,1.6000000000,250.0000000000
201,100,0,15,0,100,100,0,100,100,0.0411190566,41.4895365279,29.6001692160,1.0000000000,1.6000000000,250.0000000000
202,100,0,23,0,100,100,0,100,100,0.0400561270,41.4494804009,28.3201678423,1.0000000000,1.6000000000,250.0000000000
203,100,0,46,0,100,100,0,100,100,0.0371529796,41.4123274213,24.6401500509,1.0000000000,1.6000000000,250.0000000000
204,100,0,6,0,100,100,0,100,100,0.0457460606,41.3665813607,31.0401799357,1.0000000000,1.6000000000,250.0000000000
205,100,0,4,0,100,100,0,100,100,0.0497267647,41.3168545960,31.3602605800,1.0000000000,1.6000000000,250.0000000000
206,100,0,3,0,100,100,0,100,100,0.0453931583,41.2714614377,31.5201818243,1.0000000000,1.6000000000,250.0000000000
207,100,0,9,0,100,100,0,100,100,0.0428434070,41.2286180307,30.5601814501,1.0000000000,1.6000000000,250.0000000000
208,100,0,11,0,100,100,0,100,100,0.0434247158,41.1851933150,30.2401991654,1.0000000000,1.6000000000,250.0000000000
209,100,0,7,0,100,100,0,100,100,0.0429721135,41.1422212015,30.8802042719,1.0000000000,1.6000000000,250.0000000000
210,100,0,11,0,100,100,0,100,100,0.0429246361,41.0992965653,30.2401998944,1.0000000000,1.6000000000,250.0000000000
211,100,0,5,0,100,100,0,100,100,0.0453366551,41.0539599102,31.2002323591,1.0000000000,1.6000000000,250.0000000000
212,100,0,12,0,100,100,0,100,100,0.0414487855,41.0125111247,30.0801750576,1.0000000000,1.6000000000,250.0000000000
213,100,0,21,0,100,100,0,100,100,0.0401459640,40.9723651607,28.6401647773,1.0000000000,1.6000000000,250.0000000000
214,100,0,23,0,100,100,0,100,100,0.0395490226,40.9328161381,28.3201559298,1.0000000000,1.6000000000,250.0000000000
215,100,0,45,0,100,100,0,100,100,0.0367871935,40.8960289446,24.8001455543,1.0000000000,1.6000000000,250.0000000000
216,100,0,4,0,100,100,0,100,100,0.0460187983,40.8500101463,31.3601864099,1.0000000000,1.6000000000,250.0000000000
217,100,0,7,0,100,100,0,100,100,0.0455392600,40.8044708863,30.8802267252,1.0000000000,1.6000000000,250.0000000000
218,100,0,5,0,100,100,0,100,100,0.0437876723,40.7606832140,31.2001771517,1.0000000000,1.6000000000,250.0000000000
219,100,0,5,0,100,100,0,100,100,0.0446984162,40.7159847979,31.2001668611,1.0000000000,1.6000000000,250.0000000000
