Node,Death_Round
0,1831
1,1916
2,1878
3,1751
4,1906
5,1846
6,1901
7,1886
8,1851
9,1696
10,1831
11,1906
12,1896
13,1866
14,1861
15,1896
16,1901
17,1916
18,1916
19,1871
20,1901
21,1881
22,1901
23,1771
24,1896
25,1791
26,1881
27,1886
28,1876
29,1901
30,1761
31,1681
32,1731
33,1851
34,1911
35,1886
36,1881
37,1826
38,1831
39,1886
40,1781
41,1741
42,1821
43,1901
44,1876
45,1891
46,1796
47,1891
48,1881
49,1861
50,1811
51,1856
52,1796
53,1891
54,1896
55,1781
56,1901
57,1771
58,1881
59,1806
60,1771
61,1726
62,1761
63,1866
64,1921
65,1861
66,1911
67,1901
68,1874
69,1791
70,1821
71,1891
72,1726
73,1901
74,1836
75,1901
76,1906
77,1871
78,1796
79,1796
80,1881
81,1836
82,1871
83,1761
84,1881
85,1781
86,1881
87,1886
88,1901
89,1866
90,1906
91,1891
92,1856
93,1841
94,1861
95,1881
96,1701
97,1796
98,1901
99,1886
