Round,Alive,Dead,CH_Count,Generated,Delivered,Lost,Unclustered,Was_Setup_Round,Control_TX,Control_RX,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Cluster_Size,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps,Backup_Promotions,Backup_Rejected,Proactive_Handovers,Direct_To_BS
1,100,0,4,100,100,0,0,1,104,588,100,100,0.0372845521,49.9464504479,25.0000000000,15.8060411527,1.0000000000,0.8896000000,226.6187050360,0,0,0,0
2,100,0,4,100,100,0,0,0,0,0,100,100,0.0286943404,49.9177561074,25.0000000000,15.8060411527,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
3,100,0,4,100,100,0,0,0,0,0,100,100,0.0286943404,49.8890617670,25.0000000000,15.8060411527,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
4,100,0,4,100,100,0,0,0,0,0,100,100,0.0286943404,49.8603674266,25.0000000000,15.8060411527,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
5,100,0,4,100,100,0,0,0,0,0,100,100,0.0286943404,49.8316730861,25.0000000000,15.8060411527,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
6,100,0,11,100,100,0,0,1,111,1267,100,100,0.0592384939,49.7724345923,9.0909090909,15.2415267887,1.0000000000,0.8952000000,225.2010723861,0,0,0,0
7,100,0,11,100,100,0,0,0,0,0,100,100,0.0432398889,49.7291947034,9.0909090909,15.2415267887,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
8,100,0,11,100,100,0,0,0,0,0,100,100,0.0432398889,49.6859548145,9.0909090909,15.2415267887,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
9,100,0,11,100,100,0,0,0,0,0,100,100,0.0432398889,49.6427149256,9.0909090909,15.2415267887,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
10,100,0,11,100,100,0,0,0,0,0,100,100,0.0432398889,49.5994750367,9.0909090909,15.2415267887,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
11,100,0,5,100,100,0,0,1,105,685,100,100,0.0418355892,49.5576394475,20.0000000000,15.7254183969,1.0000000000,0.8904000000,226.4150943396,0,0,0,0
12,100,0,5,100,100,0,0,0,0,0,100,100,0.0322073571,49.5254320904,20.0000000000,15.7254183969,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
13,100,0,5,100,100,0,0,0,0,0,100,100,0.0322073571,49.4932247333,20.0000000000,15.7254183969,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
14,100,0,5,100,100,0,0,0,0,0,100,100,0.0322073571,49.4610173762,20.0000000000,15.7254183969,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
15,100,0,5,100,100,0,0,0,0,0,100,100,0.0322073571,49.4288100191,20.0000000000,15.7254183969,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
16,100,0,5,100,100,0,0,1,105,685,100,100,0.0431975976,49.3856124215,20.0000000000,15.7253950794,1.0000000000,0.8904000000,226.4150943396,0,0,0,0
17,100,0,5,100,100,0,0,0,0,0,100,100,0.0335866464,49.3520257752,20.0000000000,15.7253950794,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
18,100,0,5,100,100,0,0,0,0,0,100,100,0.0335866464,49.3184391288,20.0000000000,15.7253950794,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
19,100,0,5,100,100,0,0,0,0,0,100,100,0.0335866464,49.2848524825,20.0000000000,15.7253950794,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
20,100,0,5,100,100,0,0,0,0,0,100,100,0.0335866464,49.2512658361,20.0000000000,15.7253950794,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
21,100,0,8,100,100,0,0,1,108,976,100,100,0.0434799124,49.2077859237,12.5000000000,15.4834285019,1.0000000000,0.8928000000,225.8064516129,0,0,0,0
22,100,0,8,100,100,0,0,0,0,0,100,100,0.0307162550,49.1770696686,12.5000000000,15.4834285019,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
23,100,0,8,100,100,0,0,0,0,0,100,100,0.0307162550,49.1463534136,12.5000000000,15.4834285019,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
24,100,0,8,100,100,0,0,0,0,0,100,100,0.0307162550,49.1156371586,12.5000000000,15.4834285019,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
25,100,0,8,100,100,0,0,0,0,0,100,100,0.0307162550,49.0849209036,12.5000000000,15.4834285019,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
26,100,0,6,100,100,0,0,1,106,782,100,100,0.0415560200,49.0433648836,16.6666666667,15.6447403644,1.0000000000,0.8912000000,226.2118491921,0,0,0,0
27,100,0,6,100,100,0,0,0,0,0,100,100,0.0309100717,49.0124548119,16.6666666667,15.6447403644,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
28,100,0,6,100,100,0,0,0,0,0,100,100,0.0309100716,48.9815447403,16.6666666667,15.6447403644,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
29,100,0,6,100,100,0,0,0,0,0,100,100,0.0309100717,48.9506346686,16.6666666667,15.6447403644,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
30,100,0,6,100,100,0,0,0,0,0,100,100,0.0309100716,48.9197245970,16.6666666667,15.6447403644,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
31,100,0,10,100,100,0,0,1,110,1170,100,100,0.0459792929,48.8737453041,10.0000000000,15.3221333636,1.0000000000,0.8944000000,225.4025044723,0,0,0,0
32,100,0,10,100,100,0,0,0,0,0,100,100,0.0310336595,48.8427116446,10.0000000000,15.3221333636,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
33,100,0,10,100,100,0,0,0,0,0,100,100,0.0310336595,48.8116779851,10.0000000000,15.3221333636,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
34,100,0,10,100,100,0,0,0,0,0,100,100,0.0310336595,48.7806443256,10.0000000000,15.3221333636,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
35,100,0,10,100,100,0,0,0,0,0,100,100,0.0310336595,48.7496106661,10.0000000000,15.3221333636,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
36,100,0,8,100,100,0,0,1,108,976,100,100,0.0468996392,48.7027110269,12.5000000000,15.4834408788,1.0000000000,0.8928000000,225.8064516129,0,0,0,0
37,100,0,8,100,100,0,0,0,0,0,100,100,0.0341346720,48.6685763549,12.5000000000,15.4834408788,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
38,100,0,8,100,100,0,0,0,0,0,100,100,0.0341346720,48.6344416829,12.5000000000,15.4834408788,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
39,100,0,8,100,100,0,0,0,0,0,100,100,0.0341346720,48.6003070108,12.5000000000,15.4834408788,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
40,100,0,8,100,100,0,0,0,0,0,100,100,0.0341346720,48.5661723388,12.5000000000,15.4834408788,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
41,100,0,6,100,100,0,0,1,106,782,100,100,0.0388940615,48.5272782773,16.6666666667,15.6446977713,1.0000000000,0.8912000000,226.2118491921,0,0,0,0
42,100,0,6,100,100,0,0,0,0,0,100,100,0.0282618662,48.4990164111,16.6666666667,15.6446977713,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
43,100,0,6,100,100,0,0,0,0,0,100,100,0.0282618662,48.4707545450,16.6666666667,15.6446977713,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
44,100,0,6,100,100,0,0,0,0,0,100,100,0.0282618662,48.4424926788,16.6666666667,15.6446977713,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
