Round,Alive,Dead,CH_Count,Generated,Delivered,Lost,Unclustered,Was_Setup_Round,Control_TX,Control_RX,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Cluster_Size,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps,Backup_Promotions,Backup_Rejected,Proactive_Handovers,Direct_To_BS
1,100,0,3,100,100,0,0,1,103,491,100,100,0.0346134869,49.9499215131,33.3333333333,15.8866406868,1.0000000000,0.8888000000,226.8226822682,0,0,0,0
2,100,0,3,100,100,0,0,0,0,0,100,100,0.0269082296,49.9230132835,33.3333333333,15.8866406868,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
3,100,0,3,100,100,0,0,0,0,0,100,100,0.0269082296,49.8961050539,33.3333333333,15.8866406868,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
4,100,0,3,100,100,0,0,0,0,0,100,100,0.0269082296,49.8691968243,33.3333333333,15.8866406868,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
5,100,0,3,100,100,0,0,0,0,0,100,100,0.0269082296,49.8422885947,33.3333333333,15.8866406868,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
6,100,0,6,100,100,0,0,1,106,782,100,100,0.0419108190,49.8003777757,16.6666666667,15.6447443310,1.0000000000,0.8912000000,226.2118491921,0,0,0,0
7,100,0,6,100,100,0,0,0,0,0,100,100,0.0312388317,49.7691389440,16.6666666667,15.6447443310,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
8,100,0,6,100,100,0,0,0,0,0,100,100,0.0312388317,49.7379001123,16.6666666667,15.6447443310,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
9,100,0,6,100,100,0,0,0,0,0,100,100,0.0312388317,49.7066612806,16.6666666667,15.6447443310,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
10,100,0,6,100,100,0,0,0,0,0,100,100,0.0312388317,49.6754224489,16.6666666667,15.6447443310,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
11,100,0,5,100,100,0,0,1,105,685,100,100,0.0434101150,49.6320123339,20.0000000000,15.7254009809,1.0000000000,0.8904000000,226.4150943396,0,0,0,0
12,100,0,5,100,100,0,0,0,0,0,100,100,0.0336835244,49.5983288095,20.0000000000,15.7254009809,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
13,100,0,5,100,100,0,0,0,0,0,100,100,0.0336835244,49.5646452851,20.0000000000,15.7254009809,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
14,100,0,5,100,100,0,0,0,0,0,100,100,0.0336835244,49.5309617606,20.0000000000,15.7254009809,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
15,100,0,5,100,100,0,0,0,0,0,100,100,0.0336835244,49.4972782362,20.0000000000,15.7254009809,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
16,100,0,12,100,100,0,0,1,112,1364,100,100,0.0611479632,49.4361302730,8.3333333333,15.1608837254,1.0000000000,0.8960000000,225.0000000000,0,0,0,0
17,100,0,12,100,100,0,0,0,0,0,100,100,0.0440675370,49.3920627361,8.3333333333,15.1608837254,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
18,100,0,12,100,100,0,0,0,0,0,100,100,0.0440675370,49.3479951991,8.3333333333,15.1608837254,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
19,100,0,12,100,100,0,0,0,0,0,100,100,0.0440675370,49.3039276621,8.3333333333,15.1608837254,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
20,100,0,12,100,100,0,0,0,0,0,100,100,0.0440675370,49.2598601251,8.3333333333,15.1608837254,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
21,100,0,9,100,100,0,0,1,109,1073,100,100,0.0501185791,49.2097415460,11.1111111111,15.4028025318,1.0000000000,0.8936000000,225.6042972247,0,0,0,0
22,100,0,9,100,100,0,0,0,0,0,100,100,0.0362636249,49.1734779211,11.1111111111,15.4028025318,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
23,100,0,9,100,100,0,0,0,0,0,100,100,0.0362636249,49.1372142961,11.1111111111,15.4028025318,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
24,100,0,9,100,100,0,0,0,0,0,100,100,0.0362636249,49.1009506712,11.1111111111,15.4028025318,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
25,100,0,9,100,100,0,0,0,0,0,100,100,0.0362636249,49.0646870463,11.1111111111,15.4028025318,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
26,100,0,8,100,100,0,0,1,108,976,100,100,0.0487037917,49.0159832546,12.5000000000,15.4834380949,1.0000000000,0.8928000000,225.8064516129,0,0,0,0
27,100,0,8,100,100,0,0,0,0,0,100,100,0.0359544313,48.9800288233,12.5000000000,15.4834380949,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
28,100,0,8,100,100,0,0,0,0,0,100,100,0.0359544313,48.9440743921,12.5000000000,15.4834380949,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
29,100,0,8,100,100,0,0,0,0,0,100,100,0.0359544313,48.9081199608,12.5000000000,15.4834380949,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
30,100,0,8,100,100,0,0,0,0,0,100,100,0.0359544313,48.8721655295,12.5000000000,15.4834380949,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
31,100,0,9,100,100,0,0,1,109,1073,100,100,0.0549975450,48.8171679846,11.1111111111,15.4028389791,1.0000000000,0.8936000000,225.6042972247,0,0,0,0
32,100,0,9,100,100,0,0,0,0,0,100,100,0.0411031081,48.7760648764,11.1111111111,15.4028389791,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
33,100,0,9,100,100,0,0,0,0,0,100,100,0.0411031081,48.7349617683,11.1111111111,15.4028389791,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
34,100,0,9,100,100,0,0,0,0,0,100,100,0.0411031081,48.6938586601,11.1111111111,15.4028389791,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
35,100,0,9,100,100,0,0,0,0,0,100,100,0.0411031081,48.6527555520,11.1111111111,15.4028389791,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
36,100,0,3,100,100,0,0,1,103,491,100,100,0.0346752920,48.6180802600,33.3333333333,15.8866737306,1.0000000000,0.8888000000,226.8226822682,0,0,0,0
37,100,0,3,100,100,0,0,0,0,0,100,100,0.0272742026,48.5908060573,33.3333333333,15.8866737306,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
38,100,0,3,100,100,0,0,0,0,0,100,100,0.0272742026,48.5635318547,33.3333333333,15.8866737306,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
39,100,0,3,100,100,0,0,0,0,0,100,100,0.0272742026,48.5362576521,33.3333333333,15.8866737306,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
40,100,0,3,100,100,0,0,0,0,0,100,100,0.0272742026,48.5089834494,33.3333333333,15.8866737306,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
41,100,0,10,100,100,0,0,1,110,1170,100,100,0.0540870317,48.4548964177,10.0000000000,15.3221605127,1.0000000000,0.8944000000,225.4025044723,0,0,0,0
42,100,0,10,100,100,0,0,0,0,0,100,100,0.0391673037,48.4157291140,10.0000000000,15.3221605127,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
43,100,0,10,100,100,0,0,0,0,0,100,100,0.0391673037,48.3765618103,10.0000000000,15.3221605127,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
44,100,0,10,100,100,0,0,0,0,0,100,100,0.0391673037,48.3373945066,10.0000000000,15.3221605127,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
45,100,0,10,100,100,0,0,0,0,0,100,100,0.0391673037,48.2982272029,10.0000000000,15.3221605127,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
46,100,0,6,100,100,0,0,1,106,782,100,100,0.0435657396,48.2546614633,16.6666666667,15.6447377183,1.0000000000,0.8912000000,226.2118491921,0,0,0,0
47,100,0,6,100,100,0,0,0,0,0,100,100,0.0329184116,48.2217430517,16.6666666667,15.6447377183,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
48,100,0,6,100,100,0,0,0,0,0,100,100,0.0329184116,48.1888246402,16.6666666667,15.6447377183,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
49,100,0,6,100,100,0,0,0,0,0,100,100,0.0329184116,48.1559062286,16.6666666667,15.6447377183,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
50,100,0,6,100,100,0,0,0,0,0,100,100,0.0329184116,48.1229878170,16.6666666667,15.6447377183,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
51,100,0,5,100,100,0,0,1,105,685,100,100,0.0382164866,48.0847713304,20.0000000000,15.7253733217,1.0000000000,0.8904000000,226.4150943396,0,0,0,0
52,100,0,5,100,100,0,0,0,0,0,100,100,0.0286623619,48.0561089685,20.0000000000,15.7253733217,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
53,100,0,5,100,100,0,0,0,0,0,100,100,0.0286623619,48.0274466066,20.0000000000,15.7253733217,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
54,100,0,5,100,100,0,0,0,0,0,100,100,0.0286623619,47.9987842447,20.0000000000,15.7253733217,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
55,100,0,5,100,100,0,0,0,0,0,100,100,0.0286623619,47.9701218828,20.0000000000,15.7253733217,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
56,100,0,5,100,100,0,0,1,105,685,100,100,0.0377550838,47.9323667990,20.0000000000,15.7253650742,1.0000000000,0.8904000000,226.4150943396,0,0,0,0
57,100,0,5,100,100,0,0,0,0,0,100,100,0.0282064244,47.9041603746,20.0000000000,15.7253650742,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
58,100,0,5,100,100,0,0,0,0,0,100,100,0.0282064244,47.8759539502,20.0000000000,15.7253650742,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
59,100,0,5,100,100,0,0,0,0,0,100,100,0.0282064244,47.8477475257,20.0000000000,15.7253650742,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
60,100,0,5,100,100,0,0,0,0,0,100,100,0.0282064244,47.8195411013,20.0000000000,15.7253650742,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
61,100,0,5,100,100,0,0,1,105,685,100,100,0.0381920551,47.7813490462,20.0000000000,15.7253715087,1.0000000000,0.8904000000,226.4150943396,0,0,0,0
62,100,0,5,100,100,0,0,0,0,0,100,100,0.0286313915,47.7527176547,20.0000000000,15.7253715087,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
63,100,0,5,100,100,0,0,0,0,0,100,100,0.0286313915,47.7240862631,20.0000000000,15.7253715087,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
64,100,0,5,100,100,0,0,0,0,0,100,100,0.0286313915,47.6954548716,20.0000000000,15.7253715087,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
65,100,0,5,100,100,0,0,0,0,0,100,100,0.0286313915,47.6668234801,20.0000000000,15.7253715087,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
66,100,0,3,100,100,0,0,1,103,491,100,100,0.0349982525,47.6318252276,33.3333333333,15.8866926565,1.0000000000,0.8888000000,226.8226822682,0,0,0,0
67,100,0,3,100,100,0,0,0,0,0,100,100,0.0274910148,47.6043342128,33.3333333333,15.8866926565,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
68,100,0,3,100,100,0,0,0,0,0,100,100,0.0274910148,47.5768431979,33.3333333333,15.8866926565,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
69,100,0,3,100,100,0,0,0,0,0,100,100,0.0274910148,47.5493521831,33.3333333333,15.8866926565,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
70,100,0,3,100,100,0,0,0,0,0,100,100,0.0274910148,47.5218611683,33.3333333333,15.8866926565,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
71,100,0,1,100,100,0,0,1,101,297,100,100,0.0420792852,47.4797818831,100.0000000000,15.7256433409,1.0000000000,0.8872000000,227.2317403066,0,0,0,4
72,100,0,1,100,100,0,0,0,0,0,100,100,0.0358126597,47.4439692233,100.0000000000,15.7256433409,1.0000000000,0.8064000000,250.0000000000,0,0,0,4
73,100,0,1,100,100,0,0,0,0,0,100,100,0.0358126597,47.4081565636,100.0000000000,15.7256433409,1.0000000000,0.8064000000,250.0000000000,0,0,0,4
74,100,0,1,100,100,0,0,0,0,0,100,100,0.0358126597,47.3723439038,100.0000000000,15.7256433409,1.0000000000,0.8064000000,250.0000000000,0,0,0,4
75,100,0,1,100,100,0,0,0,0,0,100,100,0.0358126597,47.3365312441,100.0000000000,15.7256433409,1.0000000000,0.8064000000,250.0000000000,0,0,0,4
76,100,0,3,100,100,0,0,1,103,491,100,100,0.0351426536,47.3013885904,33.3333333333,15.8866861963,1.0000000000,0.8888000000,226.8226822682,0,0,0,0
77,100,0,3,100,100,0,0,0,0,0,100,100,0.0276590972,47.2737294933,33.3333333333,15.8866861963,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
78,100,0,3,100,100,0,0,0,0,0,100,100,0.0276590972,47.2460703961,33.3333333333,15.8866861963,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
79,100,0,3,100,100,0,0,0,0,0,100,100,0.0276590972,47.2184112989,33.3333333333,15.8866861963,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
80,100,0,3,100,100,0,0,0,0,0,100,100,0.0276590972,47.1907522018,33.3333333333,15.8866861963,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
81,100,0,2,100,100,0,0,1,102,394,100,100,0.0368564856,47.1538957162,50.0000000000,15.9674162561,1.0000000000,0.8880000000,227.0270270270,0,0,0,0
82,100,0,2,100,100,0,0,0,0,0,100,100,0.0302566552,47.1236390610,50.0000000000,15.9674162561,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
83,100,0,2,100,100,0,0,0,0,0,100,100,0.0302566552,47.0933824058,50.0000000000,15.9674162561,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
84,100,0,2,100,100,0,0,0,0,0,100,100,0.0302566552,47.0631257507,50.0000000000,15.9674162561,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
85,100,0,2,100,100,0,0,0,0,0,100,100,0.0302566552,47.0328690955,50.0000000000,15.9674162561,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
86,100,0,3,100,100,0,0,1,103,491,100,100,0.0441817936,46.9886873019,33.3333333333,15.8868066466,1.0000000000,0.8888000000,226.8226822682,0,0,0,0
87,100,0,3,100,100,0,0,0,0,0,100,100,0.0363722134,46.9523150885,33.3333333333,15.8868066466,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
88,100,0,3,100,100,0,0,0,0,0,100,100,0.0363722134,46.9159428752,33.3333333333,15.8868066466,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
89,100,0,3,100,100,0,0,0,0,0,100,100,0.0363722134,46.8795706618,33.3333333333,15.8868066466,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
90,100,0,3,100,100,0,0,0,0,0,100,100,0.0363722134,46.8431984484,33.3333333333,15.8868066466,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
91,100,0,2,100,100,0,0,1,102,394,100,100,0.0333960590,46.8098023894,50.0000000000,15.9673547578,1.0000000000,0.8880000000,227.0270270270,0,0,0,0
92,100,0,2,100,100,0,0,0,0,0,100,100,0.0269369638,46.7828654257,50.0000000000,15.9673547578,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
93,100,0,2,100,100,0,0,0,0,0,100,100,0.0269369638,46.7559284619,50.0000000000,15.9673547578,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
94,100,0,2,100,100,0,0,0,0,0,100,100,0.0269369638,46.7289914982,50.0000000000,15.9673547578,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
95,100,0,2,100,100,0,0,0,0,0,100,100,0.0269369638,46.7020545344,50.0000000000,15.9673547578,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
96,100,0,57,100,100,0,0,1,120,5729,100,100,0.1461440132,46.5559105212,1.7543859649,11.5320400106,1.0000000000,0.9024000000,223.4042553191,0,0,0,0
97,100,0,57,100,100,0,0,0,0,0,100,100,0.0807057816,46.4752047397,1.7543859649,11.5320400106,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
98,100,0,57,100,100,0,0,0,0,0,100,100,0.0807057816,46.3944989581,1.7543859649,11.5320400106,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
99,100,0,57,100,100,0,0,0,0,0,100,100,0.0807057816,46.3137931765,1.7543859649,11.5320400106,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
100,100,0,57,100,100,0,0,0,0,0,100,100,0.0807057816,46.2330873950,1.7543859649,11.5320400106,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
101,100,0,3,100,100,0,0,1,103,491,100,100,0.0336755737,46.1994118213,33.3333333333,15.8866518003,1.0000000000,0.8888000000,226.8226822682,0,0,0,0
102,100,0,3,100,100,0,0,0,0,0,100,100,0.0262351972,46.1731766240,33.3333333333,15.8866518003,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
103,100,0,3,100,100,0,0,0,0,0,100,100,0.0262351972,46.1469414268,33.3333333333,15.8866518003,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
104,100,0,3,100,100,0,0,0,0,0,100,100,0.0262351972,46.1207062295,33.3333333333,15.8866518003,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
105,100,0,3,100,100,0,0,0,0,0,100,100,0.0262351972,46.0944710323,33.3333333333,15.8866518003,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
106,100,0,2,100,100,0,0,1,102,394,100,100,0.0353720519,46.0590989804,50.0000000000,15.9673304521,1.0000000000,0.8880000000,227.0270270270,0,0,0,0
107,100,0,2,100,100,0,0,0,0,0,100,100,0.0287824154,46.0303165649,50.0000000000,15.9673304521,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
108,100,0,2,100,100,0,0,0,0,0,100,100,0.0287824154,46.0015341495,50.0000000000,15.9673304521,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
109,100,0,2,100,100,0,0,0,0,0,100,100,0.0287824154,45.9727517341,50.0000000000,15.9673304521,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
110,100,0,2,100,100,0,0,0,0,0,100,100,0.0287824154,45.9439693186,50.0000000000,15.9673304521,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
111,100,0,6,100,100,0,0,1,106,782,100,100,0.0422553882,45.9017139305,16.6666666667,15.6447318625,1.0000000000,0.8912000000,226.2118491921,0,0,0,0
112,100,0,6,100,100,0,0,0,0,0,100,100,0.0316478765,45.8700660540,16.6666666667,15.6447318625,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
113,100,0,6,100,100,0,0,0,0,0,100,100,0.0316478765,45.8384181774,16.6666666667,15.6447318625,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
114,100,0,6,100,100,0,0,0,0,0,100,100,0.0316478765,45.8067703009,16.6666666667,15.6447318625,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
115,100,0,6,100,100,0,0,0,0,0,100,100,0.0316478765,45.7751224244,16.6666666667,15.6447318625,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
116,100,0,5,100,100,0,0,1,105,685,100,100,0.0418011964,45.7333212280,20.0000000000,15.7253772098,1.0000000000,0.8904000000,226.4150943396,0,0,0,0
