Round,Alive,Dead,CH_Count,Generated,Delivered,Lost,Unclustered,Was_Setup_Round,Control_TX,Control_RX,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Cluster_Size,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps,Backup_Promotions,Backup_Rejected,Proactive_Handovers,Direct_To_BS
1,100,0,4,100,100,0,0,1,104,588,100,100,0.0363098569,49.9457851431,25.0000000000,15.8059923469,1.0000000000,0.8896000000,226.6187050360,0,0,0,0
2,100,0,4,100,100,0,0,0,0,0,100,100,0.0275563767,49.9182287664,25.0000000000,15.8059923469,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
3,100,0,4,100,100,0,0,0,0,0,100,100,0.0275563767,49.8906723897,25.0000000000,15.8059923469,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
4,100,0,4,100,100,0,0,0,0,0,100,100,0.0275563767,49.8631160130,25.0000000000,15.8059923469,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
5,100,0,4,100,100,0,0,0,0,0,100,100,0.0275563767,49.8355596363,25.0000000000,15.8059923469,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
6,100,0,6,100,100,0,0,1,105,782,100,100,0.0434377726,49.7921218637,16.6666666667,15.6447314338,1.0000000000,0.8904000000,226.4150943396,0,0,0,0
7,100,0,6,100,100,0,0,0,0,0,100,100,0.0327507021,49.7593711616,16.6666666667,15.6447314338,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
8,100,0,6,100,100,0,0,0,0,0,100,100,0.0327507021,49.7266204595,16.6666666667,15.6447314338,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
9,100,0,6,100,100,0,0,0,0,0,100,100,0.0327507021,49.6938697575,16.6666666667,15.6447314338,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
10,100,0,6,100,100,0,0,0,0,0,100,100,0.0327507021,49.6611190554,16.6666666667,15.6447314338,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
11,100,0,7,100,100,0,0,1,107,879,100,100,0.0462162159,49.6149028395,14.2857142857,15.5640853449,1.0000000000,0.8920000000,226.0089686099,0,0,0,0
12,100,0,7,100,100,0,0,0,0,0,100,100,0.0345044196,49.5803984199,14.2857142857,15.5640853449,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
13,100,0,7,100,100,0,0,0,0,0,100,100,0.0345044196,49.5458940003,14.2857142857,15.5640853449,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
