Node,Death_Round
0,1801
1,1686
2,1876
3,1876
4,1856
5,1866
6,1811
7,1866
8,1856
9,1776
10,1761
11,1886
12,1896
13,1676
14,1771
15,1851
16,1891
17,1901
18,1831
19,1851
20,1876
21,1876
22,1836
23,1791
24,1876
25,1831
26,1881
27,1786
28,1751
29,1781
30,1766
31,1868
32,1901
33,1886
34,1826
35,1871
36,1866
37,1866
38,1816
39,1886
40,1816
41,1796
42,1876
43,1871
44,1891
45,1791
46,1896
47,1863
48,1766
49,1806
50,1856
51,1831
52,1801
53,1691
54,1886
55,1876
56,1886
57,1876
58,1876
59,1891
60,1881
61,1716
62,1891
63,1867
64,1896
65,1801
66,1896
67,1876
68,1836
69,1696
70,1851
71,1781
72,1776
73,1756
74,1891
75,1786
76,1861
77,1806
78,1836
79,1851
80,1886
81,1886
82,1872
83,1876
84,1881
85,1826
86,1861
87,1871
88,1811
89,1786
90,1851
91,1751
92,1841
93,1821
94,1846
95,1721
96,1886
97,1796
98,1881
99,1716
