Round,Alive,Dead,ChainLength,Leader,Generated,Delivered,Lost,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps,ChainRebuilt
1,100,0,100,0,100,100,0,100,100,0.0245096741,36.0754903259,841.6029675652,1.0000000000,0.8416000000,250.0000000000,0
2,100,0,100,1,100,100,0,100,100,0.0245159406,36.0509743853,841.6029765787,1.0000000000,0.8416000000,250.0000000000,0
3,100,0,100,2,100,100,0,100,100,0.0244929788,36.0264814065,841.6029409729,1.0000000000,0.8416000000,250.0000000000,0
4,100,0,100,3,100,100,0,100,100,0.0244870362,36.0019943703,841.6029303093,1.0000000000,0.8416000000,250.0000000000,0
5,100,0,100,4,100,100,0,100,100,0.0244773443,35.9775170260,841.6029109412,1.0000000000,0.8416000000,250.0000000000,0
6,100,0,100,5,100,100,0,100,100,0.0245284552,35.9529885708,841.6029933957,1.0000000000,0.8416000000,250.0000000000,0
7,100,0,100,6,100,100,0,100,100,0.0244602566,35.9285283142,841.6028657557,1.0000000000,0.8416000000,250.0000000000,0
8,100,0,100,7,100,100,0,100,100,0.0244722190,35.9040560952,841.6028993391,1.0000000000,0.8416000000,250.0000000000,0
9,100,0,100,8,100,100,0,100,100,0.0244846334,35.8795714618,841.6029257626,1.0000000000,0.8416000000,250.0000000000,0
10,100,0,100,9,100,100,0,100,100,0.0245157774,35.8550556844,841.6029763494,1.0000000000,0.8416000000,250.0000000000,0
11,100,0,100,10,100,100,0,100,100,0.0245077350,35.8305479493,841.6029646829,1.0000000000,0.8416000000,250.0000000000,0
12,100,0,100,11,100,100,0,100,100,0.0244605144,35.8060874350,841.6028666316,1.0000000000,0.8416000000,250.0000000000,0
13,100,0,100,12,100,100,0,100,100,0.0245011508,35.7815862842,841.6029545223,1.0000000000,0.8416000000,250.0000000000,0
14,100,0,100,13,100,100,0,100,100,0.0244677334,35.7571185508,841.6028880824,1.0000000000,0.8416000000,250.0000000000,0
15,100,0,100,14,100,100,0,100,100,0.0244548317,35.7326637191,841.6028442120,1.0000000000,0.8416000000,250.0000000000,0
16,100,0,100,15,100,100,0,100,100,0.0244755481,35.7081881709,841.6029070046,1.0000000000,0.8416000000,250.0000000000,0
17,100,0,100,16,100,100,0,100,100,0.0245043260,35.6836838450,841.6029594975,1.0000000000,0.8416000000,250.0000000000,0
18,100,0,100,17,100,100,0,100,100,0.0245074911,35.6591763539,841.6029643169,1.0000000000,0.8416000000,250.0000000000,0
19,100,0,100,18,100,100,0,100,100,0.0245015355,35.6346748184,841.6029551330,1.0000000000,0.8416000000,250.0000000000,0
20,100,0,100,19,100,100,0,100,100,0.0245026366,35.6101721818,841.6029568688,1.0000000000,0.8416000000,250.0000000000,0
21,100,0,100,20,100,100,0,100,100,0.0244665107,35.5857056711,841.6028847860,1.0000000000,0.8416000000,250.0000000000,0
22,100,0,100,21,100,100,0,100,100,0.0244573526,35.5612483185,841.6028550956,1.0000000000,0.8416000000,250.0000000000,0
23,100,0,100,22,100,100,0,100,100,0.0244545107,35.5367938078,841.6028426692,1.0000000000,0.8416000000,250.0000000000,0
24,100,0,100,23,100,100,0,100,100,0.0244637947,35.5123300131,841.6028770256,1.0000000000,0.8416000000,250.0000000000,0
25,100,0,100,24,100,100,0,100,100,0.0244927601,35.4878372530,841.6029405937,1.0000000000,0.8416000000,250.0000000000,0
26,100,0,100,25,100,100,0,100,100,0.0245204506,35.4633168024,841.6029828070,1.0000000000,0.8416000000,250.0000000000,0
27,100,0,100,26,100,100,0,100,100,0.0244603429,35.4388564595,841.6028660500,1.0000000000,0.8416000000,250.0000000000,0
