Round,Alive,Dead,CH_Count,Generated,Delivered,Lost,Unclustered,Control_TX,Control_RX,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Cluster_Size,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps
78,100,0,3,100,100,0,0,103,491,100,100,0.0333596614,47.3568135618,33.3333333333,15.7602563633,1.0000000000,0.8824000000,226.6545784225
79,100,0,12,100,100,0,0,112,1364,100,100,0.0376396970,47.3191738649,8.3333333333,15.0401884971,1.0000000000,0.8896000000,224.8201438849
80,100,0,2,100,100,0,0,102,394,100,100,0.0316066336,47.2875672313,50.0000000000,15.8402481834,1.0000000000,0.8816000000,226.8602540835
81,100,0,4,100,100,0,0,104,588,100,100,0.0306118146,47.2569554166,25.0000000000,15.6802249364,1.0000000000,0.8832000000,226.4492753623
82,100,0,2,100,100,0,0,102,394,100,100,0.0355075918,47.2214478248,50.0000000000,15.8403201305,1.0000000000,0.8816000000,226.8602540835
83,100,0,3,100,100,0,0,103,491,100,100,0.0308097228,47.1906381020,33.3333333333,15.7602646868,1.0000000000,0.8824000000,226.6545784225
84,100,0,5,100,100,0,0,105,685,100,100,0.0337962320,47.1568418700,20.0000000000,15.6002564401,1.0000000000,0.8840000000,226.2443438914
85,100,0,2,100,100,0,0,102,394,100,100,0.0374294083,47.1194124616,50.0000000000,15.8403312439,1.0000000000,0.8816000000,226.8602540835
86,100,0,5,100,100,0,0,105,685,100,100,0.0305773785,47.0888350832,20.0000000000,15.6001737119,1.0000000000,0.8840000000,226.2443438914
87,100,0,3,100,100,0,0,103,491,100,100,0.0311693949,47.0576656882,33.3333333333,15.7602623725,1.0000000000,0.8824000000,226.6545784225
88,100,0,4,100,100,0,0,104,588,100,100,0.0302717398,47.0273939485,25.0000000000,15.6801988279,1.0000000000,0.8832000000,226.4492753623
89,100,0,12,100,100,0,0,111,1364,100,100,0.0371720258,46.9902219227,8.3333333333,15.0401793484,1.0000000000,0.8888000000,225.0225022502
90,100,0,2,100,100,0,0,102,394,100,100,0.0398095770,46.9504123457,50.0000000000,15.8403727866,1.0000000000,0.8816000000,226.8602540835
91,100,0,2,100,100,0,0,102,394,100,100,0.0316634588,46.9187488869,50.0000000000,15.8402460456,1.0000000000,0.8816000000,226.8602540835
92,100,0,2,100,100,0,0,102,394,100,100,0.0340262355,46.8847226514,50.0000000000,15.8403039690,1.0000000000,0.8816000000,226.8602540835
93,100,0,2,100,100,0,0,102,394,100,100,0.0346835628,46.8500390886,50.0000000000,15.8403070671,1.0000000000,0.8816000000,226.8602540835
94,100,0,3,100,100,0,0,103,491,100,100,0.0351276894,46.8149113992,33.3333333333,15.7602984033,1.0000000000,0.8824000000,226.6545784225
95,100,0,3,100,100,0,0,103,491,100,100,0.0327111187,46.7822002804,33.3333333333,15.7602689974,1.0000000000,0.8824000000,226.6545784225
96,100,0,7,100,100,0,0,107,879,100,100,0.0337615498,46.7484387307,14.2857142857,15.4402109609,1.0000000000,0.8856000000,225.8355916893
97,100,0,3,100,100,0,0,103,491,100,100,0.0333178253,46.7151209053,33.3333333333,15.7602706893,1.0000000000,0.8824000000,226.6545784225
98,100,0,8,100,100,0,0,108,976,100,100,0.0335552891,46.6815656163,12.5000000000,15.3601949725,1.0000000000,0.8864000000,225.6317689531
99,100,0,9,100,100,0,0,109,1073,100,100,0.0342255257,46.6473400906,11.1111111111,15.2801757429,1.0000000000,0.8872000000,225.4283137962
100,100,0,2,100,100,0,0,102,394,100,100,0.0324381428,46.6149019478,50.0000000000,15.8402490836,1.0000000000,0.8816000000,226.8602540835
101,100,0,2,100,100,0,0,102,394,100,100,0.0360368435,46.5788651042,50.0000000000,15.8403316581,1.0000000000,0.8816000000,226.8602540835
102,100,0,2,100,100,0,0,102,394,100,100,0.0349917534,46.5438733508,50.0000000000,15.8403097066,1.0000000000,0.8816000000,226.8602540835
103,100,0,2,100,100,0,0,102,394,100,100,0.0326284812,46.5112448696,50.0000000000,15.8402700460,1.0000000000,0.8816000000,226.8602540835
104,100,0,2,100,100,0,0,102,394,100,100,0.0379726533,46.4732722163,50.0000000000,15.8403432267,1.0000000000,0.8816000000,226.8602540835
105,100,0,2,100,100,0,0,102,394,100,100,0.0357430709,46.4375291454,50.0000000000,15.8403213143,1.0000000000,0.8816000000,226.8602540835
106,100,0,4,100,100,0,0,104,588,100,100,0.0305484336,46.4069807118,25.0000000000,15.6802016535,1.0000000000,0.8832000000,226.4492753623
107,100,0,2,100,100,0,0,102,394,100,100,0.0348624016,46.3721183102,50.0000000000,15.8403018573,1.0000000000,0.8816000000,226.8602540835
108,100,0,4,100,100,0,0,104,588,100,100,0.0322262690,46.3398920413,25.0000000000,15.6802205404,1.0000000000,0.8832000000,226.4492753623
109,100,0,10,100,100,0,0,109,1170,100,100,0.0368569883,46.3030350529,10.0000000000,15.2002290948,1.0000000000,0.8872000000,225.4283137962
110,100,0,2,100,100,0,0,102,394,100,100,0.0324246561,46.2706103968,50.0000000000,15.8402663866,1.0000000000,0.8816000000,226.8602540835
111,100,0,2,100,100,0,0,102,394,100,100,0.0314465958,46.2391638010,50.0000000000,15.8402261967,1.0000000000,0.8816000000,226.8602540835
112,100,0,2,100,100,0,0,102,394,100,100,0.0354286914,46.2037351096,50.0000000000,15.8403253083,1.0000000000,0.8816000000,226.8602540835
113,100,0,2,100,100,0,0,102,394,100,100,0.0375448658,46.1661902438,50.0000000000,15.8403359282,1.0000000000,0.8816000000,226.8602540835
114,100,0,4,100,100,0,0,104,588,100,100,0.0307041506,46.1354860932,25.0000000000,15.6802039619,1.0000000000,0.8832000000,226.4492753623
115,100,0,2,100,100,0,0,102,394,100,100,0.0358068880,46.0996792052,50.0000000000,15.8403337493,1.0000000000,0.8816000000,226.8602540835
116,100,0,4,100,100,0,0,104,588,100,100,0.0311374419,46.0685417633,25.0000000000,15.6802326679,1.0000000000,0.8832000000,226.4492753623
117,100,0,7,100,100,0,0,107,879,100,100,0.0333786670,46.0351630963,14.2857142857,15.4402045580,1.0000000000,0.8856000000,225.8355916893
118,100,0,9,100,100,0,0,109,1073,100,100,0.0348111945,46.0003519018,11.1111111111,15.2801909479,1.0000000000,0.8872000000,225.4283137962
119,100,0,10,100,100,0,0,110,1170,100,100,0.0359313343,45.9644205675,10.0000000000,15.2002057639,1.0000000000,0.8880000000,225.2252252252
120,100,0,2,100,100,0,0,102,394,100,100,0.0333494669,45.9310711006,50.0000000000,15.8402900355,1.0000000000,0.8816000000,226.8602540835
121,100,0,2,100,100,0,0,102,394,100,100,0.0342159234,45.8968551772,50.0000000000,15.8402820856,1.0000000000,0.8816000000,226.8602540835
122,100,0,2,100,100,0,0,102,394,100,100,0.0346463985,45.8622087787,50.0000000000,15.8403073624,1.0000000000,0.8816000000,226.8602540835
123,100,0,2,100,100,0,0,102,394,100,100,0.0349203310,45.8272884477,50.0000000000,15.8403065053,1.0000000000,0.8816000000,226.8602540835
124,100,0,3,100,100,0,0,103,491,100,100,0.0328450588,45.7944433889,33.3333333333,15.7602628470,1.0000000000,0.8824000000,226.6545784225
125,100,0,2,100,100,0,0,102,394,100,100,0.0327760935,45.7616672954,50.0000000000,15.8402682682,1.0000000000,0.8816000000,226.8602540835
126,100,0,2,100,100,0,0,102,394,100,100,0.0323448918,45.7293224036,50.0000000000,15.8402611742,1.0000000000,0.8816000000,226.8602540835
127,100,0,5,100,100,0,0,105,685,100,100,0.0319918848,45.6973305188,20.0000000000,15.6002212375,1.0000000000,0.8840000000,226.2443438914
128,100,0,3,100,100,0,0,103,491,100,100,0.0336615410,45.6636689778,33.3333333333,15.7602823562,1.0000000000,0.8824000000,226.6545784225
129,100,0,11,100,100,0,0,108,1267,100,100,0.0368499956,45.6268189823,9.0909090909,15.1202082208,1.0000000000,0.8864000000,225.6317689531
130,100,0,2,100,100,0,0,102,394,100,100,0.0318760527,45.5949429295,50.0000000000,15.8402507929,1.0000000000,0.8816000000,226.8602540835
131,100,0,2,100,100,0,0,102,394,100,100,0.0329357756,45.5620071539,50.0000000000,15.8402786501,1.0000000000,0.8816000000,226.8602540835
132,100,0,2,100,100,0,0,102,394,100,100,0.0327559789,45.5292511750,50.0000000000,15.8402706404,1.0000000000,0.8816000000,226.8602540835
133,100,0,3,100,100,0,0,103,491,100,100,0.0318618019,45.4973893731,33.3333333333,15.7602820832,1.0000000000,0.8824000000,226.6545784225
134,100,0,4,100,100,0,0,104,588,100,100,0.0301697773,45.4672195958,25.0000000000,15.6802068028,1.0000000000,0.8832000000,226.4492753623
135,100,0,2,100,100,0,0,102,394,100,100,0.0367280969,45.4304914989,50.0000000000,15.8403442125,1.0000000000,0.8816000000,226.8602540835
136,100,0,2,100,100,0,0,102,394,100,100,0.0353713868,45.3951201121,50.0000000000,15.8403138734,1.0000000000,0.8816000000,226.8602540835
137,100,0,4,100,100,0,0,104,588,100,100,0.0310632731,45.3640568390,25.0000000000,15.6802201638,1.0000000000,0.8832000000,226.4492753623
138,100,0,6,100,100,0,0,106,782,100,100,0.0314993298,45.3325575092,16.6666666667,15.5201990369,1.0000000000,0.8848000000,226.0397830018
139,100,0,18,100,100,0,0,117,1946,100,100,0.0426581036,45.2898994055,5.5555555556,14.5601641690,1.0000000000,0.8936000000,223.8137869293
