Round,Alive,Dead,CH_Count,Generated,Delivered,Lost,Unclustered,Was_Setup_Round,Control_TX,Control_RX,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Cluster_Size,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps,Backup_Promotions,Backup_Rejected,Proactive_Handovers,Direct_To_BS
1,100,0,3,100,100,0,0,1,103,491,100,100,0.0251834941,49.9583115059,33.3333333333,12.0961612723,1.0000000000,0.8888000000,226.8226822682,0,0,0,47
2,100,0,3,100,100,0,0,0,0,0,100,100,0.0176031112,49.9407083947,33.3333333333,12.0961612723,1.0000000000,0.8064000000,250.0000000000,0,0,0,47
3,100,0,3,100,100,0,0,0,0,0,100,100,0.0176031112,49.9231052835,33.3333333333,12.0961612723,1.0000000000,0.8064000000,250.0000000000,0,0,0,47
4,100,0,3,100,100,0,0,0,0,0,100,100,0.0176031112,49.9055021724,33.3333333333,12.0961612723,1.0000000000,0.8064000000,250.0000000000,0,0,0,47
5,100,0,3,100,100,0,0,0,0,0,100,100,0.0176031112,49.8878990612,33.3333333333,12.0961612723,1.0000000000,0.8064000000,250.0000000000,0,0,0,47
6,100,0,8,100,100,0,0,1,108,976,100,100,0.0336323613,49.8542666998,12.5000000000,15.2411150041,1.0000000000,0.8928000000,225.8064516129,0,0,0,3
7,100,0,8,100,100,0,0,0,0,0,100,100,0.0208802082,49.8333864917,12.5000000000,15.2411150041,1.0000000000,0.8064000000,250.0000000000,0,0,0,3
8,100,0,8,100,100,0,0,0,0,0,100,100,0.0208802082,49.8125062835,12.5000000000,15.2411150041,1.0000000000,0.8064000000,250.0000000000,0,0,0,3
9,100,0,8,100,100,0,0,0,0,0,100,100,0.0208802082,49.7916260753,12.5000000000,15.2411150041,1.0000000000,0.8064000000,250.0000000000,0,0,0,3
10,100,0,8,100,100,0,0,0,0,0,100,100,0.0208802082,49.7707458671,12.5000000000,15.2411150041,1.0000000000,0.8064000000,250.0000000000,0,0,0,3
11,100,0,9,100,100,0,0,1,109,1073,100,100,0.0342991128,49.7364467543,11.1111111111,14.7572826705,1.0000000000,0.8936000000,225.6042972247,0,0,0,8
12,100,0,9,100,100,0,0,0,0,0,100,100,0.0204445759,49.7160021784,11.1111111111,14.7572826705,1.0000000000,0.8064000000,250.0000000000,0,0,0,8
13,100,0,9,100,100,0,0,0,0,0,100,100,0.0204445759,49.6955576025,11.1111111111,14.7572826705,1.0000000000,0.8064000000,250.0000000000,0,0,0,8
14,100,0,9,100,100,0,0,0,0,0,100,100,0.0204445759,49.6751130266,11.1111111111,14.7572826705,1.0000000000,0.8064000000,250.0000000000,0,0,0,8
15,100,0,9,100,100,0,0,0,0,0,100,100,0.0204445759,49.6546684507,11.1111111111,14.7572826705,1.0000000000,0.8064000000,250.0000000000,0,0,0,8
16,100,0,7,100,100,0,0,1,107,879,100,100,0.0319236776,49.6227447731,14.2857142857,14.8379249970,1.0000000000,0.8920000000,226.0089686099,0,0,0,9
17,100,0,7,100,100,0,0,0,0,0,100,100,0.0202599126,49.6024848605,14.2857142857,14.8379249970,1.0000000000,0.8064000000,250.0000000000,0,0,0,9
18,100,0,7,100,100,0,0,0,0,0,100,100,0.0202599126,49.5822249478,14.2857142857,14.8379249970,1.0000000000,0.8064000000,250.0000000000,0,0,0,9
19,100,0,7,100,100,0,0,0,0,0,100,100,0.0202599126,49.5619650352,14.2857142857,14.8379249970,1.0000000000,0.8064000000,250.0000000000,0,0,0,9
20,100,0,7,100,100,0,0,0,0,0,100,100,0.0202599126,49.5417051226,14.2857142857,14.8379249970,1.0000000000,0.8064000000,250.0000000000,0,0,0,9
21,100,0,6,100,100,0,0,1,106,782,100,100,0.0303759623,49.5113291603,16.6666666667,14.2734456324,1.0000000000,0.8912000000,226.2118491921,0,0,0,17
22,100,0,6,100,100,0,0,0,0,0,100,100,0.0197508229,49.4915783374,16.6666666667,14.2734456324,1.0000000000,0.8064000000,250.0000000000,0,0,0,17
23,100,0,6,100,100,0,0,0,0,0,100,100,0.0197508229,49.4718275144,16.6666666667,14.2734456324,1.0000000000,0.8064000000,250.0000000000,0,0,0,17
24,100,0,6,100,100,0,0,0,0,0,100,100,0.0197508229,49.4520766915,16.6666666667,14.2734456324,1.0000000000,0.8064000000,250.0000000000,0,0,0,17
25,100,0,6,100,100,0,0,0,0,0,100,100,0.0197508229,49.4323258686,16.6666666667,14.2734456324,1.0000000000,0.8064000000,250.0000000000,0,0,0,17
26,100,0,3,100,100,0,0,1,103,491,100,100,0.0274500107,49.4048758579,33.3333333333,14.1928156228,1.0000000000,0.8888000000,226.8226822682,0,0,0,21
27,100,0,3,100,100,0,0,0,0,0,100,100,0.0200258986,49.3848499594,33.3333333333,14.1928156228,1.0000000000,0.8064000000,250.0000000000,0,0,0,21
28,100,0,3,100,100,0,0,0,0,0,100,100,0.0200258986,49.3648240608,33.3333333333,14.1928156228,1.0000000000,0.8064000000,250.0000000000,0,0,0,21
29,100,0,3,100,100,0,0,0,0,0,100,100,0.0200258986,49.3447981622,33.3333333333,14.1928156228,1.0000000000,0.8064000000,250.0000000000,0,0,0,21
30,100,0,3,100,100,0,0,0,0,0,100,100,0.0200258986,49.3247722637,33.3333333333,14.1928156228,1.0000000000,0.8064000000,250.0000000000,0,0,0,21
31,100,0,9,100,100,0,0,1,109,1073,100,100,0.0344808832,49.2902913804,11.1111111111,14.7572769982,1.0000000000,0.8936000000,225.6042972247,0,0,0,8
