Round,Alive,Dead,CH_Count,Generated,Delivered,Lost,Unclustered,Was_Setup_Round,Control_TX,Control_RX,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Cluster_Size,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps,Backup_Promotions,Rejected_Promotions,Partial_Promotions,Emergency_Promotions
1113,100,0,3,100,100,0,0,0,0,0,100,100,0.0229641280,23.4264561618,33.3333333333,8.0000986502,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1114,100,0,3,100,100,0,0,0,0,0,100,100,0.0229641280,23.4034920338,33.3333333333,8.0000986502,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1115,100,0,3,100,100,0,0,0,0,0,100,100,0.0229641280,23.3805279059,33.3333333333,8.0000986502,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1116,100,0,3,100,100,0,0,0,0,0,100,100,0.0229641280,23.3575637779,33.3333333333,8.0000986502,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1117,100,0,3,100,100,0,0,0,0,0,100,100,0.0229641280,23.3345996499,33.3333333333,8.0000986502,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1118,100,0,3,100,100,0,0,0,0,0,100,100,0.0229641280,23.3116355220,33.3333333333,8.0000986502,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1119,100,0,3,100,100,0,0,0,0,0,100,100,0.0229641280,23.2886713940,33.3333333333,8.0000986502,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1120,100,0,3,100,100,0,0,0,0,0,100,100,0.0229641280,23.2657072661,33.3333333333,8.0000986502,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1121,100,0,5,100,100,0,0,1,105,685,100,100,0.0304726382,23.2352346279,20.0000000000,8.0000769393,1.0000000000,0.8840000000,226.2443438914,0,0,0,0
1122,100,0,5,100,100,0,0,0,0,0,100,100,0.0219090444,23.2133255835,20.0000000000,8.0000769393,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1123,100,0,5,100,100,0,0,0,0,0,100,100,0.0219090444,23.1914165390,20.0000000000,8.0000769393,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1124,100,0,5,100,100,0,0,0,0,0,100,100,0.0219090444,23.1695074946,20.0000000000,8.0000769393,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1125,100,0,5,100,100,0,0,0,0,0,100,100,0.0219090444,23.1475984502,20.0000000000,8.0000769393,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1126,100,0,5,100,100,0,0,0,0,0,100,100,0.0219090444,23.1256894058,20.0000000000,8.0000769393,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1127,100,0,5,100,100,0,0,0,0,0,100,100,0.0219090444,23.1037803614,20.0000000000,8.0000769393,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1128,100,0,5,100,100,0,0,0,0,0,100,100,0.0219090444,23.0818713169,20.0000000000,8.0000769393,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1129,100,0,5,100,100,0,0,0,0,0,100,100,0.0219090444,23.0599622725,20.0000000000,8.0000769393,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1130,100,0,5,100,100,0,0,0,0,0,100,100,0.0219090444,23.0380532281,20.0000000000,8.0000769393,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1131,100,0,7,100,100,0,0,1,107,879,100,100,0.0326844983,23.0053687298,14.2857142857,8.0000832941,1.0000000000,0.8856000000,225.8355916893,0,0,0,0
1132,100,0,7,100,100,0,0,0,0,0,100,100,0.0219468888,22.9834218410,14.2857142857,8.0000832941,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1133,100,0,7,100,100,0,0,0,0,0,100,100,0.0219468888,22.9614749523,14.2857142857,8.0000832941,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1134,100,0,7,100,100,0,0,0,0,0,100,100,0.0219468888,22.9395280635,14.2857142857,8.0000832941,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1135,100,0,7,100,100,0,0,0,0,0,100,100,0.0219468888,22.9175811747,14.2857142857,8.0000832941,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1136,100,0,7,100,100,0,0,0,0,0,100,100,0.0219468888,22.8956342860,14.2857142857,8.0000832941,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1137,100,0,7,100,100,0,0,0,0,0,100,100,0.0219468888,22.8736873972,14.2857142857,8.0000832941,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1138,100,0,7,100,100,0,0,0,0,0,100,100,0.0219468888,22.8517405085,14.2857142857,8.0000832941,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1139,100,0,7,100,100,0,0,0,0,0,100,100,0.0219468888,22.8297936197,14.2857142857,8.0000832941,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1140,100,0,7,100,100,0,0,0,0,0,100,100,0.0219468888,22.8078467309,14.2857142857,8.0000832941,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1141,100,0,3,100,100,0,0,1,103,491,100,100,0.0296634632,22.7781832677,33.3333333333,8.0001000291,1.0000000000,0.8824000000,226.6545784225,0,0,0,0
1142,100,0,3,100,100,0,0,0,0,0,100,100,0.0231532925,22.7550299753,33.3333333333,8.0001000291,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1143,100,0,3,100,100,0,0,0,0,0,100,100,0.0231532925,22.7318766828,33.3333333333,8.0001000291,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1144,100,0,3,100,100,0,0,0,0,0,100,100,0.0231532925,22.7087233903,33.3333333333,8.0001000291,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1145,100,0,3,100,100,0,0,0,0,0,100,100,0.0231532925,22.6855700979,33.3333333333,8.0001000291,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1146,100,0,3,100,100,0,0,0,0,0,100,100,0.0231532925,22.6624168054,33.3333333333,8.0001000291,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1147,100,0,3,100,100,0,0,0,0,0,100,100,0.0231532925,22.6392635130,33.3333333333,8.0001000291,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1148,100,0,3,100,100,0,0,0,0,0,100,100,0.0231532925,22.6161102205,33.3333333333,8.0001000291,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1149,100,0,3,100,100,0,0,0,0,0,100,100,0.0231532925,22.5929569280,33.3333333333,8.0001000291,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1150,100,0,3,100,100,0,0,0,0,0,100,100,0.0231532925,22.5698036356,33.3333333333,8.0001000291,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1151,100,0,1,100,100,0,0,1,101,297,100,100,0.0332801781,22.5365234575,100.0000000000,8.0001833307,1.0000000000,0.8808000000,227.0663033606,0,0,0,0
1152,100,0,1,100,100,0,0,0,0,0,100,100,0.0284222441,22.5081012134,100.0000000000,8.0001833307,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1153,100,0,1,100,100,0,0,0,0,0,100,100,0.0284222441,22.4796789693,100.0000000000,8.0001833307,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1154,100,0,1,100,100,0,0,0,0,0,100,100,0.0284222441,22.4512567252,100.0000000000,8.0001833307,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1155,100,0,1,100,100,0,0,0,0,0,100,100,0.0284222441,22.4228344811,100.0000000000,8.0001833307,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1156,100,0,1,100,100,0,0,0,0,0,100,100,0.0284222441,22.3944122370,100.0000000000,8.0001833307,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1157,100,0,1,100,100,0,0,0,0,0,100,100,0.0284222441,22.3659899929,100.0000000000,8.0001833307,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1158,100,0,1,100,100,0,0,0,0,0,100,100,0.0284222441,22.3375677487,100.0000000000,8.0001833307,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1159,100,0,1,100,100,0,0,0,0,0,100,100,0.0284222441,22.3091455046,100.0000000000,8.0001833307,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1160,100,0,1,100,100,0,0,0,0,0,100,100,0.0284222441,22.2807232605,100.0000000000,8.0001833307,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1161,100,0,7,100,100,0,0,1,107,879,100,100,0.0320592153,22.2486640452,14.2857142857,8.0000670952,1.0000000000,0.8856000000,225.8355916893,0,0,0,0
1162,100,0,7,100,100,0,0,0,0,0,100,100,0.0213748161,22.2272892291,14.2857142857,8.0000670952,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1163,100,0,7,100,100,0,0,0,0,0,100,100,0.0213748161,22.2059144130,14.2857142857,8.0000670952,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1164,100,0,7,100,100,0,0,0,0,0,100,100,0.0213748161,22.1845395969,14.2857142857,8.0000670952,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1165,100,0,7,100,100,0,0,0,0,0,100,100,0.0213748161,22.1631647808,14.2857142857,8.0000670952,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1166,100,0,7,100,100,0,0,0,0,0,100,100,0.0213748161,22.1417899648,14.2857142857,8.0000670952,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1167,100,0,7,100,100,0,0,0,0,0,100,100,0.0213748161,22.1204151487,14.2857142857,8.0000670952,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1168,100,0,7,100,100,0,0,0,0,0,100,100,0.0213748161,22.0990403326,14.2857142857,8.0000670952,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1169,100,0,7,100,100,0,0,0,0,0,100,100,0.0213748161,22.0776655165,14.2857142857,8.0000670952,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1170,100,0,7,100,100,0,0,0,0,0,100,100,0.0213748161,22.0562907004,14.2857142857,8.0000670952,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1171,100,0,7,100,100,0,0,1,107,879,100,100,0.0328711760,22.0234195244,14.2857142857,8.0000842780,1.0000000000,0.8856000000,225.8355916893,0,0,0,0
1172,100,0,7,100,100,0,0,0,0,0,100,100,0.0221021914,22.0013173329,14.2857142857,8.0000842780,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1173,100,0,7,100,100,0,0,0,0,0,100,100,0.0221021914,21.9792151415,14.2857142857,8.0000842780,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1174,100,0,7,100,100,0,0,0,0,0,100,100,0.0221021914,21.9571129501,14.2857142857,8.0000842780,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1175,100,0,7,100,100,0,0,0,0,0,100,100,0.0221021914,21.9350107586,14.2857142857,8.0000842780,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1176,100,0,7,100,100,0,0,0,0,0,100,100,0.0221021914,21.9129085672,14.2857142857,8.0000842780,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1177,100,0,7,100,100,0,0,0,0,0,100,100,0.0221021914,21.8908063758,14.2857142857,8.0000842780,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1178,100,0,7,100,100,0,0,0,0,0,100,100,0.0221021914,21.8687041843,14.2857142857,8.0000842780,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1179,100,0,7,100,100,0,0,0,0,0,100,100,0.0221021914,21.8466019929,14.2857142857,8.0000842780,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1180,100,0,7,100,100,0,0,0,0,0,100,100,0.0221021914,21.8244998015,14.2857142857,8.0000842780,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1181,100,0,5,100,100,0,0,1,105,685,100,100,0.0320612485,21.7924385529,20.0000000000,8.0001069937,1.0000000000,0.8840000000,226.2443438914,0,0,0,0
1182,100,0,5,100,100,0,0,0,0,0,100,100,0.0233533425,21.7690852105,20.0000000000,8.0001069937,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1183,100,0,5,100,100,0,0,0,0,0,100,100,0.0233533425,21.7457318680,20.0000000000,8.0001069937,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1184,100,0,5,100,100,0,0,0,0,0,100,100,0.0233533425,21.7223785255,20.0000000000,8.0001069937,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1185,100,0,5,100,100,0,0,0,0,0,100,100,0.0233533425,21.6990251831,20.0000000000,8.0001069937,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1186,100,0,5,100,100,0,0,0,0,0,100,100,0.0233533425,21.6756718406,20.0000000000,8.0001069937,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1187,100,0,5,100,100,0,0,0,0,0,100,100,0.0233533425,21.6523184981,20.0000000000,8.0001069937,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1188,100,0,5,100,100,0,0,0,0,0,100,100,0.0233533425,21.6289651557,20.0000000000,8.0001069937,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1189,100,0,5,100,100,0,0,0,0,0,100,100,0.0233533425,21.6056118132,20.0000000000,8.0001069937,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1190,100,0,5,100,100,0,0,0,0,0,100,100,0.0233533425,21.5822584707,20.0000000000,8.0001069937,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1191,100,0,9,100,100,0,0,1,109,1073,100,100,0.0343317180,21.5479267528,11.1111111111,8.0000731925,1.0000000000,0.8872000000,225.4283137962,0,0,0,0
1192,100,0,9,100,100,0,0,0,0,0,100,100,0.0214486465,21.5264781063,11.1111111111,8.0000731925,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1193,100,0,9,100,100,0,0,0,0,0,100,100,0.0214486465,21.5050294598,11.1111111111,8.0000731925,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1194,100,0,9,100,100,0,0,0,0,0,100,100,0.0214486465,21.4835808133,11.1111111111,8.0000731925,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1195,100,0,9,100,100,0,0,0,0,0,100,100,0.0214486465,21.4621321668,11.1111111111,8.0000731925,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1196,100,0,9,100,100,0,0,0,0,0,100,100,0.0214486465,21.4406835202,11.1111111111,8.0000731925,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1197,100,0,9,100,100,0,0,0,0,0,100,100,0.0214486465,21.4192348737,11.1111111111,8.0000731925,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1198,100,0,9,100,100,0,0,0,0,0,100,100,0.0214486465,21.3977862272,11.1111111111,8.0000731925,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1199,100,0,9,100,100,0,0,0,0,0,100,100,0.0214486465,21.3763375807,11.1111111111,8.0000731925,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1200,100,0,9,100,100,0,0,0,0,0,100,100,0.0214486465,21.3548889342,11.1111111111,8.0000731925,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1201,100,0,1,100,100,0,0,1,101,297,100,100,0.0313615721,21.3235273621,100.0000000000,8.0001599869,1.0000000000,0.8808000000,227.0663033606,0,0,0,0
1202,100,0,1,100,100,0,0,0,0,0,100,100,0.0266795912,21.2968477709,100.0000000000,8.0001599869,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1203,100,0,1,100,100,0,0,0,0,0,100,100,0.0266795912,21.2701681796,100.0000000000,8.0001599869,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1204,100,0,1,100,100,0,0,0,0,0,100,100,0.0266795912,21.2434885884,100.0000000000,8.0001599869,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1205,100,0,1,100,100,0,0,0,0,0,100,100,0.0266795912,21.2168089971,100.0000000000,8.0001599869,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1206,100,0,1,100,100,0,0,0,0,0,100,100,0.0266795912,21.1901294059,100.0000000000,8.0001599869,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1207,100,0,1,100,100,0,0,0,0,0,100,100,0.0266795912,21.1634498146,100.0000000000,8.0001599869,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1208,100,0,1,100,100,0,0,0,0,0,100,100,0.0266795912,21.1367702234,100.0000000000,8.0001599869,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1209,100,0,1,100,100,0,0,0,0,0,100,100,0.0266795912,21.1100906322,100.0000000000,8.0001599869,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1210,100,0,1,100,100,0,0,0,0,0,100,100,0.0266795912,21.0834110409,100.0000000000,8.0001599869,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1211,100,0,3,100,100,0,0,1,103,491,100,100,0.0307403624,21.0526706785,33.3333333333,8.0001182869,1.0000000000,0.8824000000,226.6545784225,0,0,0,0
1212,100,0,3,100,100,0,0,0,0,0,100,100,0.0241231742,21.0285475043,33.3333333333,8.0001182869,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1213,100,0,3,100,100,0,0,0,0,0,100,100,0.0241231742,21.0044243301,33.3333333333,8.0001182869,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1214,100,0,3,100,100,0,0,0,0,0,100,100,0.0241231742,20.9803011559,33.3333333333,8.0001182869,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1215,100,0,3,100,100,0,0,0,0,0,100,100,0.0241231742,20.9561779817,33.3333333333,8.0001182869,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1216,100,0,3,100,100,0,0,0,0,0,100,100,0.0241231742,20.9320548075,33.3333333333,8.0001182869,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1217,100,0,3,100,100,0,0,0,0,0,100,100,0.0241231742,20.9079316332,33.3333333333,8.0001182869,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1218,100,0,3,100,100,0,0,0,0,0,100,100,0.0241231742,20.8838084590,33.3333333333,8.0001182869,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1219,100,0,3,100,100,0,0,0,0,0,100,100,0.0241231742,20.8596852848,33.3333333333,8.0001182869,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1220,100,0,3,100,100,0,0,0,0,0,100,100,0.0241231742,20.8355621106,33.3333333333,8.0001182869,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1221,100,0,4,100,100,0,0,1,104,588,100,100,0.0301293517,20.8054327589,25.0000000000,8.0000873241,1.0000000000,0.8832000000,226.4492753623,0,0,0,0
1222,100,0,4,100,100,0,0,0,0,0,100,100,0.0225878053,20.7828449536,25.0000000000,8.0000873241,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1223,100,0,4,100,100,0,0,0,0,0,100,100,0.0225878053,20.7602571484,25.0000000000,8.0000873241,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1224,100,0,4,100,100,0,0,0,0,0,100,100,0.0225878053,20.7376693431,25.0000000000,8.0000873241,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1225,100,0,4,100,100,0,0,0,0,0,100,100,0.0225878053,20.7150815378,25.0000000000,8.0000873241,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1226,100,0,4,100,100,0,0,0,0,0,100,100,0.0225878053,20.6924937325,25.0000000000,8.0000873241,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1227,100,0,4,100,100,0,0,0,0,0,100,100,0.0225878053,20.6699059273,25.0000000000,8.0000873241,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1228,100,0,4,100,100,0,0,0,0,0,100,100,0.0225878053,20.6473181220,25.0000000000,8.0000873241,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1229,100,0,4,100,100,0,0,0,0,0,100,100,0.0225878053,20.6247303167,25.0000000000,8.0000873241,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1230,100,0,4,100,100,0,0,0,0,0,100,100,0.0225878053,20.6021425114,25.0000000000,8.0000873241,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1231,100,0,5,100,100,0,0,1,105,685,100,100,0.0306549256,20.5714875859,20.0000000000,8.0000805928,1.0000000000,0.8840000000,226.2443438914,0,0,0,0
1232,100,0,5,100,100,0,0,0,0,0,100,100,0.0220825751,20.5494050107,20.0000000000,8.0000805928,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1233,100,0,5,100,100,0,0,0,0,0,100,100,0.0220825751,20.5273224356,20.0000000000,8.0000805928,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1234,100,0,5,100,100,0,0,0,0,0,100,100,0.0220825751,20.5052398604,20.0000000000,8.0000805928,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1235,100,0,5,100,100,0,0,0,0,0,100,100,0.0220825751,20.4831572853,20.0000000000,8.0000805928,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1236,100,0,5,100,100,0,0,0,0,0,100,100,0.0220825751,20.4610747101,20.0000000000,8.0000805928,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1237,100,0,5,100,100,0,0,0,0,0,100,100,0.0220825751,20.4389921350,20.0000000000,8.0000805928,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1238,100,0,5,100,100,0,0,0,0,0,100,100,0.0220825751,20.4169095599,20.0000000000,8.0000805928,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1239,100,0,5,100,100,0,0,0,0,0,100,100,0.0220825751,20.3948269847,20.0000000000,8.0000805928,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1240,100,0,5,100,100,0,0,0,0,0,100,100,0.0220825751,20.3727444096,20.0000000000,8.0000805928,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1241,100,0,3,100,100,0,0,1,103,491,100,100,0.0292091528,20.3435352568,33.3333333333,8.0000939467,1.0000000000,0.8824000000,226.6545784225,0,0,0,0
1242,100,0,3,100,100,0,0,0,0,0,100,100,0.0227465117,20.3207887451,33.3333333333,8.0000939467,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1243,100,0,3,100,100,0,0,0,0,0,100,100,0.0227465117,20.2980422333,33.3333333333,8.0000939467,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1244,100,0,3,100,100,0,0,0,0,0,100,100,0.0227465117,20.2752957216,33.3333333333,8.0000939467,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1245,100,0,3,100,100,0,0,0,0,0,100,100,0.0227465117,20.2525492099,33.3333333333,8.0000939467,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1246,100,0,3,100,100,0,0,0,0,0,100,100,0.0227465117,20.2298026982,33.3333333333,8.0000939467,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1247,100,0,3,100,100,0,0,0,0,0,100,100,0.0227465117,20.2070561864,33.3333333333,8.0000939467,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1248,100,0,3,100,100,0,0,0,0,0,100,100,0.0227465117,20.1843096747,33.3333333333,8.0000939467,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1249,100,0,3,100,100,0,0,0,0,0,100,100,0.0227465117,20.1615631630,33.3333333333,8.0000939467,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1250,100,0,3,100,100,0,0,0,0,0,100,100,0.0227465117,20.1388166513,33.3333333333,8.0000939467,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1251,100,0,4,100,100,0,0,1,104,588,100,100,0.0303387724,20.1084778788,25.0000000000,8.0000985403,1.0000000000,0.8832000000,226.4492753623,0,0,0,0
1252,100,0,4,100,100,0,0,0,0,0,100,100,0.0227719369,20.0857059419,25.0000000000,8.0000985403,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1253,100,0,4,100,100,0,0,0,0,0,100,100,0.0227719369,20.0629340050,25.0000000000,8.0000985403,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1254,100,0,4,100,100,0,0,0,0,0,100,100,0.0227719369,20.0401620680,25.0000000000,8.0000985403,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1255,100,0,4,100,100,0,0,0,0,0,100,100,0.0227719369,20.0173901311,25.0000000000,8.0000985403,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1256,100,0,4,100,100,0,0,0,0,0,100,100,0.0227719369,19.9946181941,25.0000000000,8.0000985403,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1257,100,0,4,100,100,0,0,0,0,0,100,100,0.0227719369,19.9718462572,25.0000000000,8.0000985403,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1258,100,0,4,100,100,0,0,0,0,0,100,100,0.0227719369,19.9490743203,25.0000000000,8.0000985403,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1259,100,0,4,100,100,0,0,0,0,0,100,100,0.0227719369,19.9263023833,25.0000000000,8.0000985403,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1260,100,0,4,100,100,0,0,0,0,0,100,100,0.0227719369,19.9035304464,25.0000000000,8.0000985403,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1261,100,0,8,100,100,0,0,1,108,976,100,100,0.0331528331,19.8703776133,12.5000000000,8.0000689684,1.0000000000,0.8864000000,225.6317689531,0,0,0,0
1262,100,0,8,100,100,0,0,0,0,0,100,100,0.0213808480,19.8489967653,12.5000000000,8.0000689684,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1263,100,0,8,100,100,0,0,0,0,0,100,100,0.0213808480,19.8276159174,12.5000000000,8.0000689684,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1264,100,0,8,100,100,0,0,0,0,0,100,100,0.0213808480,19.8062350694,12.5000000000,8.0000689684,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1265,100,0,8,100,100,0,0,0,0,0,100,100,0.0213808480,19.7848542214,12.5000000000,8.0000689684,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1266,100,0,8,100,100,0,0,0,0,0,100,100,0.0213808480,19.7634733735,12.5000000000,8.0000689684,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1267,100,0,8,100,100,0,0,0,0,0,100,100,0.0213808480,19.7420925255,12.5000000000,8.0000689684,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1268,100,0,8,100,100,0,0,0,0,0,100,100,0.0213808480,19.7207116776,12.5000000000,8.0000689684,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1269,100,0,8,100,100,0,0,0,0,0,100,100,0.0213808480,19.6993308296,12.5000000000,8.0000689684,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1270,100,0,8,100,100,0,0,0,0,0,100,100,0.0213808480,19.6779499817,12.5000000000,8.0000689684,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1271,100,0,2,100,100,0,0,1,102,394,100,100,0.0324160094,19.6455339722,50.0000000000,8.0001604768,1.0000000000,0.8816000000,226.8602540835,0,0,0,0
1272,100,0,2,100,100,0,0,0,0,0,100,100,0.0266429187,19.6188910535,50.0000000000,8.0001604768,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1273,100,0,2,100,100,0,0,0,0,0,100,100,0.0266429187,19.5922481348,50.0000000000,8.0001604768,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1274,100,0,2,100,100,0,0,0,0,0,100,100,0.0266429187,19.5656052161,50.0000000000,8.0001604768,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1275,100,0,2,100,100,0,0,0,0,0,100,100,0.0266429187,19.5389622974,50.0000000000,8.0001604768,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
1276,100,0,2,100,100,0,0,0,0,0,100,100,0.0266429187,19.5123193787,50.0000000000,8.0001604768,1.0000000000,0.8000000000,250.0000000000,0,0,0,0
