Node,Death_Round
0,1926
1,1871
2,1958
3,1856
4,1886
5,1916
6,1871
7,1931
8,1881
9,1931
10,1796
11,1851
12,1876
13,1962
14,1966
15,1856
16,1981
17,1916
18,1931
19,1846
20,1891
21,1876
22,1948
23,1831
24,1861
25,1966
26,1896
27,1951
28,1886
29,1816
30,1876
31,1961
32,1891
33,1976
34,1786
35,1861
36,1776
37,1952
38,1971
39,1881
40,1931
41,1981
42,1956
43,1926
44,1926
45,1861
46,1906
47,1816
48,1961
49,1841
50,1961
51,1896
52,1886
53,1946
54,1836
55,1941
56,1971
57,1956
58,1916
59,1866
60,1916
61,1961
62,1866
63,1866
64,1916
65,1936
66,1866
67,1936
68,1841
69,1951
70,1976
71,1766
72,1926
73,1936
74,1961
75,1896
76,1911
77,1846
78,1906
79,1891
80,1926
81,1981
82,1936
83,1971
84,1951
85,1921
86,1916
87,1871
88,1967
89,1946
90,1966
91,1951
92,1951
93,1811
94,1841
95,1976
96,1841
97,1946
98,1871
99,1831
