Node,Death_Round
0,1891
1,1901
2,1756
3,1916
4,1906
5,1911
6,1646
7,1746
8,1871
9,1741
10,1896
11,1891
12,1821
13,1841
14,1901
15,1886
16,1796
17,1826
18,1901
19,1791
20,1881
21,1886
22,1851
23,1856
24,1816
25,1721
26,1816
27,1916
28,1881
29,1896
30,1901
31,1901
32,1801
33,1901
34,1891
35,1821
36,1841
37,1906
38,1916
39,1761
40,1896
41,1696
42,1896
43,1841
44,1736
45,1906
46,1896
47,1881
48,1781
49,1741
50,1861
51,1886
52,1896
53,1846
54,1796
55,1761
56,1901
57,1896
58,1851
59,1766
60,1816
61,1916
62,1841
63,1851
64,1911
65,1866
66,1906
67,1911
68,1901
69,1871
70,1906
71,1771
72,1766
73,1891
74,1891
75,1876
76,1821
77,1856
78,1871
79,1901
80,1887
81,1892
82,1796
83,1826
84,1786
85,1871
86,1846
87,1916
88,1771
89,1871
90,1891
91,1796
92,1911
93,1671
94,1831
95,1896
96,1801
97,1906
98,1886
99,1841
