Round,Alive,Dead,CH_Count,Generated,Delivered,Lost,Unclustered,HEED_Iterations,Control_TX,Control_RX,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Cluster_Size,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps
1736,4,96,4,4,4,0,0,6,17,0,4,4,0.0007730982,0.0683784601,1.0000000000,8.0001325761,1.0000000000,0.0456000000,175.4385964912
1737,4,96,4,4,4,0,0,6,16,0,4,4,0.0007618482,0.0676166119,1.0000000000,8.0001325761,1.0000000000,0.0448000000,178.5714285714
1738,4,96,4,4,4,0,0,6,20,0,4,4,0.0008068482,0.0668097637,1.0000000000,8.0001325761,1.0000000000,0.0480000000,166.6666666667
1739,4,96,4,4,4,0,0,6,11,0,4,4,0.0007055982,0.0661041655,1.0000000000,8.0001325761,1.0000000000,0.0408000000,196.0784313725
1740,4,96,4,4,4,0,0,6,15,0,4,4,0.0007505982,0.0653535674,1.0000000000,8.0001325761,1.0000000000,0.0440000000,181.8181818182
1741,4,96,4,4,4,0,0,6,16,0,4,4,0.0007618482,0.0645917192,1.0000000000,8.0001325761,1.0000000000,0.0448000000,178.5714285714
1742,4,96,4,4,4,0,0,6,14,0,4,4,0.0007393482,0.0638523710,1.0000000000,8.0001325761,1.0000000000,0.0432000000,185.1851851852
1743,4,96,4,4,4,0,0,6,16,0,4,4,0.0007618482,0.0630905228,1.0000000000,8.0001325761,1.0000000000,0.0448000000,178.5714285714
1744,4,96,4,4,4,0,0,6,17,0,4,4,0.0007730982,0.0623174247,1.0000000000,8.0001325761,1.0000000000,0.0456000000,175.4385964912
1745,4,96,4,4,4,0,0,6,19,0,4,4,0.0007955982,0.0615218265,1.0000000000,8.0001325761,1.0000000000,0.0472000000,169.4915254237
1746,4,96,4,4,4,0,0,6,15,0,4,4,0.0007505982,0.0607712283,1.0000000000,8.0001325761,1.0000000000,0.0440000000,181.8181818182
1747,4,96,4,4,4,0,0,6,18,0,4,4,0.0007843482,0.0599868801,1.0000000000,8.0001325761,1.0000000000,0.0464000000,172.4137931034
1748,4,96,4,4,4,0,0,6,15,0,4,4,0.0007505982,0.0592362820,1.0000000000,8.0001325761,1.0000000000,0.0440000000,181.8181818182
