Round,Alive,Dead,CH_Count,Generated,Delivered,Lost,Unclustered,Was_Setup_Round,Control_TX,Control_RX,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Cluster_Size,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps,Backup_Promotions,Backup_Rejected
1,100,0,8,100,100,0,0,1,108,976,100,100,0.0328032543,49.9492917457,12.5000000000,15.3601720149,1.0000000000,0.8864000000,225.6317689531,0,0
2,100,0,8,100,100,0,0,0,0,0,100,100,0.0210577688,49.9282339769,12.5000000000,15.3601720149,1.0000000000,0.8000000000,250.0000000000,0,0
3,100,0,8,100,100,0,0,0,0,0,100,100,0.0210577688,49.9071762081,12.5000000000,15.3601720149,1.0000000000,0.8000000000,250.0000000000,0,0
4,100,0,8,100,100,0,0,0,0,0,100,100,0.0210577688,49.8861184393,12.5000000000,15.3601720149,1.0000000000,0.8000000000,250.0000000000,0,0
5,100,0,8,100,100,0,0,0,0,0,100,100,0.0210577688,49.8650606706,12.5000000000,15.3601720149,1.0000000000,0.8000000000,250.0000000000,0,0
6,100,0,6,100,100,0,0,1,106,782,100,100,0.0310635777,49.8339970929,16.6666666667,15.5201526413,1.0000000000,0.8848000000,226.0397830018,0,0
7,100,0,6,100,100,0,0,0,0,0,100,100,0.0214438538,49.8125532391,16.6666666667,15.5201526413,1.0000000000,0.8000000000,250.0000000000,0,0
8,100,0,6,100,100,0,0,0,0,0,100,100,0.0214438538,49.7911093853,16.6666666667,15.5201526413,1.0000000000,0.8000000000,250.0000000000,0,0
9,100,0,6,100,100,0,0,0,0,0,100,100,0.0214438538,49.7696655316,16.6666666667,15.5201526413,1.0000000000,0.8000000000,250.0000000000,0,0
10,100,0,6,100,100,0,0,0,0,0,100,100,0.0214438538,49.7482216778,16.6666666667,15.5201526413,1.0000000000,0.8000000000,250.0000000000,0,0
11,100,0,5,100,100,0,0,1,105,685,100,100,0.0317457618,49.7164759160,20.0000000000,15.6001974070,1.0000000000,0.8840000000,226.2443438914,0,0
12,100,0,5,100,100,0,0,0,0,0,100,100,0.0230576191,49.6934182969,20.0000000000,15.6001974070,1.0000000000,0.8000000000,250.0000000000,0,0
13,100,0,5,100,100,0,0,0,0,0,100,100,0.0230576191,49.6703606778,20.0000000000,15.6001974070,1.0000000000,0.8000000000,250.0000000000,0,0
14,100,0,5,100,100,0,0,0,0,0,100,100,0.0230576191,49.6473030587,20.0000000000,15.6001974070,1.0000000000,0.8000000000,250.0000000000,0,0
15,100,0,5,100,100,0,0,0,0,0,100,100,0.0230576191,49.6242454396,20.0000000000,15.6001974070,1.0000000000,0.8000000000,250.0000000000,0,0
16,100,0,5,100,100,0,0,1,105,685,100,100,0.0301639307,49.5940815089,20.0000000000,15.6001573836,1.0000000000,0.8840000000,226.2443438914,0,0
17,100,0,5,100,100,0,0,0,0,0,100,100,0.0216253093,49.5724561996,20.0000000000,15.6001573836,1.0000000000,0.8000000000,250.0000000000,0,0
18,100,0,5,100,100,0,0,0,0,0,100,100,0.0216253093,49.5508308903,20.0000000000,15.6001573836,1.0000000000,0.8000000000,250.0000000000,0,0
