Round,Alive,Dead,CH_Count,FallbackUsed,Generated,Delivered,Lost,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps
80,100,0,8,0,100,100,0,100,100,0.0332763565,46.7867595836,15.3602102727,1.0000000000,0.8000000000,250.0000000000
81,100,0,11,0,100,100,0,100,100,0.0363706628,46.7503889208,15.1201818902,1.0000000000,0.8000000000,250.0000000000
82,100,0,8,0,100,100,0,100,100,0.0334898936,46.7168990272,15.3601783581,1.0000000000,0.8000000000,250.0000000000
83,100,0,16,0,100,100,0,100,100,0.0408326534,46.6760663738,14.7201633948,1.0000000000,0.8000000000,250.0000000000
84,100,0,19,0,100,100,0,100,100,0.0436503241,46.6324160496,14.4801597878,1.0000000000,0.8000000000,250.0000000000
85,100,0,18,0,100,100,0,100,100,0.0427319830,46.5896840667,14.5601604635,1.0000000000,0.8000000000,250.0000000000
86,100,0,28,0,100,100,0,100,100,0.0530300836,46.5366539831,13.7601642863,1.0000000000,0.8000000000,250.0000000000
87,100,0,50,0,100,100,0,100,100,0.0750150719,46.4616389112,12.0001451058,1.0000000000,0.8000000000,250.0000000000
88,100,0,6,0,100,100,0,100,100,0.0322233197,46.4294155915,15.5202384355,1.0000000000,0.8000000000,250.0000000000
89,100,0,2,0,100,100,0,100,100,0.0298925114,46.3995230801,15.8402778709,1.0000000000,0.8000000000,250.0000000000
90,100,0,9,0,100,100,0,100,100,0.0339972020,46.3655258781,15.2801966803,1.0000000000,0.8000000000,250.0000000000
91,100,0,9,0,100,100,0,100,100,0.0343834234,46.3311424547,15.2802077716,1.0000000000,0.8000000000,250.0000000000
92,100,0,7,0,100,100,0,100,100,0.0322070282,46.2989354265,15.4401829357,1.0000000000,0.8000000000,250.0000000000
93,100,0,11,0,100,100,0,100,100,0.0360611073,46.2628743192,15.1201879966,1.0000000000,0.8000000000,250.0000000000
94,100,0,11,0,100,100,0,100,100,0.0357486312,46.2271256880,15.1201600090,1.0000000000,0.8000000000,250.0000000000
95,100,0,14,0,100,100,0,100,100,0.0386062261,46.1885194618,14.8801635824,1.0000000000,0.8000000000,250.0000000000
96,100,0,25,0,100,100,0,100,100,0.0496005795,46.1389188824,14.0001504915,1.0000000000,0.8000000000,250.0000000000
97,100,0,30,0,100,100,0,100,100,0.0549453412,46.0839735412,13.6001594746,1.0000000000,0.8000000000,250.0000000000
98,100,0,52,0,100,100,0,100,100,0.0770303785,46.0069431627,11.8401399633,1.0000000000,0.8000000000,250.0000000000
99,100,0,5,0,100,100,0,100,100,0.0323559660,45.9745871967,15.6002591266,1.0000000000,0.8000000000,250.0000000000
100,100,0,5,0,100,100,0,100,100,0.0308366484,45.9437505483,15.6001876585,1.0000000000,0.8000000000,250.0000000000
101,100,0,4,0,100,100,0,100,100,0.0304885690,45.9132619793,15.6801768009,1.0000000000,0.8000000000,250.0000000000
102,100,0,8,0,100,100,0,100,100,0.0337368798,45.8795250995,15.3601972746,1.0000000000,0.8000000000,250.0000000000
103,100,0,12,0,100,100,0,100,100,0.0365799334,45.8429451661,15.0401696261,1.0000000000,0.8000000000,250.0000000000
104,100,0,11,0,100,100,0,100,100,0.0369073887,45.8060377774,15.1202001054,1.0000000000,0.8000000000,250.0000000000
105,100,0,11,0,100,100,0,100,100,0.0359325977,45.7701051797,15.1201909901,1.0000000000,0.8000000000,250.0000000000
106,100,0,16,0,100,100,0,100,100,0.0405215711,45.7295836086,14.7201549613,1.0000000000,0.8000000000,250.0000000000
107,100,0,15,0,100,100,0,100,100,0.0396593070,45.6899243016,14.8001659478,1.0000000000,0.8000000000,250.0000000000
108,100,0,29,0,100,100,0,100,100,0.0537618996,45.6361624020,13.6801581360,1.0000000000,0.8000000000,250.0000000000
109,100,0,46,0,100,100,0,100,100,0.0709685768,45.5651938252,12.3201503956,1.0000000000,0.8000000000,250.0000000000
110,100,0,2,0,100,100,0,100,100,0.0294704308,45.5357233944,15.8402450332,1.0000000000,0.8000000000,250.0000000000
111,100,0,12,0,100,100,0,100,100,0.0366672554,45.4990561390,15.0401650549,1.0000000000,0.8000000000,250.0000000000
112,100,0,6,0,100,100,0,100,100,0.0312239553,45.4678321837,15.5201990930,1.0000000000,0.8000000000,250.0000000000
113,100,0,7,0,100,100,0,100,100,0.0324047197,45.4354274640,15.4401982993,1.0000000000,0.8000000000,250.0000000000
114,100,0,6,0,100,100,0,100,100,0.0314754986,45.4039519654,15.5202066611,1.0000000000,0.8000000000,250.0000000000
115,100,0,10,0,100,100,0,100,100,0.0349249967,45.3690269687,15.2001712143,1.0000000000,0.8000000000,250.0000000000
116,100,0,15,0,100,100,0,100,100,0.0397687898,45.3292581789,14.8001664439,1.0000000000,0.8000000000,250.0000000000
117,100,0,15,0,100,100,0,100,100,0.0398991343,45.2893590446,14.8001789361,1.0000000000,0.8000000000,250.0000000000
118,100,0,14,0,100,100,0,100,100,0.0389250254,45.2504340191,14.8801567449,1.0000000000,0.8000000000,250.0000000000
119,100,0,26,0,100,100,0,100,100,0.0510719932,45.1993620259,13.9201732016,1.0000000000,0.8000000000,250.0000000000
120,100,0,45,0,100,100,0,100,100,0.0700098153,45.1293522106,12.4001499987,1.0000000000,0.8000000000,250.0000000000
121,100,0,5,0,100,100,0,100,100,0.0310694261,45.0982827844,15.6002214279,1.0000000000,0.8000000000,250.0000000000
122,100,0,6,0,100,100,0,100,100,0.0318803467,45.0664024378,15.5202045788,1.0000000000,0.8000000000,250.0000000000
123,100,0,7,0,100,100,0,100,100,0.0325296785,45.0338727593,15.4401935882,1.0000000000,0.8000000000,250.0000000000
124,100,0,6,0,100,100,0,100,100,0.0331368692,45.0007358901,15.5202055575,1.0000000000,0.8000000000,250.0000000000
125,100,0,6,0,100,100,0,100,100,0.0314950673,44.9692408228,15.5201835468,1.0000000000,0.8000000000,250.0000000000
126,100,0,12,0,100,100,0,100,100,0.0371248977,44.9321159251,15.0401770562,1.0000000000,0.8000000000,250.0000000000
127,100,0,8,0,100,100,0,100,100,0.0335684612,44.8985474639,15.3602013741,1.0000000000,0.8000000000,250.0000000000
128,100,0,14,0,100,100,0,100,100,0.0389543257,44.8595931382,14.8801736174,1.0000000000,0.8000000000,250.0000000000
129,100,0,17,0,100,100,0,100,100,0.0418491531,44.8177439851,14.6401726118,1.0000000000,0.8000000000,250.0000000000
