Round,Alive,Dead,CH_Count,Generated,Delivered,Lost,Unclustered,Was_Setup_Round,Control_TX,Control_RX,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Cluster_Size,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps,Backup_Promotions,Rejected_Promotions
569,100,0,3,100,100,0,0,0,0,0,100,100,0.0228061433,36.6621946959,33.3333333333,15.7602473952,1.0000000000,0.8000000000,250.0000000000,0,0
570,100,0,3,100,100,0,0,0,0,0,100,100,0.0228061433,36.6393885526,33.3333333333,15.7602473952,1.0000000000,0.8000000000,250.0000000000,0,0
571,100,0,2,100,100,0,0,1,102,394,100,100,0.0329617007,36.6064268519,50.0000000000,15.8402918573,1.0000000000,0.8816000000,226.8602540835,0,0
572,100,0,2,100,100,0,0,0,0,0,100,100,0.0271413052,36.5792855467,50.0000000000,15.8402918573,1.0000000000,0.8000000000,250.0000000000,0,0
573,100,0,2,100,100,0,0,0,0,0,100,100,0.0271413052,36.5521442415,50.0000000000,15.8402918573,1.0000000000,0.8000000000,250.0000000000,0,0
574,100,0,2,100,100,0,0,0,0,0,100,100,0.0271413052,36.5250029363,50.0000000000,15.8402918573,1.0000000000,0.8000000000,250.0000000000,0,0
575,100,0,2,100,100,0,0,0,0,0,100,100,0.0271413052,36.4978616311,50.0000000000,15.8402918573,1.0000000000,0.8000000000,250.0000000000,0,0
576,100,0,2,100,100,0,0,0,0,0,100,100,0.0271413052,36.4707203260,50.0000000000,15.8402918573,1.0000000000,0.8000000000,250.0000000000,0,0
577,100,0,2,100,100,0,0,0,0,0,100,100,0.0271413052,36.4435790208,50.0000000000,15.8402918573,1.0000000000,0.8000000000,250.0000000000,0,0
578,100,0,2,100,100,0,0,0,0,0,100,100,0.0271413052,36.4164377156,50.0000000000,15.8402918573,1.0000000000,0.8000000000,250.0000000000,0,0
579,100,0,2,100,100,0,0,0,0,0,100,100,0.0271413052,36.3892964104,50.0000000000,15.8402918573,1.0000000000,0.8000000000,250.0000000000,0,0
580,100,0,2,100,100,0,0,0,0,0,100,100,0.0271413052,36.3621551052,50.0000000000,15.8402918573,1.0000000000,0.8000000000,250.0000000000,0,0
581,100,0,2,100,100,0,0,0,0,0,100,100,0.0271413052,36.3350138000,50.0000000000,15.8402918573,1.0000000000,0.8000000000,250.0000000000,0,0
582,100,0,2,100,100,0,0,0,0,0,100,100,0.0271413052,36.3078724949,50.0000000000,15.8402918573,1.0000000000,0.8000000000,250.0000000000,0,0
583,100,0,2,100,100,0,0,0,0,0,100,100,0.0271413052,36.2807311897,50.0000000000,15.8402918573,1.0000000000,0.8000000000,250.0000000000,0,0
584,100,0,2,100,100,0,0,0,0,0,100,100,0.0271413052,36.2535898845,50.0000000000,15.8402918573,1.0000000000,0.8000000000,250.0000000000,0,0
585,100,0,2,100,100,0,0,0,0,0,100,100,0.0271413052,36.2264485793,50.0000000000,15.8402918573,1.0000000000,0.8000000000,250.0000000000,0,0
586,100,0,2,100,100,0,0,1,102,394,100,100,0.0299660317,36.1964825476,50.0000000000,15.8402527542,1.0000000000,0.8816000000,226.8602540835,0,0
587,100,0,2,100,100,0,0,0,0,0,100,100,0.0244197581,36.1720627895,50.0000000000,15.8402527542,1.0000000000,0.8000000000,250.0000000000,0,0
588,100,0,2,100,100,0,0,0,0,0,100,100,0.0244197581,36.1476430314,50.0000000000,15.8402527542,1.0000000000,0.8000000000,250.0000000000,0,0
589,100,0,2,100,100,0,0,0,0,0,100,100,0.0244197581,36.1232232733,50.0000000000,15.8402527542,1.0000000000,0.8000000000,250.0000000000,0,0
590,100,0,2,100,100,0,0,0,0,0,100,100,0.0244197581,36.0988035152,50.0000000000,15.8402527542,1.0000000000,0.8000000000,250.0000000000,0,0
591,100,0,2,100,100,0,0,0,0,0,100,100,0.0244197581,36.0743837571,50.0000000000,15.8402527542,1.0000000000,0.8000000000,250.0000000000,0,0
592,100,0,2,100,100,0,0,0,0,0,100,100,0.0244197581,36.0499639990,50.0000000000,15.8402527542,1.0000000000,0.8000000000,250.0000000000,0,0
593,100,0,2,100,100,0,0,0,0,0,100,100,0.0244197581,36.0255442409,50.0000000000,15.8402527542,1.0000000000,0.8000000000,250.0000000000,0,0
594,100,0,2,100,100,0,0,0,0,0,100,100,0.0244197581,36.0011244827,50.0000000000,15.8402527542,1.0000000000,0.8000000000,250.0000000000,0,0
595,100,0,2,100,100,0,0,0,0,0,100,100,0.0244197581,35.9767047246,50.0000000000,15.8402527542,1.0000000000,0.8000000000,250.0000000000,0,0
596,100,0,2,100,100,0,0,0,0,0,100,100,0.0244197581,35.9522849665,50.0000000000,15.8402527542,1.0000000000,0.8000000000,250.0000000000,0,0
597,100,0,2,100,100,0,0,0,0,0,100,100,0.0244197581,35.9278652084,50.0000000000,15.8402527542,1.0000000000,0.8000000000,250.0000000000,0,0
598,100,0,2,100,100,0,0,0,0,0,100,100,0.0244197581,35.9034454503,50.0000000000,15.8402527542,1.0000000000,0.8000000000,250.0000000000,0,0
599,100,0,2,100,100,0,0,0,0,0,100,100,0.0244197581,35.8790256922,50.0000000000,15.8402527542,1.0000000000,0.8000000000,250.0000000000,0,0
600,100,0,2,100,100,0,0,0,0,0,100,100,0.0244197581,35.8546059341,50.0000000000,15.8402527542,1.0000000000,0.8000000000,250.0000000000,0,0
601,100,0,7,100,100,0,0,1,107,879,100,100,0.0340090247,35.8205969093,14.2857142857,15.4401948594,1.0000000000,0.8856000000,225.8355916893,0,0
602,100,0,7,100,100,0,0,0,0,0,100,100,0.0231237117,35.7974731976,14.2857142857,15.4401948594,1.0000000000,0.8000000000,250.0000000000,0,0
603,100,0,7,100,100,0,0,0,0,0,100,100,0.0231237117,35.7743494859,14.2857142857,15.4401948594,1.0000000000,0.8000000000,250.0000000000,0,0
604,100,0,7,100,100,0,0,0,0,0,100,100,0.0231237117,35.7512257742,14.2857142857,15.4401948594,1.0000000000,0.8000000000,250.0000000000,0,0
605,100,0,7,100,100,0,0,0,0,0,100,100,0.0231237117,35.7281020625,14.2857142857,15.4401948594,1.0000000000,0.8000000000,250.0000000000,0,0
606,100,0,7,100,100,0,0,0,0,0,100,100,0.0231237117,35.7049783508,14.2857142857,15.4401948594,1.0000000000,0.8000000000,250.0000000000,0,0
607,100,0,7,100,100,0,0,0,0,0,100,100,0.0231237117,35.6818546391,14.2857142857,15.4401948594,1.0000000000,0.8000000000,250.0000000000,0,0
608,100,0,7,100,100,0,0,0,0,0,100,100,0.0231237117,35.6587309274,14.2857142857,15.4401948594,1.0000000000,0.8000000000,250.0000000000,0,0
609,100,0,7,100,100,0,0,0,0,0,100,100,0.0231237117,35.6356072157,14.2857142857,15.4401948594,1.0000000000,0.8000000000,250.0000000000,0,0
610,100,0,7,100,100,0,0,0,0,0,100,100,0.0231237117,35.6124835039,14.2857142857,15.4401948594,1.0000000000,0.8000000000,250.0000000000,0,0
611,100,0,7,100,100,0,0,0,0,0,100,100,0.0231237117,35.5893597922,14.2857142857,15.4401948594,1.0000000000,0.8000000000,250.0000000000,0,0
612,100,0,7,100,100,0,0,0,0,0,100,100,0.0231237117,35.5662360805,14.2857142857,15.4401948594,1.0000000000,0.8000000000,250.0000000000,0,0
613,100,0,7,100,100,0,0,0,0,0,100,100,0.0231237117,35.5431123688,14.2857142857,15.4401948594,1.0000000000,0.8000000000,250.0000000000,0,0
614,100,0,7,100,100,0,0,0,0,0,100,100,0.0231237117,35.5199886571,14.2857142857,15.4401948594,1.0000000000,0.8000000000,250.0000000000,0,0
615,100,0,7,100,100,0,0,0,0,0,100,100,0.0231237117,35.4968649454,14.2857142857,15.4401948594,1.0000000000,0.8000000000,250.0000000000,0,0
616,100,0,9,100,100,0,0,1,109,1073,100,100,0.0341522711,35.4627126743,11.1111111111,15.2801891578,1.0000000000,0.8872000000,225.4283137962,0,0
617,100,0,9,100,100,0,0,0,0,0,100,100,0.0212899331,35.4414227412,11.1111111111,15.2801891578,1.0000000000,0.8000000000,250.0000000000,0,0
618,100,0,9,100,100,0,0,0,0,0,100,100,0.0212899331,35.4201328082,11.1111111111,15.2801891578,1.0000000000,0.8000000000,250.0000000000,0,0
619,100,0,9,100,100,0,0,0,0,0,100,100,0.0212899331,35.3988428751,11.1111111111,15.2801891578,1.0000000000,0.8000000000,250.0000000000,0,0
620,100,0,9,100,100,0,0,0,0,0,100,100,0.0212899331,35.3775529420,11.1111111111,15.2801891578,1.0000000000,0.8000000000,250.0000000000,0,0
621,100,0,9,100,100,0,0,0,0,0,100,100,0.0212899331,35.3562630089,11.1111111111,15.2801891578,1.0000000000,0.8000000000,250.0000000000,0,0
622,100,0,9,100,100,0,0,0,0,0,100,100,0.0212899331,35.3349730758,11.1111111111,15.2801891578,1.0000000000,0.8000000000,250.0000000000,0,0
623,100,0,9,100,100,0,0,0,0,0,100,100,0.0212899331,35.3136831428,11.1111111111,15.2801891578,1.0000000000,0.8000000000,250.0000000000,0,0
624,100,0,9,100,100,0,0,0,0,0,100,100,0.0212899331,35.2923932097,11.1111111111,15.2801891578,1.0000000000,0.8000000000,250.0000000000,0,0
625,100,0,9,100,100,0,0,0,0,0,100,100,0.0212899331,35.2711032766,11.1111111111,15.2801891578,1.0000000000,0.8000000000,250.0000000000,0,0
626,100,0,9,100,100,0,0,0,0,0,100,100,0.0212899331,35.2498133435,11.1111111111,15.2801891578,1.0000000000,0.8000000000,250.0000000000,0,0
627,100,0,9,100,100,0,0,0,0,0,100,100,0.0212899331,35.2285234105,11.1111111111,15.2801891578,1.0000000000,0.8000000000,250.0000000000,0,0
628,100,0,9,100,100,0,0,0,0,0,100,100,0.0212899331,35.2072334774,11.1111111111,15.2801891578,1.0000000000,0.8000000000,250.0000000000,0,0
629,100,0,9,100,100,0,0,0,0,0,100,100,0.0212899331,35.1859435443,11.1111111111,15.2801891578,1.0000000000,0.8000000000,250.0000000000,0,0
630,100,0,9,100,100,0,0,0,0,0,100,100,0.0212899331,35.1646536112,11.1111111111,15.2801891578,1.0000000000,0.8000000000,250.0000000000,0,0
631,100,0,6,100,100,0,0,1,106,782,100,100,0.0311805003,35.1334731109,16.6666666667,15.5201950858,1.0000000000,0.8848000000,226.0397830018,0,0
632,100,0,6,100,100,0,0,0,0,0,100,100,0.0215711164,35.1119019945,16.6666666667,15.5201950858,1.0000000000,0.8000000000,250.0000000000,0,0
633,100,0,6,100,100,0,0,0,0,0,100,100,0.0215711164,35.0903308781,16.6666666667,15.5201950858,1.0000000000,0.8000000000,250.0000000000,0,0
634,100,0,6,100,100,0,0,0,0,0,100,100,0.0215711164,35.0687597617,16.6666666667,15.5201950858,1.0000000000,0.8000000000,250.0000000000,0,0
635,100,0,6,100,100,0,0,0,0,0,100,100,0.0215711164,35.0471886453,16.6666666667,15.5201950858,1.0000000000,0.8000000000,250.0000000000,0,0
636,100,0,6,100,100,0,0,0,0,0,100,100,0.0215711164,35.0256175289,16.6666666667,15.5201950858,1.0000000000,0.8000000000,250.0000000000,0,0
637,100,0,6,100,100,0,0,0,0,0,100,100,0.0215711164,35.0040464124,16.6666666667,15.5201950858,1.0000000000,0.8000000000,250.0000000000,0,0
638,100,0,6,100,100,0,0,0,0,0,100,100,0.0215711164,34.9824752960,16.6666666667,15.5201950858,1.0000000000,0.8000000000,250.0000000000,0,0
639,100,0,6,100,100,0,0,0,0,0,100,100,0.0215711164,34.9609041796,16.6666666667,15.5201950858,1.0000000000,0.8000000000,250.0000000000,0,0
640,100,0,6,100,100,0,0,0,0,0,100,100,0.0215711164,34.9393330632,16.6666666667,15.5201950858,1.0000000000,0.8000000000,250.0000000000,0,0
641,100,0,6,100,100,0,0,0,0,0,100,100,0.0215711164,34.9177619468,16.6666666667,15.5201950858,1.0000000000,0.8000000000,250.0000000000,0,0
642,100,0,6,100,100,0,0,0,0,0,100,100,0.0215711164,34.8961908303,16.6666666667,15.5201950858,1.0000000000,0.8000000000,250.0000000000,0,0
643,100,0,6,100,100,0,0,0,0,0,100,100,0.0215711164,34.8746197139,16.6666666667,15.5201950858,1.0000000000,0.8000000000,250.0000000000,0,0
644,100,0,6,100,100,0,0,0,0,0,100,100,0.0215711164,34.8530485975,16.6666666667,15.5201950858,1.0000000000,0.8000000000,250.0000000000,0,0
645,100,0,6,100,100,0,0,0,0,0,100,100,0.0215711164,34.8314774811,16.6666666667,15.5201950858,1.0000000000,0.8000000000,250.0000000000,0,0
646,100,0,3,100,100,0,0,1,103,491,100,100,0.0304952593,34.8009822218,33.3333333333,15.7602344629,1.0000000000,0.8824000000,226.6545784225,0,0
647,100,0,3,100,100,0,0,0,0,0,100,100,0.0239034047,34.7770788171,33.3333333333,15.7602344629,1.0000000000,0.8000000000,250.0000000000,0,0
648,100,0,3,100,100,0,0,0,0,0,100,100,0.0239034047,34.7531754124,33.3333333333,15.7602344629,1.0000000000,0.8000000000,250.0000000000,0,0
649,100,0,3,100,100,0,0,0,0,0,100,100,0.0239034047,34.7292720076,33.3333333333,15.7602344629,1.0000000000,0.8000000000,250.0000000000,0,0
650,100,0,3,100,100,0,0,0,0,0,100,100,0.0239034047,34.7053686029,33.3333333333,15.7602344629,1.0000000000,0.8000000000,250.0000000000,0,0
651,100,0,3,100,100,0,0,0,0,0,100,100,0.0239034047,34.6814651982,33.3333333333,15.7602344629,1.0000000000,0.8000000000,250.0000000000,0,0
652,100,0,3,100,100,0,0,0,0,0,100,100,0.0239034047,34.6575617935,33.3333333333,15.7602344629,1.0000000000,0.8000000000,250.0000000000,0,0
653,100,0,3,100,100,0,0,0,0,0,100,100,0.0239034047,34.6336583888,33.3333333333,15.7602344629,1.0000000000,0.8000000000,250.0000000000,0,0
654,100,0,3,100,100,0,0,0,0,0,100,100,0.0239034047,34.6097549841,33.3333333333,15.7602344629,1.0000000000,0.8000000000,250.0000000000,0,0
655,100,0,3,100,100,0,0,0,0,0,100,100,0.0239034047,34.5858515794,33.3333333333,15.7602344629,1.0000000000,0.8000000000,250.0000000000,0,0
656,100,0,3,100,100,0,0,0,0,0,100,100,0.0239034047,34.5619481747,33.3333333333,15.7602344629,1.0000000000,0.8000000000,250.0000000000,0,0
657,100,0,3,100,100,0,0,0,0,0,100,100,0.0239034047,34.5380447700,33.3333333333,15.7602344629,1.0000000000,0.8000000000,250.0000000000,0,0
658,100,0,3,100,100,0,0,0,0,0,100,100,0.0239034047,34.5141413653,33.3333333333,15.7602344629,1.0000000000,0.8000000000,250.0000000000,0,0
659,100,0,3,100,100,0,0,0,0,0,100,100,0.0239034047,34.4902379606,33.3333333333,15.7602344629,1.0000000000,0.8000000000,250.0000000000,0,0
660,100,0,3,100,100,0,0,0,0,0,100,100,0.0239034047,34.4663345559,33.3333333333,15.7602344629,1.0000000000,0.8000000000,250.0000000000,0,0
661,100,0,7,100,100,0,0,1,107,879,100,100,0.0323044594,34.4340300965,14.2857142857,15.4402068223,1.0000000000,0.8856000000,225.8355916893,0,0
662,100,0,7,100,100,0,0,0,0,0,100,100,0.0215984555,34.4124316410,14.2857142857,15.4402068223,1.0000000000,0.8000000000,250.0000000000,0,0
663,100,0,7,100,100,0,0,0,0,0,100,100,0.0215984555,34.3908331855,14.2857142857,15.4402068223,1.0000000000,0.8000000000,250.0000000000,0,0
664,100,0,7,100,100,0,0,0,0,0,100,100,0.0215984555,34.3692347299,14.2857142857,15.4402068223,1.0000000000,0.8000000000,250.0000000000,0,0
665,100,0,7,100,100,0,0,0,0,0,100,100,0.0215984555,34.3476362744,14.2857142857,15.4402068223,1.0000000000,0.8000000000,250.0000000000,0,0
666,100,0,7,100,100,0,0,0,0,0,100,100,0.0215984555,34.3260378189,14.2857142857,15.4402068223,1.0000000000,0.8000000000,250.0000000000,0,0
667,100,0,7,100,100,0,0,0,0,0,100,100,0.0215984555,34.3044393634,14.2857142857,15.4402068223,1.0000000000,0.8000000000,250.0000000000,0,0
668,100,0,7,100,100,0,0,0,0,0,100,100,0.0215984555,34.2828409078,14.2857142857,15.4402068223,1.0000000000,0.8000000000,250.0000000000,0,0
669,100,0,7,100,100,0,0,0,0,0,100,100,0.0215984555,34.2612424523,14.2857142857,15.4402068223,1.0000000000,0.8000000000,250.0000000000,0,0
670,100,0,7,100,100,0,0,0,0,0,100,100,0.0215984555,34.2396439968,14.2857142857,15.4402068223,1.0000000000,0.8000000000,250.0000000000,0,0
671,100,0,7,100,100,0,0,0,0,0,100,100,0.0215984555,34.2180455412,14.2857142857,15.4402068223,1.0000000000,0.8000000000,250.0000000000,0,0
672,100,0,7,100,100,0,0,0,0,0,100,100,0.0215984555,34.1964470857,14.2857142857,15.4402068223,1.0000000000,0.8000000000,250.0000000000,0,0
673,100,0,7,100,100,0,0,0,0,0,100,100,0.0215984555,34.1748486302,14.2857142857,15.4402068223,1.0000000000,0.8000000000,250.0000000000,0,0
674,100,0,7,100,100,0,0,0,0,0,100,100,0.0215984555,34.1532501747,14.2857142857,15.4402068223,1.0000000000,0.8000000000,250.0000000000,0,0
675,100,0,7,100,100,0,0,0,0,0,100,100,0.0215984555,34.1316517191,14.2857142857,15.4402068223,1.0000000000,0.8000000000,250.0000000000,0,0
676,100,0,8,100,100,0,0,1,108,976,100,100,0.0334509472,34.0982007720,12.5000000000,15.3602096903,1.0000000000,0.8864000000,225.6317689531,0,0
677,100,0,8,100,100,0,0,0,0,0,100,100,0.0216427044,34.0765580676,12.5000000000,15.3602096903,1.0000000000,0.8000000000,250.0000000000,0,0
678,100,0,8,100,100,0,0,0,0,0,100,100,0.0216427044,34.0549153633,12.5000000000,15.3602096903,1.0000000000,0.8000000000,250.0000000000,0,0
679,100,0,8,100,100,0,0,0,0,0,100,100,0.0216427044,34.0332726589,12.5000000000,15.3602096903,1.0000000000,0.8000000000,250.0000000000,0,0
680,100,0,8,100,100,0,0,0,0,0,100,100,0.0216427044,34.0116299545,12.5000000000,15.3602096903,1.0000000000,0.8000000000,250.0000000000,0,0
681,100,0,8,100,100,0,0,0,0,0,100,100,0.0216427044,33.9899872502,12.5000000000,15.3602096903,1.0000000000,0.8000000000,250.0000000000,0,0
682,100,0,8,100,100,0,0,0,0,0,100,100,0.0216427044,33.9683445458,12.5000000000,15.3602096903,1.0000000000,0.8000000000,250.0000000000,0,0
683,100,0,8,100,100,0,0,0,0,0,100,100,0.0216427044,33.9467018414,12.5000000000,15.3602096903,1.0000000000,0.8000000000,250.0000000000,0,0
684,100,0,8,100,100,0,0,0,0,0,100,100,0.0216427044,33.9250591371,12.5000000000,15.3602096903,1.0000000000,0.8000000000,250.0000000000,0,0
685,100,0,8,100,100,0,0,0,0,0,100,100,0.0216427044,33.9034164327,12.5000000000,15.3602096903,1.0000000000,0.8000000000,250.0000000000,0,0
686,100,0,8,100,100,0,0,0,0,0,100,100,0.0216427044,33.8817737283,12.5000000000,15.3602096903,1.0000000000,0.8000000000,250.0000000000,0,0
687,100,0,8,100,100,0,0,0,0,0,100,100,0.0216427044,33.8601310240,12.5000000000,15.3602096903,1.0000000000,0.8000000000,250.0000000000,0,0
688,100,0,8,100,100,0,0,0,0,0,100,100,0.0216427044,33.8384883196,12.5000000000,15.3602096903,1.0000000000,0.8000000000,250.0000000000,0,0
689,100,0,8,100,100,0,0,0,0,0,100,100,0.0216427044,33.8168456153,12.5000000000,15.3602096903,1.0000000000,0.8000000000,250.0000000000,0,0
690,100,0,8,100,100,0,0,0,0,0,100,100,0.0216427044,33.7952029109,12.5000000000,15.3602096903,1.0000000000,0.8000000000,250.0000000000,0,0
691,100,0,6,100,100,0,0,1,106,782,100,100,0.0312119804,33.7639909305,16.6666666667,15.5201754248,1.0000000000,0.8848000000,226.0397830018,0,0
692,100,0,6,100,100,0,0,0,0,0,100,100,0.0215929698,33.7423979607,16.6666666667,15.5201754248,1.0000000000,0.8000000000,250.0000000000,0,0
693,100,0,6,100,100,0,0,0,0,0,100,100,0.0215929698,33.7208049908,16.6666666667,15.5201754248,1.0000000000,0.8000000000,250.0000000000,0,0
694,100,0,6,100,100,0,0,0,0,0,100,100,0.0215929698,33.6992120210,16.6666666667,15.5201754248,1.0000000000,0.8000000000,250.0000000000,0,0
695,100,0,6,100,100,0,0,0,0,0,100,100,0.0215929698,33.6776190512,16.6666666667,15.5201754248,1.0000000000,0.8000000000,250.0000000000,0,0
696,100,0,6,100,100,0,0,0,0,0,100,100,0.0215929698,33.6560260814,16.6666666667,15.5201754248,1.0000000000,0.8000000000,250.0000000000,0,0
697,100,0,6,100,100,0,0,0,0,0,100,100,0.0215929698,33.6344331116,16.6666666667,15.5201754248,1.0000000000,0.8000000000,250.0000000000,0,0
698,100,0,6,100,100,0,0,0,0,0,100,100,0.0215929698,33.6128401418,16.6666666667,15.5201754248,1.0000000000,0.8000000000,250.0000000000,0,0
699,100,0,6,100,100,0,0,0,0,0,100,100,0.0215929698,33.5912471720,16.6666666667,15.5201754248,1.0000000000,0.8000000000,250.0000000000,0,0
700,100,0,6,100,100,0,0,0,0,0,100,100,0.0215929698,33.5696542021,16.6666666667,15.5201754248,1.0000000000,0.8000000000,250.0000000000,0,0
701,100,0,6,100,100,0,0,0,0,0,100,100,0.0215929698,33.5480612323,16.6666666667,15.5201754248,1.0000000000,0.8000000000,250.0000000000,0,0
702,100,0,6,100,100,0,0,0,0,0,100,100,0.0215929698,33.5264682625,16.6666666667,15.5201754248,1.0000000000,0.8000000000,250.0000000000,0,0
703,100,0,6,100,100,0,0,0,0,0,100,100,0.0215929698,33.5048752927,16.6666666667,15.5201754248,1.0000000000,0.8000000000,250.0000000000,0,0
704,100,0,6,100,100,0,0,0,0,0,100,100,0.0215929698,33.4832823229,16.6666666667,15.5201754248,1.0000000000,0.8000000000,250.0000000000,0,0
705,100,0,6,100,100,0,0,0,0,0,100,100,0.0215929698,33.4616893531,16.6666666667,15.5201754248,1.0000000000,0.8000000000,250.0000000000,0,0
706,100,0,4,100,100,0,0,1,104,588,100,100,0.0296797796,33.4320095735,25.0000000000,15.6802090117,1.0000000000,0.8832000000,226.4492753623,0,0
707,100,0,4,100,100,0,0,0,0,0,100,100,0.0221822051,33.4098273684,25.0000000000,15.6802090117,1.0000000000,0.8000000000,250.0000000000,0,0
708,100,0,4,100,100,0,0,0,0,0,100,100,0.0221822051,33.3876451633,25.0000000000,15.6802090117,1.0000000000,0.8000000000,250.0000000000,0,0
709,100,0,4,100,100,0,0,0,0,0,100,100,0.0221822051,33.3654629583,25.0000000000,15.6802090117,1.0000000000,0.8000000000,250.0000000000,0,0
710,100,0,4,100,100,0,0,0,0,0,100,100,0.0221822051,33.3432807532,25.0000000000,15.6802090117,1.0000000000,0.8000000000,250.0000000000,0,0
711,100,0,4,100,100,0,0,0,0,0,100,100,0.0221822051,33.3210985482,25.0000000000,15.6802090117,1.0000000000,0.8000000000,250.0000000000,0,0
712,100,0,4,100,100,0,0,0,0,0,100,100,0.0221822051,33.2989163431,25.0000000000,15.6802090117,1.0000000000,0.8000000000,250.0000000000,0,0
713,100,0,4,100,100,0,0,0,0,0,100,100,0.0221822051,33.2767341380,25.0000000000,15.6802090117,1.0000000000,0.8000000000,250.0000000000,0,0
714,100,0,4,100,100,0,0,0,0,0,100,100,0.0221822051,33.2545519330,25.0000000000,15.6802090117,1.0000000000,0.8000000000,250.0000000000,0,0
715,100,0,4,100,100,0,0,0,0,0,100,100,0.0221822051,33.2323697279,25.0000000000,15.6802090117,1.0000000000,0.8000000000,250.0000000000,0,0
716,100,0,4,100,100,0,0,0,0,0,100,100,0.0221822051,33.2101875228,25.0000000000,15.6802090117,1.0000000000,0.8000000000,250.0000000000,0,0
717,100,0,4,100,100,0,0,0,0,0,100,100,0.0221822051,33.1880053178,25.0000000000,15.6802090117,1.0000000000,0.8000000000,250.0000000000,0,0
718,100,0,4,100,100,0,0,0,0,0,100,100,0.0221822051,33.1658231127,25.0000000000,15.6802090117,1.0000000000,0.8000000000,250.0000000000,0,0
719,100,0,4,100,100,0,0,0,0,0,100,100,0.0221822051,33.1436409077,25.0000000000,15.6802090117,1.0000000000,0.8000000000,250.0000000000,0,0
720,100,0,4,100,100,0,0,0,0,0,100,100,0.0221822051,33.1214587026,25.0000000000,15.6802090117,1.0000000000,0.8000000000,250.0000000000,0,0
721,100,0,5,100,100,0,0,1,105,685,100,100,0.0307342828,33.0907244198,20.0000000000,15.6001914605,1.0000000000,0.8840000000,226.2443438914,0,0
722,100,0,5,100,100,0,0,0,0,0,100,100,0.0221445826,33.0685798373,20.0000000000,15.6001914605,1.0000000000,0.8000000000,250.0000000000,0,0
723,100,0,5,100,100,0,0,0,0,0,100,100,0.0221445826,33.0464352547,20.0000000000,15.6001914605,1.0000000000,0.8000000000,250.0000000000,0,0
724,100,0,5,100,100,0,0,0,0,0,100,100,0.0221445826,33.0242906721,20.0000000000,15.6001914605,1.0000000000,0.8000000000,250.0000000000,0,0
725,100,0,5,100,100,0,0,0,0,0,100,100,0.0221445826,33.0021460896,20.0000000000,15.6001914605,1.0000000000,0.8000000000,250.0000000000,0,0
726,100,0,5,100,100,0,0,0,0,0,100,100,0.0221445826,32.9800015070,20.0000000000,15.6001914605,1.0000000000,0.8000000000,250.0000000000,0,0
727,100,0,5,100,100,0,0,0,0,0,100,100,0.0221445826,32.9578569244,20.0000000000,15.6001914605,1.0000000000,0.8000000000,250.0000000000,0,0
728,100,0,5,100,100,0,0,0,0,0,100,100,0.0221445826,32.9357123419,20.0000000000,15.6001914605,1.0000000000,0.8000000000,250.0000000000,0,0
729,100,0,5,100,100,0,0,0,0,0,100,100,0.0221445826,32.9135677593,20.0000000000,15.6001914605,1.0000000000,0.8000000000,250.0000000000,0,0
730,100,0,5,100,100,0,0,0,0,0,100,100,0.0221445826,32.8914231767,20.0000000000,15.6001914605,1.0000000000,0.8000000000,250.0000000000,0,0
731,100,0,5,100,100,0,0,0,0,0,100,100,0.0221445826,32.8692785942,20.0000000000,15.6001914605,1.0000000000,0.8000000000,250.0000000000,0,0
732,100,0,5,100,100,0,0,0,0,0,100,100,0.0221445826,32.8471340116,20.0000000000,15.6001914605,1.0000000000,0.8000000000,250.0000000000,0,0
733,100,0,5,100,100,0,0,0,0,0,100,100,0.0221445826,32.8249894290,20.0000000000,15.6001914605,1.0000000000,0.8000000000,250.0000000000,0,0
734,100,0,5,100,100,0,0,0,0,0,100,100,0.0221445826,32.8028448465,20.0000000000,15.6001914605,1.0000000000,0.8000000000,250.0000000000,0,0
735,100,0,5,100,100,0,0,0,0,0,100,100,0.0221445826,32.7807002639,20.0000000000,15.6001914605,1.0000000000,0.8000000000,250.0000000000,0,0
736,100,0,1,100,100,0,0,1,101,297,100,100,0.0332801781,32.7474200858,100.0000000000,15.9203342846,1.0000000000,0.8808000000,227.0663033606,0,0
737,100,0,1,100,100,0,0,0,0,0,100,100,0.0284222441,32.7189978417,100.0000000000,15.9203342846,1.0000000000,0.8000000000,250.0000000000,0,0
738,100,0,1,100,100,0,0,0,0,0,100,100,0.0284222441,32.6905755976,100.0000000000,15.9203342846,1.0000000000,0.8000000000,250.0000000000,0,0
739,100,0,1,100,100,0,0,0,0,0,100,100,0.0284222441,32.6621533535,100.0000000000,15.9203342846,1.0000000000,0.8000000000,250.0000000000,0,0
740,100,0,1,100,100,0,0,0,0,0,100,100,0.0284222441,32.6337311094,100.0000000000,15.9203342846,1.0000000000,0.8000000000,250.0000000000,0,0
741,100,0,1,100,100,0,0,0,0,0,100,100,0.0284222441,32.6053088653,100.0000000000,15.9203342846,1.0000000000,0.8000000000,250.0000000000,0,0
742,100,0,1,100,100,0,0,0,0,0,100,100,0.0284222441,32.5768866212,100.0000000000,15.9203342846,1.0000000000,0.8000000000,250.0000000000,0,0
743,100,0,1,100,100,0,0,0,0,0,100,100,0.0284222441,32.5484643771,100.0000000000,15.9203342846,1.0000000000,0.8000000000,250.0000000000,0,0
