Node,Death_Round
0,2016
1,1994
2,2030
3,2006
4,1969
5,2071
6,1841
7,1830
8,1781
9,2051
10,1910
11,1821
12,1876
13,2065
14,1886
15,1990
16,1861
17,2026
18,2071
19,2086
20,1784
21,2051
22,2076
23,1951
24,2046
25,1949
26,2050
27,2096
28,1861
29,2081
30,2051
31,2036
32,1998
33,1871
34,1966
35,1645
36,1974
37,1886
38,1879
39,1841
40,1976
41,1891
42,2076
43,1986
44,1871
45,1919
46,1976
47,2060
48,2026
49,1886
50,2106
51,2066
52,1866
53,2046
54,2069
55,2016
56,2035
57,2036
58,2031
59,2081
60,2101
61,2024
62,1765
63,2091
64,2006
65,1982
66,2016
67,2071
68,2051
69,2066
70,2086
71,2083
72,1976
73,1871
74,2016
75,1771
76,2036
77,2051
78,2021
79,2081
80,2066
81,1889
82,2011
83,2011
84,1891
85,1931
86,2046
87,2076
88,1991
89,1991
90,2061
91,1951
92,1951
93,2081
94,1706
95,2016
96,1936
97,1911
98,2021
99,2011
