Round,Alive,Dead,CH_Count,FallbackUsed,Generated,Delivered,Lost,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps
129,100,0,13,0,100,100,0,100,100,0.0542024362,43.1131658745,14.9605502076,1.0000000000,0.8000000000,250.0000000000
130,100,0,27,0,100,100,0,100,100,0.0880972380,43.0250686365,13.8405443056,1.0000000000,0.8000000000,250.0000000000
131,100,0,40,0,100,100,0,100,100,0.1073939654,42.9176746711,12.8005347600,1.0000000000,0.8000000000,250.0000000000
132,100,0,2,0,100,100,0,100,100,0.0382931885,42.8793814826,15.8405859528,1.0000000000,0.8000000000,250.0000000000
133,100,0,8,0,100,100,0,100,100,0.0468177365,42.8325637461,15.3605742569,1.0000000000,0.8000000000,250.0000000000
134,100,0,4,0,100,100,0,100,100,0.0368661719,42.7956975742,15.6805784457,1.0000000000,0.8000000000,250.0000000000
135,100,0,6,0,100,100,0,100,100,0.0374622360,42.7582353382,15.5205632610,1.0000000000,0.8000000000,250.0000000000
136,100,0,3,0,100,100,0,100,100,0.0339985607,42.7242367775,15.7605793617,1.0000000000,0.8000000000,250.0000000000
137,100,0,8,0,100,100,0,100,100,0.0407960737,42.6834407038,15.3605577095,1.0000000000,0.8000000000,250.0000000000
138,100,0,4,0,100,100,0,100,100,0.0391043612,42.6443363426,15.6806404208,1.0000000000,0.8000000000,250.0000000000
139,100,0,11,0,100,100,0,100,100,0.0459855811,42.5983507615,15.1205414736,1.0000000000,0.8000000000,250.0000000000
140,100,0,12,0,100,100,0,100,100,0.0552255989,42.5431251626,15.0405615259,1.0000000000,0.8000000000,250.0000000000
141,100,0,21,0,100,100,0,100,100,0.0696295967,42.4734955659,14.3205467134,1.0000000000,0.8000000000,250.0000000000
142,100,0,22,0,100,100,0,100,100,0.0757384038,42.3977571621,14.2405480259,1.0000000000,0.8000000000,250.0000000000
143,100,0,33,0,100,100,0,100,100,0.0961819610,42.3015752012,13.3605347376,1.0000000000,0.8000000000,250.0000000000
144,100,0,1,0,100,100,0,100,100,0.0314159533,42.2701592479,15.9206057971,1.0000000000,0.8000000000,250.0000000000
145,100,0,2,0,100,100,0,100,100,0.0331799828,42.2369792651,15.8406089533,1.0000000000,0.8000000000,250.0000000000
146,100,0,2,0,100,100,0,100,100,0.0357566554,42.2012226096,15.8406289439,1.0000000000,0.8000000000,250.0000000000
147,100,0,3,0,100,100,0,100,100,0.0353004671,42.1659221425,15.7606068109,1.0000000000,0.8000000000,250.0000000000
148,100,0,7,0,100,100,0,100,100,0.0385229095,42.1273992330,15.4405611932,1.0000000000,0.8000000000,250.0000000000
149,100,0,9,0,100,100,0,100,100,0.0415997481,42.0857994848,15.2805388966,1.0000000000,0.8000000000,250.0000000000
150,100,0,7,0,100,100,0,100,100,0.0397832497,42.0460162351,15.4405670782,1.0000000000,0.8000000000,250.0000000000
151,100,0,8,0,100,100,0,100,100,0.0415705689,42.0044456662,15.3605531947,1.0000000000,0.8000000000,250.0000000000
152,100,0,11,0,100,100,0,100,100,0.0504549682,41.9539906981,15.1205538236,1.0000000000,0.8000000000,250.0000000000
153,100,0,14,0,100,100,0,100,100,0.0619553749,41.8920353232,14.8805565876,1.0000000000,0.8000000000,250.0000000000
154,100,0,17,0,100,100,0,100,100,0.0611165984,41.8309187248,14.6405598437,1.0000000000,0.8000000000,250.0000000000
155,100,0,43,0,100,100,0,100,100,0.1262905901,41.7046281347,12.5605384658,1.0000000000,0.8000000000,250.0000000000
156,100,0,1,0,100,100,0,100,100,0.0389456797,41.6656824550,15.9206159815,1.0000000000,0.8000000000,250.0000000000
157,100,0,2,0,100,100,0,100,100,0.0329248953,41.6327575597,15.8405451852,1.0000000000,0.8000000000,250.0000000000
158,100,0,8,0,100,100,0,100,100,0.0414602620,41.5912972977,15.3605605557,1.0000000000,0.8000000000,250.0000000000
159,100,0,4,0,100,100,0,100,100,0.0341307269,41.5571665707,15.6805893920,1.0000000000,0.8000000000,250.0000000000
160,100,0,12,0,100,100,0,100,100,0.0473078838,41.5098586870,15.0405498989,1.0000000000,0.8000000000,250.0000000000
161,100,0,6,0,100,100,0,100,100,0.0412324295,41.4686262574,15.5205808498,1.0000000000,0.8000000000,250.0000000000
162,100,0,5,0,100,100,0,100,100,0.0374614661,41.4311647913,15.6005913950,1.0000000000,0.8000000000,250.0000000000
163,100,0,16,0,100,100,0,100,100,0.0617673460,41.3693974453,14.7205625653,1.0000000000,0.8000000000,250.0000000000
164,100,0,13,0,100,100,0,100,100,0.0542778272,41.3151196181,14.9605534666,1.0000000000,0.8000000000,250.0000000000
165,100,0,16,0,100,100,0,100,100,0.0615094992,41.2536101189,14.7205515399,1.0000000000,0.8000000000,250.0000000000
166,100,0,24,0,100,100,0,100,100,0.0742362356,41.1793738832,14.0805421550,1.0000000000,0.8000000000,250.0000000000
167,100,0,34,0,100,100,0,100,100,0.1003960658,41.0789778175,13.2805355819,1.0000000000,0.8000000000,250.0000000000
168,100,0,6,0,100,100,0,100,100,0.0381163534,41.0408614641,15.5205826651,1.0000000000,0.8000000000,250.0000000000
169,100,0,6,0,100,100,0,100,100,0.0380287979,41.0028326661,15.5205713384,1.0000000000,0.8000000000,250.0000000000
170,100,0,5,0,100,100,0,100,100,0.0357349388,40.9670977274,15.6005602131,1.0000000000,0.8000000000,250.0000000000
171,100,0,4,0,100,100,0,100,100,0.0348486605,40.9322490668,15.6805776115,1.0000000000,0.8000000000,250.0000000000
172,100,0,3,0,100,100,0,100,100,0.0351793366,40.8970697303,15.7606029595,1.0000000000,0.8000000000,250.0000000000
173,100,0,8,0,100,100,0,100,100,0.0428545417,40.8542151886,15.3605879179,1.0000000000,0.8000000000,250.0000000000
174,100,0,7,0,100,100,0,100,100,0.0406394416,40.8135757470,15.4405836792,1.0000000000,0.8000000000,250.0000000000
175,100,0,7,0,100,100,0,100,100,0.0406195724,40.7729561746,15.4405538923,1.0000000000,0.8000000000,250.0000000000
176,100,0,9,0,100,100,0,100,100,0.0437563507,40.7291998239,15.2805572449,1.0000000000,0.8000000000,250.0000000000
177,100,0,17,0,100,100,0,100,100,0.0654721664,40.6637276575,14.6405474704,1.0000000000,0.8000000000,250.0000000000
178,100,0,24,0,100,100,0,100,100,0.0874423495,40.5762853080,14.0805449968,1.0000000000,0.8000000000,250.0000000000
179,100,0,36,0,100,100,0,100,100,0.1062934107,40.4699918973,13.1205362890,1.0000000000,0.8000000000,250.0000000000
180,100,0,4,0,100,100,0,100,100,0.0339836234,40.4360082739,15.6805556990,1.0000000000,0.8000000000,250.0000000000
181,100,0,1,1,100,100,0,100,100,0.0360657911,40.3999424829,15.9205443948,1.0000000000,0.8000000000,250.0000000000
182,100,0,5,0,100,100,0,100,100,0.0369705236,40.3629719593,15.6005741736,1.0000000000,0.8000000000,250.0000000000
183,100,0,5,0,100,100,0,100,100,0.0380160417,40.3249559176,15.6005770858,1.0000000000,0.8000000000,250.0000000000
184,100,0,6,0,100,100,0,100,100,0.0387879268,40.2861679908,15.5205820826,1.0000000000,0.8000000000,250.0000000000
185,100,0,9,0,100,100,0,100,100,0.0450007845,40.2411672063,15.2805571253,1.0000000000,0.8000000000,250.0000000000
186,100,0,9,0,100,100,0,100,100,0.0448075885,40.1963596178,15.2805556570,1.0000000000,0.8000000000,250.0000000000
187,100,0,3,0,100,100,0,100,100,0.0337106406,40.1626489772,15.7605617230,1.0000000000,0.8000000000,250.0000000000
188,100,0,9,0,100,100,0,100,100,0.0441492509,40.1184997263,15.2805569977,1.0000000000,0.8000000000,250.0000000000
189,100,0,10,0,100,100,0,100,100,0.0450104785,40.0734892479,15.2005565582,1.0000000000,0.8000000000,250.0000000000
