Round,Alive,Dead,CH_Count,Generated,Delivered,Lost,Unclustered,Was_Setup_Round,Control_TX,Control_RX,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Cluster_Size,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps
77,100,0,1,100,100,0,0,0,0,0,100,100,0.0277967221,48.1249737525,100.0000000000,15.9203173949,1.0000000000,0.8000000000,250.0000000000
78,100,0,1,100,100,0,0,0,0,0,100,100,0.0277967221,48.0971770304,100.0000000000,15.9203173949,1.0000000000,0.8000000000,250.0000000000
79,100,0,1,100,100,0,0,0,0,0,100,100,0.0277967221,48.0693803083,100.0000000000,15.9203173949,1.0000000000,0.8000000000,250.0000000000
80,100,0,1,100,100,0,0,0,0,0,100,100,0.0277967221,48.0415835863,100.0000000000,15.9203173949,1.0000000000,0.8000000000,250.0000000000
81,100,0,1,100,100,0,0,1,101,297,100,100,0.0345922635,48.0069913228,100.0000000000,15.9203407015,1.0000000000,0.8808000000,227.0663033606
82,100,0,1,100,100,0,0,0,0,0,100,100,0.0296081372,47.9773831856,100.0000000000,15.9203407015,1.0000000000,0.8000000000,250.0000000000
83,100,0,1,100,100,0,0,0,0,0,100,100,0.0296081372,47.9477750484,100.0000000000,15.9203407015,1.0000000000,0.8000000000,250.0000000000
84,100,0,1,100,100,0,0,0,0,0,100,100,0.0296081372,47.9181669113,100.0000000000,15.9203407015,1.0000000000,0.8000000000,250.0000000000
85,100,0,1,100,100,0,0,0,0,0,100,100,0.0296081372,47.8885587741,100.0000000000,15.9203407015,1.0000000000,0.8000000000,250.0000000000
86,100,0,1,100,100,0,0,1,101,297,100,100,0.0299886215,47.8585701526,100.0000000000,15.9202069402,1.0000000000,0.8808000000,227.0663033606
87,100,0,1,100,100,0,0,0,0,0,100,100,0.0254386200,47.8331315326,100.0000000000,15.9202069402,1.0000000000,0.8000000000,250.0000000000
88,100,0,1,100,100,0,0,0,0,0,100,100,0.0254386200,47.8076929126,100.0000000000,15.9202069402,1.0000000000,0.8000000000,250.0000000000
89,100,0,1,100,100,0,0,0,0,0,100,100,0.0254386200,47.7822542926,100.0000000000,15.9202069402,1.0000000000,0.8000000000,250.0000000000
90,100,0,1,100,100,0,0,0,0,0,100,100,0.0254386200,47.7568156726,100.0000000000,15.9202069402,1.0000000000,0.8000000000,250.0000000000
91,100,0,5,100,100,0,0,1,105,685,100,100,0.0303859450,47.7264297276,20.0000000000,15.6002032620,1.0000000000,0.8840000000,226.2443438914
92,100,0,5,100,100,0,0,0,0,0,100,100,0.0218413396,47.7045883880,20.0000000000,15.6002032620,1.0000000000,0.8000000000,250.0000000000
93,100,0,5,100,100,0,0,0,0,0,100,100,0.0218413396,47.6827470484,20.0000000000,15.6002032620,1.0000000000,0.8000000000,250.0000000000
94,100,0,5,100,100,0,0,0,0,0,100,100,0.0218413396,47.6609057088,20.0000000000,15.6002032620,1.0000000000,0.8000000000,250.0000000000
95,100,0,5,100,100,0,0,0,0,0,100,100,0.0218413396,47.6390643692,20.0000000000,15.6002032620,1.0000000000,0.8000000000,250.0000000000
96,100,0,1,100,100,0,0,1,101,297,100,100,0.0336852790,47.6053790903,100.0000000000,15.9203315524,1.0000000000,0.8808000000,227.0663033606
97,100,0,1,100,100,0,0,0,0,0,100,100,0.0287886724,47.5765904179,100.0000000000,15.9203315524,1.0000000000,0.8000000000,250.0000000000
98,100,0,1,100,100,0,0,0,0,0,100,100,0.0287886724,47.5478017455,100.0000000000,15.9203315524,1.0000000000,0.8000000000,250.0000000000
99,100,0,1,100,100,0,0,0,0,0,100,100,0.0287886724,47.5190130731,100.0000000000,15.9203315524,1.0000000000,0.8000000000,250.0000000000
100,100,0,1,100,100,0,0,0,0,0,100,100,0.0287886724,47.4902244007,100.0000000000,15.9203315524,1.0000000000,0.8000000000,250.0000000000
101,100,0,11,100,100,0,0,1,110,1267,100,100,0.0358599796,47.4543644211,9.0909090909,15.1201783648,1.0000000000,0.8880000000,225.2252252252
102,100,0,11,100,100,0,0,0,0,0,100,100,0.0208758024,47.4334886187,9.0909090909,15.1201783648,1.0000000000,0.8000000000,250.0000000000
103,100,0,11,100,100,0,0,0,0,0,100,100,0.0208758024,47.4126128164,9.0909090909,15.1201783648,1.0000000000,0.8000000000,250.0000000000
104,100,0,11,100,100,0,0,0,0,0,100,100,0.0208758024,47.3917370140,9.0909090909,15.1201783648,1.0000000000,0.8000000000,250.0000000000
105,100,0,11,100,100,0,0,0,0,0,100,100,0.0208758024,47.3708612117,9.0909090909,15.1201783648,1.0000000000,0.8000000000,250.0000000000
106,100,0,11,100,100,0,0,1,111,1267,100,100,0.0356620488,47.3351991628,9.0909090909,15.1201615180,1.0000000000,0.8888000000,225.0225022502
107,100,0,11,100,100,0,0,0,0,0,100,100,0.0206740648,47.3145250981,9.0909090909,15.1201615180,1.0000000000,0.8000000000,250.0000000000
108,100,0,11,100,100,0,0,0,0,0,100,100,0.0206740648,47.2938510333,9.0909090909,15.1201615180,1.0000000000,0.8000000000,250.0000000000
109,100,0,11,100,100,0,0,0,0,0,100,100,0.0206740648,47.2731769685,9.0909090909,15.1201615180,1.0000000000,0.8000000000,250.0000000000
110,100,0,11,100,100,0,0,0,0,0,100,100,0.0206740648,47.2525029038,9.0909090909,15.1201615180,1.0000000000,0.8000000000,250.0000000000
111,100,0,8,100,100,0,0,1,108,976,100,100,0.0334260932,47.2190768106,12.5000000000,15.3601999375,1.0000000000,0.8864000000,225.6317689531
112,100,0,8,100,100,0,0,0,0,0,100,100,0.0216345289,47.1974422817,12.5000000000,15.3601999375,1.0000000000,0.8000000000,250.0000000000
113,100,0,8,100,100,0,0,0,0,0,100,100,0.0216345289,47.1758077528,12.5000000000,15.3601999375,1.0000000000,0.8000000000,250.0000000000
114,100,0,8,100,100,0,0,0,0,0,100,100,0.0216345289,47.1541732239,12.5000000000,15.3601999375,1.0000000000,0.8000000000,250.0000000000
115,100,0,8,100,100,0,0,0,0,0,100,100,0.0216345289,47.1325386950,12.5000000000,15.3601999375,1.0000000000,0.8000000000,250.0000000000
116,100,0,8,100,100,0,0,1,108,976,100,100,0.0329419407,47.0995967542,12.5000000000,15.3601833440,1.0000000000,0.8864000000,225.6317689531
117,100,0,8,100,100,0,0,0,0,0,100,100,0.0211894436,47.0784073106,12.5000000000,15.3601833440,1.0000000000,0.8000000000,250.0000000000
118,100,0,8,100,100,0,0,0,0,0,100,100,0.0211894436,47.0572178669,12.5000000000,15.3601833440,1.0000000000,0.8000000000,250.0000000000
119,100,0,8,100,100,0,0,0,0,0,100,100,0.0211894436,47.0360284233,12.5000000000,15.3601833440,1.0000000000,0.8000000000,250.0000000000
120,100,0,8,100,100,0,0,0,0,0,100,100,0.0211894436,47.0148389797,12.5000000000,15.3601833440,1.0000000000,0.8000000000,250.0000000000
121,100,0,4,100,100,0,0,1,104,588,100,100,0.0295285725,46.9853104071,25.0000000000,15.6801615124,1.0000000000,0.8832000000,226.4492753623
122,100,0,4,100,100,0,0,0,0,0,100,100,0.0220384812,46.9632719259,25.0000000000,15.6801615124,1.0000000000,0.8000000000,250.0000000000
123,100,0,4,100,100,0,0,0,0,0,100,100,0.0220384812,46.9412334446,25.0000000000,15.6801615124,1.0000000000,0.8000000000,250.0000000000
124,100,0,4,100,100,0,0,0,0,0,100,100,0.0220384812,46.9191949634,25.0000000000,15.6801615124,1.0000000000,0.8000000000,250.0000000000
125,100,0,4,100,100,0,0,0,0,0,100,100,0.0220384812,46.8971564821,25.0000000000,15.6801615124,1.0000000000,0.8000000000,250.0000000000
126,100,0,8,100,100,0,0,1,108,976,100,100,0.0328980687,46.8642584135,12.5000000000,15.3601703190,1.0000000000,0.8864000000,225.6317689531
127,100,0,8,100,100,0,0,0,0,0,100,100,0.0211459262,46.8431124873,12.5000000000,15.3601703190,1.0000000000,0.8000000000,250.0000000000
128,100,0,8,100,100,0,0,0,0,0,100,100,0.0211459262,46.8219665612,12.5000000000,15.3601703190,1.0000000000,0.8000000000,250.0000000000
129,100,0,8,100,100,0,0,0,0,0,100,100,0.0211459262,46.8008206350,12.5000000000,15.3601703190,1.0000000000,0.8000000000,250.0000000000
130,100,0,8,100,100,0,0,0,0,0,100,100,0.0211459262,46.7796747088,12.5000000000,15.3601703190,1.0000000000,0.8000000000,250.0000000000
131,100,0,4,100,100,0,0,1,104,588,100,100,0.0300951264,46.7495795825,25.0000000000,15.6802159097,1.0000000000,0.8832000000,226.4492753623
132,100,0,4,100,100,0,0,0,0,0,100,100,0.0225584183,46.7270211642,25.0000000000,15.6802159097,1.0000000000,0.8000000000,250.0000000000
133,100,0,4,100,100,0,0,0,0,0,100,100,0.0225584183,46.7044627459,25.0000000000,15.6802159097,1.0000000000,0.8000000000,250.0000000000
134,100,0,4,100,100,0,0,0,0,0,100,100,0.0225584183,46.6819043277,25.0000000000,15.6802159097,1.0000000000,0.8000000000,250.0000000000
135,100,0,4,100,100,0,0,0,0,0,100,100,0.0225584183,46.6593459094,25.0000000000,15.6802159097,1.0000000000,0.8000000000,250.0000000000
136,100,0,5,100,100,0,0,1,105,685,100,100,0.0314263410,46.6279195684,20.0000000000,15.6001842816,1.0000000000,0.8840000000,226.2443438914
137,100,0,5,100,100,0,0,0,0,0,100,100,0.0227734640,46.6051461043,20.0000000000,15.6001842816,1.0000000000,0.8000000000,250.0000000000
138,100,0,5,100,100,0,0,0,0,0,100,100,0.0227734640,46.5823726403,20.0000000000,15.6001842816,1.0000000000,0.8000000000,250.0000000000
139,100,0,5,100,100,0,0,0,0,0,100,100,0.0227734640,46.5595991763,20.0000000000,15.6001842816,1.0000000000,0.8000000000,250.0000000000
140,100,0,5,100,100,0,0,0,0,0,100,100,0.0227734640,46.5368257123,20.0000000000,15.6001842816,1.0000000000,0.8000000000,250.0000000000
141,100,0,7,100,100,0,0,1,107,879,100,100,0.0320951892,46.5047305231,14.2857142857,15.4401755351,1.0000000000,0.8856000000,225.8355916893
142,100,0,7,100,100,0,0,0,0,0,100,100,0.0213998497,46.4833306733,14.2857142857,15.4401755351,1.0000000000,0.8000000000,250.0000000000
143,100,0,7,100,100,0,0,0,0,0,100,100,0.0213998497,46.4619308236,14.2857142857,15.4401755351,1.0000000000,0.8000000000,250.0000000000
144,100,0,7,100,100,0,0,0,0,0,100,100,0.0213998497,46.4405309739,14.2857142857,15.4401755351,1.0000000000,0.8000000000,250.0000000000
145,100,0,7,100,100,0,0,0,0,0,100,100,0.0213998497,46.4191311242,14.2857142857,15.4401755351,1.0000000000,0.8000000000,250.0000000000
146,100,0,7,100,100,0,0,1,107,879,100,100,0.0321564454,46.3869746787,14.2857142857,15.4401864321,1.0000000000,0.8856000000,225.8355916893
147,100,0,7,100,100,0,0,0,0,0,100,100,0.0214600404,46.3655146383,14.2857142857,15.4401864321,1.0000000000,0.8000000000,250.0000000000
148,100,0,7,100,100,0,0,0,0,0,100,100,0.0214600404,46.3440545979,14.2857142857,15.4401864321,1.0000000000,0.8000000000,250.0000000000
149,100,0,7,100,100,0,0,0,0,0,100,100,0.0214600404,46.3225945575,14.2857142857,15.4401864321,1.0000000000,0.8000000000,250.0000000000
150,100,0,7,100,100,0,0,0,0,0,100,100,0.0214600404,46.3011345171,14.2857142857,15.4401864321,1.0000000000,0.8000000000,250.0000000000
151,100,0,2,100,100,0,0,1,102,394,100,100,0.0286453427,46.2724891744,50.0000000000,15.8401840788,1.0000000000,0.8816000000,226.8602540835
152,100,0,2,100,100,0,0,0,0,0,100,100,0.0232232547,46.2492659197,50.0000000000,15.8401840788,1.0000000000,0.8000000000,250.0000000000
153,100,0,2,100,100,0,0,0,0,0,100,100,0.0232232547,46.2260426650,50.0000000000,15.8401840788,1.0000000000,0.8000000000,250.0000000000
154,100,0,2,100,100,0,0,0,0,0,100,100,0.0232232547,46.2028194103,50.0000000000,15.8401840788,1.0000000000,0.8000000000,250.0000000000
155,100,0,2,100,100,0,0,0,0,0,100,100,0.0232232547,46.1795961555,50.0000000000,15.8401840788,1.0000000000,0.8000000000,250.0000000000
156,100,0,3,100,100,0,0,1,103,491,100,100,0.0291877235,46.1504084320,33.3333333333,15.7602051333,1.0000000000,0.8824000000,226.6545784225
157,100,0,3,100,100,0,0,0,0,0,100,100,0.0227204864,46.1276879456,33.3333333333,15.7602051333,1.0000000000,0.8000000000,250.0000000000
158,100,0,3,100,100,0,0,0,0,0,100,100,0.0227204864,46.1049674593,33.3333333333,15.7602051333,1.0000000000,0.8000000000,250.0000000000
159,100,0,3,100,100,0,0,0,0,0,100,100,0.0227204864,46.0822469729,33.3333333333,15.7602051333,1.0000000000,0.8000000000,250.0000000000
160,100,0,3,100,100,0,0,0,0,0,100,100,0.0227204864,46.0595264865,33.3333333333,15.7602051333,1.0000000000,0.8000000000,250.0000000000
161,100,0,3,100,100,0,0,1,103,491,100,100,0.0317556072,46.0277708794,33.3333333333,15.7602405066,1.0000000000,0.8824000000,226.6545784225
162,100,0,3,100,100,0,0,0,0,0,100,100,0.0250568857,46.0027139937,33.3333333333,15.7602405066,1.0000000000,0.8000000000,250.0000000000
163,100,0,3,100,100,0,0,0,0,0,100,100,0.0250568857,45.9776571080,33.3333333333,15.7602405066,1.0000000000,0.8000000000,250.0000000000
164,100,0,3,100,100,0,0,0,0,0,100,100,0.0250568857,45.9526002223,33.3333333333,15.7602405066,1.0000000000,0.8000000000,250.0000000000
165,100,0,3,100,100,0,0,0,0,0,100,100,0.0250568857,45.9275433366,33.3333333333,15.7602405066,1.0000000000,0.8000000000,250.0000000000
166,100,0,4,100,100,0,0,1,104,588,100,100,0.0302793792,45.8972639574,25.0000000000,15.6801900857,1.0000000000,0.8832000000,226.4492753623
167,100,0,4,100,100,0,0,0,0,0,100,100,0.0227236173,45.8745403401,25.0000000000,15.6801900857,1.0000000000,0.8000000000,250.0000000000
168,100,0,4,100,100,0,0,0,0,0,100,100,0.0227236173,45.8518167229,25.0000000000,15.6801900857,1.0000000000,0.8000000000,250.0000000000
169,100,0,4,100,100,0,0,0,0,0,100,100,0.0227236173,45.8290931056,25.0000000000,15.6801900857,1.0000000000,0.8000000000,250.0000000000
170,100,0,4,100,100,0,0,0,0,0,100,100,0.0227236173,45.8063694883,25.0000000000,15.6801900857,1.0000000000,0.8000000000,250.0000000000
171,100,0,6,100,100,0,0,1,106,782,100,100,0.0310799329,45.7752895554,16.6666666667,15.5201955355,1.0000000000,0.8848000000,226.0397830018
172,100,0,6,100,100,0,0,0,0,0,100,100,0.0214798366,45.7538097188,16.6666666667,15.5201955355,1.0000000000,0.8000000000,250.0000000000
173,100,0,6,100,100,0,0,0,0,0,100,100,0.0214798366,45.7323298822,16.6666666667,15.5201955355,1.0000000000,0.8000000000,250.0000000000
174,100,0,6,100,100,0,0,0,0,0,100,100,0.0214798366,45.7108500456,16.6666666667,15.5201955355,1.0000000000,0.8000000000,250.0000000000
175,100,0,6,100,100,0,0,0,0,0,100,100,0.0214798366,45.6893702090,16.6666666667,15.5201955355,1.0000000000,0.8000000000,250.0000000000
176,100,0,2,100,100,0,0,1,102,394,100,100,0.0351263674,45.6542438416,50.0000000000,15.8403599646,1.0000000000,0.8816000000,226.8602540835
177,100,0,2,100,100,0,0,0,0,0,100,100,0.0290839871,45.6251598546,50.0000000000,15.8403599646,1.0000000000,0.8000000000,250.0000000000
178,100,0,2,100,100,0,0,0,0,0,100,100,0.0290839871,45.5960758675,50.0000000000,15.8403599646,1.0000000000,0.8000000000,250.0000000000
179,100,0,2,100,100,0,0,0,0,0,100,100,0.0290839871,45.5669918804,50.0000000000,15.8403599646,1.0000000000,0.8000000000,250.0000000000
