Round,Alive,Dead,CH_Count,Generated,Delivered,Lost,Unclustered,Was_Setup_Round,Control_TX,Control_RX,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Cluster_Size,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps,Backup_Promotions,Backup_Rejected,Proactive_Handovers,Direct_To_BS
1,100,0,1,100,100,0,0,1,101,297,100,100,0.0351791744,49.9481758256,100.0000000000,16.0480975860,1.0000000000,0.8872000000,227.2317403066,0,0,0,0
2,100,0,1,100,100,0,0,0,0,0,100,100,0.0294651573,49.9187106683,100.0000000000,16.0480975860,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
3,100,0,1,100,100,0,0,0,0,0,100,100,0.0294651573,49.8892455111,100.0000000000,16.0480975860,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
4,100,0,1,100,100,0,0,0,0,0,100,100,0.0294651573,49.8597803538,100.0000000000,16.0480975860,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
5,100,0,1,100,100,0,0,0,0,0,100,100,0.0294651573,49.8303151966,100.0000000000,16.0480975860,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
6,100,0,4,100,100,0,0,1,104,588,100,100,0.0382127995,49.7921023970,25.0000000000,15.8060476104,1.0000000000,0.8896000000,226.6187050360,0,0,0,0
7,100,0,4,100,100,0,0,0,0,0,100,100,0.0296928914,49.7624095057,25.0000000000,15.8060476104,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
8,100,0,4,100,100,0,0,0,0,0,100,100,0.0296928914,49.7327166143,25.0000000000,15.8060476104,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
9,100,0,4,100,100,0,0,0,0,0,100,100,0.0296928914,49.7030237229,25.0000000000,15.8060476104,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
10,100,0,4,100,100,0,0,0,0,0,100,100,0.0296928914,49.6733308315,25.0000000000,15.8060476104,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
11,100,0,14,100,100,0,0,1,113,1558,100,100,0.0644578741,49.6088729575,7.1428571429,14.9995967246,1.0000000000,0.8968000000,224.7992863515,0,0,0,0
12,100,0,14,100,100,0,0,0,0,0,100,100,0.0452256894,49.5636472681,7.1428571429,14.9995967246,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
13,100,0,14,100,100,0,0,0,0,0,100,100,0.0452256894,49.5184215787,7.1428571429,14.9995967246,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
14,100,0,14,100,100,0,0,0,0,0,100,100,0.0452256894,49.4731958892,7.1428571429,14.9995967246,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
15,100,0,14,100,100,0,0,0,0,0,100,100,0.0452256894,49.4279701998,7.1428571429,14.9995967246,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
16,100,0,8,100,100,0,0,1,108,976,100,100,0.0484140297,49.3795561702,12.5000000000,15.4834402308,1.0000000000,0.8928000000,225.8064516129,0,0,0,0
17,100,0,8,100,100,0,0,0,0,0,100,100,0.0356414828,49.3439146873,12.5000000000,15.4834402308,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
18,100,0,8,100,100,0,0,0,0,0,100,100,0.0356414828,49.3082732045,12.5000000000,15.4834402308,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
19,100,0,8,100,100,0,0,0,0,0,100,100,0.0356414828,49.2726317217,12.5000000000,15.4834402308,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
20,100,0,8,100,100,0,0,0,0,0,100,100,0.0356414828,49.2369902389,12.5000000000,15.4834402308,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
21,100,0,6,100,100,0,0,1,106,782,100,100,0.0428572236,49.1941330153,16.6666666667,15.6447264044,1.0000000000,0.8912000000,226.2118491921,0,0,0,0
22,100,0,6,100,100,0,0,0,0,0,100,100,0.0322296526,49.1619033626,16.6666666667,15.6447264044,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
23,100,0,6,100,100,0,0,0,0,0,100,100,0.0322296526,49.1296737100,16.6666666667,15.6447264044,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
24,100,0,6,100,100,0,0,0,0,0,100,100,0.0322296526,49.0974440574,16.6666666667,15.6447264044,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
25,100,0,6,100,100,0,0,0,0,0,100,100,0.0322296526,49.0652144048,16.6666666667,15.6447264044,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
26,100,0,5,100,100,0,0,1,105,685,100,100,0.0407734660,49.0244409388,20.0000000000,15.7253861737,1.0000000000,0.8904000000,226.4150943396,0,0,0,0
27,100,0,5,100,100,0,0,0,0,0,100,100,0.0311859812,48.9932549577,20.0000000000,15.7253861737,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
28,100,0,5,100,100,0,0,0,0,0,100,100,0.0311859812,48.9620689765,20.0000000000,15.7253861737,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
29,100,0,5,100,100,0,0,0,0,0,100,100,0.0311859812,48.9308829953,20.0000000000,15.7253861737,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
30,100,0,5,100,100,0,0,0,0,0,100,100,0.0311859812,48.8996970142,20.0000000000,15.7253861737,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
31,100,0,9,100,100,0,0,1,109,1073,100,100,0.0474212998,48.8522757143,11.1111111111,15.4027929680,1.0000000000,0.8936000000,225.6042972247,0,0,0,0
32,100,0,9,100,100,0,0,0,0,0,100,100,0.0335804203,48.8186952940,11.1111111111,15.4027929680,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
33,100,0,9,100,100,0,0,0,0,0,100,100,0.0335804203,48.7851148737,11.1111111111,15.4027929680,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
34,100,0,9,100,100,0,0,0,0,0,100,100,0.0335804203,48.7515344534,11.1111111111,15.4027929680,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
35,100,0,9,100,100,0,0,0,0,0,100,100,0.0335804203,48.7179540331,11.1111111111,15.4027929680,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
36,100,0,7,100,100,0,0,1,107,879,100,100,0.0464962182,48.6714578149,14.2857142857,15.5640686177,1.0000000000,0.8920000000,226.0089686099,0,0,0,0
37,100,0,7,100,100,0,0,0,0,0,100,100,0.0348082129,48.6366496020,14.2857142857,15.5640686177,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
38,100,0,7,100,100,0,0,0,0,0,100,100,0.0348082129,48.6018413890,14.2857142857,15.5640686177,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
39,100,0,7,100,100,0,0,0,0,0,100,100,0.0348082129,48.5670331761,14.2857142857,15.5640686177,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
40,100,0,7,100,100,0,0,0,0,0,100,100,0.0348082129,48.5322249631,14.2857142857,15.5640686177,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
41,100,0,3,100,100,0,0,1,103,491,100,100,0.0339414365,48.4982835266,33.3333333333,15.8866530471,1.0000000000,0.8888000000,226.8226822682,0,0,0,0
42,100,0,3,100,100,0,0,0,0,0,100,100,0.0265301018,48.4717534248,33.3333333333,15.8866530471,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
43,100,0,3,100,100,0,0,0,0,0,100,100,0.0265301018,48.4452233231,33.3333333333,15.8866530471,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
44,100,0,3,100,100,0,0,0,0,0,100,100,0.0265301018,48.4186932213,33.3333333333,15.8866530471,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
45,100,0,3,100,100,0,0,0,0,0,100,100,0.0265301018,48.3921631195,33.3333333333,15.8866530471,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
46,100,0,8,100,100,0,0,1,108,976,100,100,0.0451799793,48.3469831402,12.5000000000,15.4834250674,1.0000000000,0.8928000000,225.8064516129,0,0,0,0
47,100,0,8,100,100,0,0,0,0,0,100,100,0.0323587472,48.3146243930,12.5000000000,15.4834250674,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
48,100,0,8,100,100,0,0,0,0,0,100,100,0.0323587472,48.2822656459,12.5000000000,15.4834250674,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
49,100,0,8,100,100,0,0,0,0,0,100,100,0.0323587472,48.2499068987,12.5000000000,15.4834250674,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
