Round,Alive,Dead,CH_Count,Generated,Delivered,Lost,Unclustered,Was_Setup_Round,Control_TX,Control_RX,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Cluster_Size,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps,Backup_Promotions,Backup_Rejected,Proactive_Handovers,Direct_To_BS
1,100,0,3,100,100,0,0,1,103,491,100,100,0.0357396110,49.9477553890,33.3333333333,15.8866624668,1.0000000000,0.8888000000,226.8226822682,0,0,0,0
2,100,0,3,100,100,0,0,0,0,0,100,100,0.0281592281,49.9195961609,33.3333333333,15.8866624668,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
3,100,0,3,100,100,0,0,0,0,0,100,100,0.0281592281,49.8914369327,33.3333333333,15.8866624668,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
4,100,0,3,100,100,0,0,0,0,0,100,100,0.0281592281,49.8632777046,33.3333333333,15.8866624668,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
5,100,0,3,100,100,0,0,0,0,0,100,100,0.0281592281,49.8351184765,33.3333333333,15.8866624668,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
6,100,0,8,100,100,0,0,1,108,976,100,100,0.0434034496,49.7917150269,12.5000000000,15.4834207588,1.0000000000,0.8928000000,225.8064516129,0,0,0,0
7,100,0,8,100,100,0,0,0,0,0,100,100,0.0306512964,49.7610637305,12.5000000000,15.4834207588,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
8,100,0,8,100,100,0,0,0,0,0,100,100,0.0306512964,49.7304124340,12.5000000000,15.4834207588,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
9,100,0,8,100,100,0,0,0,0,0,100,100,0.0306512964,49.6997611376,12.5000000000,15.4834207588,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
10,100,0,8,100,100,0,0,0,0,0,100,100,0.0306512964,49.6691098411,12.5000000000,15.4834207588,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
11,100,0,9,100,100,0,0,1,109,1073,100,100,0.0536935060,49.6154163351,11.1111111111,15.4028143913,1.0000000000,0.8936000000,225.6042972247,0,0,0,0
12,100,0,9,100,100,0,0,0,0,0,100,100,0.0398389691,49.5755773660,11.1111111111,15.4028143913,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
13,100,0,9,100,100,0,0,0,0,0,100,100,0.0398389691,49.5357383969,11.1111111111,15.4028143913,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
14,100,0,9,100,100,0,0,0,0,0,100,100,0.0398389691,49.4958994278,11.1111111111,15.4028143913,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
15,100,0,9,100,100,0,0,0,0,0,100,100,0.0398389691,49.4560604587,11.1111111111,15.4028143913,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
16,100,0,7,100,100,0,0,1,107,879,100,100,0.0430565458,49.4130039129,14.2857142857,15.5640769569,1.0000000000,0.8920000000,226.0089686099,0,0,0,0
17,100,0,7,100,100,0,0,0,0,0,100,100,0.0313927808,49.3816111320,14.2857142857,15.5640769569,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
18,100,0,7,100,100,0,0,0,0,0,100,100,0.0313927808,49.3502183512,14.2857142857,15.5640769569,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
19,100,0,7,100,100,0,0,0,0,0,100,100,0.0313927808,49.3188255704,14.2857142857,15.5640769569,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
20,100,0,7,100,100,0,0,0,0,0,100,100,0.0313927808,49.2874327895,14.2857142857,15.5640769569,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
21,100,0,6,100,100,0,0,1,106,782,100,100,0.0446116957,49.2428210938,16.6666666667,15.6447303489,1.0000000000,0.8912000000,226.2118491921,0,0,0,0
22,100,0,6,100,100,0,0,0,0,0,100,100,0.0339865564,49.2088345374,16.6666666667,15.6447303489,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
23,100,0,6,100,100,0,0,0,0,0,100,100,0.0339865564,49.1748479811,16.6666666667,15.6447303489,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
24,100,0,6,100,100,0,0,0,0,0,100,100,0.0339865564,49.1408614247,16.6666666667,15.6447303489,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
25,100,0,6,100,100,0,0,0,0,0,100,100,0.0339865564,49.1068748684,16.6666666667,15.6447303489,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
26,100,0,3,100,100,0,0,1,103,491,100,100,0.0358250035,49.0710498649,33.3333333333,15.8866816249,1.0000000000,0.8888000000,226.8226822682,0,0,0,0
27,100,0,3,100,100,0,0,0,0,0,100,100,0.0284008914,49.0426489735,33.3333333333,15.8866816249,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
28,100,0,3,100,100,0,0,0,0,0,100,100,0.0284008914,49.0142480821,33.3333333333,15.8866816249,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
29,100,0,3,100,100,0,0,0,0,0,100,100,0.0284008914,48.9858471907,33.3333333333,15.8866816249,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
30,100,0,3,100,100,0,0,0,0,0,100,100,0.0284008914,48.9574462993,33.3333333333,15.8866816249,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
31,100,0,9,100,100,0,0,1,109,1073,100,100,0.0529135701,48.9045327293,11.1111111111,15.4028185535,1.0000000000,0.8936000000,225.6042972247,0,0,0,0
32,100,0,9,100,100,0,0,0,0,0,100,100,0.0390325811,48.8655001482,11.1111111111,15.4028185535,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
33,100,0,9,100,100,0,0,0,0,0,100,100,0.0390325811,48.8264675671,11.1111111111,15.4028185535,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
34,100,0,9,100,100,0,0,0,0,0,100,100,0.0390325811,48.7874349860,11.1111111111,15.4028185535,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
35,100,0,9,100,100,0,0,0,0,0,100,100,0.0390325811,48.7484024050,11.1111111111,15.4028185535,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
36,100,0,9,100,100,0,0,1,109,1073,100,100,0.0481451248,48.7002572802,11.1111111111,15.4027861780,1.0000000000,0.8936000000,225.6042972247,0,0,0,0
37,100,0,9,100,100,0,0,0,0,0,100,100,0.0343218700,48.6659354102,11.1111111111,15.4027861780,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
38,100,0,9,100,100,0,0,0,0,0,100,100,0.0343218700,48.6316135402,11.1111111111,15.4027861780,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
39,100,0,9,100,100,0,0,0,0,0,100,100,0.0343218700,48.5972916703,11.1111111111,15.4027861780,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
40,100,0,9,100,100,0,0,0,0,0,100,100,0.0343218700,48.5629698003,11.1111111111,15.4027861780,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
41,100,0,6,100,100,0,0,1,106,782,100,100,0.0424995178,48.5204702825,16.6666666667,15.6447196968,1.0000000000,0.8912000000,226.2118491921,0,0,0,0
42,100,0,6,100,100,0,0,0,0,0,100,100,0.0319051978,48.4885650848,16.6666666667,15.6447196968,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
43,100,0,6,100,100,0,0,0,0,0,100,100,0.0319051978,48.4566598870,16.6666666667,15.6447196968,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
44,100,0,6,100,100,0,0,0,0,0,100,100,0.0319051978,48.4247546893,16.6666666667,15.6447196968,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
45,100,0,6,100,100,0,0,0,0,0,100,100,0.0319051978,48.3928494915,16.6666666667,15.6447196968,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
46,100,0,9,100,100,0,0,1,109,1073,100,100,0.0491403942,48.3437090973,11.1111111111,15.4027963260,1.0000000000,0.8936000000,225.6042972247,0,0,0,0
47,100,0,9,100,100,0,0,0,0,0,100,100,0.0352817505,48.3084273468,11.1111111111,15.4027963260,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
48,100,0,9,100,100,0,0,0,0,0,100,100,0.0352817505,48.2731455963,11.1111111111,15.4027963260,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
49,100,0,9,100,100,0,0,0,0,0,100,100,0.0352817505,48.2378638459,11.1111111111,15.4027963260,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
50,100,0,9,100,100,0,0,0,0,0,100,100,0.0352817505,48.2025820954,11.1111111111,15.4027963260,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
51,100,0,5,100,100,0,0,1,105,685,100,100,0.0402149949,48.1623671004,20.0000000000,15.7253840950,1.0000000000,0.8904000000,226.4150943396,0,0,0,0
52,100,0,5,100,100,0,0,0,0,0,100,100,0.0306490398,48.1317180606,20.0000000000,15.7253840950,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
53,100,0,5,100,100,0,0,0,0,0,100,100,0.0306490398,48.1010690208,20.0000000000,15.7253840950,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
54,100,0,5,100,100,0,0,0,0,0,100,100,0.0306490398,48.0704199809,20.0000000000,15.7253840950,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
55,100,0,5,100,100,0,0,0,0,0,100,100,0.0306490398,48.0397709411,20.0000000000,15.7253840950,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
56,100,0,4,100,100,0,0,1,104,588,100,100,0.0377196664,48.0020512747,25.0000000000,15.8060288763,1.0000000000,0.8896000000,226.6187050360,0,0,0,0
57,100,0,4,100,100,0,0,0,0,0,100,100,0.0292308128,47.9728204619,25.0000000000,15.8060288763,1.0000000000,0.8064000000,250.0000000000,0,0,0,0
