Node,Death_Round
0,1916
1,1894
2,1936
3,1861
4,1956
5,2141
6,2216
7,2096
8,2076
9,2016
10,2151
11,2106
12,2056
13,2080
14,1821
15,1826
16,1920
17,1897
18,2106
19,2101
20,2111
21,2086
22,1841
23,2086
24,2081
25,2156
26,1821
27,2106
28,1551
29,2121
30,2001
31,2091
32,2006
33,2111
34,2031
35,1869
36,2101
37,2016
38,2121
39,2025
40,1885
41,2071
42,2116
43,1641
44,1936
45,2013
46,1936
47,2106
48,2051
49,1956
50,2071
51,1981
52,1966
53,2061
54,2101
55,2061
56,2056
57,1865
58,2401
59,1871
60,2097
61,2051
62,2146
63,1931
64,2071
65,1819
66,2086
67,2021
68,1881
69,1956
70,2131
71,2091
72,2009
73,2091
74,2031
75,2211
76,1921
77,1931
78,1986
79,2136
80,2206
81,2121
82,2081
83,1982
84,1976
85,1790
86,2021
87,2221
88,1858
89,2076
90,1886
91,2006
92,1846
93,1946
94,2096
95,1803
96,2076
97,2201
98,2081
99,2110
